正在分析 1447 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%  Sharpe  Trades Status Action
   1456.TW          240      27.03         -32.93  -63.66   -1.44      37   ☁ 觀望 觀察/可賣出
 00666R.TW          120      36.67         -33.16  -36.83   -3.30      30   📈 持有     持有
  6859.TWO          120      28.57         -33.75  -35.85   -4.77      28   📈 持有 觀察/可賣出
  6996.TWO           60      14.29         -34.29  -29.30  -14.83      14   📈 持有 觀察/可賣出
   6890.TW          120      16.67         -34.86  -25.48  -20.51       6   ☁ 觀望 觀察/可賣出
   7749.TW           20      11.11         -34.87  -39.21  -14.37       9   📈 持有 觀察/可賣出
  7752.TWO           60      16.67         -35.00  -36.31  -15.19      12   ☁ 觀望 觀察/可賣出
   3576.TW          240      26.47         -35.07  -35.19   -3.58      34   📈 持有 觀察/可賣出
  3067.TWO          120      23.08         -35.54 -139.38   -0.33     104   ☁ 觀望 觀察/可賣出
   6271.TW           20      31.79         -35.70  -76.40   -0.51     151   📈 持有 觀察/可賣出
   1444.TW          240      23.64         -35.76  -42.22   -1.72      55   ☁ 觀望 觀察/可賣出
  5272.TWO           60      23.81         -35.78  -60.39   -0.74      84   📈 持有 觀察/可賣出
  4609.TWO          240      36.51         -36.82  -76.62   -1.89      63   ☁ 觀望 觀察/可賣出
   2431.TW           10      29.38         -37.07 -103.56   -0.45     211   ☁ 觀望 觀察/可賣出
  7783.TWO           20      23.08         -37.20  -35.18  -18.67      13   ☁ 觀望 觀察/可賣出
   2432.TW          120      21.05         -37.99  -33.17  -10.78      19   📈 持有 觀察/可賣出
   6722.TW          240       0.00         -39.34  -35.23  -15.00       7   ☁ 觀望 觀察/可賣出
   2483.TW          240      26.56         -40.11  -44.78   -1.32      64   📈 持有 觀察/可賣出
   4906.TW           60      31.51         -40.61  -53.87   -1.16      73   📈 持有 觀察/可賣出
  00885.TW          240      21.74         -40.87  -40.08  -10.44      23   📈 持有 觀察/可賣出
  6179.TWO           10      30.22         -41.37 -140.60   -0.48     225   📈 持有 觀察/可賣出
   1563.TW          120       0.00         -41.93  -41.75  -15.53       7   ☁ 觀望 觀察/可賣出
 00674R.TW          240      11.54         -42.88  -42.15  -14.78      26   ☁ 觀望 觀察/可賣出
  2235.TWO          240      17.14         -42.99  -88.37   -2.16      35   ☁ 觀望 觀察/可賣出
   1589.TW          240      30.77         -43.01 -102.57   -1.76      26   ☁ 觀望 觀察/可賣出
  4130.TWO           60      20.29         -44.10 -150.84   -0.82      69   📈 持有 觀察/可賣出
 00664R.TW          240       6.67         -44.44  -42.22  -22.03      15   ☁ 觀望 觀察/可賣出
00857B.TWO          120      15.62         -45.14  -40.83  -12.55      32   📈 持有 觀察/可賣出
   1434.TW          240      12.50         -45.26  -47.48   -2.55      56   ☁ 觀望 觀察/可賣出
   2867.TW          240      12.50         -45.32  -43.14  -10.64      24   📈 持有 觀察/可賣出
 00638R.TW          240      21.88         -45.62  -45.42   -5.76      32   ☁ 觀望 觀察/可賣出
  6147.TWO          240      27.12         -46.33  -41.51   -1.85      59   📈 持有 觀察/可賣出
   5546.TW          240      18.52         -46.48  -53.41   -7.16      27   ☁ 觀望 觀察/可賣出
 00634R.TW          240      18.75         -46.93  -47.17   -7.32      32   ☁ 觀望 觀察/可賣出
  6730.TWO          120      30.00         -47.37  -46.70   -4.26      30   ☁ 觀望 觀察/可賣出
   3094.TW           20      29.73         -48.98  -81.25   -0.73     148   ☁ 觀望 觀察/可賣出
   6838.TW           60       0.00         -49.06  -43.10  -22.68       9   ☁ 觀望 觀察/可賣出
 00686R.TW          240      13.33         -49.26  -46.99  -16.40      15   ☁ 觀望 觀察/可賣出
   2258.TW          240       7.69         -49.48  -42.32  -17.52      13   ☁ 觀望 觀察/可賣出
 00648R.TW          240      23.08         -50.29  -44.34  -12.95      13   ☁ 觀望 觀察/可賣出
   6166.TW           60      33.77         -50.50 -107.54   -1.32      77   ☁ 觀望 觀察/可賣出
   6958.TW           60      21.43         -50.71  -49.00  -12.52      14   📈 持有 觀察/可賣出
 00669R.TW          240      13.64         -51.04  -46.72  -14.64      22   ☁ 觀望 觀察/可賣出
   4960.TW          120      35.48         -51.55  -63.40   -1.48      62   📈 持有 觀察/可賣出
  2252.TWO          240      10.00         -51.89  -47.14  -14.94      10   ☁ 觀望 觀察/可賣出
 00641R.TW          240      11.54         -52.01  -49.91  -13.45      26   ☁ 觀望 觀察/可賣出
00795B.TWO          240      15.00         -52.73  -37.22  -10.85      20   ☁ 觀望 觀察/可賣出
   2105.TW          240      12.82         -53.04  -81.17   -3.79      39   ☁ 觀望 觀察/可賣出
   3419.TW           60      24.32         -53.37  -80.11   -1.49      74   📈 持有 觀察/可賣出
   4720.TW          240      34.43         -53.78  -68.08   -2.56      61   ☁ 觀望 觀察/可賣出
 00656R.TW          240      25.81         -53.94  -48.50   -7.98      31   ☁ 觀望 觀察/可賣出
  2949.TWO           60      19.44         -54.10  -61.65   -8.68      36   ☁ 觀望 觀察/可賣出
  6246.TWO          240      30.77         -54.17  -67.43   -1.62      52   📈 持有 觀察/可賣出
   1711.TW           20      25.61         -54.74  -98.15   -1.07     164   📈 持有 觀察/可賣出
 00676R.TW          120      10.53         -55.87  -55.12  -14.28      19   ☁ 觀望 觀察/可賣出
 00651R.TW          120      17.86         -56.22  -54.88   -8.22      28   ☁ 觀望 觀察/可賣出
   2332.TW           10      30.81         -56.24  -91.02   -0.75     211   📈 持有 觀察/可賣出
  4198.TWO          120      25.49         -56.78 -119.08   -1.35      51   ☁ 觀望 觀察/可賣出
   6928.TW          120      28.57         -58.25  -64.63  -12.23       7   ☁ 觀望 觀察/可賣出
   4552.TW          240      17.24         -58.83  -61.78   -8.11      29   ☁ 觀望 觀察/可賣出
   1776.TW          120      20.00         -59.67  -66.42   -2.55      70   📈 持有 觀察/可賣出
  6865.TWO          240       9.09         -60.27  -51.19  -18.12      11   ☁ 觀望 觀察/可賣出
  8923.TWO          240      25.00         -60.37  -81.41   -1.25     112   📈 持有 觀察/可賣出
   6901.TW           60      13.33         -60.60  -51.43  -14.78      15   ☁ 觀望 觀察/可賣出
 00654R.TW          240       8.33         -61.96  -59.14  -15.69      24   📈 持有 觀察/可賣出
  5227.TWO          240      23.68         -63.71  -84.12   -2.69      38   ☁ 觀望 觀察/可賣出
  2067.TWO          120      26.79         -68.48  -64.25   -2.90      56   📈 持有 觀察/可賣出
   3714.TW          240      23.53         -68.66  -72.06   -8.98      17   📈 持有 觀察/可賣出
   8011.TW          240      20.69         -69.23  -93.98   -2.44      58   ☁ 觀望 觀察/可賣出
  4131.TWO          240      38.64         -70.68 -119.65   -2.05      44   ☁ 觀望 觀察/可賣出
  4806.TWO          240      41.18         -71.86  -72.13   -4.23      17   ☁ 觀望 觀察/可賣出
   3041.TW           20      27.85         -72.48 -101.75   -0.68     158   ☁ 觀望 觀察/可賣出
   1338.TW          240      16.67         -72.57  -74.83   -9.61      24   ☁ 觀望 觀察/可賣出
  4406.TWO          240      31.03         -73.26  -96.59   -3.55      58   ☁ 觀望 觀察/可賣出
   8482.TW          240      16.22         -73.70  -63.18  -10.93      37   ☁ 觀望 觀察/可賣出
  8080.TWO          240      18.42         -76.93 -161.59   -1.57      38   ☁ 觀望 觀察/可賣出
   6719.TW          120      18.18         -78.06  -70.66  -13.25      22   ☁ 觀望 觀察/可賣出
  6578.TWO           60      17.65         -78.60 -148.15   -1.69      68   ☁ 觀望 觀察/可賣出
   6906.TW           20       9.09         -81.32  -71.10  -17.01      22   ☁ 觀望 觀察/可賣出
   6916.TW           60       0.00         -86.30  -83.66  -23.14      11   📈 持有 觀察/可賣出
  3221.TWO          240      28.12         -91.03 -104.57   -5.31      32   📈 持有 觀察/可賣出
   1110.TW          240      16.18         -91.73  -88.81   -7.65      68   ☁ 觀望 觀察/可賣出
  2035.TWO          240      12.07         -94.16 -109.34   -7.09      58   ☁ 觀望 觀察/可賣出
  4157.TWO          240      13.33         -94.63  -93.99   -4.91      45   📈 持有 觀察/可賣出
  3176.TWO          240      29.41         -94.80  -95.92   -4.54      34   ☁ 觀望 觀察/可賣出
   4555.TW          240      19.57         -95.74  -95.46   -6.62      46   ☁ 觀望 觀察/可賣出
  6461.TWO          240      26.09         -95.91 -100.87   -3.27      46   ☁ 觀望 觀察/可賣出
  6124.TWO           60      24.35         -99.66 -107.24   -1.91     115   📈 持有 觀察/可賣出
   1340.TW          240      13.89         -99.75  -96.81   -7.89      36   ☁ 觀望 觀察/可賣出
  8921.TWO          240      18.09        -101.57 -119.87   -4.10      94   ☁ 觀望 觀察/可賣出
  8044.TWO          120      20.41        -102.16 -148.23   -4.21      49   ☁ 觀望 觀察/可賣出
   1470.TW          240      31.40        -105.48 -104.97   -3.88      86   📈 持有 觀察/可賣出
   1529.TW          240      35.00        -106.57 -127.81   -2.65      60   📈 持有 觀察/可賣出
   2923.TW          240      15.69        -108.27 -103.40   -5.32      51   ☁ 觀望 觀察/可賣出
   2929.TW          240      23.53        -111.01 -124.00   -7.56      34   ☁ 觀望 觀察/可賣出
   3673.TW          240      20.51        -115.70 -110.85   -9.62      39   📈 持有 觀察/可賣出
  3288.TWO          240      33.93        -115.73 -163.53   -3.12      56   ☁ 觀望 觀察/可賣出
   6666.TW          240      18.18        -117.64 -114.53  -15.22      22   ☁ 觀望 觀察/可賣出
  8477.TWO          240      20.00        -122.93 -139.06   -8.33      35   📈 持有 觀察/可賣出
  3632.TWO          120      24.00        -123.04 -135.61   -5.67      50   ☁ 觀望 觀察/可賣出
   6668.TW          120      12.50        -127.32 -125.93  -12.46      32   ☁ 觀望 觀察/可賣出
   4807.TW          240      25.00        -130.23 -129.31  -12.43      40   ☁ 觀望 觀察/可賣出
  4556.TWO          240      20.00        -138.35 -100.95   -6.09      65   📈 持有 觀察/可賣出
  5703.TWO          240      18.82        -141.47 -145.15   -7.32      85   ☁ 觀望 觀察/可賣出
   3054.TW          240      19.12        -142.41 -143.81   -5.37      68   📈 持有 觀察/可賣出
  8076.TWO          240      17.65        -143.03 -141.09   -8.28      51   ☁ 觀望 觀察/可賣出
  3523.TWO          240      24.44        -153.05 -150.78   -7.63      45   ☁ 觀望 觀察/可賣出
  6103.TWO          120      23.00        -153.39 -351.19   -1.27     100   📈 持有 觀察/可賣出
   1460.TW          120      16.33        -155.03 -158.18  -10.28      49   📈 持有 觀察/可賣出
  4161.TWO          120      14.52        -157.79 -153.22   -7.77      62   ☁ 觀望 觀察/可賣出
   3229.TW          240      27.59        -161.80 -158.96  -10.20      29   📈 持有 觀察/可賣出
  3252.TWO          120      21.43        -164.78 -153.39   -8.79      84   📈 持有 觀察/可賣出
   2243.TW          120      21.95        -170.99 -162.11  -11.29      41   📈 持有 觀察/可賣出
   6573.TW          240      13.95        -171.99 -170.27  -11.57      43   📈 持有 觀察/可賣出
   2321.TW          240      21.28        -189.02 -167.38   -7.80      47   ☁ 觀望 觀察/可賣出
  4413.TWO          240      23.73        -199.17 -190.99   -8.47      59   📈 持有 觀察/可賣出
  8067.TWO          240      26.61        -240.95 -246.27   -5.99     109   ☁ 觀望 觀察/可賣出
   6225.TW          240      24.62        -248.15 -267.02   -6.48      65   📈 持有 觀察/可賣出
  8291.TWO          240      26.03        -270.65 -270.72   -7.71      73   ☁ 觀望 觀察/可賣出
  5468.TWO          240      21.74        -284.91 -285.51   -6.84      69   ☁ 觀望 觀察/可賣出

===============================================================================================
 報告已產出至: report/20260318
 1. CSV: report/20260318/ma_composite-v5-6_report_20260318.csv
 2. TXT: report/20260318/ma_composite-v5-6_report_20260318.txt
 3. JSON: data/stock_best_ma.json (供未來程式調用)
===============================================================================================
