Combination,Impact_Score,Profit_Factor
MACD_Bullish_Zone + FinancingLimitVolK,0.0,0.0
MACD_Bullish_Zone + FinancingUsageRatio,0.0,0.0
MACD_Bullish_Zone + ShortBuyVolK,0.0,0.0
MACD_Bullish_Zone + ShortSellVolK,0.0,0.0
MACD_Bullish_Zone + ShortRepayVolK,0.0,0.0
MACD_Bullish_Zone + ShortTotalVolK,0.0,0.0
MACD_Bullish_Zone + ShortLimitVolK,0.0,0.0
MACD_Bullish_Zone + ShortUsageRatio,0.0,0.0
MACD_Bullish_Zone + LendingSellVolK,0.0,0.0
MACD_Bullish_Zone + Symbol,0.0,0.0
MACD_Bullish_Zone + Foreign_Hold_Increasing,0.0,0.0
MACD_Bullish_Zone + Foreign_Consecutive_BuyDays,0.0,0.0
MACD_Bullish_Zone + InvestmentTrustBuyVolK,0.0,0.0
MACD_Bullish_Zone + DealerDiffVolK,0.0,0.0
MACD_Bullish_Zone + DealerSellVolK,0.0,0.0
MACD_Bullish_Zone + ForeignBuyVolK,0.0,0.0
MACD_Bullish_Zone + ForeignDiffVolK,0.0,0.0
MACD_Bullish_Zone + ForeignHoldPercent,0.0,0.0
MACD_Bullish_Zone + ForeignSellVolK,0.0,0.0
MACD_Bullish_Zone + InvestmentTrustDiffVolK,0.0,0.0
MACD_Bullish_Zone + Foreign_LayoutScore,0.0,0.0
MACD_Bullish_Zone + InvestmentTrustSellVolK,0.0,0.0
MACD_Bullish_Zone + TotalBuyVolK,0.0,0.0
MACD_Bullish_Zone + TotalDiffVolK,0.0,0.0
MACD_Bullish_Zone + TotalSellVolK,0.0,0.0
MACD_Bullish_Zone + FormattedDate,0.0,0.0
MACD_Bullish_Zone + Foreign_VolumeK,0.0,0.0
MACD_Bullish_Zone + LendingRepayVolK,0.0,0.0
MACD_Bullish_Zone + DirSupHoldPercent,0.0,0.0
MACD_Bullish_Zone + ChangePercent,0.0,0.0
MACD_Bullish_Zone + EndDate,0.0,0.0
MACD_Bearish_Zone + BOLL,0.0,0.0
MACD_Bearish_Zone + Williams,0.0,0.0
MACD_Bearish_Zone + KDJ_K,0.0,0.0
MACD_Bearish_Zone + KDJ_D,0.0,0.0
MACD_Bearish_Zone + KDJ_J,0.0,0.0
MACD_Bearish_Zone + OBV,0.0,0.0
MACD_Bearish_Zone + OBV_MA,0.0,0.0
MACD_Bearish_Zone + CCI,0.0,0.0
MACD_Bearish_Zone + +DI,0.0,0.0
MACD_Bearish_Zone + -DI,0.0,0.0
MACD_Bearish_Zone + ADX,0.0,0.0
MACD_Bearish_Zone + ADX_5,0.0,0.0
MACD_Bearish_Zone + Vol_MA6,0.0,0.0
MACD_Bearish_Zone + Vol_Ratio,0.0,0.0
MACD_Bearish_Zone + Vol_Spike,0.0,0.0
MACD_Bearish_Zone + Lower_Band,0.0,0.0
MACD_Bearish_Zone + Upper_Band,0.0,0.0
MACD_Bearish_Zone + SMA,0.0,0.0
MACD_Bullish_Zone + TradeVolumeRate,0.0,0.0
MACD_Bullish_Zone + MainHolderCount,0.0,0.0
MACD_Bullish_Zone + MainHoldPercent,0.0,0.0
MACD_Bullish_Zone + StartDate,0.0,0.0
MACD_Bullish_Zone + TotalDifferenceVolK,0.0,0.0
MACD_Bullish_Zone + TotalOverbuyVolK,0.0,0.0
MACD_Bullish_Zone + TotalOversellVolK,0.0,0.0
MACD_Bullish_Zone + Vol_Mom,0.0,0.0
MACD_Bearish_Zone + RSI,0.0,0.0
MACD_Bearish_Zone + MACD_Diff,0.0,0.0
MACD_Bearish_Zone + MACD_Momentum_Up,0.0,0.0
MACD_Bearish_Zone + MACD_Momentum_Down,0.0,0.0
MACD_Bearish_Zone + MACD_Bullish_Strong,0.0,0.0
MACD_Bearish_Zone + MACD_Bearish_Strong,0.0,0.0
MACD_Bearish_Zone + MACD_Momentum_Ratio,0.0,0.0
MACD_Bullish_Zone + DealerBuyVolK,0.0,0.0
MACD_Bullish_Zone + ATR_20,0.0,0.0
MACD_Death_Cross + FinancingTotalVolK,0.0,0.0
MACD_Bullish_Zone + KDJ_K,0.0,0.0
MACD_Death_Cross + TotalOversellVolK,0.0,0.0
MACD_Death_Cross + TradeVolumeRate,0.0,0.0
MACD_Death_Cross + Vol_Mom,0.0,0.0
MACD_Bullish_Zone + MACD_Bearish_Zone,0.0,0.0
MACD_Bullish_Zone + MACD_Diff,0.0,0.0
MACD_Bullish_Zone + MACD_Momentum_Up,0.0,0.0
MACD_Bullish_Zone + MACD_Momentum_Down,0.0,0.0
MACD_Bullish_Zone + MACD_Bullish_Strong,0.0,0.0
MACD_Bullish_Zone + MACD_Bearish_Strong,0.0,0.0
MACD_Bullish_Zone + MACD_Momentum_Ratio,0.0,0.0
MACD_Bullish_Zone + RSI,0.0,0.0
MACD_Bullish_Zone + SMA,0.0,0.0
MACD_Bullish_Zone + Upper_Band,0.0,0.0
MACD_Bullish_Zone + Lower_Band,0.0,0.0
MACD_Bullish_Zone + BOLL,0.0,0.0
MACD_Death_Cross + TotalOverbuyVolK,0.0,0.0
MACD_Death_Cross + TotalDifferenceVolK,0.0,0.0
MACD_Death_Cross + StartDate,0.0,0.0
MACD_Death_Cross + ShortLimitVolK,0.0,0.0
MACD_Death_Cross + FinancingLimitVolK,0.0,0.0
MACD_Death_Cross + FinancingUsageRatio,0.0,0.0
MACD_Death_Cross + ShortBuyVolK,0.0,0.0
MACD_Death_Cross + ShortSellVolK,0.0,0.0
MACD_Death_Cross + ShortRepayVolK,0.0,0.0
MACD_Death_Cross + ShortTotalVolK,0.0,0.0
MACD_Death_Cross + ShortUsageRatio,0.0,0.0
MACD_Death_Cross + MainHoldPercent,0.0,0.0
MACD_Death_Cross + LendingSellVolK,0.0,0.0
MACD_Death_Cross + LendingRepayVolK,0.0,0.0
MACD_Death_Cross + LendingTotalVolK,0.0,0.0
MACD_Death_Cross + DirSupHoldPercent,0.0,0.0
MACD_Death_Cross + EndDate,0.0,0.0
MACD_Death_Cross + MainHolderCount,0.0,0.0
MACD_Bullish_Zone + Williams,0.0,0.0
MACD_Bullish_Zone + KDJ_D,0.0,0.0
MACD_Bullish_Zone + MA_60,0.0,0.0
MACD_Bullish_Zone + KDJ_J,0.0,0.0
MACD_Bullish_Zone + MA_Short,0.0,0.0
MACD_Bullish_Zone + MA_Long,0.0,0.0
MACD_Bullish_Zone + DMA,0.0,0.0
MACD_Bullish_Zone + AMA,0.0,0.0
MACD_Bullish_Zone + DMA_Golden_Cross,0.0,0.0
MACD_Bullish_Zone + DMA_Death_Cross,0.0,0.0
MACD_Bullish_Zone + DMA_Bullish,0.0,0.0
MACD_Bullish_Zone + DMA_Diff,0.0,0.0
MACD_Bullish_Zone + DMA_Momentum_Up,0.0,0.0
MACD_Bullish_Zone + Action,0.0,0.0
MACD_Bullish_Zone + MA200,0.0,0.0
MACD_Bullish_Zone + High_120,0.0,0.0
MACD_Bullish_Zone + MA20,0.0,0.0
MACD_Bullish_Zone + Bias_Ratio,0.0,0.0
MACD_Bullish_Zone + V_MA20,0.0,0.0
MACD_Bullish_Zone + Golden_Cross,0.0,0.0
MACD_Bullish_Zone + Bias_Divergence,0.0,0.0
MACD_Bullish_Zone + Strong_Trend,0.0,0.0
MACD_Bullish_Zone + ADX_5,0.0,0.0
MACD_Bullish_Zone + OBV,0.0,0.0
MACD_Bullish_Zone + OBV_MA,0.0,0.0
MACD_Bullish_Zone + CCI,0.0,0.0
MACD_Bullish_Zone + +DI,0.0,0.0
MACD_Bullish_Zone + -DI,0.0,0.0
MACD_Bullish_Zone + ADX,0.0,0.0
MACD_Bullish_Zone + Vol_MA6,0.0,0.0
MACD_Bullish_Zone + Short_Term_Rebound,0.0,0.0
MACD_Bullish_Zone + Vol_Ratio,0.0,0.0
MACD_Bullish_Zone + Vol_Spike,0.0,0.0
MACD_Bullish_Zone + BIAS_Short_Col,0.0,0.0
MACD_Bullish_Zone + BIAS_6,0.0,0.0
MACD_Bullish_Zone + BIAS_20,0.0,0.0
MACD_Bullish_Zone + Bullish_Align,0.0,0.0
MACD_Golden_Cross + BIAS_6,0.0,0.0
MACD_Golden_Cross + BIAS_Short_Col,0.0,0.0
MACD_Golden_Cross + Vol_Spike,0.0,0.0
MACD_Hist + DMA_Momentum_Up,0.0,0.0
MACD_Hist + BIAS_Short_Col,0.0,0.0
MACD_Hist + BIAS_6,0.0,0.0
MACD_Hist + BIAS_20,0.0,0.0
MACD_Hist + Bullish_Align,0.0,0.0
MACD_Hist + Short_Term_Rebound,0.0,0.0
MACD_Hist + Strong_Trend,0.0,0.0
MACD_Hist + Bias_Divergence,0.0,0.0
MACD_Hist + Golden_Cross,0.0,0.0
MACD_Hist + MA_Short,0.0,0.0
MACD_Hist + MA_Long,0.0,0.0
MACD_Hist + DMA,0.0,0.0
MACD_Hist + AMA,0.0,0.0
MACD_Hist + DMA_Golden_Cross,0.0,0.0
MACD_Hist + DMA_Death_Cross,0.0,0.0
MACD_Hist + DMA_Bullish,0.0,0.0
MACD_Hist + Vol_Spike,0.0,0.0
MACD_Hist + Vol_Ratio,0.0,0.0
MACD_Hist + Vol_MA6,0.0,0.0
MACD_Hist + KDJ_D,0.0,0.0
MACD_Hist + SMA,0.0,0.0
MACD_Hist + Upper_Band,0.0,0.0
MACD_Hist + Lower_Band,0.0,0.0
MACD_Hist + BOLL,0.0,0.0
MACD_Hist + Williams,0.0,0.0
MACD_Hist + KDJ_K,0.0,0.0
MACD_Hist + KDJ_J,0.0,0.0
MACD_Hist + ADX_5,0.0,0.0
MACD_Hist + OBV,0.0,0.0
MACD_Hist + OBV_MA,0.0,0.0
MACD_Hist + CCI,0.0,0.0
MACD_Hist + +DI,0.0,0.0
MACD_Hist + -DI,0.0,0.0
MACD_Hist + ADX,0.0,0.0
MACD_Hist + DMA_Diff,0.0,0.0
MACD_Hist + Action,0.0,0.0
MACD_Hist + MACD_Momentum_Ratio,0.0,0.0
MACD_Hist + MA200,0.0,0.0
MACD_Hist + TotalDiffVolK,0.0,0.0
MACD_Hist + TotalSellVolK,0.0,0.0
MACD_Hist + FormattedDate,0.0,0.0
MACD_Hist + Foreign_VolumeK,0.0,0.0
MACD_Hist + Foreign_LayoutScore,0.0,0.0
MACD_Hist + Foreign_Consecutive_BuyDays,0.0,0.0
MACD_Hist + Foreign_Hold_Increasing,0.0,0.0
MACD_Hist + Symbol,0.0,0.0
MACD_Hist + DayTradingVolK,0.0,0.0
MACD_Hist + ShortFinancingPercent,0.0,0.0
MACD_Hist + FinancingBuyVolK,0.0,0.0
MACD_Hist + FinancingSellVolK,0.0,0.0
MACD_Hist + FinancingPaybackVolK,0.0,0.0
MACD_Hist + FinancingTotalVolK,0.0,0.0
MACD_Hist + FinancingLimitVolK,0.0,0.0
MACD_Hist + TotalBuyVolK,0.0,0.0
MACD_Hist + InvestmentTrustSellVolK,0.0,0.0
MACD_Hist + InvestmentTrustDiffVolK,0.0,0.0
MACD_Hist + ChangePercent,0.0,0.0
MACD_Hist + High_120,0.0,0.0
MACD_Hist + MA20,0.0,0.0
MACD_Hist + Bias_Ratio,0.0,0.0
MACD_Hist + V_MA20,0.0,0.0
MACD_Hist + MA_60,0.0,0.0
MACD_Hist + ATR_20,0.0,0.0
MACD_Hist + DealerBuyVolK,0.0,0.0
MACD_Hist + InvestmentTrustBuyVolK,0.0,0.0
MACD_Hist + DealerDiffVolK,0.0,0.0
MACD_Hist + DealerSellVolK,0.0,0.0
MACD_Hist + ForeignBuyVolK,0.0,0.0
MACD_Hist + ForeignDiffVolK,0.0,0.0
MACD_Hist + ForeignHoldPercent,0.0,0.0
MACD_Hist + ForeignSellVolK,0.0,0.0
MACD_Hist + RSI,0.0,0.0
MACD_Hist + MACD_Bearish_Strong,0.0,0.0
MACD_Golden_Cross + Vol_Ratio,0.0,0.0
MACD_Signal + Symbol,0.0,0.0
MACD_Signal + DealerSellVolK,0.0,0.0
MACD_Signal + ForeignBuyVolK,0.0,0.0
MACD_Signal + ForeignDiffVolK,0.0,0.0
MACD_Signal + ForeignHoldPercent,0.0,0.0
MACD_Signal + ForeignSellVolK,0.0,0.0
MACD_Signal + InvestmentTrustBuyVolK,0.0,0.0
MACD_Signal + InvestmentTrustDiffVolK,0.0,0.0
MACD_Signal + InvestmentTrustSellVolK,0.0,0.0
MACD_Signal + TotalBuyVolK,0.0,0.0
MACD_Signal + TotalDiffVolK,0.0,0.0
MACD_Signal + TotalSellVolK,0.0,0.0
MACD_Signal + FormattedDate,0.0,0.0
MACD_Signal + Foreign_VolumeK,0.0,0.0
MACD_Signal + Foreign_LayoutScore,0.0,0.0
MACD_Signal + Foreign_Consecutive_BuyDays,0.0,0.0
MACD_Signal + DealerDiffVolK,0.0,0.0
MACD_Signal + DealerBuyVolK,0.0,0.0
MACD_Signal + ChangePercent,0.0,0.0
MACD_Signal + DMA_Momentum_Up,0.0,0.0
MACD_Signal + DMA,0.0,0.0
MACD_Signal + AMA,0.0,0.0
MACD_Signal + DMA_Golden_Cross,0.0,0.0
MACD_Signal + DMA_Death_Cross,0.0,0.0
MACD_Signal + DMA_Bullish,0.0,0.0
MACD_Signal + DMA_Diff,0.0,0.0
MACD_Signal + Action,0.0,0.0
MACD_Signal + ATR_20,0.0,0.0
MACD_Signal + MA200,0.0,0.0
MACD_Signal + High_120,0.0,0.0
MACD_Signal + MA20,0.0,0.0
MACD_Signal + Bias_Ratio,0.0,0.0
MACD_Signal + V_MA20,0.0,0.0
MACD_Signal + MA_60,0.0,0.0
MACD_Signal + Foreign_Hold_Increasing,0.0,0.0
MACD_Signal + DayTradingVolK,0.0,0.0
MACD_Hist + MACD_Bullish_Strong,0.0,0.0
MACD_Signal + ShortFinancingPercent,0.0,0.0
MACD_Signal + MainHoldPercent,0.0,0.0
MACD_Signal + StartDate,0.0,0.0
MACD_Signal + TotalDifferenceVolK,0.0,0.0
MACD_Signal + TotalOverbuyVolK,0.0,0.0
MACD_Signal + TotalOversellVolK,0.0,0.0
MACD_Signal + TradeVolumeRate,0.0,0.0
MACD_Signal + Vol_Mom,0.0,0.0
MACD_Hist + MACD_OSC,0.0,0.0
MACD_Hist + MACD_Golden_Cross,0.0,0.0
MACD_Hist + MACD_Death_Cross,0.0,0.0
MACD_Hist + MACD_Bullish_Zone,0.0,0.0
MACD_Hist + MACD_Bearish_Zone,0.0,0.0
MACD_Hist + MACD_Diff,0.0,0.0
MACD_Hist + MACD_Momentum_Up,0.0,0.0
MACD_Hist + MACD_Momentum_Down,0.0,0.0
MACD_Signal + MainHolderCount,0.0,0.0
MACD_Signal + EndDate,0.0,0.0
MACD_Signal + DirSupHoldPercent,0.0,0.0
MACD_Signal + ShortBuyVolK,0.0,0.0
MACD_Signal + FinancingBuyVolK,0.0,0.0
MACD_Signal + FinancingSellVolK,0.0,0.0
MACD_Signal + FinancingPaybackVolK,0.0,0.0
MACD_Signal + FinancingTotalVolK,0.0,0.0
MACD_Signal + FinancingLimitVolK,0.0,0.0
MACD_Signal + FinancingUsageRatio,0.0,0.0
MACD_Signal + ShortSellVolK,0.0,0.0
MACD_Signal + LendingTotalVolK,0.0,0.0
MACD_Signal + ShortRepayVolK,0.0,0.0
MACD_Signal + ShortTotalVolK,0.0,0.0
MACD_Signal + ShortLimitVolK,0.0,0.0
MACD_Signal + ShortUsageRatio,0.0,0.0
MACD_Signal + LendingSellVolK,0.0,0.0
MACD_Signal + LendingRepayVolK,0.0,0.0
MACD_Hist + FinancingUsageRatio,0.0,0.0
MACD_Hist + ShortBuyVolK,0.0,0.0
MACD_Hist + ShortSellVolK,0.0,0.0
MACD_OSC + DirSupHoldPercent,0.0,0.0
MACD_OSC + ShortFinancingPercent,0.0,0.0
MACD_OSC + FinancingBuyVolK,0.0,0.0
MACD_OSC + FinancingSellVolK,0.0,0.0
MACD_OSC + FinancingPaybackVolK,0.0,0.0
MACD_OSC + FinancingTotalVolK,0.0,0.0
MACD_OSC + FinancingLimitVolK,0.0,0.0
MACD_OSC + FinancingUsageRatio,0.0,0.0
MACD_OSC + ShortBuyVolK,0.0,0.0
MACD_OSC + ShortSellVolK,0.0,0.0
MACD_OSC + ShortRepayVolK,0.0,0.0
MACD_OSC + ShortTotalVolK,0.0,0.0
MACD_OSC + ShortLimitVolK,0.0,0.0
MACD_OSC + ShortUsageRatio,0.0,0.0
MACD_OSC + LendingSellVolK,0.0,0.0
MACD_OSC + LendingRepayVolK,0.0,0.0
MACD_OSC + DayTradingVolK,0.0,0.0
MACD_OSC + Symbol,0.0,0.0
MACD_OSC + Foreign_Hold_Increasing,0.0,0.0
MACD_OSC + InvestmentTrustDiffVolK,0.0,0.0
MACD_OSC + DealerSellVolK,0.0,0.0
MACD_OSC + ForeignBuyVolK,0.0,0.0
MACD_OSC + ForeignDiffVolK,0.0,0.0
MACD_OSC + ForeignHoldPercent,0.0,0.0
MACD_OSC + ForeignSellVolK,0.0,0.0
MACD_OSC + InvestmentTrustBuyVolK,0.0,0.0
MACD_OSC + InvestmentTrustSellVolK,0.0,0.0
MACD_OSC + Foreign_Consecutive_BuyDays,0.0,0.0
MACD_OSC + TotalBuyVolK,0.0,0.0
MACD_OSC + TotalDiffVolK,0.0,0.0
MACD_OSC + TotalSellVolK,0.0,0.0
MACD_OSC + FormattedDate,0.0,0.0
MACD_OSC + Foreign_VolumeK,0.0,0.0
MACD_OSC + Foreign_LayoutScore,0.0,0.0
MACD_OSC + LendingTotalVolK,0.0,0.0
MACD_OSC + EndDate,0.0,0.0
MACD_Hist + ShortRepayVolK,0.0,0.0
MACD_OSC + MainHolderCount,0.0,0.0
MACD_Golden_Cross + Upper_Band,0.0,0.0
MACD_Golden_Cross + Lower_Band,0.0,0.0
MACD_Golden_Cross + BOLL,0.0,0.0
MACD_Golden_Cross + Williams,0.0,0.0
MACD_Golden_Cross + KDJ_K,0.0,0.0
MACD_Golden_Cross + KDJ_D,0.0,0.0
MACD_Golden_Cross + KDJ_J,0.0,0.0
MACD_Golden_Cross + OBV,0.0,0.0
MACD_Golden_Cross + OBV_MA,0.0,0.0
MACD_Golden_Cross + CCI,0.0,0.0
MACD_Golden_Cross + +DI,0.0,0.0
MACD_Golden_Cross + -DI,0.0,0.0
MACD_Golden_Cross + ADX,0.0,0.0
MACD_Golden_Cross + ADX_5,0.0,0.0
MACD_Golden_Cross + Vol_MA6,0.0,0.0
MACD_Golden_Cross + SMA,0.0,0.0
MACD_Golden_Cross + RSI,0.0,0.0
MACD_Golden_Cross + MACD_Momentum_Ratio,0.0,0.0
MACD_OSC + Vol_Mom,0.0,0.0
MACD_OSC + MainHoldPercent,0.0,0.0
MACD_OSC + StartDate,0.0,0.0
MACD_OSC + TotalDifferenceVolK,0.0,0.0
MACD_OSC + TotalOverbuyVolK,0.0,0.0
MACD_OSC + TotalOversellVolK,0.0,0.0
MACD_OSC + TradeVolumeRate,0.0,0.0
MACD_Golden_Cross + MACD_Death_Cross,0.0,0.0
MACD_Golden_Cross + MACD_Bearish_Strong,0.0,0.0
MACD_Golden_Cross + MACD_Bullish_Zone,0.0,0.0
MACD_Golden_Cross + MACD_Bearish_Zone,0.0,0.0
MACD_Golden_Cross + MACD_Diff,0.0,0.0
MACD_Golden_Cross + MACD_Momentum_Up,0.0,0.0
MACD_Golden_Cross + MACD_Momentum_Down,0.0,0.0
MACD_Golden_Cross + MACD_Bullish_Strong,0.0,0.0
MACD_OSC + DealerDiffVolK,0.0,0.0
MACD_OSC + DealerBuyVolK,0.0,0.0
MACD_OSC + ChangePercent,0.0,0.0
MACD_OSC + ATR_20,0.0,0.0
MACD_OSC + MACD_Bullish_Zone,0.0,0.0
MACD_OSC + MACD_Bearish_Zone,0.0,0.0
MACD_OSC + MACD_Diff,0.0,0.0
MACD_OSC + MACD_Momentum_Up,0.0,0.0
MACD_OSC + MACD_Momentum_Down,0.0,0.0
MACD_OSC + MACD_Bullish_Strong,0.0,0.0
MACD_OSC + MACD_Bearish_Strong,0.0,0.0
MACD_OSC + MACD_Momentum_Ratio,0.0,0.0
MACD_OSC + RSI,0.0,0.0
MACD_OSC + SMA,0.0,0.0
MACD_OSC + Upper_Band,0.0,0.0
MACD_OSC + Lower_Band,0.0,0.0
MACD_OSC + BOLL,0.0,0.0
MACD_OSC + Williams,0.0,0.0
MACD_OSC + KDJ_K,0.0,0.0
MACD_OSC + MACD_Death_Cross,0.0,0.0
MACD_OSC + MACD_Golden_Cross,0.0,0.0
MACD_Hist + Vol_Mom,0.0,0.0
MACD_Hist + DirSupHoldPercent,0.0,0.0
MACD_Hist + ShortTotalVolK,0.0,0.0
MACD_Hist + ShortLimitVolK,0.0,0.0
MACD_Hist + ShortUsageRatio,0.0,0.0
MACD_Hist + LendingSellVolK,0.0,0.0
MACD_Hist + LendingRepayVolK,0.0,0.0
MACD_Hist + LendingTotalVolK,0.0,0.0
MACD_Hist + EndDate,0.0,0.0
MACD_Hist + TradeVolumeRate,0.0,0.0
MACD_Hist + MainHolderCount,0.0,0.0
MACD_Hist + MainHoldPercent,0.0,0.0
MACD_Hist + StartDate,0.0,0.0
MACD_Hist + TotalDifferenceVolK,0.0,0.0
MACD_Hist + TotalOverbuyVolK,0.0,0.0
MACD_Hist + TotalOversellVolK,0.0,0.0
MACD_OSC + KDJ_D,0.0,0.0
MACD_OSC + KDJ_J,0.0,0.0
MACD_OSC + OBV,0.0,0.0
MACD_OSC + DMA_Momentum_Up,0.0,0.0
MACD_OSC + DMA,0.0,0.0
MACD_OSC + AMA,0.0,0.0
MACD_OSC + DMA_Golden_Cross,0.0,0.0
MACD_OSC + DMA_Death_Cross,0.0,0.0
MACD_OSC + DMA_Bullish,0.0,0.0
MACD_OSC + DMA_Diff,0.0,0.0
MACD_OSC + Action,0.0,0.0
MACD_OSC + MA_Short,0.0,0.0
MACD_OSC + MA200,0.0,0.0
MACD_OSC + High_120,0.0,0.0
MACD_OSC + MA20,0.0,0.0
MACD_OSC + Bias_Ratio,0.0,0.0
MACD_OSC + V_MA20,0.0,0.0
MACD_OSC + MA_60,0.0,0.0
MACD_OSC + MA_Long,0.0,0.0
MACD_OSC + Golden_Cross,0.0,0.0
MACD_OSC + OBV_MA,0.0,0.0
MACD_OSC + Vol_Ratio,0.0,0.0
MACD_OSC + CCI,0.0,0.0
MACD_OSC + +DI,0.0,0.0
MACD_OSC + -DI,0.0,0.0
MACD_OSC + ADX,0.0,0.0
MACD_OSC + ADX_5,0.0,0.0
MACD_OSC + Vol_MA6,0.0,0.0
MACD_OSC + Vol_Spike,0.0,0.0
MACD_OSC + Bias_Divergence,0.0,0.0
MACD_OSC + BIAS_Short_Col,0.0,0.0
MACD_OSC + BIAS_6,0.0,0.0
MACD_OSC + BIAS_20,0.0,0.0
MACD_OSC + Bullish_Align,0.0,0.0
MACD_OSC + Short_Term_Rebound,0.0,0.0
MACD_OSC + Strong_Trend,0.0,0.0
KAMA_20 + FinancingLimitVolK,0.0,0.0
KAMA_20 + FinancingTotalVolK,0.0,0.0
KAMA_20 + FinancingPaybackVolK,0.0,0.0
SMMA_10 + ShortUsageRatio,0.0,0.0
SMMA_10 + Foreign_Consecutive_BuyDays,0.0,0.0
SMMA_10 + Foreign_Hold_Increasing,0.0,0.0
SMMA_10 + Symbol,0.0,0.0
SMMA_10 + DayTradingVolK,0.0,0.0
SMMA_10 + ShortFinancingPercent,0.0,0.0
SMMA_10 + FinancingBuyVolK,0.0,0.0
SMMA_10 + FinancingSellVolK,0.0,0.0
SMMA_10 + FinancingPaybackVolK,0.0,0.0
SMMA_10 + FinancingTotalVolK,0.0,0.0
SMMA_10 + FinancingLimitVolK,0.0,0.0
SMMA_10 + FinancingUsageRatio,0.0,0.0
SMMA_10 + ShortBuyVolK,0.0,0.0
SMMA_10 + ShortSellVolK,0.0,0.0
SMMA_10 + ShortRepayVolK,0.0,0.0
SMMA_10 + ShortTotalVolK,0.0,0.0
SMMA_10 + Foreign_LayoutScore,0.0,0.0
SMMA_10 + Foreign_VolumeK,0.0,0.0
SMMA_10 + FormattedDate,0.0,0.0
SMMA_10 + ForeignDiffVolK,0.0,0.0
SMMA_10 + ATR_20,0.0,0.0
SMMA_10 + ChangePercent,0.0,0.0
SMMA_10 + DealerBuyVolK,0.0,0.0
SMMA_10 + DealerDiffVolK,0.0,0.0
SMMA_10 + DealerSellVolK,0.0,0.0
SMMA_10 + ForeignBuyVolK,0.0,0.0
SMMA_10 + ForeignHoldPercent,0.0,0.0
SMMA_10 + TotalSellVolK,0.0,0.0
SMMA_10 + ForeignSellVolK,0.0,0.0
SMMA_10 + InvestmentTrustBuyVolK,0.0,0.0
SMMA_10 + InvestmentTrustDiffVolK,0.0,0.0
SMMA_10 + InvestmentTrustSellVolK,0.0,0.0
SMMA_10 + TotalBuyVolK,0.0,0.0
SMMA_10 + TotalDiffVolK,0.0,0.0
SMMA_10 + ShortLimitVolK,0.0,0.0
SMMA_10 + LendingSellVolK,0.0,0.0
SMMA_10 + V_MA20,0.0,0.0
SMMA_10 + LendingRepayVolK,0.0,0.0
MA_20 + WMA_6,0.0,0.0
MA_20 + DIF,0.0,0.0
MA_20 + DEA,0.0,0.0
MA_20 + MACD,0.0,0.0
MA_20 + MACD_Signal,0.0,0.0
MA_20 + MACD_Hist,0.0,0.0
MA_20 + MACD_OSC,0.0,0.0
MA_20 + MACD_Golden_Cross,0.0,0.0
MA_20 + MACD_Death_Cross,0.0,0.0
MA_20 + MACD_Bullish_Zone,0.0,0.0
MA_20 + MACD_Bearish_Zone,0.0,0.0
MA_20 + MACD_Diff,0.0,0.0
MA_20 + MACD_Momentum_Up,0.0,0.0
MA_20 + MACD_Momentum_Down,0.0,0.0
MA_20 + MACD_Bullish_Strong,0.0,0.0
MA_20 + SMMA_20,0.0,0.0
MA_20 + KAMA_20,0.0,0.0
MA_20 + DEMA_20,0.0,0.0
SMMA_10 + TotalDifferenceVolK,0.0,0.0
SMMA_10 + LendingTotalVolK,0.0,0.0
SMMA_10 + DirSupHoldPercent,0.0,0.0
SMMA_10 + EndDate,0.0,0.0
SMMA_10 + MainHolderCount,0.0,0.0
SMMA_10 + MainHoldPercent,0.0,0.0
SMMA_10 + StartDate,0.0,0.0
SMMA_10 + TotalOverbuyVolK,0.0,0.0
MA_20 + HMA_20,0.0,0.0
SMMA_10 + TotalOversellVolK,0.0,0.0
SMMA_10 + TradeVolumeRate,0.0,0.0
SMMA_10 + Vol_Mom,0.0,0.0
MA_20 + EMA_20,0.0,0.0
MA_20 + WMA_20,0.0,0.0
MA_20 + SMA_20,0.0,0.0
SMMA_10 + MA_60,0.0,0.0
SMMA_10 + Bias_Ratio,0.0,0.0
MA_20 + MACD_Momentum_Ratio,0.0,0.0
SMMA_10 + Lower_Band,0.0,0.0
SMMA_10 + MACD_Signal,0.0,0.0
SMMA_10 + MACD_Hist,0.0,0.0
SMMA_10 + MACD_OSC,0.0,0.0
SMMA_10 + MACD_Golden_Cross,0.0,0.0
SMMA_10 + MACD_Death_Cross,0.0,0.0
SMMA_10 + MACD_Bullish_Zone,0.0,0.0
SMMA_10 + MACD_Bearish_Zone,0.0,0.0
SMMA_10 + MACD_Diff,0.0,0.0
SMMA_10 + MACD_Momentum_Up,0.0,0.0
SMMA_10 + MACD_Momentum_Down,0.0,0.0
SMMA_10 + MACD_Bullish_Strong,0.0,0.0
SMMA_10 + MACD_Bearish_Strong,0.0,0.0
SMMA_10 + MACD_Momentum_Ratio,0.0,0.0
SMMA_10 + RSI,0.0,0.0
SMMA_10 + SMA,0.0,0.0
SMMA_10 + MACD,0.0,0.0
SMMA_10 + DEA,0.0,0.0
SMMA_10 + DIF,0.0,0.0
SMMA_10 + MA_20,0.0,0.0
KAMA_10 + StartDate,0.0,0.0
KAMA_10 + TotalDifferenceVolK,0.0,0.0
