Combination,Impact_Score,Profit_Factor
InvestmentTrustSellVolK + Foreign_Hold_Increasing,0.0,0.0
InvestmentTrustSellVolK + Symbol,0.0,0.0
InvestmentTrustSellVolK + DayTradingVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingBuyVolK,0.0,0.0
InvestmentTrustSellVolK + ShortSellVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingSellVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingPaybackVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingTotalVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingLimitVolK,0.0,0.0
InvestmentTrustSellVolK + FinancingUsageRatio,0.0,0.0
InvestmentTrustSellVolK + ShortBuyVolK,0.0,0.0
TotalBuyVolK + TotalSellVolK,0.0,0.0
TotalBuyVolK + Foreign_VolumeK,0.0,0.0
InvestmentTrustSellVolK + TotalSellVolK,0.0,0.0
TotalBuyVolK + Foreign_LayoutScore,0.0,0.0
TotalBuyVolK + LendingRepayVolK,0.0,0.0
TotalBuyVolK + LendingTotalVolK,0.0,0.0
TotalBuyVolK + DirSupHoldPercent,0.0,0.0
TotalBuyVolK + EndDate,0.0,0.0
TotalBuyVolK + MainHolderCount,0.0,0.0
TotalBuyVolK + MainHoldPercent,0.0,0.0
TotalBuyVolK + StartDate,0.0,0.0
TotalBuyVolK + TotalDifferenceVolK,0.0,0.0
TotalBuyVolK + TotalOverbuyVolK,0.0,0.0
TotalBuyVolK + TotalOversellVolK,0.0,0.0
TotalBuyVolK + TradeVolumeRate,0.0,0.0
TotalBuyVolK + Vol_Mom,0.0,0.0
TotalDiffVolK + TotalSellVolK,0.0,0.0
TotalDiffVolK + FormattedDate,0.0,0.0
TotalDiffVolK + Foreign_VolumeK,0.0,0.0
TotalBuyVolK + LendingSellVolK,0.0,0.0
TotalBuyVolK + ShortUsageRatio,0.0,0.0
TotalBuyVolK + ShortLimitVolK,0.0,0.0
TotalBuyVolK + FinancingSellVolK,0.0,0.0
TotalBuyVolK + Foreign_Consecutive_BuyDays,0.0,0.0
TotalBuyVolK + Foreign_Hold_Increasing,0.0,0.0
TotalBuyVolK + Symbol,0.0,0.0
TotalBuyVolK + DayTradingVolK,0.0,0.0
TotalBuyVolK + ShortFinancingPercent,0.0,0.0
TotalBuyVolK + FinancingBuyVolK,0.0,0.0
TotalBuyVolK + FinancingPaybackVolK,0.0,0.0
TotalBuyVolK + ShortTotalVolK,0.0,0.0
TotalBuyVolK + FinancingTotalVolK,0.0,0.0
TotalBuyVolK + FinancingLimitVolK,0.0,0.0
TotalBuyVolK + FinancingUsageRatio,0.0,0.0
TotalBuyVolK + ShortBuyVolK,0.0,0.0
TotalBuyVolK + ShortSellVolK,0.0,0.0
TotalBuyVolK + ShortRepayVolK,0.0,0.0
InvestmentTrustSellVolK + FormattedDate,0.0,0.0
InvestmentTrustSellVolK + TotalDiffVolK,0.0,0.0
InvestmentTrustBuyVolK + TotalSellVolK,0.0,0.0
InvestmentTrustDiffVolK + TotalBuyVolK,0.0,0.0
InvestmentTrustBuyVolK + ShortLimitVolK,0.0,0.0
InvestmentTrustBuyVolK + ShortUsageRatio,0.0,0.0
InvestmentTrustBuyVolK + LendingSellVolK,0.0,0.0
InvestmentTrustBuyVolK + LendingRepayVolK,0.0,0.0
InvestmentTrustBuyVolK + LendingTotalVolK,0.0,0.0
InvestmentTrustBuyVolK + DirSupHoldPercent,0.0,0.0
InvestmentTrustBuyVolK + EndDate,0.0,0.0
InvestmentTrustBuyVolK + MainHolderCount,0.0,0.0
InvestmentTrustBuyVolK + MainHoldPercent,0.0,0.0
InvestmentTrustBuyVolK + StartDate,0.0,0.0
InvestmentTrustBuyVolK + TotalDifferenceVolK,0.0,0.0
InvestmentTrustBuyVolK + TotalOverbuyVolK,0.0,0.0
InvestmentTrustBuyVolK + TotalOversellVolK,0.0,0.0
InvestmentTrustBuyVolK + TradeVolumeRate,0.0,0.0
InvestmentTrustBuyVolK + Vol_Mom,0.0,0.0
InvestmentTrustBuyVolK + ShortTotalVolK,0.0,0.0
InvestmentTrustBuyVolK + ShortRepayVolK,0.0,0.0
InvestmentTrustBuyVolK + ShortSellVolK,0.0,0.0
InvestmentTrustBuyVolK + DayTradingVolK,0.0,0.0
InvestmentTrustBuyVolK + FormattedDate,0.0,0.0
InvestmentTrustBuyVolK + Foreign_VolumeK,0.0,0.0
InvestmentTrustBuyVolK + Foreign_LayoutScore,0.0,0.0
InvestmentTrustBuyVolK + Foreign_Consecutive_BuyDays,0.0,0.0
InvestmentTrustBuyVolK + Foreign_Hold_Increasing,0.0,0.0
InvestmentTrustBuyVolK + Symbol,0.0,0.0
InvestmentTrustBuyVolK + ShortFinancingPercent,0.0,0.0
InvestmentTrustBuyVolK + ShortBuyVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingBuyVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingSellVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingPaybackVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingTotalVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingLimitVolK,0.0,0.0
InvestmentTrustBuyVolK + FinancingUsageRatio,0.0,0.0
InvestmentTrustDiffVolK + InvestmentTrustSellVolK,0.0,0.0
InvestmentTrustDiffVolK + TotalDiffVolK,0.0,0.0
InvestmentTrustSellVolK + TotalBuyVolK,0.0,0.0
InvestmentTrustDiffVolK + TotalSellVolK,0.0,0.0
InvestmentTrustDiffVolK + ShortLimitVolK,0.0,0.0
InvestmentTrustDiffVolK + ShortUsageRatio,0.0,0.0
InvestmentTrustDiffVolK + LendingSellVolK,0.0,0.0
InvestmentTrustDiffVolK + LendingRepayVolK,0.0,0.0
InvestmentTrustDiffVolK + LendingTotalVolK,0.0,0.0
InvestmentTrustDiffVolK + DirSupHoldPercent,0.0,0.0
InvestmentTrustDiffVolK + EndDate,0.0,0.0
InvestmentTrustDiffVolK + MainHolderCount,0.0,0.0
InvestmentTrustDiffVolK + MainHoldPercent,0.0,0.0
InvestmentTrustDiffVolK + StartDate,0.0,0.0
InvestmentTrustDiffVolK + TotalDifferenceVolK,0.0,0.0
InvestmentTrustDiffVolK + TotalOverbuyVolK,0.0,0.0
InvestmentTrustDiffVolK + TotalOversellVolK,0.0,0.0
InvestmentTrustDiffVolK + TradeVolumeRate,0.0,0.0
InvestmentTrustDiffVolK + Vol_Mom,0.0,0.0
InvestmentTrustDiffVolK + ShortTotalVolK,0.0,0.0
InvestmentTrustDiffVolK + ShortRepayVolK,0.0,0.0
InvestmentTrustDiffVolK + ShortSellVolK,0.0,0.0
InvestmentTrustDiffVolK + DayTradingVolK,0.0,0.0
InvestmentTrustDiffVolK + FormattedDate,0.0,0.0
InvestmentTrustDiffVolK + Foreign_VolumeK,0.0,0.0
InvestmentTrustDiffVolK + Foreign_LayoutScore,0.0,0.0
InvestmentTrustDiffVolK + Foreign_Consecutive_BuyDays,0.0,0.0
InvestmentTrustDiffVolK + Foreign_Hold_Increasing,0.0,0.0
InvestmentTrustDiffVolK + Symbol,0.0,0.0
InvestmentTrustDiffVolK + ShortFinancingPercent,0.0,0.0
InvestmentTrustDiffVolK + ShortBuyVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingBuyVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingSellVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingPaybackVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingTotalVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingLimitVolK,0.0,0.0
InvestmentTrustDiffVolK + FinancingUsageRatio,0.0,0.0
ForeignBuyVolK + FinancingSellVolK,0.0,0.0
ForeignBuyVolK + FinancingBuyVolK,0.0,0.0
ForeignBuyVolK + ShortFinancingPercent,0.0,0.0
ChangePercent + TotalBuyVolK,0.0,0.0
ATR_20 + StartDate,0.0,0.0
ATR_20 + TotalDifferenceVolK,0.0,0.0
ATR_20 + TotalOverbuyVolK,0.0,0.0
ATR_20 + TotalOversellVolK,0.0,0.0
ATR_20 + TradeVolumeRate,0.0,0.0
ATR_20 + Vol_Mom,0.0,0.0
ChangePercent + DealerBuyVolK,0.0,0.0
ChangePercent + DealerDiffVolK,0.0,0.0
ChangePercent + DealerSellVolK,0.0,0.0
ChangePercent + ForeignBuyVolK,0.0,0.0
ChangePercent + ForeignDiffVolK,0.0,0.0
ChangePercent + ForeignHoldPercent,0.0,0.0
ChangePercent + ForeignSellVolK,0.0,0.0
ChangePercent + InvestmentTrustBuyVolK,0.0,0.0
ChangePercent + InvestmentTrustDiffVolK,0.0,0.0
ATR_20 + MainHoldPercent,0.0,0.0
ATR_20 + MainHolderCount,0.0,0.0
ATR_20 + EndDate,0.0,0.0
ATR_20 + ShortSellVolK,0.0,0.0
ATR_20 + FinancingSellVolK,0.0,0.0
ATR_20 + FinancingPaybackVolK,0.0,0.0
ATR_20 + FinancingTotalVolK,0.0,0.0
ATR_20 + FinancingLimitVolK,0.0,0.0
ATR_20 + FinancingUsageRatio,0.0,0.0
ATR_20 + ShortBuyVolK,0.0,0.0
ATR_20 + ShortRepayVolK,0.0,0.0
ATR_20 + DirSupHoldPercent,0.0,0.0
ATR_20 + ShortTotalVolK,0.0,0.0
ATR_20 + ShortLimitVolK,0.0,0.0
ATR_20 + ShortUsageRatio,0.0,0.0
ATR_20 + LendingSellVolK,0.0,0.0
ATR_20 + LendingRepayVolK,0.0,0.0
ATR_20 + LendingTotalVolK,0.0,0.0
ChangePercent + InvestmentTrustSellVolK,0.0,0.0
ChangePercent + TotalDiffVolK,0.0,0.0
ATR_20 + ShortFinancingPercent,0.0,0.0
ChangePercent + TotalSellVolK,0.0,0.0
ChangePercent + ShortLimitVolK,0.0,0.0
ChangePercent + ShortUsageRatio,0.0,0.0
ChangePercent + LendingSellVolK,0.0,0.0
ChangePercent + LendingRepayVolK,0.0,0.0
ChangePercent + LendingTotalVolK,0.0,0.0
ChangePercent + DirSupHoldPercent,0.0,0.0
ChangePercent + EndDate,0.0,0.0
ChangePercent + MainHolderCount,0.0,0.0
ChangePercent + MainHoldPercent,0.0,0.0
ChangePercent + StartDate,0.0,0.0
ChangePercent + TotalDifferenceVolK,0.0,0.0
ChangePercent + TotalOverbuyVolK,0.0,0.0
ChangePercent + TotalOversellVolK,0.0,0.0
ChangePercent + TradeVolumeRate,0.0,0.0
ChangePercent + Vol_Mom,0.0,0.0
ChangePercent + ShortTotalVolK,0.0,0.0
ChangePercent + ShortRepayVolK,0.0,0.0
ChangePercent + ShortSellVolK,0.0,0.0
ChangePercent + DayTradingVolK,0.0,0.0
ChangePercent + FormattedDate,0.0,0.0
ChangePercent + Foreign_VolumeK,0.0,0.0
ChangePercent + Foreign_LayoutScore,0.0,0.0
ChangePercent + Foreign_Consecutive_BuyDays,0.0,0.0
ChangePercent + Foreign_Hold_Increasing,0.0,0.0
ChangePercent + Symbol,0.0,0.0
ChangePercent + ShortFinancingPercent,0.0,0.0
ChangePercent + ShortBuyVolK,0.0,0.0
ChangePercent + FinancingBuyVolK,0.0,0.0
ChangePercent + FinancingSellVolK,0.0,0.0
ChangePercent + FinancingPaybackVolK,0.0,0.0
ChangePercent + FinancingTotalVolK,0.0,0.0
ChangePercent + FinancingLimitVolK,0.0,0.0
ChangePercent + FinancingUsageRatio,0.0,0.0
ATR_20 + FinancingBuyVolK,0.0,0.0
ATR_20 + DayTradingVolK,0.0,0.0
ForeignBuyVolK + DayTradingVolK,0.0,0.0
MA_60 + ShortRepayVolK,0.0,0.0
MA_60 + FormattedDate,0.0,0.0
MA_60 + Foreign_VolumeK,0.0,0.0
MA_60 + Foreign_LayoutScore,0.0,0.0
MA_60 + Foreign_Consecutive_BuyDays,0.0,0.0
MA_60 + Foreign_Hold_Increasing,0.0,0.0
MA_60 + Symbol,0.0,0.0
MA_60 + DayTradingVolK,0.0,0.0
MA_60 + ShortFinancingPercent,0.0,0.0
MA_60 + FinancingBuyVolK,0.0,0.0
MA_60 + FinancingSellVolK,0.0,0.0
MA_60 + FinancingPaybackVolK,0.0,0.0
MA_60 + FinancingTotalVolK,0.0,0.0
MA_60 + FinancingLimitVolK,0.0,0.0
MA_60 + FinancingUsageRatio,0.0,0.0
MA_60 + ShortBuyVolK,0.0,0.0
MA_60 + TotalSellVolK,0.0,0.0
MA_60 + TotalDiffVolK,0.0,0.0
MA_60 + TotalBuyVolK,0.0,0.0
MA_60 + DealerDiffVolK,0.0,0.0
V_MA20 + TotalOversellVolK,0.0,0.0
V_MA20 + TradeVolumeRate,0.0,0.0
V_MA20 + Vol_Mom,0.0,0.0
MA_60 + ATR_20,0.0,0.0
MA_60 + ChangePercent,0.0,0.0
MA_60 + DealerBuyVolK,0.0,0.0
MA_60 + DealerSellVolK,0.0,0.0
MA_60 + InvestmentTrustSellVolK,0.0,0.0
MA_60 + ForeignBuyVolK,0.0,0.0
MA_60 + ForeignDiffVolK,0.0,0.0
MA_60 + ForeignHoldPercent,0.0,0.0
MA_60 + ForeignSellVolK,0.0,0.0
MA_60 + InvestmentTrustBuyVolK,0.0,0.0
MA_60 + InvestmentTrustDiffVolK,0.0,0.0
MA_60 + ShortSellVolK,0.0,0.0
MA_60 + ShortTotalVolK,0.0,0.0
ATR_20 + Symbol,0.0,0.0
MA_60 + ShortLimitVolK,0.0,0.0
ATR_20 + ForeignBuyVolK,0.0,0.0
ATR_20 + ForeignDiffVolK,0.0,0.0
ATR_20 + ForeignHoldPercent,0.0,0.0
ATR_20 + ForeignSellVolK,0.0,0.0
ATR_20 + InvestmentTrustBuyVolK,0.0,0.0
ATR_20 + InvestmentTrustDiffVolK,0.0,0.0
ATR_20 + InvestmentTrustSellVolK,0.0,0.0
ATR_20 + TotalBuyVolK,0.0,0.0
ATR_20 + TotalDiffVolK,0.0,0.0
ATR_20 + TotalSellVolK,0.0,0.0
ATR_20 + FormattedDate,0.0,0.0
ATR_20 + Foreign_VolumeK,0.0,0.0
ATR_20 + Foreign_LayoutScore,0.0,0.0
ATR_20 + Foreign_Consecutive_BuyDays,0.0,0.0
ATR_20 + Foreign_Hold_Increasing,0.0,0.0
ATR_20 + DealerSellVolK,0.0,0.0
ATR_20 + DealerDiffVolK,0.0,0.0
ATR_20 + DealerBuyVolK,0.0,0.0
MA_60 + MainHolderCount,0.0,0.0
MA_60 + ShortUsageRatio,0.0,0.0
MA_60 + LendingSellVolK,0.0,0.0
MA_60 + LendingRepayVolK,0.0,0.0
MA_60 + LendingTotalVolK,0.0,0.0
MA_60 + DirSupHoldPercent,0.0,0.0
MA_60 + EndDate,0.0,0.0
MA_60 + MainHoldPercent,0.0,0.0
ATR_20 + ChangePercent,0.0,0.0
MA_60 + StartDate,0.0,0.0
MA_60 + TotalDifferenceVolK,0.0,0.0
MA_60 + TotalOverbuyVolK,0.0,0.0
MA_60 + TotalOversellVolK,0.0,0.0
MA_60 + TradeVolumeRate,0.0,0.0
MA_60 + Vol_Mom,0.0,0.0
DealerBuyVolK + DealerDiffVolK,0.0,0.0
DealerBuyVolK + DealerSellVolK,0.0,0.0
DealerBuyVolK + ForeignBuyVolK,0.0,0.0
DealerSellVolK + FinancingLimitVolK,0.0,0.0
DealerSellVolK + InvestmentTrustSellVolK,0.0,0.0
DealerSellVolK + TotalBuyVolK,0.0,0.0
DealerSellVolK + TotalDiffVolK,0.0,0.0
DealerSellVolK + TotalSellVolK,0.0,0.0
DealerSellVolK + FormattedDate,0.0,0.0
DealerSellVolK + Foreign_VolumeK,0.0,0.0
DealerSellVolK + Foreign_LayoutScore,0.0,0.0
DealerSellVolK + Foreign_Consecutive_BuyDays,0.0,0.0
DealerSellVolK + Foreign_Hold_Increasing,0.0,0.0
DealerSellVolK + Symbol,0.0,0.0
DealerSellVolK + DayTradingVolK,0.0,0.0
DealerSellVolK + ShortFinancingPercent,0.0,0.0
DealerSellVolK + FinancingBuyVolK,0.0,0.0
DealerSellVolK + FinancingSellVolK,0.0,0.0
DealerSellVolK + FinancingPaybackVolK,0.0,0.0
DealerSellVolK + InvestmentTrustDiffVolK,0.0,0.0
DealerSellVolK + InvestmentTrustBuyVolK,0.0,0.0
DealerSellVolK + ForeignSellVolK,0.0,0.0
DealerDiffVolK + StartDate,0.0,0.0
DealerDiffVolK + LendingRepayVolK,0.0,0.0
DealerDiffVolK + LendingTotalVolK,0.0,0.0
DealerDiffVolK + DirSupHoldPercent,0.0,0.0
DealerDiffVolK + EndDate,0.0,0.0
DealerDiffVolK + MainHolderCount,0.0,0.0
DealerDiffVolK + MainHoldPercent,0.0,0.0
DealerDiffVolK + TotalDifferenceVolK,0.0,0.0
DealerSellVolK + ForeignHoldPercent,0.0,0.0
DealerDiffVolK + TotalOverbuyVolK,0.0,0.0
DealerDiffVolK + TotalOversellVolK,0.0,0.0
DealerDiffVolK + TradeVolumeRate,0.0,0.0
DealerDiffVolK + Vol_Mom,0.0,0.0
DealerSellVolK + ForeignBuyVolK,0.0,0.0
DealerSellVolK + ForeignDiffVolK,0.0,0.0
DealerSellVolK + FinancingTotalVolK,0.0,0.0
DealerSellVolK + FinancingUsageRatio,0.0,0.0
DealerBuyVolK + ForeignDiffVolK,0.0,0.0
DealerSellVolK + ShortBuyVolK,0.0,0.0
ForeignBuyVolK + ForeignDiffVolK,0.0,0.0
ForeignBuyVolK + ForeignHoldPercent,0.0,0.0
ForeignBuyVolK + ForeignSellVolK,0.0,0.0
ForeignBuyVolK + InvestmentTrustBuyVolK,0.0,0.0
ForeignBuyVolK + InvestmentTrustDiffVolK,0.0,0.0
ForeignBuyVolK + InvestmentTrustSellVolK,0.0,0.0
ForeignBuyVolK + TotalBuyVolK,0.0,0.0
ForeignBuyVolK + TotalDiffVolK,0.0,0.0
ForeignBuyVolK + TotalSellVolK,0.0,0.0
ForeignBuyVolK + FormattedDate,0.0,0.0
ForeignBuyVolK + Foreign_VolumeK,0.0,0.0
ForeignBuyVolK + Foreign_LayoutScore,0.0,0.0
ForeignBuyVolK + Foreign_Consecutive_BuyDays,0.0,0.0
ForeignBuyVolK + Foreign_Hold_Increasing,0.0,0.0
ForeignBuyVolK + Symbol,0.0,0.0
DealerSellVolK + Vol_Mom,0.0,0.0
DealerSellVolK + TradeVolumeRate,0.0,0.0
DealerSellVolK + TotalOversellVolK,0.0,0.0
DealerSellVolK + LendingRepayVolK,0.0,0.0
DealerSellVolK + ShortSellVolK,0.0,0.0
DealerSellVolK + ShortRepayVolK,0.0,0.0
DealerSellVolK + ShortTotalVolK,0.0,0.0
DealerSellVolK + ShortLimitVolK,0.0,0.0
DealerSellVolK + ShortUsageRatio,0.0,0.0
DealerSellVolK + LendingSellVolK,0.0,0.0
DealerSellVolK + LendingTotalVolK,0.0,0.0
DealerSellVolK + TotalOverbuyVolK,0.0,0.0
DealerSellVolK + DirSupHoldPercent,0.0,0.0
DealerSellVolK + EndDate,0.0,0.0
DealerSellVolK + MainHolderCount,0.0,0.0
DealerSellVolK + MainHoldPercent,0.0,0.0
DealerSellVolK + StartDate,0.0,0.0
DealerSellVolK + TotalDifferenceVolK,0.0,0.0
DealerDiffVolK + LendingSellVolK,0.0,0.0
DealerDiffVolK + ShortUsageRatio,0.0,0.0
DealerDiffVolK + ShortLimitVolK,0.0,0.0
DealerDiffVolK + ShortTotalVolK,0.0,0.0
DealerBuyVolK + FinancingPaybackVolK,0.0,0.0
DealerBuyVolK + FinancingTotalVolK,0.0,0.0
DealerBuyVolK + FinancingLimitVolK,0.0,0.0
DealerBuyVolK + FinancingUsageRatio,0.0,0.0
DealerBuyVolK + ShortBuyVolK,0.0,0.0
DealerBuyVolK + ShortSellVolK,0.0,0.0
DealerBuyVolK + ShortRepayVolK,0.0,0.0
DealerBuyVolK + ShortTotalVolK,0.0,0.0
DealerBuyVolK + ShortLimitVolK,0.0,0.0
DealerBuyVolK + ShortUsageRatio,0.0,0.0
DealerBuyVolK + LendingSellVolK,0.0,0.0
DealerBuyVolK + LendingRepayVolK,0.0,0.0
DealerBuyVolK + LendingTotalVolK,0.0,0.0
DealerBuyVolK + DirSupHoldPercent,0.0,0.0
DealerBuyVolK + EndDate,0.0,0.0
DealerBuyVolK + FinancingSellVolK,0.0,0.0
DealerBuyVolK + FinancingBuyVolK,0.0,0.0
DealerBuyVolK + ShortFinancingPercent,0.0,0.0
DealerBuyVolK + TotalDiffVolK,0.0,0.0
DealerBuyVolK + ForeignHoldPercent,0.0,0.0
DealerBuyVolK + ForeignSellVolK,0.0,0.0
DealerBuyVolK + InvestmentTrustBuyVolK,0.0,0.0
DealerBuyVolK + InvestmentTrustDiffVolK,0.0,0.0
DealerBuyVolK + InvestmentTrustSellVolK,0.0,0.0
DealerBuyVolK + TotalBuyVolK,0.0,0.0
DealerBuyVolK + TotalSellVolK,0.0,0.0
DealerBuyVolK + DayTradingVolK,0.0,0.0
DealerBuyVolK + FormattedDate,0.0,0.0
DealerBuyVolK + Foreign_VolumeK,0.0,0.0
DealerBuyVolK + Foreign_LayoutScore,0.0,0.0
DealerBuyVolK + Foreign_Consecutive_BuyDays,0.0,0.0
DealerBuyVolK + Foreign_Hold_Increasing,0.0,0.0
DealerBuyVolK + Symbol,0.0,0.0
DealerBuyVolK + MainHolderCount,0.0,0.0
DealerBuyVolK + MainHoldPercent,0.0,0.0
DealerBuyVolK + StartDate,0.0,0.0
DealerDiffVolK + FinancingSellVolK,0.0,0.0
DealerDiffVolK + Foreign_Consecutive_BuyDays,0.0,0.0
DealerDiffVolK + Foreign_Hold_Increasing,0.0,0.0
DealerDiffVolK + Symbol,0.0,0.0
DealerDiffVolK + DayTradingVolK,0.0,0.0
DealerDiffVolK + ShortFinancingPercent,0.0,0.0
DealerDiffVolK + FinancingBuyVolK,0.0,0.0
DealerDiffVolK + FinancingPaybackVolK,0.0,0.0
DealerDiffVolK + Foreign_VolumeK,0.0,0.0
DealerDiffVolK + FinancingTotalVolK,0.0,0.0
DealerDiffVolK + FinancingLimitVolK,0.0,0.0
DealerDiffVolK + FinancingUsageRatio,0.0,0.0
DealerDiffVolK + ShortBuyVolK,0.0,0.0
DealerDiffVolK + ShortSellVolK,0.0,0.0
DealerDiffVolK + ShortRepayVolK,0.0,0.0
DealerDiffVolK + Foreign_LayoutScore,0.0,0.0
DealerDiffVolK + FormattedDate,0.0,0.0
DealerBuyVolK + TotalDifferenceVolK,0.0,0.0
DealerDiffVolK + ForeignDiffVolK,0.0,0.0
DealerBuyVolK + TotalOverbuyVolK,0.0,0.0
DealerBuyVolK + TotalOversellVolK,0.0,0.0
DealerBuyVolK + TradeVolumeRate,0.0,0.0
DealerBuyVolK + Vol_Mom,0.0,0.0
DealerDiffVolK + DealerSellVolK,0.0,0.0
DealerDiffVolK + ForeignBuyVolK,0.0,0.0
DealerDiffVolK + ForeignHoldPercent,0.0,0.0
DealerDiffVolK + TotalSellVolK,0.0,0.0
DealerDiffVolK + ForeignSellVolK,0.0,0.0
DealerDiffVolK + InvestmentTrustBuyVolK,0.0,0.0
DealerDiffVolK + InvestmentTrustDiffVolK,0.0,0.0
DealerDiffVolK + InvestmentTrustSellVolK,0.0,0.0
DealerDiffVolK + TotalBuyVolK,0.0,0.0
DealerDiffVolK + TotalDiffVolK,0.0,0.0
TotalDiffVolK + Foreign_LayoutScore,0.0,0.0
TotalDiffVolK + Foreign_Hold_Increasing,0.0,0.0
BIAS_20 + ShortLimitVolK,0.0,0.0
FinancingUsageRatio + ShortUsageRatio,0.0,0.0
FinancingLimitVolK + LendingTotalVolK,0.0,0.0
FinancingLimitVolK + DirSupHoldPercent,0.0,0.0
FinancingLimitVolK + EndDate,0.0,0.0
FinancingLimitVolK + MainHolderCount,0.0,0.0
FinancingLimitVolK + MainHoldPercent,0.0,0.0
FinancingLimitVolK + StartDate,0.0,0.0
FinancingLimitVolK + TotalDifferenceVolK,0.0,0.0
FinancingLimitVolK + TotalOverbuyVolK,0.0,0.0
FinancingLimitVolK + TotalOversellVolK,0.0,0.0
FinancingLimitVolK + TradeVolumeRate,0.0,0.0
FinancingLimitVolK + Vol_Mom,0.0,0.0
FinancingUsageRatio + ShortBuyVolK,0.0,0.0
FinancingUsageRatio + ShortSellVolK,0.0,0.0
FinancingUsageRatio + ShortRepayVolK,0.0,0.0
FinancingUsageRatio + ShortTotalVolK,0.0,0.0
FinancingLimitVolK + LendingRepayVolK,0.0,0.0
FinancingLimitVolK + LendingSellVolK,0.0,0.0
FinancingLimitVolK + ShortUsageRatio,0.0,0.0
FinancingTotalVolK + TotalOversellVolK,0.0,0.0
FinancingTotalVolK + EndDate,0.0,0.0
FinancingTotalVolK + MainHolderCount,0.0,0.0
FinancingTotalVolK + MainHoldPercent,0.0,0.0
FinancingTotalVolK + StartDate,0.0,0.0
FinancingTotalVolK + TotalDifferenceVolK,0.0,0.0
FinancingTotalVolK + TotalOverbuyVolK,0.0,0.0
FinancingTotalVolK + TradeVolumeRate,0.0,0.0
FinancingLimitVolK + ShortLimitVolK,0.0,0.0
FinancingTotalVolK + Vol_Mom,0.0,0.0
FinancingLimitVolK + FinancingUsageRatio,0.0,0.0
FinancingLimitVolK + ShortBuyVolK,0.0,0.0
FinancingLimitVolK + ShortSellVolK,0.0,0.0
FinancingLimitVolK + ShortRepayVolK,0.0,0.0
FinancingLimitVolK + ShortTotalVolK,0.0,0.0
FinancingUsageRatio + ShortLimitVolK,0.0,0.0
FinancingUsageRatio + LendingSellVolK,0.0,0.0
FinancingTotalVolK + LendingTotalVolK,0.0,0.0
FinancingUsageRatio + LendingRepayVolK,0.0,0.0
ShortBuyVolK + LendingTotalVolK,0.0,0.0
ShortBuyVolK + DirSupHoldPercent,0.0,0.0
ShortBuyVolK + EndDate,0.0,0.0
ShortBuyVolK + MainHolderCount,0.0,0.0
ShortBuyVolK + MainHoldPercent,0.0,0.0
ShortBuyVolK + StartDate,0.0,0.0
ShortBuyVolK + TotalDifferenceVolK,0.0,0.0
ShortBuyVolK + TotalOverbuyVolK,0.0,0.0
ShortBuyVolK + TotalOversellVolK,0.0,0.0
ShortBuyVolK + TradeVolumeRate,0.0,0.0
ShortBuyVolK + Vol_Mom,0.0,0.0
ShortSellVolK + ShortRepayVolK,0.0,0.0
ShortSellVolK + ShortTotalVolK,0.0,0.0
ShortSellVolK + ShortLimitVolK,0.0,0.0
ShortSellVolK + ShortUsageRatio,0.0,0.0
ShortBuyVolK + LendingRepayVolK,0.0,0.0
ShortBuyVolK + LendingSellVolK,0.0,0.0
ShortBuyVolK + ShortUsageRatio,0.0,0.0
FinancingUsageRatio + TotalDifferenceVolK,0.0,0.0
FinancingUsageRatio + LendingTotalVolK,0.0,0.0
FinancingUsageRatio + DirSupHoldPercent,0.0,0.0
FinancingUsageRatio + EndDate,0.0,0.0
FinancingUsageRatio + MainHolderCount,0.0,0.0
FinancingUsageRatio + MainHoldPercent,0.0,0.0
FinancingUsageRatio + StartDate,0.0,0.0
FinancingUsageRatio + TotalOverbuyVolK,0.0,0.0
ShortBuyVolK + ShortLimitVolK,0.0,0.0
FinancingUsageRatio + TotalOversellVolK,0.0,0.0
FinancingUsageRatio + TradeVolumeRate,0.0,0.0
FinancingUsageRatio + Vol_Mom,0.0,0.0
ShortBuyVolK + ShortSellVolK,0.0,0.0
ShortBuyVolK + ShortRepayVolK,0.0,0.0
ShortBuyVolK + ShortTotalVolK,0.0,0.0
FinancingTotalVolK + DirSupHoldPercent,0.0,0.0
FinancingTotalVolK + LendingRepayVolK,0.0,0.0
ShortSellVolK + LendingRepayVolK,0.0,0.0
FinancingSellVolK + StartDate,0.0,0.0
FinancingSellVolK + FinancingTotalVolK,0.0,0.0
FinancingSellVolK + FinancingLimitVolK,0.0,0.0
FinancingSellVolK + FinancingUsageRatio,0.0,0.0
