Combo,WinRate,PF
MA200 + Bias_Ratio,0.5526,2.2707
MA200 + V_MA20,0.5526,2.2707
MA200 + ATR_20,0.5526,2.2707
MACD_Death_Cross + MACD_Bullish_Zone,0.5526,2.2653
DEMA_10 + V_MA20,0.5789,2.2596
DEMA_10 + ATR_20,0.5789,2.2596
DEMA_10 + MA20,0.5789,2.2596
DEMA_10 + MA_60,0.5789,2.2596
DEMA_10 + OBV_MA,0.5789,2.2596
DEMA_10 + BIAS_6,0.5789,2.2596
DEMA_10 + CCI,0.5789,2.2596
DEMA_10 + High_120,0.5789,2.2596
DEMA_10 + DMA_Momentum_Up,0.5789,2.2596
DEMA_10 + DMA_Diff,0.5789,2.2596
DEMA_10 + DMA_Bullish,0.5789,2.2596
DEMA_10 + DMA_Death_Cross,0.5789,2.2596
DEMA_10 + DMA_Golden_Cross,0.5789,2.2596
DEMA_10 + AMA,0.5789,2.2596
DEMA_10 + DMA,0.5789,2.2596
DEMA_10 + MA_Long,0.5789,2.2596
DEMA_10 + MA200,0.5789,2.2596
DEMA_10 + MA_Short,0.5789,2.2596
DEMA_10 + Golden_Cross,0.5789,2.2596
DEMA_10 + Bias_Divergence,0.5789,2.2596
DEMA_10 + +DI,0.5789,2.2596
DEMA_10 + Strong_Trend,0.5789,2.2596
DEMA_10 + Short_Term_Rebound,0.5789,2.2596
DEMA_10 + Bullish_Align,0.5789,2.2596
DEMA_10 + BIAS_20,0.5789,2.2596
DEMA_10 + BIAS_Short_Col,0.5789,2.2596
DEMA_10 + Vol_Spike,0.5789,2.2596
DEMA_10 + Vol_Ratio,0.5789,2.2596
DEMA_10 + Vol_MA6,0.5789,2.2596
DEMA_10 + ADX_5,0.5789,2.2596
DEMA_10 + ADX,0.5789,2.2596
DEMA_10 + -DI,0.5789,2.2596
DEMA_10 + Bias_Ratio,0.5789,2.2596
DEMA_10 + KAMA_20,0.5789,2.2596
DEMA_10 + OBV,0.5789,2.2596
DEMA_10 + KDJ_J,0.5789,2.2596
DEMA_10 + MACD_Hist,0.5789,2.2596
DEMA_10 + MACD_Signal,0.5789,2.2596
DEMA_10 + MACD,0.5789,2.2596
DEMA_10 + DEA,0.5789,2.2596
DEMA_10 + DIF,0.5789,2.2596
DEMA_10 + WMA_6,0.5789,2.2596
DEMA_10 + SMMA_20,0.5789,2.2596
DEMA_10 + DEMA_20,0.5789,2.2596
DEMA_10 + HMA_20,0.5789,2.2596
DEMA_10 + SMA_20,0.5789,2.2596
DEMA_10 + WMA_20,0.5789,2.2596
DEMA_10 + EMA_20,0.5789,2.2596
DEMA_10 + MA_20,0.5789,2.2596
DEMA_10 + SMMA_10,0.5789,2.2596
DEMA_10 + KAMA_10,0.5789,2.2596
DEMA_10 + MACD_OSC,0.5789,2.2596
DEMA_10 + MACD_Golden_Cross,0.5789,2.2596
DEMA_10 + MACD_Death_Cross,0.5789,2.2596
DEMA_10 + RSI,0.5789,2.2596
DEMA_10 + KDJ_D,0.5789,2.2596
DEMA_10 + KDJ_K,0.5789,2.2596
DEMA_10 + Williams,0.5789,2.2596
DEMA_10 + BOLL,0.5789,2.2596
DEMA_10 + Lower_Band,0.5789,2.2596
DEMA_10 + Upper_Band,0.5789,2.2596
DEMA_10 + SMA,0.5789,2.2596
DEMA_10 + MACD_Momentum_Ratio,0.5789,2.2596
DEMA_10 + MACD_Bullish_Zone,0.5789,2.2596
DEMA_10 + MACD_Bearish_Strong,0.5789,2.2596
DEMA_10 + MACD_Bullish_Strong,0.5789,2.2596
DEMA_10 + MACD_Momentum_Down,0.5789,2.2596
DEMA_10 + MACD_Momentum_Up,0.5789,2.2596
DEMA_10 + MACD_Diff,0.5789,2.2596
DEMA_10 + MACD_Bearish_Zone,0.5789,2.2596
MACD_Golden_Cross + Bias_Divergence,0.6053,2.2546
MACD_Golden_Cross + Bias_Ratio,0.6579,2.2496
MACD_Bearish_Zone + MACD_Momentum_Up,0.6316,2.244
High_120 + MA20,0.5789,2.2381
MACD_Momentum_Down + +DI,0.6316,2.2214
High_120 + MA_60,0.6053,2.2032
Bias_Divergence + AMA,0.5789,2.2009
MACD_Death_Cross + SMA,0.5526,2.192
MACD_Momentum_Down + DMA_Momentum_Up,0.5789,2.1845
MACD_Momentum_Up + MA200,0.6053,2.1776
MACD_Bullish_Strong + Short_Term_Rebound,0.6053,2.1755
KAMA_5 + ADX_5,0.5789,2.1736
KAMA_5 + Bullish_Align,0.5789,2.1736
KAMA_5 + BIAS_20,0.5789,2.1736
KAMA_5 + BIAS_6,0.5789,2.1736
KAMA_5 + BIAS_Short_Col,0.5789,2.1736
KAMA_5 + Vol_Spike,0.5789,2.1736
KAMA_5 + Vol_Ratio,0.5789,2.1736
KAMA_5 + Vol_MA6,0.5789,2.1736
KAMA_5 + CCI,0.5789,2.1736
KAMA_5 + ADX,0.5789,2.1736
KAMA_5 + -DI,0.5789,2.1736
KAMA_5 + +DI,0.5789,2.1736
KAMA_5 + Strong_Trend,0.5789,2.1736
KAMA_5 + OBV_MA,0.5789,2.1736
KAMA_5 + OBV,0.5789,2.1736
KAMA_5 + KDJ_J,0.5789,2.1736
KAMA_5 + KDJ_D,0.5789,2.1736
KAMA_5 + KDJ_K,0.5789,2.1736
KAMA_5 + Short_Term_Rebound,0.5789,2.1736
KAMA_5 + MA_Long,0.5789,2.1736
KAMA_5 + Bias_Divergence,0.5789,2.1736
KAMA_5 + MA200,0.5789,2.1736
KAMA_5 + BOLL,0.5789,2.1736
KAMA_5 + ATR_20,0.5789,2.1736
KAMA_5 + MA_60,0.5789,2.1736
KAMA_5 + V_MA20,0.5789,2.1736
KAMA_5 + Bias_Ratio,0.5789,2.1736
KAMA_5 + MA20,0.5789,2.1736
KAMA_5 + High_120,0.5789,2.1736
KAMA_5 + DMA_Momentum_Up,0.5789,2.1736
KAMA_5 + Golden_Cross,0.5789,2.1736
KAMA_5 + DMA_Diff,0.5789,2.1736
KAMA_5 + DMA_Bullish,0.5789,2.1736
KAMA_5 + DMA_Death_Cross,0.5789,2.1736
KAMA_5 + DMA_Golden_Cross,0.5789,2.1736
KAMA_5 + AMA,0.5789,2.1736
KAMA_5 + DMA,0.5789,2.1736
KAMA_5 + MA_Short,0.5789,2.1736
KAMA_5 + Williams,0.5789,2.1736
KAMA_5 + MACD_OSC,0.5789,2.1736
KAMA_5 + Lower_Band,0.5789,2.1736
KAMA_5 + SMMA_10,0.5789,2.1736
KAMA_5 + KAMA_20,0.5789,2.1736
KAMA_5 + DEMA_20,0.5789,2.1736
KAMA_5 + HMA_20,0.5789,2.1736
KAMA_5 + SMA_20,0.5789,2.1736
KAMA_5 + WMA_20,0.5789,2.1736
KAMA_5 + EMA_20,0.5789,2.1736
KAMA_5 + MA_20,0.5789,2.1736
KAMA_5 + KAMA_10,0.5789,2.1736
KAMA_5 + WMA_6,0.5789,2.1736
KAMA_5 + HMA_10,0.5789,2.1736
KAMA_5 + SMA_10,0.5789,2.1736
KAMA_5 + WMA_10,0.5789,2.1736
KAMA_5 + EMA_10,0.5789,2.1736
KAMA_5 + MA_10,0.5789,2.1736
KAMA_5 + SMMA_5,0.5789,2.1736
KAMA_5 + Upper_Band,0.5789,2.1736
KAMA_5 + SMMA_20,0.5789,2.1736
KAMA_5 + DEMA_10,0.5789,2.1736
KAMA_5 + DIF,0.5789,2.1736
KAMA_5 + MACD_Diff,0.5789,2.1736
KAMA_5 + SMA,0.5789,2.1736
KAMA_5 + DEA,0.5789,2.1736
KAMA_5 + RSI,0.5789,2.1736
KAMA_5 + MACD_Bearish_Strong,0.5789,2.1736
KAMA_5 + MACD_Bullish_Strong,0.5789,2.1736
KAMA_5 + MACD_Momentum_Down,0.5789,2.1736
KAMA_5 + MACD_Momentum_Up,0.5789,2.1736
KAMA_5 + MACD_Momentum_Ratio,0.5789,2.1736
KAMA_5 + MACD_Bearish_Zone,0.5789,2.1736
KAMA_5 + MACD_Golden_Cross,0.5789,2.1736
KAMA_5 + MACD,0.5789,2.1736
KAMA_5 + MACD_Hist,0.5789,2.1736
KAMA_5 + MACD_Signal,0.5789,2.1736
KAMA_5 + MACD_Death_Cross,0.5789,2.1736
KAMA_5 + MACD_Bullish_Zone,0.5789,2.1736
DMA_Bullish + MA20,0.6053,2.1588
MACD_Bullish_Strong + BIAS_Short_Col,0.5789,2.1528
MACD_Bullish_Strong + -DI,0.5789,2.1463
High_120 + ATR_20,0.5789,2.1328
DMA_Momentum_Up + High_120,0.5526,2.1305
V_MA20 + ATR_20,0.5526,2.1301
V_MA20 + MA_60,0.5526,2.1301
SMMA_20 + Vol_MA6,0.5789,2.1248
SMMA_20 + Strong_Trend,0.5789,2.1248
SMMA_20 + Bullish_Align,0.5789,2.1248
SMMA_20 + BIAS_20,0.5789,2.1248
SMMA_20 + Vol_Ratio,0.5789,2.1248
SMMA_20 + BIAS_6,0.5789,2.1248
SMMA_20 + BIAS_Short_Col,0.5789,2.1248
SMMA_20 + Vol_Spike,0.5789,2.1248
SMMA_20 + Short_Term_Rebound,0.5789,2.1248
SMMA_20 + MA_Long,0.5789,2.1248
SMMA_20 + Bias_Divergence,0.5789,2.1248
SMMA_20 + Golden_Cross,0.5789,2.1248
SMMA_20 + MA_Short,0.5789,2.1248
SMMA_20 + DMA,0.5789,2.1248
SMMA_20 + AMA,0.5789,2.1248
SMMA_20 + DMA_Golden_Cross,0.5789,2.1248
SMMA_20 + ADX,0.5789,2.1248
SMMA_20 + DMA_Death_Cross,0.5789,2.1248
SMMA_20 + ADX_5,0.5789,2.1248
SMMA_20 + MACD_Bullish_Strong,0.5789,2.1248
SMMA_20 + -DI,0.5789,2.1248
SMMA_20 + RSI,0.5789,2.1248
SMMA_20 + MACD_Golden_Cross,0.5789,2.1248
SMMA_20 + MACD_Death_Cross,0.5789,2.1248
SMMA_20 + MACD_Bullish_Zone,0.5789,2.1248
SMMA_20 + MACD_Bearish_Zone,0.5789,2.1248
SMMA_20 + MACD_Diff,0.5789,2.1248
SMMA_20 + MACD_Momentum_Up,0.5789,2.1248
SMMA_20 + MACD_Momentum_Down,0.5789,2.1248
SMMA_20 + ATR_20,0.5789,2.1248
SMMA_20 + MACD_Bearish_Strong,0.5789,2.1248
SMMA_20 + MACD_Momentum_Ratio,0.5789,2.1248
SMMA_20 + SMA,0.5789,2.1248
SMMA_20 + +DI,0.5789,2.1248
SMMA_20 + Upper_Band,0.5789,2.1248
SMMA_20 + Lower_Band,0.5789,2.1248
SMMA_20 + BOLL,0.5789,2.1248
SMMA_20 + Williams,0.5789,2.1248
SMMA_20 + KDJ_K,0.5789,2.1248
SMMA_20 + KDJ_D,0.5789,2.1248
SMMA_20 + KDJ_J,0.5789,2.1248
SMMA_20 + OBV,0.5789,2.1248
SMMA_20 + OBV_MA,0.5789,2.1248
SMMA_20 + CCI,0.5789,2.1248
SMMA_20 + DMA_Bullish,0.5789,2.1248
EMA_20 + WMA_20,0.5789,2.1248
SMMA_20 + MA_60,0.5789,2.1248
SMMA_20 + V_MA20,0.5789,2.1248
EMA_20 + MACD_OSC,0.5789,2.1248
EMA_20 + MACD_Golden_Cross,0.5789,2.1248
EMA_20 + MACD_Death_Cross,0.5789,2.1248
EMA_20 + MACD_Bullish_Zone,0.5789,2.1248
EMA_20 + MACD_Bearish_Zone,0.5789,2.1248
EMA_20 + MACD_Diff,0.5789,2.1248
EMA_20 + MACD_Momentum_Up,0.5789,2.1248
EMA_20 + MACD_Momentum_Down,0.5789,2.1248
EMA_20 + MACD_Bullish_Strong,0.5789,2.1248
EMA_20 + MACD_Bearish_Strong,0.5789,2.1248
EMA_20 + MACD_Momentum_Ratio,0.5789,2.1248
EMA_20 + RSI,0.5789,2.1248
EMA_20 + SMA,0.5789,2.1248
EMA_20 + Upper_Band,0.5789,2.1248
EMA_20 + Lower_Band,0.5789,2.1248
EMA_20 + BOLL,0.5789,2.1248
EMA_20 + Williams,0.5789,2.1248
EMA_20 + KDJ_K,0.5789,2.1248
EMA_20 + KDJ_D,0.5789,2.1248
EMA_20 + KDJ_J,0.5789,2.1248
EMA_20 + OBV,0.5789,2.1248
EMA_20 + MACD_Hist,0.5789,2.1248
EMA_20 + MACD_Signal,0.5789,2.1248
EMA_20 + MACD,0.5789,2.1248
EMA_20 + ADX,0.5789,2.1248
SMMA_20 + DMA_Diff,0.5789,2.1248
SMMA_20 + DMA_Momentum_Up,0.5789,2.1248
SMMA_20 + MA200,0.5789,2.1248
SMMA_20 + High_120,0.5789,2.1248
SMMA_20 + MA20,0.5789,2.1248
SMMA_20 + Bias_Ratio,0.5789,2.1248
EMA_20 + Vol_Ratio,0.5789,2.1248
EMA_20 + Vol_MA6,0.5789,2.1248
EMA_20 + ADX_5,0.5789,2.1248
EMA_20 + -DI,0.5789,2.1248
EMA_20 + DEA,0.5789,2.1248
EMA_20 + +DI,0.5789,2.1248
SMMA_20 + MACD_Hist,0.5789,2.1248
EMA_20 + SMA_20,0.5789,2.1248
EMA_20 + HMA_20,0.5789,2.1248
EMA_20 + DEMA_20,0.5789,2.1248
EMA_20 + KAMA_20,0.5789,2.1248
EMA_20 + SMMA_20,0.5789,2.1248
EMA_20 + WMA_6,0.5789,2.1248
EMA_20 + DIF,0.5789,2.1248
SMMA_20 + MACD_OSC,0.5789,2.1248
EMA_20 + OBV_MA,0.5789,2.1248
SMMA_20 + MACD_Signal,0.5789,2.1248
EMA_20 + DMA_Momentum_Up,0.5789,2.1248
EMA_20 + MA_Short,0.5789,2.1248
EMA_20 + MA_Long,0.5789,2.1248
EMA_20 + DMA,0.5789,2.1248
EMA_20 + AMA,0.5789,2.1248
EMA_20 + DMA_Golden_Cross,0.5789,2.1248
EMA_20 + DMA_Bullish,0.5789,2.1248
EMA_20 + DMA_Diff,0.5789,2.1248
EMA_20 + MA200,0.5789,2.1248
EMA_20 + Bias_Divergence,0.5789,2.1248
EMA_20 + High_120,0.5789,2.1248
EMA_20 + MA20,0.5789,2.1248
EMA_20 + Bias_Ratio,0.5789,2.1248
EMA_20 + V_MA20,0.5789,2.1248
EMA_20 + MA_60,0.5789,2.1248
EMA_20 + ATR_20,0.5789,2.1248
SMMA_20 + MACD,0.5789,2.1248
EMA_20 + Golden_Cross,0.5789,2.1248
EMA_20 + DMA_Death_Cross,0.5789,2.1248
EMA_20 + Strong_Trend,0.5789,2.1248
EMA_20 + BIAS_Short_Col,0.5789,2.1248
SMMA_20 + DEA,0.5789,2.1248
SMMA_20 + DIF,0.5789,2.1248
EMA_20 + Short_Term_Rebound,0.5789,2.1248
EMA_20 + Vol_Spike,0.5789,2.1248
SMMA_20 + WMA_6,0.5789,2.1248
EMA_20 + BIAS_6,0.5789,2.1248
EMA_20 + BIAS_20,0.5789,2.1248
EMA_20 + Bullish_Align,0.5789,2.1248
EMA_20 + CCI,0.5789,2.1248
MACD_Death_Cross + AMA,0.5526,2.1164
DMA_Golden_Cross + MA200,0.6216,2.1139
MACD_Golden_Cross + DMA_Diff,0.5526,2.1094
HMA_10 + MACD_Bearish_Zone,0.5789,2.1055
HMA_10 + DEA,0.5789,2.1055
HMA_10 + MACD_Bullish_Zone,0.5789,2.1055
HMA_10 + MACD_Death_Cross,0.5789,2.1055
HMA_10 + MACD_Golden_Cross,0.5789,2.1055
HMA_10 + MACD_OSC,0.5789,2.1055
HMA_10 + MACD_Hist,0.5789,2.1055
HMA_10 + MACD_Signal,0.5789,2.1055
HMA_10 + MACD,0.5789,2.1055
HMA_10 + SMMA_20,0.5789,2.1055
HMA_10 + DIF,0.5789,2.1055
HMA_10 + WMA_6,0.5789,2.1055
HMA_10 + KAMA_20,0.5789,2.1055
HMA_10 + DEMA_20,0.5789,2.1055
HMA_10 + WMA_20,0.5789,2.1055
HMA_10 + EMA_20,0.5789,2.1055
HMA_10 + MA_20,0.5789,2.1055
HMA_10 + SMMA_10,0.5789,2.1055
HMA_10 + KAMA_10,0.5789,2.1055
HMA_10 + DEMA_10,0.5789,2.1055
HMA_10 + ATR_20,0.5789,2.1055
HMA_10 + MACD_Bullish_Strong,0.5789,2.1055
HMA_10 + MACD_Diff,0.5789,2.1055
HMA_10 + AMA,0.5789,2.1055
HMA_10 + BIAS_20,0.5789,2.1055
HMA_10 + Bullish_Align,0.5789,2.1055
HMA_10 + Short_Term_Rebound,0.5789,2.1055
HMA_10 + Strong_Trend,0.5789,2.1055
HMA_10 + Bias_Divergence,0.5789,2.1055
HMA_10 + Golden_Cross,0.5789,2.1055
HMA_10 + MA_Short,0.5789,2.1055
