symbol,prev_year,prev_rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_eps,est_price,rev_yoy,status,advice,name,price,prev_eps_yoy,eps
2380.TW,2025,9.38,24.41%,110.31,2025-12,3.1340205792268043,0.24%,96.7,0.47,29.099999999999998,13.61,🚀 利潤擴張,💎 強力關注,虹光,6.0799999237,133.57,0.72
4971.TWO,2025,54.63,N/A,146.97,2025-12,0.0,N/A,96.47999999999999,0.09,-7.0500000000000025,50.49,🚀 利潤擴張,⚪ 數據不足,IET-KY,814.0,103.17,1.65
5516.TWO,2025,7.31,N/A,104.43,2025-12,0.0,N/A,96.02000000000001,0.34,-7.35,8.41,🚀 利潤擴張,⚪ 數據不足,雙喜,11.1000003815,116.43,0.16
3363.TWO,2025,49.52,12.43%,134.04,2025-12,1228.169014084507,-9.15%,95.32,0.37,10.65,38.72,🚀 利潤擴張,⚠️ 追價風險,上詮,872.0,317.65,0.16
6739.TWO,2025,94.38,N/A,191.99,2025-12,40.78985298356876,N/A,95.30000000000001,10.13,520.3499999999999,96.69,🚀 利潤擴張,⚠️ 追價風險,竹陞科技,1415.0,167.2,16.13
6125.TWO,2025,15.42,N/A,118.18,2025-12,189.67741689387097,N/A,94.49000000000001,0.13,4.65,23.69,🚀 利潤擴張,⚠️ 追價風險,廣運,58.7999992371,123.21,0.1
3687.TWO,2025,5.19,39.69%,100.43,2025-12,6.290019119755179,12.64%,94.30000000000001,4.47,159.3,6.13,🚀 利潤擴張,💎 強力關注,歐買尬,66.8000030518,151.12,4.67
1453.TW,2025,4.56,912.85%,100.0,2025-12,0.0,-2853.40%,92.73,0.05,-2.1,7.27,🏰 高護城河,⚪ 數據不足,大將,11.6000003815,-58.33,0.04
4154.TWO,2025,-47.71,33.80%,57.28,2025-12,0.0,-77.27%,92.59,-1.67,-84.00000000000001,-35.31,🧐 疑業外收益,⚪ 數據不足,樂威科-KY,13.0,41.15,-1.82
2390.TW,2025,2.22,19.09%,88.8,2025-12,15.629031581290324,-7.49%,91.99,0.07,9.3,-3.19,🧐 疑業外收益,✅ 穩健價值,云辰,9.6899995804,107.29,-0.14
7822.TW,2025,255.72,N/A,279.4,2025-12,0.0,N/A,91.57999999999998,8.86,0.0,187.82,🚀 利潤擴張,⚪ 數據不足,倍利科,0.0,914.94,14.04
6674.TW,2025,-30.23,N/A,54.88,2025-12,0.0,N/A,91.41,-0.98,-48.75,-36.53,🧐 疑業外收益,⚪ 數據不足,鋐寶科技,18.5,33.79,-1.13
8092.TWO,2025,9.78,N/A,100.0,2025-12,0.0,N/A,91.19,-0.22,-15.0,8.81,🚀 利潤擴張,⚪ 數據不足,建暐,16.8999996185,-83.33,0.0
2360.TW,2025,26.76,60.80%,122.05,2025-12,34.883720930232556,34.82%,91.0,21.67,961.0500000000001,31.05,🏰 高護城河,⚠️ 追價風險,致茂,2235.0,141.3,27.7
2705.TW,2025,-0.65,39.55%,89.13,2025-12,0.0,16.76%,90.6,-0.45,-1.9500000000000004,-1.47,🔄 轉虧為盈,⚪ 數據不足,六福,16.3500003815,-309.09,0.87
6931.TW,2025,13.6,N/A,104.41,2025-12,18.31275720164609,N/A,90.25,0.78,36.45,14.16,🚀 利潤擴張,⚪ 中性觀察,青松健康,44.5,75.0,1.39
5608.TW,2025,-9.27,N/A,81.16,2025-12,0.0,N/A,90.0,-0.14,-9.6,-8.84,🧐 疑業外收益,⚪ 數據不足,四維航,15.3000001907,51.72,-0.13
3576.TW,2025,-42.1,-18.77%,41.22,2025-12,0.0,-63.16%,88.55,-0.63,-28.200000000000003,-47.33,🧐 疑業外收益,⚪ 數據不足,聯合再生,15.5,46.61,-0.77
6532.TWO,2025,-3.06,N/A,81.39,2025-12,8.136850531591097,N/A,87.6,2.25,181.95,-6.21,🧐 疑業外收益,💎 強力關注,瑞耘,98.6999969482,-16.97,7.31
4991.TWO,2025,18.29,N/A,107.11,2025-12,0.0,N/A,81.68,-0.45,-23.549999999999997,25.43,🔄 轉虧為盈,⚪ 數據不足,環宇-KY,744.0,73.81,0.15
2740.TWO,2025,-40.76,41.62%,35.27,2025-12,0.0,-45.63%,81.01,-2.52,-125.25,-45.74,🧐 疑業外收益,⚪ 數據不足,華軒,42.1500015259,-18.72,-3.19
1528.TW,2025,-21.6,31.45%,56.79,2025-12,0.0,0.98%,80.62,-0.53,-21.599999999999998,-23.83,🧐 疑業外收益,⚪ 數據不足,恩德,29.2000007629,5.36,-0.35
6196.TW,2025,-19.07,N/A,65.55,2025-12,9.772667886072643,N/A,80.56,12.0,574.05,-15.01,🧐 疑業外收益,💎 強力關注,帆宣,374.0,63.11,15.5
2022.TW,2025,13.61,7.21%,95.92,2025-12,0.0,-1.47%,79.21000000000001,0.02,-0.6,16.71,🚀 利潤擴張,⚪ 數據不足,聚亨,8.0,116.67,-0.02
5498.TWO,2025,14.85,N/A,100.0,2025-12,0.0,N/A,78.95,-0.17,-7.05,21.05,🚀 利潤擴張,⚪ 數據不足,凱崴,79.0,-21.43,0.0
4552.TW,2025,-2.45,19.46%,73.95,2025-12,3.7641510873396222,7.61%,78.51,1.72,79.50000000000001,-4.56,🧐 疑業外收益,💎 強力關注,力達-KY,19.9500007629,84.95,2.07
3563.TW,2025,173.02,59.86%,186.23,2025-12,19.87648673376029,29.84%,77.88999999999999,13.28,655.8,108.34,🏰 高護城河,⚪ 中性觀察,牧德,869.0,362.45,15.8
3205.TWO,2025,-12.38,15.21%,51.01,2025-12,0.0,-34.07%,77.02,-0.77,-44.24999999999999,-26.01,🧐 疑業外收益,⚪ 數據不足,佰研,55.7000007629,54.03,-0.92
3523.TWO,2025,-43.41,-184.95%,34.68,2025-12,0.0,-404.30%,76.84,-1.49,-65.85,-42.16,🧐 疑業外收益,⚪ 數據不足,迎輝,12.6999998093,2.61,-1.45
3498.TWO,2025,36.24,41.15%,120.0,2025-12,0.0,17.10%,76.57,-0.9,-32.55,43.43,🔄 轉虧為盈,⚪ 數據不足,陽程,101.0,58.96,0.48
3625.TWO,2025,-22.91,-3.42%,56.82,2025-12,0.0,-68.62%,75.48,-0.14,-16.200000000000003,-18.66,🧐 疑業外收益,⚪ 數據不足,西勝,16.6000003815,86.73,-0.6
6654.TWO,2025,28.6,N/A,100.49,2025-12,0.0,N/A,74.38,-0.37,-44.699999999999996,26.11,🔄 轉虧為盈,⚪ 數據不足,天正國際,90.0999984741,76.26,0.01
4540.TW,2025,7.47,16.55%,85.65,2025-12,0.0,-1.35%,74.10000000000001,-1.08,-40.5,11.55,🚀 利潤擴張,⚪ 數據不足,全球傳動,69.3000030518,69.01,-0.66
2483.TW,2025,-1.32,8.90%,71.43,2025-12,12.580644956182795,-6.13%,73.91000000000001,0.68,27.900000000000006,-2.48,🧐 疑業外收益,✅ 穩健價值,百容,23.3999996185,44.68,0.6
7823.TW,2025,19.21,N/A,96.29,2025-12,0.0,N/A,73.57000000000001,-2.01,0.0,22.72,🚀 利潤擴張,⚪ 數據不足,奧義賽博-KY創,86.0999984741,98.92,-1.49
2731.TW,2025,3.94,16.93%,78.29,2025-12,3.646308113035552,5.55%,72.29,13.31,658.1999999999999,6.0,🚀 利潤擴張,💎 強力關注,雄獅,160.0,76.53,17.49
1440.TW,2025,-15.52,7.45%,55.88,2025-12,0.0,-4.90%,71.99000000000001,-0.04,-4.2,-16.11,🧐 疑業外收益,⚪ 數據不足,南紡,12.5500001907,69.23,-0.15
6505.TW,2025,-6.34,N/A,65.08,2025-12,36.20915132411764,N/A,70.75,0.5,22.950000000000003,-5.67,🧐 疑業外收益,⚠️ 追價風險,台塑化,55.4000015259,2.04,1.04
2451.TW,2025,36.15,61.62%,140.33,2025-12,13.431419079259609,55.59%,70.49000000000001,5.37,316.05000000000007,69.84,🏰 高護城河,✅ 穩健價值,創見,283.0,22.99,12.98
5398.TWO,2025,1.05,N/A,66.67,2025-12,32.950820297540986,N/A,70.29,0.29,9.149999999999999,-3.62,🧐 疑業外收益,⚠️ 追價風險,慕康生醫,20.1000003815,20.83,0.35
3623.TWO,2025,9.39,-4.80%,82.8,2025-12,0.0,-14.24%,70.11,-0.23,-16.950000000000003,12.69,🚀 利潤擴張,⚪ 數據不足,富晶通,23.1000003815,65.67,-0.16
6213.TW,2025,11.37,N/A,82.74,2025-12,27.95275590551181,N/A,70.08,2.98,152.4,12.66,🚀 利潤擴張,⚠️ 追價風險,聯茂,284.0,78.92,4.16
8093.TWO,2025,-27.43,N/A,53.52,2025-12,0.0,N/A,69.83,-0.45,-22.65,-16.31,🧐 疑業外收益,⚪ 數據不足,保銳,19.8999996185,79.91,-1.32
6241.TWO,2025,11.68,N/A,74.6,2025-12,0.0,N/A,69.53999999999999,-0.38,-13.649999999999999,5.06,🚀 利潤擴張,⚪ 數據不足,易通展,9.970000267,-642.86,-0.16
2924.TWO,2025,-73.69,15.04%,10.0,2025-12,0.0,-86.00%,69.25999999999999,-0.71,-38.85,-59.26,🧐 疑業外收益,⚪ 數據不足,宏太-KY,21.5499992371,31.73,-1.17
6616.TWO,2025,-12.86,N/A,55.88,2025-12,0.0,N/A,67.61,-0.25,-11.850000000000001,-11.73,🧐 疑業外收益,⚪ 數據不足,特昇-KY,9.9399995804,83.78,-0.61
3152.TWO,2025,-12.47,44.03%,51.69,2025-12,6.622137404580152,18.21%,67.3,8.22,393.00000000000006,-15.61,🧐 疑業外收益,💎 強力關注,璟德,173.5,77.54,9.42
3665.TW,2025,29.74,31.93%,98.71,2025-12,26.995305164319248,18.37%,66.97,32.49,1597.5,31.74,🚀 利潤擴張,⚠️ 追價風險,貿聯-KY,2875.0,107.49,46.57
6831.TW,2025,86.86,N/A,151.41,2025-12,0.0,N/A,66.71,3.14,0.0,84.7,🚀 利潤擴張,⚪ 數據不足,邁科,0.0,161.67,4.94
8277.TWO,2025,1.19,N/A,48.61,2025-12,0.0,N/A,65.59,-0.34,-15.15,-16.98,🧐 疑業外收益,⚪ 數據不足,商丞,7.4099998474,33.33,-0.37
1802.TW,2025,-0.78,13.67%,62.96,2025-12,0.0,4.79%,65.33,-0.33,-16.349999999999998,-2.37,🧐 疑業外收益,⚪ 數據不足,台玻,72.8000030518,36.54,-0.2
2027.TW,2025,11.96,25.55%,77.93,2025-12,5.617559523809524,14.07%,65.30000000000001,2.08,100.8,12.63,🚀 利潤擴張,💎 強力關注,大成鋼,37.75,98.94,2.88
2614.TW,2025,-5.03,34.49%,60.48,2025-12,4.471365470726872,10.29%,65.27,1.42,68.1,-4.79,🧐 疑業外收益,💎 強力關注,東森,20.2999992371,118.46,1.99
5543.TWO,2025,-12.8,N/A,54.46,2025-12,0.0,N/A,65.14,-1.9,-88.8,-10.68,🧐 疑業外收益,⚪ 數據不足,桓鼎-KY,29.8999996185,-950.0,-2.52
4807.TW,2025,32.17,18.47%,84.62,2025-12,0.0,4.68%,65.02000000000001,-0.56,-32.699999999999996,19.6,🚀 利潤擴張,⚪ 數據不足,日成-KY,21.4500007629,74.07,-0.24
1445.TW,2025,-25.71,6.55%,42.76,2025-12,0.0,-24.84%,64.9,-0.56,-24.750000000000004,-22.14,🧐 疑業外收益,⚪ 數據不足,大宇,12.5500001907,-366.67,-0.87
4529.TWO,2025,-22.27,59.04%,42.64,2025-12,0.0,-1090.16%,64.78,-0.57,-28.05,-22.14,🏰 高護城河,⚪ 數據不足,淳紳,5.0199999809,46.23,-0.74
5228.TWO,2025,18.69,N/A,90.52,2025-12,0.0,N/A,64.66999999999999,-0.91,-24.750000000000004,25.85,🚀 利潤擴張,⚪ 數據不足,鈺鎧,33.2999992371,50.27,-0.2
4166.TWO,2025,6.08,60.10%,79.17,2025-12,13.443877745663265,23.50%,64.65,0.52,29.4,14.52,🏰 高護城河,✅ 穩健價值,友霖,26.3500003815,11.63,0.9
8021.TW,2025,18.57,N/A,88.97,2025-12,74.56293706293707,N/A,64.43,1.69,85.8,24.54,🚀 利潤擴張,⚠️ 追價風險,尖點,426.5,52.25,2.75
6141.TW,2025,-25.86,N/A,42.24,2025-12,0.0,N/A,63.85,-1.99,-122.25,-21.61,🧐 疑業外收益,⚪ 數據不足,柏承,36.7000007629,66.78,-4.65
3605.TW,2025,15.04,26.65%,74.89,2025-12,8.092280119627329,5.06%,63.75,3.51,169.04999999999998,11.14,🚀 利潤擴張,💎 強力關注,宏致,91.1999969482,133.33,4.35
5432.TWO,2025,-4.49,N/A,69.12,2025-12,35.53615960099751,N/A,63.02,1.08,60.15,6.1,🚀 利潤擴張,⚠️ 追價風險,新門,142.5,6.93,2.3
2436.TW,2025,17.04,30.84%,78.06,2025-12,15.000000000000002,3.76%,62.74,1.45,73.49999999999999,15.32,🚀 利潤擴張,✅ 穩健價值,偉詮電,73.5,17.59,3.02
2033.TW,2025,24.94,14.21%,84.21,2025-12,17.586207115747126,5.22%,62.559999999999995,0.25,13.05,21.65,🚀 利潤擴張,⚪ 中性觀察,佳大,15.3000001907,73.33,0.35
1340.TW,2025,-7.48,-118.96%,50.57,2025-12,0.0,-391.42%,62.519999999999996,-0.95,-67.8,-11.95,🧐 疑業外收益,⚪ 數據不足,勝悅-KY,5.6100001335,59.05,-2.61
6510.TWO,2025,55.92,N/A,95.56,2025-12,50.68550062318238,N/A,62.230000000000004,21.73,1083.15,33.33,🚀 利潤擴張,⚠️ 追價風險,精測,3660.0,279.9,30.41
8064.TWO,2025,-10.02,N/A,72.15,2025-12,0.0,N/A,61.900000000000006,-0.16,-4.049999999999999,10.25,🔄 轉虧為盈,⚪ 數據不足,東捷,125.0,-130.19,1.36
8462.TW,2025,17.64,N/A,79.87,2025-12,7.680332122470161,N/A,61.470000000000006,5.69,289.05,18.4,🚀 利潤擴張,💎 強力關注,柏文,148.0,91.16,8.49
5364.TWO,2025,-12.89,N/A,35.29,2025-12,0.0,N/A,61.36,-0.73,-36.449999999999996,-26.07,🧐 疑業外收益,⚪ 數據不足,力麗店,9.9200000763,44.7,-0.77
6270.TWO,2025,6.53,N/A,66.15,2025-12,10.7400001526,N/A,61.290000000000006,0.88,37.5,4.86,🚀 利潤擴張,💎 強力關注,倍微,26.8500003815,300.0,1.08
6168.TW,2025,5.91,N/A,66.67,2025-12,0.0,N/A,61.07,0.04,-1.3010426069826053e-16,5.6,🚀 利潤擴張,⚪ 數據不足,宏齊,27.6499996185,-42.86,0.05
6574.TWO,2025,5.78,N/A,66.34,2025-12,0.0,N/A,59.830000000000005,4.08,0.0,6.51,🚀 利潤擴張,⚪ 數據不足,霈方,0.0,53.96,6.82
2440.TW,2025,-9.7,4.12%,46.51,2025-12,0.0,0.66%,58.94,-0.26,-10.35,-12.43,🧐 疑業外收益,⚪ 數據不足,太空梭,18.75,-136.36,-0.23
8201.TW,2025,-7.02,N/A,60.23,2025-12,0.0,N/A,58.809999999999995,-0.33,-16.8,1.42,🚀 利潤擴張,⚪ 數據不足,無敵,12.75,53.52,-0.35
2485.TW,2025,-24.95,15.28%,57.52,2025-12,0.0,2.18%,57.57,-1.33,-62.699999999999996,-0.05,🧐 疑業外收益,⚪ 數據不足,兆赫,68.6999969482,11.92,-0.96
4304.TWO,2025,-6.96,5.19%,47.45,2025-12,0.0,-15.57%,57.160000000000004,-1.02,-52.8,-9.71,🧐 疑業外收益,⚪ 數據不足,勝昱,30.5,-14.61,-1.16
1215.TW,2025,1.07,20.24%,58.63,2025-12,5.494933749025721,12.03%,56.93,7.94,384.9,1.7,🚀 利潤擴張,💎 強力關注,卜蜂,141.0,85.95,10.39
3308.TW,2025,-92.54,23.48%,-32.0,2025-12,18.999999653181817,-362.94%,56.36,0.23,16.5,-88.36,🌑 雙重衰退,⚪ 中性觀察,聯德,20.8999996185,-68.06,0.68
6584.TWO,2025,23.53,N/A,82.47,2025-12,65.98890942698706,N/A,56.05,3.11,162.3,26.42,🚀 利潤擴張,⚠️ 追價風險,南俊國際,714.0,42.52,5.59
6026.TWO,2025,-23.52,N/A,54.95,2025-12,6.156862670313726,N/A,55.6,0.7,38.25,-0.65,🧐 疑業外收益,💎 強力關注,福邦證,15.6999998093,-30.0,1.72
2415.TW,2025,-1.03,25.38%,58.77,2025-12,6.5375302663438255,12.75%,55.370000000000005,1.37,61.949999999999996,3.4,🚀 利潤擴張,💎 強力關注,錩新,27.0,55.68,1.81
4609.TWO,2025,22.29,4.92%,78.72,2025-12,0.0,-68.47%,55.01,-0.06,-11.25,23.71,🚀 利潤擴張,⚪ 數據不足,唐鋒,5.5300002098,78.57,-0.1
4711.TWO,2025,-6.49,14.61%,50.0,2025-12,53.965515925862064,2.47%,54.5,0.12,4.3500000000000005,-4.5,🧐 疑業外收益,⚠️ 追價風險,永純,15.6499996185,500.0,0.15
4968.TW,2025,1.01,N/A,56.47,2025-12,28.337236533957842,N/A,54.23,1.37,64.05000000000001,2.24,🚀 利潤擴張,⚠️ 追價風險,立積,121.0,44.21,2.66
1313.TW,2025,-20.09,1.59%,32.76,2025-12,0.0,-3.51%,52.61,-0.56,-33.6,-19.85,🧐 疑業外收益,⚪ 數據不足,聯成,10.9499998093,63.82,-1.17
8921.TWO,2025,0.3,N/A,52.17,2025-12,0.0,N/A,52.190000000000005,-0.11,-10.200000000000001,-0.02,🧐 疑業外收益,⚪ 數據不足,沈氏,18.5,21.43,-0.11
2417.TW,2025,-1.52,56.31%,54.55,2025-12,0.0,8.42%,51.86,-0.8,-31.8,2.69,🏰 高護城河,⚪ 數據不足,圓剛,56.9000015259,-144.44,-0.19
1760.TW,2025,0.67,52.35%,53.1,2025-12,13.42052252478873,13.25%,51.440000000000005,1.65,74.55000000000001,1.66,🏰 高護城河,✅ 穩健價值,寶齡富錦,66.6999969482,54.21,2.22
5276.TWO,2025,10.12,N/A,54.05,2025-12,7.551020667653061,N/A,50.919999999999995,0.88,44.1,3.13,🚀 利潤擴張,💎 強力關注,達輝-KY,22.2000007629,46.67,1.14
8489.TWO,2025,-3.97,N/A,55.83,2025-12,0.0,N/A,50.8,-0.46,-27.450000000000003,5.03,🚀 利潤擴張,⚪ 數據不足,三貝德,25.8500003815,60.71,-0.76
9929.TW,2025,-3.83,N/A,50.0,2025-12,0.0,N/A,50.73,-0.19,-7.95,-0.73,🧐 疑業外收益,⚪ 數據不足,秋雨,11.6499996185,-5.56,-0.07
2241.TW,2025,-2.54,14.37%,64.65,2025-12,0.0,-1.87%,50.63000000000001,-0.6,-28.349999999999994,14.02,🚀 利潤擴張,⚪ 數據不足,艾姆勒,31.2000007629,47.37,-0.7
8926.TW,2025,-13.81,N/A,32.43,2025-12,7.34930436431221,N/A,49.08,1.86,97.05000000000001,-16.65,🧐 疑業外收益,💎 強力關注,台汽電,47.5499992371,40.91,2.45
3550.TW,2025,6.33,15.39%,51.74,2025-12,0.0,-3.96%,48.510000000000005,-0.69,-40.49999999999999,3.23,🚀 利潤擴張,⚪ 數據不足,聯穎,23.5,36.7,-1.18
8112.TW,2025,-16.18,N/A,43.32,2025-12,11.27659615050532,N/A,47.74,1.62,112.8,-4.42,🧐 疑業外收益,💎 強力關注,至上,84.8000030518,-50.61,5.02
8040.TWO,2025,7.0,N/A,49.15,2025-12,0.0,N/A,46.5,-0.45,-21.750000000000004,2.65,🚀 利潤擴張,⚪ 數據不足,九暘,81.8000030518,48.28,-0.6
3115.TWO,2025,84.76,100.00%,57.53,2025-12,0.0,-377.43%,45.28,-0.41,-21.299999999999997,12.25,🏰 高護城河,⚪ 數據不足,富榮綱,9.7600002289,26.09,-0.44
2254.TW,2025,-11.14,-21.68%,20.75,2025-12,0.0,-98.59%,45.260000000000005,-0.11,-9.6,-24.51,🧐 疑業外收益,⚪ 數據不足,巨鎧精密-創,69.5999984741,84.06,-0.84
4541.TWO,2025,14.71,25.49%,61.11,2025-12,14.010840315149052,17.54%,45.05,0.99,55.349999999999994,16.06,🚀 利潤擴張,✅ 穩健價值,晟田,51.7000007629,65.0,2.03
3057.TW,2025,-0.45,29.42%,46.34,2025-12,0.0,-21.05%,44.480000000000004,-0.24,-1.9500000000000017,1.86,🚀 利潤擴張,⚪ 數據不足,喬鼎,20.2000007629,70.73,-0.88
1460.TW,2025,-5.8,16.50%,35.0,2025-12,0.0,1.12%,44.38,-0.27,-9.9,-9.38,🧐 疑業外收益,⚪ 數據不足,宏遠,7.0100002289,33.33,-0.27
2630.TW,2025,4.46,8.38%,49.25,2025-12,19.496123735310075,2.16%,44.36,0.89,38.70000000000001,4.89,🚀 利潤擴張,⚪ 中性觀察,亞航,50.2999992371,64.81,1.0
6144.TWO,2025,-11.26,N/A,36.84,2025-12,0.0,N/A,44.080000000000005,-0.28,-15.3,-7.24,🧐 疑業外收益,⚪ 數據不足,得利影,14.8000001907,-12.0,-0.36
6139.TW,2025,-5.05,N/A,63.03,2025-12,11.850454467501287,N/A,43.99,17.33,874.6500000000001,19.04,🚀 利潤擴張,💎 強力關注,亞翔,691.0,33.18,30.51
6116.TW,2025,22.03,N/A,58.56,2025-12,0.0,N/A,43.78,-0.46,-30.6,14.78,🚀 利潤擴張,⚪ 數據不足,彩晶,8.5100002289,65.89,-0.75
6666.TW,2025,-3.85,N/A,42.35,2025-12,5.283267256139657,N/A,43.550000000000004,2.63,113.85,-1.2,🧐 疑業外收益,💎 強力關注,羅麗芬-KY,40.0999984741,34.87,2.42
3518.TW,2025,-8.43,-2.30%,33.33,2025-12,0.0,-60.61%,42.96,-0.93,-64.95,-9.63,🧐 疑業外收益,⚪ 數據不足,柏騰,36.5499992371,43.83,-1.56
5701.TWO,2025,2.46,N/A,50.0,2025-12,0.0,N/A,42.67,-0.37,-13.2,7.33,🚀 利潤擴張,⚪ 數據不足,劍湖山,3.4300000668,9.76,-0.26
8390.TWO,2025,-8.18,N/A,36.36,2025-12,5.6860241527823865,N/A,42.46,5.11,235.05,-6.1,🧐 疑業外收益,💎 強力關注,金益鼎,89.0999984741,35.9,6.6
6226.TW,2025,-0.95,N/A,38.64,2025-12,0.0,N/A,42.35,-0.17,0.0,-3.71,🧐 疑業外收益,⚪ 數據不足,光鼎,0.0,45.16,-0.28
1457.TW,2025,-8.45,6.94%,29.85,2025-12,5.8266128263306465,33.56%,42.0,0.44,37.199999999999996,-12.15,🧐 疑業外收益,💎 強力關注,宜進,14.4499998093,-53.62,1.18
4560.TW,2025,8.82,33.75%,48.04,2025-12,4.729194086803171,16.61%,41.12,2.16,113.55,6.92,🚀 利潤擴張,💎 強力關注,強信-KY,35.7999992371,61.19,3.02
3049.TW,2025,-1.71,-12.51%,41.28,2025-12,0.0,-21.51%,40.06,-0.66,-30.15,1.22,🚀 利潤擴張,⚪ 數據不足,精金,13.1499996185,26.67,-0.64
5519.TW,2025,22.52,N/A,27.18,2025-12,3.0649716795762716,N/A,39.97,4.31,159.29999999999998,-12.79,🧐 疑業外收益,💎 強力關注,隆大,32.5499992371,130.48,4.96
2010.TW,2025,3.17,10.75%,40.61,2025-12,4.290657307456748,7.04%,39.88,1.74,86.69999999999999,0.73,🚀 利潤擴張,💎 強力關注,春源,24.7999992371,50.0,2.32
8463.TW,2025,11.83,N/A,48.0,2025-12,4.674369747899159,N/A,39.69,1.84,71.4,8.31,🚀 利潤擴張,💎 強力關注,潤泰材,22.25,91.67,1.85
4590.TW,2025,-44.8,30.54%,-1.45,2025-12,0.0,-0.34%,39.66,0.67,0.0,-41.11,🌑 雙重衰退,⚪ 數據不足,富田-創,79.6999969482,-75.81,2.72
1904.TW,2025,-5.08,20.98%,34.55,2025-12,17.205881605,7.12%,39.4,0.17,15.3,-4.85,🧐 疑業外收益,⚪ 中性觀察,正隆,17.5499992371,-61.36,0.74
6104.TWO,2025,37.32,N/A,66.87,2025-12,6.01099581709835,N/A,39.27,4.65,245.55,27.6,🚀 利潤擴張,💎 強力關注,創惟,98.4000015259,145.74,5.62
3028.TW,2025,8.99,7.68%,52.91,2025-12,9.342281674375839,3.25%,39.15,2.0,111.75,13.76,🚀 利潤擴張,💎 強力關注,增你強,69.5999984741,69.49,3.15
2308.TW,2025,28.12,34.59%,70.65,2025-12,40.95724555429436,16.35%,38.89,16.47,792.9,31.76,🚀 利潤擴張,⚠️ 追價風險,台達電,2165.0,52.5,23.14
5243.TW,2025,-2.65,N/A,30.95,2025-12,9.972552607502287,N/A,38.69,3.37,163.95,-7.74,🧐 疑業外收益,💎 強力關注,乙盛-KY,109.0,42.19,4.4
8042.TWO,2025,8.7,N/A,48.33,2025-12,70.80000305180002,N/A,38.54,0.24,14.999999999999996,9.79,🚀 利潤擴張,⚠️ 追價風險,金山電,70.8000030518,-53.85,0.89
7717.TWO,2025,29.16,N/A,62.99,2025-12,0.0,N/A,38.53,4.58,0.0,24.46,🚀 利潤擴張,⚪ 數據不足,萊德光電-KY,732.0,92.37,6.13
9907.TW,2025,7.48,N/A,40.21,2025-12,4.80874327363388,N/A,38.47,1.12,54.900000000000006,1.74,🚀 利潤擴張,💎 強力關注,統一實,17.6000003815,55.56,1.36
5278.TWO,2025,23.06,N/A,56.72,2025-12,8.782771821310861,N/A,38.44,0.72,40.05,18.28,🚀 利潤擴張,💎 強力關注,尚凡*,23.4500007629,-83.78,1.05
6188.TWO,2025,20.72,N/A,54.94,2025-12,9.693318729463309,N/A,37.099999999999994,2.77,136.95,17.84,🚀 利潤擴張,💎 強力關注,廣明,88.5,69.94,3.61
5340.TWO,2025,16.6,N/A,52.56,2025-12,48.46743295019157,N/A,36.900000000000006,0.78,39.15,15.66,🚀 利潤擴張,⚠️ 追價風險,建榮,126.5,59.18,1.19
3577.TWO,2025,7.11,53.43%,46.3,2025-12,14.304207366650486,14.28%,36.86,1.73,92.69999999999999,9.44,🏰 高護城河,✅ 穩健價值,泓格,88.4000015259,20.98,2.37
3631.TWO,2025,-14.57,24.23%,-25.0,2025-12,0.0,-460.25%,36.43,-0.64,-31.200000000000003,-61.43,🌑 雙重衰退,⚪ 數據不足,晟楠,38.9000015259,-64.1,-0.7
3085.TWO,2025,3.93,73.88%,41.67,2025-12,0.0,-74.64%,36.09,-0.46,-22.35,5.58,🏰 高護城河,⚪ 數據不足,新零售,11.8000001907,16.36,-0.56
4977.TW,2025,17.84,N/A,34.45,2025-12,25.13542795232936,N/A,35.99,3.53,138.45000000000002,-1.54,🧐 疑業外收益,⚠️ 追價風險,眾達-KY,232.0,180.65,4.48
8077.TWO,2025,0.34,N/A,37.27,2025-12,3.2583397982932505,N/A,35.86000000000001,2.87,193.35000000000002,1.41,🚀 利潤擴張,💎 強力關注,洛��,42.0,25.33,6.04
4951.TWO,2025,5.17,N/A,40.71,2025-12,10.309278350515465,N/A,35.83,3.74,203.7,4.88,🚀 利潤擴張,💎 強力關注,精拓科,140.0,16.15,5.98
1303.TW,2025,2.08,9.25%,35.71,2025-12,783.333333333334,2.06%,35.59,-0.05,1.7999999999999983,0.12,🔄 轉虧為盈,⚠️ 追價風險,南亞,94.0,-113.16,0.57
5443.TWO,2025,16.83,N/A,40.56,2025-12,20.642201834862384,N/A,35.260000000000005,1.97,98.1,5.3,🚀 利潤擴張,⚪ 中性觀察,均豪,135.0,21.38,2.59
6186.TWO,2025,97.22,N/A,38.72,2025-12,1.7380953041515155,N/A,35.0,7.56,346.49999999999994,3.72,🚀 利潤擴張,💎 強力關注,新潤,40.1500015259,253.27,7.81
6109.TWO,2025,0.2,N/A,43.03,2025-12,0.0,N/A,34.57,-0.98,-47.1,8.46,🚀 利潤擴張,⚪ 數據不足,亞元,12.1000003815,-13.95,-0.94
8086.TWO,2025,-22.52,N/A,26.79,2025-12,22.88261515601783,N/A,34.4,2.03,100.94999999999999,-7.61,🧐 疑業外收益,⚠️ 追價風險,宏捷科,154.0,-21.01,3.36
4433.TWO,2025,5.85,22.41%,46.48,2025-12,0.0,9.68%,34.39,-0.65,-11.099999999999996,12.09,🔄 轉虧為盈,⚪ 數據不足,興采,20.0,-3300.0,1.06
