📅 掃描日期: 20260309 | 區間: 20260101 至今
股票代碼         名稱              收盤價    信心%        勝率%        報酬%         外資5日 形態建議                
6279.TWO     胡連            114.0     50      37.84     -10.24          -91 🟡 箱型盤整 (危險別碰)       
00738U.TW    期元大道瓊白銀        68.6     50      67.57      13.58        -3661 🟡 箱型盤整 (危險別碰)       
6931.TW      青松健康           52.6     50      40.54     -16.51           51 🟡 箱型盤整 (危險別碰)       
5876.TW      上海商銀           38.6     50      37.84      -5.39       -29125 🟡 箱型盤整 (危險別碰)       
00632R.TW    元大台灣50反1      14.12     50      35.14     -12.73           92 🟡 箱型盤整 (危險別碰)       
8935.TWO     邦泰             20.0     50      40.54       5.26           50 🟡 箱型盤整 (危險別碰)       
5227.TWO     立凱-KY          25.0     50      40.54       1.21           97 🟡 箱型盤整 (危險別碰)       
3521.TWO     台鋼建設           15.0     50      40.54       7.14           16 🟡 箱型盤整 (危險別碰)       
2845.TW      遠東銀           12.45     50      29.73      -3.11       -19259 🟡 箱型盤整 (危險別碰)       
3266.TW      昇陽            13.85     50      40.54      -2.12           -9 🟡 箱型盤整 (危險別碰)       
2812.TW      台中銀           20.55     50      32.43      -1.67       -15699 🟡 箱型盤整 (危險別碰)       
1203.TW      味王             39.8     50      43.24       0.13           10 🟡 箱型盤整 (危險別碰)       
2002.TW      中鋼             19.9     50      48.65       6.13       -42241 🟡 箱型盤整 (危險別碰)       
4560.TW      強信-KY         34.35     50      48.65       5.69          -13 🟡 箱型盤整 (危險別碰)       
6668.TW      中揚光            35.5     50      37.84      -5.59         -139 🟡 箱型盤整 (危險別碰)       
020030.TW    統一智慧電動車N      10.87     50        0.0        0.0            0 🟡 箱型盤整 (危險別碰)       
3592.TW      瑞鼎            226.0     50      48.65       2.26         -245 🟡 箱型盤整 (危險別碰)       
6491.TW      晶碩            282.5     50      45.95       0.53          -30 🟡 箱型盤整 (危險別碰)       
3078.TWO     僑威             60.4     50      35.14     -13.47        -2949 🟡 箱型盤整 (危險別碰)       
6166.TW      凌華             63.0     50      45.95      -0.79          108 🟡 箱型盤整 (危險別碰)       
3023.TW      信邦            228.0     50      51.35      20.63         1087 🟡 箱型盤整 (危險別碰)       
1323.TW      永裕             18.7     50      29.73       -4.1          -15 🟡 箱型盤整 (危險別碰)       
1229.TW      聯華            45.25     50      35.14      -3.72        -1038 🟡 箱型盤整 (危險別碰)       
2948.TWO     寶陞            39.95     50      45.95       5.13           -4 🟡 箱型盤整 (危險別碰)       
2392.TW      正崴            37.75     50      48.65       2.03        -1560 🟡 箱型盤整 (危險別碰)       
7702.TWO     前端風電          26.75     50      40.54      -2.37            0 🟡 箱型盤整 (危險別碰)       
2023.TW      燁輝             14.9     50      40.54       0.68        -3279 🟡 箱型盤整 (危險別碰)       
2345.TW      智邦           1465.0     50      56.76      27.95          412 🟡 箱型盤整 (危險別碰)       
3018.TW      隆銘綠能           13.1     50      43.24      14.41            0 🟡 箱型盤整 (危險別碰)       
6843.TWO     進典             48.8     50      28.57      -14.3            2 🟡 箱型盤整 (危險別碰)       
3498.TWO     陽程             61.5     50      43.24      19.65          569 🟡 箱型盤整 (危險別碰)       
6793.TWO     天力離岸           6.35     50      43.24      18.69            0 🟡 箱型盤整 (危險別碰)       
2324.TW      仁寶            31.45     50      45.95       2.11       -27657 🟡 箱型盤整 (危險別碰)       
00965.TW     元大航太防衛科技       26.4     50      56.76      15.33        -3825 🟡 箱型盤整 (危險別碰)       
5292.TW      華懋            178.5     50      48.65       6.25          -20 🟡 箱型盤整 (危險別碰)       
6276.TWO     安鈦克           34.45     50      29.73     -13.33           -9 🟡 箱型盤整 (危險別碰)       
6182.TWO     合晶            33.75     50      54.05        8.0          755 🟡 箱型盤整 (危險別碰)       
6598.TW      ABC-KY        24.65     50      59.46      12.05          116 🟡 箱型盤整 (危險別碰)       
2609.TW      陽明             60.7     50      48.65       8.39        -5394 🟡 箱型盤整 (危險別碰)       
3057.TW      喬鼎             15.6     50      43.24     -25.89           46 🟡 箱型盤整 (危險別碰)       
5013.TWO     強新            29.25     50      40.54       2.99            2 🟡 箱型盤整 (危險別碰)       
6548.TWO     長科*            48.6     50      40.54        6.7        -3466 🟡 箱型盤整 (危險別碰)       
00713.TW     元大台灣高息低波       52.6     50      67.57       3.95        -3064 🟡 箱型盤整 (危險別碰)       
2887I.TW     未知             9.28     50      24.32      -0.43        -5209 🟡 箱型盤整 (危險別碰)       
4580.TWO     捷流閥業           81.7     50      43.24       0.12           25 🟡 箱型盤整 (危險別碰)       
6794.TW      向榮生技           83.9     50      48.65      -6.47           -5 🟡 箱型盤整 (危險別碰)       
3406.TW      玉晶光           416.0     50      45.95      -4.91         -442 🟡 箱型盤整 (危險別碰)       
6431.TW      光麗-KY          25.0     50      37.84      -7.06          -12 🟡 箱型盤整 (危險別碰)       
4966.TWO     譜瑞-KY         524.0     50      45.95       -9.5         -585 🟡 箱型盤整 (危險別碰)       
6186.TWO     新潤            42.05     50      27.03     -21.69          399 🟡 箱型盤整 (危險別碰)       
6515.TW      穎崴           5250.0     50      64.86      81.35          -42 🟡 箱型盤整 (危險別碰)       
8416.TWO     實威            171.0     50      40.54      -6.04           -3 🟡 箱型盤整 (危險別碰)       
6573.TW      虹揚-KY          14.2     50      43.24      -8.39          113 🟡 箱型盤整 (危險別碰)       
3597.TWO     映興             23.8     50      32.43      -7.39          -11 🟡 箱型盤整 (危險別碰)       
5536.TWO     聖暉*           668.0     50      43.24     -11.73          328 🟡 箱型盤整 (危險別碰)       
6104.TWO     創惟             94.8     50      51.35       0.85         -220 🟡 箱型盤整 (危險別碰)       
02001R.TW    未知             0.74     50      33.33      -1.43            0 🟡 箱型盤整 (危險別碰)       
3014.TW      聯陽            120.5     50      40.54       5.24         -876 🟡 箱型盤整 (危險別碰)       
8271.TW      宇瞻            121.0     50      54.05       7.08         2451 🟡 箱型盤整 (危險別碰)       
7455.TWO     樺緯物聯           62.9     50      29.73       0.32            0 🟡 箱型盤整 (危險別碰)       
00904.TW     新光臺灣半導體30     28.36     50      64.86      22.17          719 🟡 箱型盤整 (危險別碰)       
6756.TW      威鋒電子           75.3     50      51.35      -6.23         -198 🟡 箱型盤整 (危險別碰)       
8016.TW      矽創            195.0     50      56.76       8.03         -132 🟡 箱型盤整 (危險別碰)       
3094.TW      聯傑             23.8     50      51.35      -0.83         -159 🟡 箱型盤整 (危險別碰)       
6284.TWO     佳邦             79.6     50      43.24      -5.13         -783 🟡 箱型盤整 (危險別碰)       
00941.TW     中信上游半導體        21.8     50      54.05       25.5         2147 🟡 箱型盤整 (危險別碰)       
1773.TW      勝一            149.0     50      45.95       3.11         1313 🟡 箱型盤整 (危險別碰)       
4161.TWO     聿新科           25.45     50      40.54       0.99           17 🟡 箱型盤整 (危險別碰)       
4938.TW      和碩             71.0     50      51.35       3.05        -7220 🟡 箱型盤整 (危險別碰)       
6446.TW      藥華藥           698.0     50      59.46      41.01        -1110 🟡 箱型盤整 (危險別碰)       
5403.TWO     中菲            110.0     50      18.92      -5.17         -111 🟡 箱型盤整 (危險別碰)       
00981D.TWO   主動中信非投等債      10.43     50      40.54       1.34        10305 🟡 箱型盤整 (危險別碰)       
5455.TWO     昇益            27.85     50      32.43      -4.79           -1 🟡 箱型盤整 (危險別碰)       
1443.TW      立益物流          26.25     50      51.35      -0.94           -5 🟡 箱型盤整 (危險別碰)       
2303.TW      聯電             62.0     50      51.35      27.31        36813 🟡 箱型盤整 (危險別碰)       
4968.TW      立積            114.5     50      43.24      -7.66        -1686 🟡 箱型盤整 (危險別碰)       
00991A.TW    主動復華未來50      12.02     50       60.0       2.04       -33451 🟡 箱型盤整 (危險別碰)       
2351.TW      順德             82.0     50      56.76       6.91          292 🟡 箱型盤整 (危險別碰)       
2420.TW      新巨             52.0     50      51.35       1.76            5 🟡 箱型盤整 (危險別碰)       
911622.TW    泰聚亨-DR         3.98     50      43.24       2.84          -10 🟡 箱型盤整 (危險別碰)       
7583.TWO     國際海洋            nan     50      43.75      -3.55            0 🟡 箱型盤整 (危險別碰)       
00918.TW     大華優利高填息30     23.25     50      62.16       2.56       -68584 🟡 箱型盤整 (危險別碰)       
3022.TW      威強電            58.9     50      37.84      -9.52         -342 🟡 箱型盤整 (危險別碰)       
00641R.TW    富邦日本反1         4.18     50      35.14      -7.73            0 🟡 箱型盤整 (危險別碰)       
4536.TW      拓凱            164.0     50      43.24       0.92         -106 🟡 箱型盤整 (危險別碰)       
3231.TW      緯創            130.5     50      37.84     -15.81        -3272 🟡 箱型盤整 (危險別碰)       
2464.TW      盟立             67.8     50      51.35       6.77        -1064 🟡 箱型盤整 (危險別碰)       
2884.TW      玉山金            34.0     50      51.35      -0.29       -18003 🟡 箱型盤整 (危險別碰)       
5355.TWO     佳總              7.4     50      40.54       4.96           -7 🟡 箱型盤整 (危險別碰)       
009813.TW    貝萊德標普卓越50     10.25     50      40.54      -3.12         6454 🟡 箱型盤整 (危險別碰)       
1612.TW      宏泰             34.8     50      48.65       1.16         -455 🟡 箱型盤整 (危險別碰)       
5880.TW      合庫金            23.4     50      43.24      -3.51       -26521 🟡 箱型盤整 (危險別碰)       
4556.TWO     旭然             27.5     50      43.24      17.27           -6 🟡 箱型盤整 (危險別碰)       
6153.TW      嘉聯益           15.55     50      51.35       3.32        -1814 🟡 箱型盤整 (危險別碰)       
6205.TW      詮欣             53.8     50      45.95      -11.8         -571 🟡 箱型盤整 (危險別碰)       
1789.TW      神隆            21.65     50      51.35      26.24         -484 🟡 箱型盤整 (危險別碰)       
4721.TWO     美琪瑪            64.9     50      40.54      -6.35          115 🟡 箱型盤整 (危險別碰)       
6924.TW      榮惠-KY創         60.0     50      25.71     -20.23            7 🟡 箱型盤整 (危險別碰)       
3044.TW      健鼎            378.0     50      54.05      20.96         -608 🟡 箱型盤整 (危險別碰)       
3011.TW      今皓            12.95     50      37.84      -11.9         -163 🟡 箱型盤整 (危險別碰)       
00676R.TW    富邦臺灣加權反1       7.76     50      32.43     -12.81           38 🟡 箱型盤整 (危險別碰)       
4961.TW      天鈺            147.0     50      45.95       5.38         -353 🟡 箱型盤整 (危險別碰)       
2012.TW      春雨            16.75     50      40.54       -0.3           19 🟡 箱型盤整 (危險別碰)       
8114.TW      振樺電           179.5     50      48.65       1.99         -406 🟡 箱型盤整 (危險別碰)       
6525.TW      捷敏-KY          80.3     50      51.35        5.8           48 🟡 箱型盤整 (危險別碰)       
6877.TWO     鏵友益           110.0     50      37.84      24.29          146 🟡 箱型盤整 (危險別碰)       
00635U.TW    期元大S&P黃金       54.3     50      67.57       15.7          581 🟡 箱型盤整 (危險別碰)       
5546.TW      永固-KY          20.5     50      40.54      -8.28           -2 🟡 箱型盤整 (危險別碰)       
3086.TWO     華義            235.5     50      56.76       9.53           31 🟡 箱型盤整 (危險別碰)       
6811.TWO     宏�硌穈T         194.0     50      45.95      -7.84           -8 🟡 箱型盤整 (危險別碰)       
6124.TWO     業強            36.45     50      45.95      29.72          -20 🟡 箱型盤整 (危險別碰)       
00757.TW     統一FANG+       112.5     50      51.35      -4.82          424 🟡 箱型盤整 (危險別碰)       
6116.TW      彩晶             8.88     50      48.65      11.14        -2637 🟡 箱型盤整 (危險別碰)       
2453.TW      凌群             51.4     50      45.95      -4.28         -262 🟡 箱型盤整 (危險別碰)       
6735.TWO     美達科技           56.8     50      40.54       1.97           15 🟡 箱型盤整 (危險別碰)       
8923.TWO     時報            19.55     50      16.22      -2.25            0 🟡 箱型盤整 (危險別碰)       
2461.TW      光群雷            15.8     50      37.84        2.6          300 🟡 箱型盤整 (危險別碰)       
6961.TWO     旅天下            59.4     50      24.32     -23.75           19 🟡 箱型盤整 (危險別碰)       
00637L.TW    元大滬深300正2     18.79     50      45.95      -9.79        23269 🟡 箱型盤整 (危險別碰)       
4538.TWO     大詠城            19.0     50      54.05      12.09          -10 🟡 箱型盤整 (危險別碰)       
3323.TWO     加百裕           35.75     50      45.95     -12.48        -1285 🟡 箱型盤整 (危險別碰)       
00664R.TW    國泰臺灣加權反1       2.28     50      32.43     -12.64           12 🟡 箱型盤整 (危險別碰)       
8091.TWO     翔名            135.5     50      51.35      17.32           63 🟡 箱型盤整 (危險別碰)       
00980A.TW    主動野村臺灣優選      16.93     50      59.46      12.68          404 🟡 箱型盤整 (危險別碰)       
00929.TW     復華台灣科技優息      19.43     50      64.86       7.96       -20972 🟡 箱型盤整 (危險別碰)       
2034.TW      允強             20.2     50      40.54      -3.35        -2237 🟡 箱型盤整 (危險別碰)       
00947.TW     台新臺灣IC設計      22.89     50      59.46      17.45        -4895 🟡 箱型盤整 (危險別碰)       
5301.TWO     寶得利           10.95     50      35.14       6.83           -2 🟡 箱型盤整 (危險別碰)       
1795.TW      美時            268.0     50      54.05      -4.96        -1665 🟡 箱型盤整 (危險別碰)       
6147.TWO     頎邦             52.7     50      56.76      -3.48        -8507 🟡 箱型盤整 (危險別碰)       
6231.TWO     系微            196.5     50      40.54     -10.07          446 🟡 箱型盤整 (危險別碰)       
00674R.TW    期元大S&P黃金反1     4.86     50      27.03     -16.35            0 🟡 箱型盤整 (危險別碰)       
6657.TW      華安             47.1     50      51.35      14.74          148 🟡 箱型盤整 (危險別碰)       
3218.TWO     大學光           140.5     50      45.95      -3.77           21 🟡 箱型盤整 (危險別碰)       
6698.TW      旭暉應材           32.0     50      40.54       -5.6          178 🟡 箱型盤整 (危險別碰)       
6902.TW      GOGOLOOK       79.2     50      43.24       4.35            2 🟡 箱型盤整 (危險別碰)       
00885.TW     富邦越南          18.47     50      48.65       2.55         8844 🟡 箱型盤整 (危險別碰)       
6642.TWO     富致             57.1     50      48.65        9.6           47 🟡 箱型盤整 (危險別碰)       
3587.TWO     閎康            214.0     50      59.46      11.46          104 🟡 箱型盤整 (危險別碰)       
9958.TW      世紀鋼           123.5     50      32.43     -15.12          422 🟡 箱型盤整 (危險別碰)       
2885.TW      元大金            45.9     50      54.05      15.76       -23635 🟡 箱型盤整 (危險別碰)       
3306.TWO     鼎天             46.7     50      40.54      -7.89          -15 🟡 箱型盤整 (危險別碰)       
7792.TWO     安葆            351.5     50      48.65      55.19           78 🟡 箱型盤整 (危險別碰)       
00881.TW     國泰台灣科技龍頭      36.39     50      62.16      17.64       -12078 🟡 箱型盤整 (危險別碰)       
2535.TW      達欣工            72.1     50      62.16      15.18          128 🟡 箱型盤整 (危險別碰)       
2013.TW      中鋼構            42.9     50      43.24       2.26           39 🟡 箱型盤整 (危險別碰)       
1568.TW      倉佑            21.55     50      40.54      -3.36           96 🟡 箱型盤整 (危險別碰)       
00927.TW     群益半導體收益        24.4     50      59.46      13.75       -10130 🟡 箱型盤整 (危險別碰)       
00633L.TW    富邦上証正2        45.66     50      45.95      -9.85          413 🟡 箱型盤整 (危險別碰)       
4529.TWO     淳紳             3.45     50      29.73      -8.73            0 🟡 箱型盤整 (危險別碰)       
4908.TWO     前鼎             97.5     50      54.05      22.33          841 🟡 箱型盤整 (危險別碰)       
00940.TW     元大台灣價值高息       9.71     50      64.86        5.4       -42898 🟡 箱型盤整 (危險別碰)       
3706.TW      神達             80.8     50      40.54     -11.11        -2906 🟡 箱型盤整 (危險別碰)       
2031.TW      新光鋼           39.05     50      43.24       3.86         -270 🟡 箱型盤整 (危險別碰)       
3317.TWO     尼克森            47.8     50      51.35        5.4          -49 🟡 箱型盤整 (危險別碰)       
4744.TWO     皇將             31.9     50      48.65       9.06         -193 🟡 箱型盤整 (危險別碰)       
00642U.TW    期元大S&P石油       21.0     50      62.16      38.61         3465 🟡 箱型盤整 (危險別碰)       
6472.TW      保瑞            485.0     50      40.54      -1.42          -47 🟡 箱型盤整 (危險別碰)       
2425.TW      承啟             27.0     50      37.84     -14.83           -7 🟡 箱型盤整 (危險別碰)       
6128.TW      上福             24.2     50      40.54       7.56          -59 🟡 箱型盤整 (危險別碰)       
2612.TW      中航             62.1     50      51.35        4.9         -487 🟡 箱型盤整 (危險別碰)       
6486.TWO     互動             85.8     50      45.95        1.9         -100 🟡 箱型盤整 (危險別碰)       
6928.TW      攸泰科技           50.5     50      40.54      -3.99           35 🟡 箱型盤整 (危險別碰)       
6163.TWO     華電網            51.6     50      43.24      -6.69          534 🟡 箱型盤整 (危險別碰)       
2834.TW      臺企銀           15.45     50      35.14      -3.74       -83993 🟡 箱型盤整 (危險別碰)       
2022.TW      聚亨             9.06     50      51.35      11.58          682 🟡 箱型盤整 (危險別碰)       
00703.TW     台新MSCI中國      20.45     50      48.65      -6.54            0 🟡 箱型盤整 (危險別碰)       
4551.TW      智伸科           122.0     50      43.24       6.55         -166 🟡 箱型盤整 (危險別碰)       
5608.TW      四維航            17.4     50      43.24      -0.85        -4888 🟡 箱型盤整 (危險別碰)       
4904.TW      遠傳             93.0     50      48.65       4.61         6712 🟡 箱型盤整 (危險別碰)       
6695.TW      芯鼎             40.3     50      51.35     -10.54          137 🟡 箱型盤整 (危險別碰)       
00900.TW     富邦特選高股息30     14.33     50      56.76       4.68        -2410 🟡 箱型盤整 (危險別碰)       
5274.TWO     信驊           9705.0     50      56.76      33.77          181 🟡 箱型盤整 (危險別碰)       
00923.TW     群益台ESG低碳50    28.93     50      59.46      15.63          -65 🟡 箱型盤整 (危險別碰)       
6016.TWO     康和證            16.7     50      48.65      27.48        -4205 🟡 箱型盤整 (危險別碰)       
9906.TW      欣巴巴           42.55     50      29.73     -15.24           87 🟡 箱型盤整 (危險別碰)       
00982A.TW    主動群益台灣強棒      15.82     50       60.0       4.14       -18562 🟡 箱型盤整 (危險別碰)       
6143.TWO     振曜            103.5     50      37.84     -14.81         -775 🟡 箱型盤整 (危險別碰)       
3441.TWO     聯一光           34.05     50      45.95       -9.2           18 🟡 箱型盤整 (危險別碰)       
8080.TWO     泰霖             30.6     50      48.65       6.62            2 🟡 箱型盤整 (危險別碰)       
2206.TW      三陽工業           60.0     50      48.65      -0.99          247 🟡 箱型盤整 (危險別碰)       
7812.TWO     稜研科技*          76.4     50      43.24      -2.43            0 🟡 箱型盤整 (危險別碰)       
3008.TW      大立光          2380.0     50      40.54      -7.93         -683 🟡 箱型盤整 (危險別碰)       
6965.TW      中傑-KY          79.9     50      40.54     -13.43          -78 🟡 箱型盤整 (危險別碰)       
3661.TW      世芯-KY        3310.0     50      54.05      -8.94         -466 🟡 箱型盤整 (危險別碰)       
3033.TW      威健             30.2     50      37.84      -3.51          785 🟡 箱型盤整 (危險別碰)       
00646.TW     元大S&P500       68.2     50      40.54       0.52         2366 🟡 箱型盤整 (危險別碰)       
6592.TW      和潤企業           61.8     50      40.54       3.87           79 🟡 箱型盤整 (危險別碰)       
00700.TW     富邦�琤肭磪�       17.35     50      45.95      -6.67         4944 🟡 箱型盤整 (危險別碰)       
4123.TWO     晟德            48.95     50      54.05      20.86           41 🟡 箱型盤整 (危險別碰)       
2739.TW      寒舍             34.0     50      29.73      -5.95           22 🟡 箱型盤整 (危險別碰)       
5225.TW      東科-KY          93.7     50      35.14       -6.3         -747 🟡 箱型盤整 (危險別碰)       
00830.TW     國泰費城半導體        55.6     50      56.76      10.63       -10753 🟡 箱型盤整 (危險別碰)       
6438.TW      迅得            149.5     50      45.95       5.65          951 🟡 箱型盤整 (危險別碰)       
2359.TW      所羅門           119.0     50      45.95      -7.75        -1161 🟡 箱型盤整 (危險別碰)       
2891.TW      中信金            51.4     50      45.95       1.18       -81961 🟡 箱型盤整 (危險別碰)       
8111.TWO     立��            65.8     50      48.65      -8.99         -413 🟡 箱型盤整 (危險別碰)       
2347.TW      聯強             70.5     50      62.16      21.34         1447 🟡 箱型盤整 (危險別碰)       
3252.TWO     海灣             20.1     50      45.95       3.08          -10 🟡 箱型盤整 (危險別碰)       
2332.TW      友訊            16.05     50      40.54       7.36         -613 🟡 箱型盤整 (危險別碰)       
4916.TW      事欣科            61.3     50      54.05       5.15        -1256 🟡 箱型盤整 (危險別碰)       
1418.TW      東華            19.25     50      43.24      -3.51           -9 🟡 箱型盤整 (危險別碰)       
6138.TWO     茂達            223.0     50      51.35       2.53         -420 🟡 箱型盤整 (危險別碰)       
5490.TWO     同亨            26.55     50      37.84       -3.8         -459 🟡 箱型盤整 (危險別碰)       
2607.TW      榮運             56.0     50      43.24      -1.06         -105 🟡 箱型盤整 (危險別碰)       
6236.TWO     中湛             21.6     50      37.84       0.23            0 🟡 箱型盤整 (危險別碰)       
6214.TW      精誠            112.0     50      43.24      -5.08           64 🟡 箱型盤整 (危險別碰)       
00910.TW     第一金太空衛星        56.0     50      56.76      26.15          260 🟡 箱型盤整 (危險別碰)       
2397.TW      友通             57.4     50      40.54       -5.9         -225 🟡 箱型盤整 (危險別碰)       
8279.TWO     生展            114.5     50      48.65      -2.55          -18 🟡 箱型盤整 (危險別碰)       
00946.TW     群益科技高息成長      10.02     50      54.05       5.51        -6709 🟡 箱型盤整 (危險別碰)       
3034.TW      聯詠            375.0     50      51.35       2.18        -1597 🟡 箱型盤整 (危險別碰)       
3588.TW      通嘉            49.25     50      56.76       0.61         -222 🟡 箱型盤整 (危險別碰)       
1459.TW      聯發            11.95     50      24.32       0.84          -30 🟡 箱型盤整 (危險別碰)       
00985A.TW    主動野村台灣50      15.95     50      64.86      16.94         -933 🟡 箱型盤整 (危險別碰)       
6517.TWO     保勝光學           58.3     50      35.14     -14.01          -46 🟡 箱型盤整 (危險別碰)       
1583.TW      程泰            46.05     50      37.84       3.48           -9 🟡 箱型盤整 (危險別碰)       
6142.TW      友勁             9.98     50      45.95      10.03          296 🟡 箱型盤整 (危險別碰)       
2321.TW      東訊            16.15     50      37.84       1.89            0 🟡 箱型盤整 (危險別碰)       
3213.TWO     茂訊            101.5     50      48.65      -3.33          150 🟡 箱型盤整 (危險別碰)       
2009.TW      第一銅            43.0     50      51.35     -11.52          324 🟡 箱型盤整 (危險別碰)       
2379.TW      瑞昱            463.0     50      43.24      -5.03        -4389 🟡 箱型盤整 (危險別碰)       
5432.TWO     新門            151.5     50      43.24     -17.89          -57 🟡 箱型盤整 (危險別碰)       
00981A.TW    主動統一台股增長      19.78     50       70.0        6.0       -46352 🟡 箱型盤整 (危險別碰)       
3059.TW      華晶科            38.1     50      48.65      -7.19          404 🟡 箱型盤整 (危險別碰)       
4541.TWO     晟田            44.15     50      51.35       6.51         -410 🟡 箱型盤整 (危險別碰)       
3293.TWO     鈊象            716.0     50      40.54      -1.92         1177 🟡 箱型盤整 (危險別碰)       
4583.TW      台灣精銳          657.0     50      48.65       0.15          315 🟡 箱型盤整 (危險別碰)       
3552.TWO     同致             48.8     50      35.14     -22.29           89 🟡 箱型盤整 (危險別碰)       
6133.TW      金橋            26.55     50      56.76      27.64        -4587 🟡 箱型盤整 (危險別碰)       
2641.TWO     正德             19.4     50      51.35      -3.24        -6146 🟡 箱型盤整 (危險別碰)       
6218.TWO     豪勉            23.95     50      37.84     -13.38         -107 🟡 箱型盤整 (危險別碰)       
1216.TW      統一             71.9     50      35.14      -7.11        -4069 🟡 箱型盤整 (危險別碰)       
2887.TW      台新新光金          24.4     50      62.16      19.61      -166602 🟡 箱型盤整 (危險別碰)       
4127.TWO     天良            36.15     50      51.35      18.33           12 🟡 箱型盤整 (危險別碰)       
00638R.TW    元大滬深300反1      7.15     50      54.05       5.46           63 🟡 箱型盤整 (危險別碰)       
00919.TW     群益台灣精選高息      23.71     50      67.57       5.85      -196517 🟡 箱型盤整 (危險別碰)       
6796.TW      晉弘             80.8     50      29.73     -15.13           42 🟡 箱型盤整 (危險別碰)       
3466.TWO     德晉            36.35     50      37.84     -11.34          535 🟡 箱型盤整 (危險別碰)       
6684.TWO     安格             45.9     50      43.24     -10.35           10 🟡 箱型盤整 (危險別碰)       
4569.TW      六方科-KY        162.5     50      48.65       7.62           27 🟡 箱型盤整 (危險別碰)       
8921.TWO     沈氏             17.4     50      43.24      -2.25            0 🟡 箱型盤整 (危險別碰)       
2495.TW      普安             30.6     50      40.54      -6.28         2619 🟡 箱型盤整 (危險別碰)       
1444.TW      力麗             6.27     50      40.54       5.03          117 🟡 箱型盤整 (危險別碰)       
0056.TW      元大高股息         38.63     50      67.57        6.8       -56344 🟡 箱型盤整 (危險別碰)       
8463.TW      潤泰材           26.85     50      45.95       0.75          -64 🟡 箱型盤整 (危險別碰)       
8077.TWO     洛��           42.25     50      18.92      -3.87            0 🟡 箱型盤整 (危險別碰)       
00882.TW     中信中國高股息       16.05     50      59.46       8.05        13469 🟡 箱型盤整 (危險別碰)       
7714.TWO     創泓科技          140.5     50      35.14     -23.22           -2 🟡 箱型盤整 (危險別碰)       
4406.TWO     新昕纖            10.0     50      35.14       -0.5            9 🟡 箱型盤整 (危險別碰)       
5011.TWO     久陽             15.6     50      43.24       56.0         -410 🟡 箱型盤整 (危險別碰)       
00712.TW     復華富時不動產        9.28     50      45.95       1.87         7254 🟡 箱型盤整 (危險別碰)       
1102.TW      亞泥            34.45     50      40.54      -8.62       -10971 🟡 箱型盤整 (危險別碰)       
6762.TWO     達亞            170.0     50      27.03      -8.11            0 🟡 箱型盤整 (危險別碰)       
7782.TWO     光速火箭          27.15     50      27.03       -6.7           -1 🟡 箱型盤整 (危險別碰)       
TXF.TW       未知          33704.0     50      64.86      14.36            0 🟡 箱型盤整 (危險別碰)       
3088.TWO     艾訊             80.9     50      45.95       5.75         -114 🟡 箱型盤整 (危險別碰)       
8422.TW      可寧衛*           32.0     50      43.24      -1.54         4448 🟡 箱型盤整 (危險別碰)       
5508.TWO     永信建            53.7     50      40.54     -15.43          259 🟡 箱型盤整 (危險別碰)       
5258.TW      虹堡            49.95     50      29.73     -24.66           40 🟡 箱型盤整 (危險別碰)       
6904.TWO     伯鑫            124.0     50      45.95       5.98           -1 🟡 箱型盤整 (危險別碰)       
8044.TWO     網家             26.3     50      32.43     -13.77          176 🟡 箱型盤整 (危險別碰)       
3530.TW      晶相光            58.3     50      43.24     -23.89          -55 🟡 箱型盤整 (危險別碰)       
6921.TW      嘉雨思-創          79.1     50      37.84      15.81           29 🟡 箱型盤整 (危險別碰)       
8045.TW      達運光電           79.5     50      32.43      -0.38          124 🟡 箱型盤整 (危險別碰)       
2838.TW      聯邦銀           19.75     50      48.65       1.02         1219 🟡 箱型盤整 (危險別碰)       
3501.TW      維熹             50.1     50      40.54       3.09          173 🟡 箱型盤整 (危險別碰)       
8478.TW      東哥遊艇          165.5     50      43.24      -13.8           74 🟡 箱型盤整 (危險別碰)       
3432.TW      台端            16.95     50      40.54      17.71           -8 🟡 箱型盤整 (危險別碰)       
3015.TW      全漢             53.4     50      45.95      -0.93           55 🟡 箱型盤整 (危險別碰)       
3703.TW      欣陸            22.25     50      45.95      -0.89         -794 🟡 箱型盤整 (危險別碰)       
2382.TW      廣達            289.0     50      48.65       4.33        16222 🟡 箱型盤整 (危險別碰)       
3556.TWO     禾瑞亞           42.25     50      54.05      14.34           -9 🟡 箱型盤整 (危險別碰)       
6719.TW      力智            173.5     50      45.95      -7.71         -684 🟡 箱型盤整 (危險別碰)       
1723.TW      中碳             69.1     50      54.05       2.98         -237 🟡 箱型盤整 (危險別碰)       
3379.TWO     彬台            39.55     50      40.54      -19.7          249 🟡 箱型盤整 (危險別碰)       
2723.TW      美食-KY          69.3     50      45.95      -0.72          304 🟡 箱型盤整 (危險別碰)       
6708.TWO     天擎             41.8     50      45.95       1.46           -4 🟡 箱型盤整 (危險別碰)       
6291.TWO     沛亨            265.5     50      54.05      36.15           87 🟡 箱型盤整 (危險別碰)       
9945.TW      潤泰新            28.5     50      51.35      -4.04        -6253 🟡 箱型盤整 (危險別碰)       
9904.TW      寶成             30.1     50      48.65       -0.5        -3233 🟡 箱型盤整 (危險別碰)       
6140.TWO     訊達            21.65     50      35.14     -18.61          136 🟡 箱型盤整 (危險別碰)       
