advice,price,est_price,prev_eps,eps,prev_year,pe,om,name,rev_yoy,symbol,date,prev_eps_yoy,eps_yoy,status,gm,expansion,prev_rev_yoy
⚪ 中性觀察,41.9000015259,82.94999999999999,1.87,0.38,2025,7.5768538021519,N/A,大汽電,306.21,8931.TWO,2026-03,-19.4,-48.65,📉 獲利侵蝕,N/A,-354.85999999999996,-1.74
❌ 暫避觀望,47.7000007629,41.1,1.56,0.29,2025,17.408759402518246,1.57%,合勤控,296.16,3704.TW,2026-03,10.87,-58.82,📉 獲利侵蝕,30.58%,-354.98,-2.6
⚪ 數據不足,81.1999969482,-88.5,-1.95,-0.74,2025,0.0,-13.38%,川寶,237.64,1595.TWO,2026-03,-3800.0,-117.65,📉 獲利侵蝕,26.86%,-355.28999999999996,-21.77
❌ 暫避觀望,105.5,77.10000000000001,2.08,1.14,2025,20.525291828793772,N/A,和椿,572.52,6215.TW,2026-03,-1.42,216.67,⚠️ 獲利稀釋,N/A,-355.85,50.12
❌ 暫避觀望,16.9500007629,4.35,0.13,0.12,2025,58.448278492758625,1.48%,建大,428.07,2106.TW,2026-03,-90.0,71.43,⚠️ 獲利稀釋,20.30%,-356.64,-0.7
⚪ 中性觀察,243.5,278.55,6.27,2.79,2025,13.112547119009154,7.03%,士電,376.47,1503.TW,2026-03,7.92,18.72,⚠️ 獲利稀釋,17.20%,-357.75,6.01
❌ 暫避觀望,40.5,2.5500000000000003,0.36,0.05,2025,238.23529411764704,N/A,萬年清,529.33,6624.TWO,2026-03,-52.17,171.43,⚠️ 獲利稀釋,N/A,-357.90000000000003,-10.21
⚪ 數據不足,48.4000015259,-11.1,-0.73,-0.04,2025,0.0,N/A,攸泰科技,242.37,6928.TW,2026-03,6.41,-117.39,📉 獲利侵蝕,N/A,-359.76,-2.54
❌ 暫避觀望,20.7000007629,3.300000000000003,1.85,-0.42,2025,94.09091255863628,N/A,紅木-KY,395.54,8426.TWO,2026-03,-63.22,35.38,⚠️ 獲利稀釋,N/A,-360.16,-5.62
⚪ 中性觀察,40.4500007629,115.95,3.0,0.15,2025,5.232859089637774,5.60%,維熹,271.35,3501.TW,2026-03,-50.98,-88.89,📉 獲利侵蝕,18.84%,-360.24,-6.46
⚪ 中性觀察,126.5,292.8,7.95,2.11,2025,6.480532786885246,9.93%,廣隆,346.01,1537.TW,2026-03,-32.28,-14.23,📉 獲利侵蝕,18.72%,-360.24,-18.5
⚪ 中性觀察,129.5,229.8,5.85,1.92,2025,8.453002610966058,9.60%,豐達科,356.78,3004.TW,2026-03,-24.15,-3.52,📉 獲利侵蝕,24.39%,-360.29999999999995,15.8
⚪ 中性觀察,19.8999996185,44.1,0.57,0.69,2025,6.768707353231293,-4.13%,台南,315.63,1473.TW,2026-03,-81.13,-44.8,📉 獲利侵蝕,13.69%,-360.43,-10.32
❌ 暫避觀望,156.0,119.25,3.15,1.45,2025,19.62264150943396,7.70%,奇鈦科,384.64,3430.TWO,2026-03,-34.24,23.93,⚠️ 獲利稀釋,23.03%,-360.71,16.19
⚪ 中性觀察,105.5,171.0,4.4,1.47,2025,9.25438596491228,N/A,乙盛-KY,408.08,5243.TW,2026-03,30.95,47.0,⚠️ 獲利稀釋,N/A,-361.08,-7.74
⚪ 數據不足,12.6999998093,-2.7,0.04,-0.07,2025,0.0,-1.07%,鈺德,172.23,3050.TW,2026-03,-92.73,-188.89,📉 獲利侵蝕,27.89%,-361.12,0.72
⚪ 中性觀察,334.5,350.09999999999997,9.01,1.87,2025,14.331619537275067,28.21%,京元電子,315.93,2449.TW,2026-03,41.67,-46.72,📉 獲利侵蝕,37.66%,-362.65,30.08
❌ 暫避觀望,84.0,61.49999999999999,1.57,0.12,2025,20.48780487804878,N/A,微矽電子-創,303.38,8162.TW,2026-03,23.62,-60.0,📉 獲利侵蝕,N/A,-363.38,19.79
❌ 暫避觀望,785.0,296.70000000000005,8.13,3.19,2025,39.68655207280081,18.24%,大量,572.88,3167.TW,2026-03,474.47,208.82,⚠️ 獲利稀釋,42.12%,-364.06,95.35
⚪ 數據不足,20.6000003815,-12.75,-1.06,0.05,2025,0.0,N/A,盛達,280.38,3027.TW,2026-03,-342.86,-83.87,🔄 轉虧為盈,N/A,-364.25,4.18
⚪ 中性觀察,532.0,734.1,19.45,5.61,2025,10.870453616673476,17.08%,健鼎,390.24,3044.TW,2026-03,21.94,25.22,⚠️ 獲利稀釋,25.47%,-365.02,11.54
⚪ 數據不足,22.6499996185,-148.64999999999998,-4.38,-0.56,2025,0.0,N/A,嘉聯益,409.13,6153.TW,2026-03,0.46,44.0,⚠️ 獲利稀釋,N/A,-365.13,-25.69
❌ 暫避觀望,242.0,129.14999999999998,3.45,1.14,2025,28.1068524970964,12.13%,大毅,396.55,2478.TW,2026-03,8.95,28.41,⚠️ 獲利稀釋,24.27%,-368.14,7.81
❌ 暫避觀望,90.5,16.2,0.74,0.18,2025,83.7962962962963,N/A,鈞寶,311.46,6155.TW,2026-03,-23.71,-57.14,📉 獲利侵蝕,N/A,-368.59999999999997,10.87
⚪ 中性觀察,28.1499996185,31.049999999999997,0.83,0.34,2025,13.599033632125606,9.12%,南帝,378.36,2108.TW,2026-03,-27.19,9.68,⚠️ 獲利稀釋,25.29%,-368.68,-16.0
⚪ 數據不足,29.2999992371,-137.25,-2.45,0.18,2025,0.0,N/A,亞崴,474.55,1530.TW,2026-03,-152.78,105.36,🔄 轉虧為盈,N/A,-369.19,0.45
⚪ 中性觀察,59.2999992371,144.45,4.08,0.99,2025,6.157840003852545,N/A,國統,403.64,8936.TWO,2026-03,21.07,33.78,⚠️ 獲利稀釋,N/A,-369.86,20.29
⚪ 數據不足,20.3500003815,-14.55,-0.88,0.02,2025,0.0,-21.05%,喬鼎,273.28,3057.TW,2026-03,46.34,-97.67,🔄 轉虧為盈,29.42%,-370.95,1.86
❌ 暫避觀望,33.2000007629,22.05,0.52,0.28,2025,22.58503453258503,N/A,振發,341.24,5426.TWO,2026-03,-47.47,-30.0,📉 獲利侵蝕,N/A,-371.24,17.01
⚪ 中性觀察,123.0,193.2,5.68,2.26,2025,9.54968944099379,N/A,榮惠-KY創,442.71,6924.TW,2026-03,-16.96,71.21,⚠️ 獲利稀釋,N/A,-371.5,-3.92
⚪ 中性觀察,32.25,82.05000000000001,2.19,0.33,2025,5.895795246800731,N/A,育富,305.92,6194.TWO,2026-03,-47.23,-66.33,📉 獲利侵蝕,N/A,-372.25,-2.95
⚪ 中性觀察,24.4500007629,60.75,1.72,0.33,2025,6.037037225407408,2.75%,世鎧,336.21,2063.TWO,2026-03,-10.88,-36.54,📉 獲利侵蝕,17.29%,-372.75,-13.1
⚪ 中性觀察,79.4000015259,80.99999999999999,2.44,0.73,2025,14.703703986277779,8.17%,佳能,507.12,2374.TW,2026-03,28.57,133.33,⚠️ 獲利稀釋,21.67%,-373.78999999999996,60.25
⚪ 中性觀察,37.7000007629,73.20000000000002,2.02,0.26,2025,7.725409992397539,4.13%,志豐,315.88,3206.TWO,2026-03,-50.73,-58.06,📉 獲利侵蝕,21.42%,-373.94,-13.21
⚪ 中性觀察,37.5,138.6,3.49,0.9,2025,4.058441558441558,N/A,華豫寧,352.87,6474.TWO,2026-03,19.85,-21.74,📉 獲利侵蝕,N/A,-374.61,-5.94
❌ 暫避觀望,75.9000015259,52.050000000000004,1.41,0.37,2025,21.87319928700288,3.94%,長興,398.73,1717.TW,2026-03,-9.62,23.33,⚠️ 獲利稀釋,21.29%,-375.40000000000003,-7.93
❌ 暫避觀望,69.9000015259,20.55,0.65,0.33,2025,51.02189892401459,6.31%,希華,412.92,2484.TW,2026-03,-34.34,37.5,⚠️ 獲利稀釋,21.81%,-375.42,10.07
❌ 暫避觀望,143.5,67.5,2.07,0.65,2025,31.88888888888889,N/A,台虹,478.88,8039.TW,2026-03,-11.69,103.13,⚠️ 獲利稀釋,N/A,-375.75,6.75
❌ 暫避觀望,771.0,258.9,6.58,2.86,2025,44.669756662804176,5.81%,禾伸堂,446.0,3026.TW,2026-03,12.1,70.24,⚠️ 獲利稀釋,17.62%,-375.76,5.01
⚪ 中性觀察,90.1999969482,127.95000000000002,3.74,0.17,2025,10.574442784079716,2.40%,力致,559.82,3483.TWO,2026-03,-53.89,183.33,⚠️ 獲利稀釋,18.01%,-376.49,0.02
❌ 暫避觀望,36.4500007629,35.550000000000004,0.97,0.05,2025,15.37974715734177,N/A,圓裕,283.66,6835.TW,2026-03,-76.35,-94.38,📉 獲利侵蝕,N/A,-378.04,-2.38
⚪ 中性觀察,182.5,446.99999999999994,12.25,3.59,2025,6.124161073825504,N/A,豐祥-KY,374.33,5288.TW,2026-03,-27.39,-4.8,📉 獲利侵蝕,N/A,-379.13,-6.57
❌ 暫避觀望,40.7000007629,31.350000000000005,0.92,0.24,2025,19.473684575550234,N/A,長園科,612.53,8038.TWO,2026-03,160.13,233.33,⚠️ 獲利稀釋,N/A,-379.19999999999993,237.84
⚪ 中性觀察,49.25,154.2,4.03,0.37,2025,4.7908560311284045,N/A,菱光,316.24,8249.TW,2026-03,15.99,-62.96,📉 獲利侵蝕,N/A,-379.2,-11.42
⚪ 中性觀察,123.5,215.85000000000002,5.98,2.7,2025,8.582348853370396,N/A,龍德造船,461.95,6753.TW,2026-03,-6.72,82.43,⚠️ 獲利稀釋,N/A,-379.52,2.49
⚪ 中性觀察,61.5,222.15,5.78,1.37,2025,4.152599594868332,4.93%,三陽工業,368.25,2206.TW,2026-03,-3.34,-11.76,📉 獲利侵蝕,18.31%,-380.01,-4.56
⚪ 中性觀察,20.5,68.55000000000001,1.58,0.27,2025,4.485776805251641,6.19%,六暉-KY,326.78,2115.TW,2026-03,-22.93,-53.45,📉 獲利侵蝕,18.21%,-380.22999999999996,-4.72
⚪ 中性觀察,39.0640029907,65.7,1.93,0.61,2025,8.918722143995433,N/A,�矬�,382.05,8349.TWO,2026-03,-53.88,1.47,⚠️ 獲利稀釋,N/A,-380.58,-12.83
⚪ 中性觀察,69.8000030518,169.8,5.1,0.68,2025,6.166078008109541,N/A,豐泰,339.61,9910.TW,2026-03,-14.14,-41.38,📉 獲利侵蝕,N/A,-380.99,-4.54
❌ 暫避觀望,93.4000015259,81.15,2.15,0.41,2025,17.2643256055268,4.42%,利機,335.22,3444.TWO,2026-03,-10.04,-48.1,📉 獲利侵蝕,18.10%,-383.32000000000005,10.54
⚪ 中性觀察,23.3999996185,27.0,0.74,0.2,2025,12.999999788055556,3.03%,德淵,344.48,4720.TW,2026-03,-47.52,-39.39,📉 獲利侵蝕,23.02%,-383.87,-2.31
❌ 暫避觀望,20.6000003815,10.799999999999999,0.35,0.18,2025,28.611111640972222,N/A,北基,734.16,8927.TWO,2026-03,-72.09,350.0,⚠️ 獲利稀釋,N/A,-384.15999999999997,-14.5
❌ 暫避觀望,40.0,2.0999999999999996,0.25,-0.2,2025,285.7142857142857,N/A,天擎,62.97,6708.TWO,2026-03,180.65,-322.22,📉 獲利侵蝕,N/A,-385.19000000000005,42.33
⚪ 中性觀察,51.4000015259,180.9,4.9,0.41,2025,4.262023343772802,-1.94%,陽明,304.43,2609.TW,2026-03,-73.34,-81.61,📉 獲利侵蝕,5.67%,-386.04,-26.56
⚪ 中性觀察,61.2000007629,63.15,1.86,0.37,2025,14.536817283349167,-0.45%,全漢,471.2,3015.TW,2026-03,-13.89,85.0,⚠️ 獲利稀釋,17.44%,-386.2,12.58
❌ 暫避觀望,40.0499992371,32.699999999999996,1.43,0.85,2025,18.3715592830734,-66.51%,吉祥全,559.52,2491.TW,2026-03,457.5,173.28,⚠️ 獲利稀釋,43.42%,-386.24,-10.43
❌ 暫避觀望,55.0,24.45,0.06,0.1,2025,33.74233128834356,N/A,大井泵浦,299.04,6982.TWO,2026-03,-97.61,-87.5,📉 獲利侵蝕,N/A,-386.54,0.3
⚪ 中性觀察,25.8999996185,161.1,6.42,-1.05,2025,2.4115455883147114,-11.23%,三一東林,371.35,3609.TWO,2026-03,248.27,-17.98,📉 獲利侵蝕,8.05%,-389.33000000000004,70.72
⚪ 數據不足,33.6500015259,-15.3,-0.36,0.1,2025,0.0,1.17%,明泰,540.0,3380.TW,2026-03,-190.0,150.0,🔄 轉虧為盈,18.44%,-390.0,4.75
⚪ 中性觀察,120.0,178.95,4.77,1.37,2025,10.05867560771165,10.58%,台灣大,403.57,3045.TW,2026-03,4.58,13.27,⚠️ 獲利稀釋,19.71%,-390.3,-0.31
❌ 暫避觀望,33.3499984741,29.85,1.12,0.92,2025,16.758793203065323,N/A,世豐,404.06,2065.TWO,2026-03,-67.92,13.58,⚠️ 獲利稀釋,N/A,-390.48,-10.76
❌ 暫避觀望,20.0,18.45,0.57,0.05,2025,16.260162601626018,N/A,金利食安,332.87,7743.TWO,2026-03,-69.73,-58.33,📉 獲利侵蝕,N/A,-391.2,6.19
❌ 暫避觀望,22.25,5.7,0.16,0.04,2025,58.55263157894737,N/A,熒茂,327.76,4729.TWO,2026-03,-60.0,-63.64,📉 獲利侵蝕,N/A,-391.4,8.46
⚪ 中性觀察,149.5,285.15000000000003,7.5,1.56,2025,7.864281956864807,N/A,漢科,381.69,3402.TWO,2026-03,10.62,-9.83,📉 獲利侵蝕,N/A,-391.52,-4.4
❌ 暫避觀望,475.5,194.54999999999998,5.43,1.62,2025,36.6615265998458,N/A,華星光,398.1,4979.TWO,2026-03,43.01,5.92,⚠️ 獲利稀釋,N/A,-392.18,27.06
⚪ 數據不足,29.1000003815,-58.35,-1.48,-0.34,2025,0.0,-6.90%,飛宏,389.42,2457.TW,2026-03,-410.42,-3.03,📉 獲利侵蝕,21.21%,-392.45,-10.11
⚪ 中性觀察,27.3999996185,44.550000000000004,1.3,0.29,2025,9.225589097138046,N/A,至興,342.65,4535.TWO,2026-03,-46.94,-50.0,📉 獲利侵蝕,N/A,-392.65,-13.43
❌ 暫避觀望,26.1499996185,6.450000000000001,0.34,0.08,2025,60.81395260116278,8.41%,映興,337.41,3597.TWO,2026-03,-74.05,-55.56,📉 獲利侵蝕,25.04%,-392.97,16.57
⚪ 中性觀察,77.5,158.55,4.35,0.67,2025,7.332071901608325,5.06%,宏致,343.32,3605.TW,2026-03,74.89,-50.0,📉 獲利侵蝕,26.65%,-393.32,11.14
⚪ 數據不足,19.6499996185,-148.5,-3.68,-0.3,2025,0.0,-46.94%,永邑-KY,408.48,2939.TW,2026-03,-24.32,14.29,⚠️ 獲利稀釋,8.14%,-394.19,-0.82
⚪ 數據不足,16.6000003815,-97.19999999999999,-2.55,-0.55,2025,0.0,N/A,佑華,394.41,8024.TWO,2026-03,-121.74,0.0,📉 獲利侵蝕,N/A,-394.41,-31.37
⚪ 數據不足,15.6499996185,-12.0,-0.43,-0.22,2025,0.0,-47.25%,聯上,-71.35,4113.TWO,2026-03,-112.91,-466.67,🌑 雙重衰退,37.85%,-395.32000000000005,-89.32
⚪ 中性觀察,80.844871521,266.25,6.77,1.2,2025,4.554640649070422,N/A,志強-KY,340.44,6768.TW,2026-03,-17.06,-55.22,📉 獲利侵蝕,N/A,-395.65999999999997,10.46
⚪ 中性觀察,27.1000003815,114.60000000000001,2.78,-0.07,2025,3.547120468782722,N/A,智基,208.18,6294.TWO,2026-03,55.31,-187.5,📉 獲利侵蝕,N/A,-395.68,-7.81
⚪ 中性觀察,248.0,450.75,13.02,0.75,2025,8.252911813643927,N/A,來億-KY,316.5,6890.TW,2026-03,-14.96,-79.51,📉 獲利侵蝕,N/A,-396.01,5.05
⚪ 中性觀察,40.2000007629,108.60000000000001,2.9,0.3,2025,5.552486293218231,N/A,華孚,344.45,6235.TW,2026-03,-2.36,-51.61,📉 獲利侵蝕,N/A,-396.06,13.71
⚪ 數據不足,17.3999996185,-9.9,-0.19,0.24,2025,0.0,N/A,耀億,374.82,4430.TWO,2026-03,67.24,-22.58,🔄 轉虧為盈,N/A,-397.4,-2.42
❌ 暫避觀望,150.5,117.30000000000001,3.36,1.51,2025,19.245524296675192,N/A,宏捷科,657.4,8086.TWO,2026-03,26.79,259.52,⚠️ 獲利稀釋,N/A,-397.88,-7.61
❌ 暫避觀望,812.0,121.94999999999999,3.51,1.17,2025,99.87699876998771,8.52%,景碩,471.97,3189.TW,2026-03,3072.73,73.33,⚠️ 獲利稀釋,22.14%,-398.64000000000004,28.87
⚪ 數據不足,0.0,0.0,1.23,0.55,2025,0.0,8.28%,和益,438.93,1709.TW,2026-03,-20.13,40.0,⚠️ 獲利稀釋,17.58%,-398.93,-12.57
❌ 暫避觀望,1285.0,1089.6,29.06,10.73,2025,17.689977973568283,N/A,勤誠,492.63,8210.TW,2026-03,77.66,93.47,⚠️ 獲利稀釋,N/A,-399.15999999999997,51.55
⚪ 數據不足,16.0499992371,-11.850000000000001,-0.36,0.2,2025,0.0,N/A,金耘國際,586.98,4950.TWO,2026-03,23.4,186.96,🔄 轉虧為盈,N/A,-400.02,191.86
⚪ 數據不足,124.0,-149.25000000000003,-1.02,-2.14,2025,0.0,N/A,錼創科技-KY創,14.56,6854.TW,2026-03,-276.79,-386.36,📉 獲利侵蝕,N/A,-400.92,-23.56
⚪ 數據不足,16.2000007629,-5.3999999999999995,-0.13,-0.05,2025,0.0,-80.56%,郡都開發,334.65,4402.TWO,2026-03,-44.44,-66.67,📉 獲利侵蝕,15.04%,-401.32,28.81
❌ 暫避觀望,1020.0,155.1,4.38,3.28,2025,98.64603481624758,6.82%,欣興,830.09,3037.TW,2026-03,18.07,428.33,⚠️ 獲利稀釋,15.77%,-401.76000000000005,13.75
⚪ 中性觀察,18.25,47.699999999999996,1.14,0.57,2025,5.738993710691824,N/A,達輝-KY,474.91,5276.TWO,2026-03,54.05,72.73,⚠️ 獲利稀釋,N/A,-402.18,3.13
❌ 暫避觀望,13.75,12.6,0.52,0.28,2025,16.36904761904762,5.53%,志信,557.65,2611.TW,2026-03,-68.29,154.9,⚠️ 獲利稀釋,37.12%,-402.75,-2.19
❌ 暫避觀望,13.1000003815,6.6,0.11,0.09,2025,29.772728139772724,N/A,松普,752.81,5488.TWO,2026-03,1000.0,350.0,⚠️ 獲利稀釋,N/A,-402.80999999999995,-8.11
❌ 暫避觀望,68.5999984741,28.799999999999997,0.99,0.47,2025,35.72916587192709,6.05%,健和興,407.81,3003.TW,2026-03,-74.48,4.44,⚠️ 獲利稀釋,21.28%,-403.37,-3.28
❌ 暫避觀望,62.7999992371,34.50000000000001,1.36,0.37,2025,27.3043474943913,3.55%,時碩工業,349.69,4566.TW,2026-03,-41.88,-53.75,📉 獲利侵蝕,22.67%,-403.44,3.73
⚪ 數據不足,0.0,0.0,18.44,4.54,2025,0.0,N/A,崑鼎,403.93,6803.TWO,2026-03,5.99,0.44,⚠️ 獲利稀釋,N/A,-403.49,13.2
❌ 暫避觀望,22.75,19.799999999999997,0.72,0.13,2025,17.234848484848488,N/A,金橋,412.13,6133.TW,2026-03,10.77,8.33,⚠️ 獲利稀釋,N/A,-403.8,17.93
⚪ 中性觀察,32.5499992371,71.39999999999999,2.05,0.42,2025,6.838235133844539,N/A,海柏特,404.41,6884.TWO,2026-03,-10.78,0.0,📉 獲利侵蝕,N/A,-404.41,1.55
❌ 暫避觀望,22.5,17.7,0.78,0.2,2025,19.06779661016949,1.24%,日勝化,423.58,1735.TW,2026-03,-19.59,17.65,⚠️ 獲利稀釋,19.87%,-405.93,-12.95
⚪ 中性觀察,267.5,511.79999999999995,13.77,3.63,2025,7.83997655334115,N/A,信紘科,414.73,6667.TWO,2026-03,39.39,8.68,⚠️ 獲利稀釋,N/A,-406.05,75.17
⚪ 數據不足,50.2000007629,-100.49999999999999,-2.18,-0.31,2025,0.0,-478.52%,合一,414.88,4743.TWO,2026-03,10.29,8.82,⚠️ 獲利稀釋,41.13%,-406.06,9.49
⚪ 中性觀察,90.6999969482,348.3,9.4,2.29,2025,3.906115286313522,N/A,瑞儀,404.8,6176.TW,2026-03,-40.24,-3.0,📉 獲利侵蝕,N/A,-407.8,-5.52
⚪ 數據不足,10.5,-15.9,-0.27,-0.03,2025,0.0,N/A,萬國通,286.39,9950.TWO,2026-03,-126.47,-121.43,📉 獲利侵蝕,N/A,-407.82,-17.71
❌ 暫避觀望,19.9500007629,10.65,0.28,0.35,2025,28.098592623802816,10.88%,展宇,558.67,1776.TW,2026-03,-64.1,150.0,⚠️ 獲利稀釋,22.50%,-408.66999999999996,-15.76
❌ 暫避觀望,30.4500007629,28.35,0.95,0.27,2025,16.111111514761905,1.41%,謚源,360.59,2235.TWO,2026-03,-64.42,-48.08,📉 獲利侵蝕,16.15%,-408.66999999999996,-6.01
⚪ 數據不足,0.0,0.0,14.79,4.81,2025,0.0,9.90%,振大環球,410.79,4441.TW,2026-03,-11.39,2.12,⚠️ 獲利稀釋,24.81%,-408.67,28.28
❌ 暫避觀望,4850.0,1093.5,28.13,12.28,2025,66.52949245541838,10.13%,創意,480.34,3443.TW,2026-03,9.24,71.27,⚠️ 獲利稀釋,19.04%,-409.07,36.32
⚪ 數據不足,17.5,-84.29999999999998,-1.77,0.07,2025,0.0,7.19%,台船,520.84,2208.TW,2026-03,18.81,110.77,🔄 轉虧為盈,11.98%,-410.07000000000005,50.27
❌ 暫避觀望,86.5999984741,57.3,1.63,0.51,2025,22.670156668612567,N/A,長科*,421.47,6548.TWO,2026-03,-20.6,11.36,⚠️ 獲利稀釋,N/A,-410.11,12.02
⚪ 中性觀察,47.5499992371,124.05,3.75,1.5,2025,5.749697610290206,N/A,友鋮,471.19,7718.TWO,2026-03,-40.13,60.87,⚠️ 獲利稀釋,N/A,-410.32,1.44
⚪ 中性觀察,87.0,116.7,1.98,1.35,2025,11.182519280205655,9.53%,聯德控股-KY,426.7,4912.TW,2026-03,-70.28,15.93,⚠️ 獲利稀釋,22.10%,-410.77,10.44
❌ 暫避觀望,44.6500015259,31.5,0.9,0.17,2025,21.26190548852381,12.04%,旭富,374.73,4119.TW,2026-03,-79.87,-37.04,📉 獲利侵蝕,28.02%,-411.77000000000004,-11.81
❌ 暫避觀望,51.9000015259,6.6,0.19,0.05,2025,117.95454892250002,1.74%,中釉,413.58,1809.TW,2026-03,-42.42,0.0,📉 獲利侵蝕,21.38%,-413.58,3.41
⚪ 中性觀察,373.5,833.55,23.26,5.15,2025,6.7212524743566675,N/A,樺漢,400.46,6414.TW,2026-03,10.59,-14.45,📉 獲利侵蝕,N/A,-414.90999999999997,-2.8
⚪ 中性觀察,22.3500003815,56.55,1.53,0.28,2025,5.928382064058355,3.22%,三商電,368.77,2427.TW,2026-03,6.99,-47.17,📉 獲利侵蝕,16.95%,-415.94,33.95
⚪ 中性觀察,34.75,90.9,2.45,0.69,2025,5.734323432343234,N/A,欣高,406.89,9931.TW,2026-03,-14.34,-9.21,📉 獲利侵蝕,N/A,-416.09999999999997,-19.51
⚪ 中性觀察,215.0,241.95,6.64,1.66,2025,13.329200247985122,10.49%,光寶科,427.96,2301.TW,2026-03,28.09,10.14,⚠️ 獲利稀釋,21.72%,-417.82,21.11
❌ 暫避觀望,881.0,140.85000000000002,4.94,0.66,2025,93.82321618743343,N/A,邁科,617.94,6831.TW,2026-03,151.41,200.0,⚠️ 獲利稀釋,N/A,-417.94000000000005,84.7
❌ 暫避觀望,73.3000030518,69.00000000000001,1.8,0.27,2025,15.934783272130433,4.40%,泰碩,361.34,3338.TW,2026-03,-40.47,-56.67,📉 獲利侵蝕,21.43%,-418.01,-3.54
⚪ 數據不足,22.0499992371,-198.90000000000003,-5.16,-1.36,2025,0.0,N/A,廣錠,311.42,6441.TWO,2026-03,-94.72,-109.23,📉 獲利侵蝕,N/A,-420.65000000000003,-56.46
⚪ 數據不足,59.5,-207.6,-5.26,0.1,2025,0.0,-11.28%,力士,527.37,4923.TWO,2026-03,-124.23,105.59,🔄 轉虧為盈,25.62%,-421.78,10.31
❌ 暫避觀望,240.5,126.15,3.74,0.59,2025,28.59690844233056,N/A,頎邦,387.41,6147.TWO,2026-03,-32.79,-34.44,📉 獲利侵蝕,N/A,-421.85,5.49
❌ 暫避觀望,43.6500015259,22.200000000000003,1.91,1.0,2025,29.493244274256753,N/A,中鼎,589.15,9933.TW,2026-03,-20.92,166.0,⚠️ 獲利稀釋,N/A,-423.15,-23.41
⚪ 中性觀察,137.0,210.6,5.2,0.1,2025,9.75783475783476,0.40%,神準,328.63,3558.TWO,2026-03,27.76,-96.12,📉 獲利侵蝕,14.36%,-424.75,25.46
⚪ 中性觀察,20.7999992371,31.5,1.42,0.66,2025,9.90476154147619,N/A,鉅明,370.49,8928.TWO,2026-03,-48.36,-56.0,📉 獲利侵蝕,N/A,-426.49,7.97
⚪ 中性觀察,111.5,237.0,6.46,3.58,2025,7.056962025316455,N/A,泰金-KY,460.73,6629.TWO,2026-03,-40.72,33.09,⚠️ 獲利稀釋,N/A,-427.64,7.66
⚪ 數據不足,10.3999996185,-31.050000000000004,-0.82,-0.06,2025,0.0,-7.81%,地球,453.18,1324.TW,2026-03,-1011.11,25.0,⚠️ 獲利稀釋,11.27%,-428.18,-7.7
❌ 暫避觀望,49.7999992371,18.6,0.67,0.01,2025,40.16128970733871,0.28%,同致,339.45,3552.TWO,2026-03,-56.49,-88.89,📉 獲利侵蝕,19.47%,-428.34,-0.85
❌ 暫避觀望,27.5499992371,10.799999999999999,0.14,0.12,2025,38.26388782930556,N/A,茂迪,399.05,6244.TWO,2026-03,-77.05,-29.41,📉 獲利侵蝕,N/A,-428.46000000000004,-5.05
⚪ 中性觀察,69.5,160.5,4.3,1.44,2025,6.4953271028037385,7.94%,炎洲流通,517.89,3171.TWO,2026-03,36.94,88.16,⚠️ 獲利稀釋,25.09%,-429.73,32.43
❌ 暫避觀望,303.0,48.75,1.22,1.03,2025,93.23076923076923,7.74%,雙鍵,608.46,4764.TW,2026-03,377.27,178.38,⚠️ 獲利稀釋,23.49%,-430.08000000000004,5.46
❌ 暫避觀望,77.5999984741,32.85,0.43,1.15,2025,35.43378925757991,2.26%,麗臺,809.72,2465.TW,2026-03,107.41,379.17,⚠️ 獲利稀釋,10.44%,-430.55,5.42
⚪ 中性觀察,213.5,320.1,8.72,1.08,2025,10.00468603561387,N/A,銳澤,386.1,7703.TWO,2026-03,27.67,-44.9,📉 獲利侵蝕,N/A,-431.0,31.42
❌ 暫避觀望,62.9000015259,23.249999999999996,0.58,0.3,2025,40.580646145741945,0.61%,台灣精材,489.0,3467.TWO,2026-03,-44.12,57.89,⚠️ 獲利稀釋,19.12%,-431.11,-0.57
⚪ 數據不足,25.3500003815,-4.199999999999999,0.34,-0.2,2025,0.0,27.02%,宏易,246.43,4530.TWO,2026-03,126.0,-185.71,🏰 高護城河,52.20%,-432.14,455.57
❌ 暫避觀望,125.5,14.85,0.5,0.45,2025,126.76767676767678,N/A,天二科技,464.7,6834.TW,2026-03,-21.88,32.35,⚠️ 獲利稀釋,N/A,-432.34999999999997,12.86
❌ 暫避觀望,19.25,7.95,0.28,0.22,2025,36.32075471698113,N/A,信義,516.23,9940.TW,2026-03,-88.43,83.33,⚠️ 獲利稀釋,N/A,-432.90000000000003,-10.36
⚪ 中性觀察,92.9000015259,186.15,5.2,1.01,2025,7.485898591933924,N/A,群電,433.32,6412.TW,2026-03,-37.65,0.0,📉 獲利侵蝕,N/A,-433.32,-7.33
⚪ 數據不足,7.0,-10.350000000000001,-0.27,0.02,2025,0.0,1.12%,宏遠,373.47,1460.TW,2026-03,35.0,-60.0,🔄 轉虧為盈,16.50%,-433.47,-9.38
⚪ 數據不足,124.5,-587.7,-17.51,-2.7,2025,0.0,N/A,神盾,429.03,6462.TWO,2026-03,-56.06,-5.06,📉 獲利侵蝕,N/A,-434.09,11.11
