advice,price,est_price,prev_eps,eps,prev_year,pe,om,name,rev_yoy,symbol,date,prev_eps_yoy,eps_yoy,status,gm,expansion,prev_rev_yoy
⚪ 數據不足,24.5499992371,-26.999999999999996,0.11,-0.67,2025,0.0,N/A,麗清,557.02,3346.TW,2026-03,-95.34,-368.0,📉 獲利侵蝕,N/A,-925.02,-8.52
⚪ 數據不足,24.3500003815,-14.7,-0.22,-0.07,2025,0.0,N/A,淳安,979.38,6283.TW,2026-03,-128.95,53.33,⚠️ 獲利稀釋,N/A,-926.05,14.75
⚪ 中性觀察,91.5999984741,173.85,5.36,1.03,2025,7.903364838144953,3.86%,美律,902.2,2439.TW,2026-03,-37.71,-26.62,📉 獲利侵蝕,11.63%,-928.82,6.01
⚪ 中性觀察,25.3500003815,52.35,1.5,0.36,2025,7.263610424498567,N/A,松和,919.31,5016.TWO,2026-03,-12.28,-14.29,📉 獲利侵蝕,N/A,-933.5999999999999,0.57
⚪ 中性觀察,24.0499992371,64.49999999999999,2.03,0.42,2025,5.59302307839535,N/A,安倉,942.93,5548.TWO,2026-03,9.24,5.0,⚠️ 獲利稀釋,N/A,-937.93,14.56
⚪ 中性觀察,36.8499984741,83.55000000000001,2.27,0.3,2025,6.615798648850987,N/A,志超,888.91,8213.TW,2026-03,-17.45,-53.13,📉 獲利侵蝕,N/A,-942.04,3.73
⚪ 中性觀察,23.75,33.0,0.52,0.06,2025,10.795454545454545,N/A,天剛,853.85,5310.TWO,2026-03,-82.78,-88.24,📉 獲利侵蝕,N/A,-942.09,-40.09
⚪ 中性觀察,64.0,203.85,6.3,0.68,2025,4.7093451066961,2.48%,捷迅,887.43,2643.TWO,2026-03,3.11,-61.8,📉 獲利侵蝕,5.79%,-949.2299999999999,59.7
⚪ 數據不足,17.6000003815,-11.55,-0.11,-0.26,2025,0.0,N/A,沈氏,901.62,8921.TWO,2026-03,52.17,-52.94,📉 獲利侵蝕,N/A,-954.56,-0.02
⚪ 中性觀察,21.4500007629,58.35,1.41,0.11,2025,5.514139013598972,-0.28%,精英,866.28,2331.TW,2026-03,981.25,-89.22,📉 獲利侵蝕,9.91%,-955.5,14.95
⚪ 中性觀察,76.0999984741,145.35,5.27,1.6,2025,7.853457014871002,36.66%,慧洋-KY,1728.18,2637.TW,2026-03,-34.78,766.67,⚠️ 獲利稀釋,37.77%,-961.5100000000001,-17.06
⚪ 數據不足,13.6499996185,-67.64999999999999,-1.85,-0.4,2025,0.0,-2.27%,燁輝,813.75,2023.TW,2026-03,-129.63,-150.0,📉 獲利侵蝕,7.45%,-963.75,-8.68
⚪ 數據不足,18.2999992371,-55.05,-1.51,-0.1,2025,0.0,-34.06%,位速,1042.99,3508.TWO,2026-03,6.88,74.36,⚠️ 獲利稀釋,1.54%,-968.63,27.53
⚪ 數據不足,18.1000003815,-41.400000000000006,-1.02,-0.48,2025,0.0,-15.09%,寶德,279.91,3349.TWO,2026-03,9.52,-700.0,📉 獲利侵蝕,15.17%,-979.9100000000001,5.58
⚪ 數據不足,22.5,-252.15000000000003,-7.87,-1.68,2025,0.0,-2.22%,英利-KY,1032.08,2239.TW,2026-03,-8644.44,51.72,⚠️ 獲利稀釋,11.02%,-980.3599999999999,-11.17
⚪ 中性觀察,33.7999992371,43.8,1.26,0.23,2025,11.575342204486303,2.51%,宏��,1018.02,2353.TW,2026-03,-31.87,35.29,⚠️ 獲利稀釋,11.56%,-982.73,4.14
⚪ 中性觀察,32.0999984741,54.300000000000004,2.39,0.3,2025,8.86740289339779,N/A,精星,1114.03,8183.TWO,2026-03,-26.77,130.77,⚠️ 獲利稀釋,N/A,-983.26,-0.51
⚪ 數據不足,23.1000003815,-171.60000000000002,-6.69,-0.9,2025,0.0,N/A,築間,75.25,7723.TWO,2026-03,-259.36,-909.09,📉 獲利侵蝕,N/A,-984.34,-14.66
⚪ 數據不足,15.5500001907,-44.7,-1.42,0.17,2025,0.0,-0.44%,易飛網,1136.23,2734.TWO,2026-03,-286.84,151.52,🔄 轉虧為盈,15.72%,-984.71,2.6
⚪ 數據不足,19.5,-27.599999999999998,-0.75,-0.06,2025,0.0,N/A,彩晶,1061.93,6116.TW,2026-03,58.56,76.0,⚠️ 獲利稀釋,N/A,-985.9300000000001,14.78
⚪ 數據不足,15.3999996185,-118.8,-3.49,-0.91,2025,0.0,N/A,來思達,503.59,8066.TWO,2026-03,-1354.17,-495.0,📉 獲利侵蝕,N/A,-998.5899999999999,-12.26
⚪ 中性觀察,50.5,95.7,2.73,1.0,2025,7.915360501567398,N/A,豐藝,974.87,6189.TW,2026-03,-57.28,-24.24,📉 獲利侵蝕,N/A,-999.11,-21.83
⚪ 數據不足,16.7999992371,-112.80000000000001,-2.24,-1.15,2025,0.0,-1.26%,廣華-KY,246.12,1338.TW,2026-03,-92.04,-753.85,📉 獲利侵蝕,22.76%,-999.97,2.83
⚪ 數據不足,17.1499996185,-76.95,-2.14,-0.41,2025,0.0,N/A,浩宇生醫,1008.82,6872.TWO,2026-03,-38.16,6.82,⚠️ 獲利稀釋,N/A,-1002.0,-61.92
❌ 暫避觀望,22.7000007629,17.099999999999998,0.39,0.49,2025,19.912281370964916,N/A,大展證,1394.7,6020.TWO,2026-03,-45.83,388.24,⚠️ 獲利稀釋,N/A,-1006.46,-32.9
⚪ 數據不足,67.3000030518,-7.800000000000001,-0.82,-0.45,2025,0.0,-13.20%,耀勝,881.55,3207.TWO,2026-03,-440.0,-125.0,📉 獲利侵蝕,11.52%,-1006.55,26.05
❌ 暫避觀望,46.0999984741,37.49999999999999,1.22,0.15,2025,18.439999389640004,0.67%,瑞軒,960.71,2489.TW,2026-03,-31.22,-53.13,📉 獲利侵蝕,9.15%,-1013.84,6.13
❌ 暫避觀望,19.8999996185,2.999999999999999,0.51,-0.32,2025,99.49999809250002,-10.81%,雲嘉南,325.38,3191.TWO,2026-03,189.47,-700.0,📉 獲利侵蝕,29.43%,-1025.38,-7.75
⚪ 數據不足,269.0,-6.6000000000000005,-0.16,0.24,2025,0.0,N/A,德宏,1288.64,5475.TWO,2026-03,88.24,260.0,🔄 轉虧為盈,N/A,-1028.64,58.82
⚪ 數據不足,57.9000015259,-24.150000000000002,0.2,-0.32,2025,0.0,N/A,晉弘,129.28,6796.TW,2026-03,25.0,-900.0,📉 獲利侵蝕,N/A,-1029.28,22.72
❌ 暫避觀望,75.0999984741,39.300000000000004,1.36,0.96,2025,28.664121555,N/A,福懋科,1219.6,8131.TW,2026-03,-33.33,182.35,⚠️ 獲利稀釋,N/A,-1037.25,11.07
❌ 暫避觀望,96.0,13.649999999999999,0.7,0.72,2025,105.4945054945055,N/A,南茂,1237.92,8150.TW,2026-03,-64.1,200.0,⚠️ 獲利稀釋,N/A,-1037.92,5.45
⚪ 中性觀察,12.5,13.05,0.45,0.11,2025,14.36781609195402,1.10%,福壽,1053.77,1219.TW,2026-03,-15.09,10.0,⚠️ 獲利稀釋,9.65%,-1043.77,0.36
⚪ 數據不足,107.5,-131.54999999999998,-2.59,0.16,2025,0.0,N/A,霖宏,1000.02,5464.TWO,2026-03,-248.85,-46.67,🔄 轉虧為盈,N/A,-1046.69,-7.42
⚪ 中性觀察,85.5,184.04999999999998,5.15,1.1,2025,6.968215158924205,3.96%,神達,1046.4,3706.TW,2026-03,57.01,-0.9,📉 獲利侵蝕,10.03%,-1047.3000000000002,72.06
⚪ 中性觀察,30.25,59.7,1.62,0.44,2025,7.600502512562813,5.38%,福懋油,1074.05,1225.TW,2026-03,8.0,15.79,⚠️ 獲利稀釋,10.74%,-1058.26,-6.25
⚪ 數據不足,25.1499996185,-15.0,-0.3,0.43,2025,0.0,N/A,凌巨,1393.26,8105.TW,2026-03,-300.0,330.0,🔄 轉虧為盈,N/A,-1063.26,-1.96
⚪ 中性觀察,338.5,412.79999999999995,11.29,2.43,2025,12.30014534883721,N/A,富邦媒,1037.73,8454.TW,2026-03,-17.53,-28.74,📉 獲利侵蝕,N/A,-1066.47,-3.46
❌ 暫避觀望,42.5,38.1,1.08,0.24,2025,16.73228346456693,N/A,倍微,1087.95,6270.TWO,2026-03,66.15,20.0,⚠️ 獲利稀釋,N/A,-1067.95,4.86
❌ 暫避觀望,36.6500015259,10.949999999999998,-0.03,-0.54,2025,50.205481542328776,-0.09%,興泰,526.87,1235.TW,2026-03,-140.0,-542.86,📉 獲利侵蝕,27.19%,-1069.73,55.97
⚪ 中性觀察,334.0,735.45,18.2,7.86,2025,6.812155822965531,4.26%,技嘉,1138.84,2376.TW,2026-03,24.57,69.03,⚠️ 獲利稀釋,10.28%,-1069.81,27.07
❌ 暫避觀望,50.7000007629,32.7,0.6,0.15,2025,23.256881083899078,-6.13%,百容,1259.84,2483.TW,2026-03,71.43,188.24,⚠️ 獲利稀釋,8.90%,-1071.6,-2.48
⚪ 數據不足,7.7600002289,-111.9,-2.94,-0.28,2025,0.0,N/A,利勤,1100.69,4426.TW,2026-03,-116.18,17.65,⚠️ 獲利稀釋,N/A,-1083.04,-9.17
❌ 暫避觀望,29.2000007629,2.8499999999999996,0.02,0.19,2025,153.68421454157897,N/A,大拓-KY,1248.87,8455.TWO,2026-03,102.7,157.58,⚠️ 獲利稀釋,N/A,-1091.29,-6.4
⚪ 數據不足,6.3299999237,-38.1,-1.12,-0.14,2025,0.0,N/A,佳總,848.03,5355.TWO,2026-03,-21.74,-250.0,📉 獲利侵蝕,N/A,-1098.03,-3.95
⚪ 中性觀察,13.8999996185,23.55,0.73,0.16,2025,8.853502941719745,1.90%,東隆興,1092.42,4401.TWO,2026-03,-31.13,-5.88,📉 獲利侵蝕,8.57%,-1098.3000000000002,-0.68
❌ 暫避觀望,8.5900001526,3.1500000000000004,0.2,-0.03,2025,40.90476263142857,0.03%,三商壽,907.13,2867.TW,2026-03,-47.37,-200.0,📉 獲利侵蝕,3.78%,-1107.13,-28.43
❌ 暫避觀望,26.1000003815,18.9,0.05,0.27,2025,20.714286017063493,N/A,亞通,1271.05,6179.TWO,2026-03,25.0,162.5,⚠️ 獲利稀釋,N/A,-1108.55,-0.22
⚪ 數據不足,15.8999996185,-98.39999999999999,-2.41,-0.76,2025,0.0,N/A,金萬林-創,1119.98,6645.TW,2026-03,8.37,8.54,⚠️ 獲利稀釋,N/A,-1111.44,9.49
❌ 暫避觀望,22.0,12.6,0.0,0.0,2025,26.19047619047619,-34.05%,天方能源,1011.49,3073.TWO,2026-03,-100.0,-100.0,📉 獲利侵蝕,29.35%,-1111.49,58.33
⚪ 數據不足,30.6000003815,-204.29999999999998,-5.14,-0.95,2025,0.0,-21.28%,鴻碩,1134.09,3092.TW,2026-03,-147.12,21.49,⚠️ 獲利稀釋,1.51%,-1112.6,-15.24
❌ 暫避觀望,427.5,240.74999999999994,6.8,2.94,2025,26.635514018691595,N/A,亞泰金屬,1251.42,6727.TWO,2026-03,22.08,135.2,⚠️ 獲利稀釋,N/A,-1116.22,8.58
⚪ 中性觀察,57.7000007629,69.3,2.22,0.73,2025,12.489177654307358,N/A,好德,1259.13,3114.TWO,2026-03,22.78,140.0,⚠️ 獲利稀釋,N/A,-1119.13,9.01
⚪ 中性觀察,72.0,123.15,5.11,-2.31,2025,8.76979293544458,N/A,博弘,860.45,6997.TWO,2026-03,-8.26,-260.42,📉 獲利侵蝕,N/A,-1120.8700000000001,11.23
⚪ 中性觀察,121.5,251.25,7.54,3.0,2025,7.253731343283582,N/A,茂綸,1189.95,6227.TWO,2026-03,17.08,64.84,⚠️ 獲利稀釋,N/A,-1125.1100000000001,41.88
⚪ 中性觀察,30.9500007629,42.3,1.45,0.66,2025,10.975177575496454,37.60%,新興,4328.03,2605.TW,2026-03,-43.36,3200.0,⚠️ 獲利稀釋,45.87%,-1128.0299999999997,-0.1
⚪ 數據不足,14.0500001907,-60.300000000000004,-1.76,-0.2,2025,0.0,2.26%,亞聚,1180.96,1308.TW,2026-03,-39.68,50.0,⚠️ 獲利稀釋,6.52%,-1130.96,-4.78
⚪ 中性觀察,38.9500007629,123.89999999999999,3.3,0.22,2025,4.715496460399516,7.27%,新光鋼,1252.91,2031.TW,2026-03,-26.67,120.75,⚠️ 獲利稀釋,12.43%,-1132.16,15.12
⚪ 數據不足,25.2000007629,-121.05000000000001,-3.45,-0.4,2025,0.0,N/A,光耀,1179.43,3666.TWO,2026-03,62.26,46.58,⚠️ 獲利稀釋,N/A,-1132.8500000000001,-25.98
⚪ 數據不足,13.3000001907,-4.2,-0.15,-0.05,2025,0.0,-4.90%,南紡,1137.15,1440.TW,2026-03,55.88,0.0,📉 獲利侵蝕,7.45%,-1137.15,-16.11
⚪ 數據不足,12.3500003815,-0.3000000000000011,-0.54,-0.02,2025,0.0,-39.60%,永捷,1033.1,4714.TWO,2026-03,-245.95,-105.88,📉 獲利侵蝕,-12.82%,-1138.98,85.08
⚪ 數據不足,10.1499996185,-11.700000000000001,-0.34,-0.04,2025,0.0,-39.20%,桂田文創,1201.0,4806.TWO,2026-03,-70.0,60.0,⚠️ 獲利稀釋,46.90%,-1141.0,20.96
⚪ 數據不足,27.7000007629,-1.7999999999999996,0.05,0.14,2025,0.0,N/A,研通,1190.45,6229.TWO,2026-03,-90.74,40.0,⚠️ 獲利稀釋,N/A,-1150.45,19.77
⚪ 中性觀察,52.2000007629,156.75,4.01,1.2,2025,4.995215384009569,N/A,建��,1163.07,3046.TW,2026-03,4.7,8.11,⚠️ 獲利稀釋,N/A,-1154.96,8.17
⚪ 數據不足,17.0499992371,-1.3499999999999996,0.68,0.08,2025,0.0,N/A,榮星,1325.24,1617.TW,2026-03,28.3,166.67,⚠️ 獲利稀釋,N/A,-1158.57,-0.95
⚪ 中性觀察,78.3000030518,305.85,9.13,1.42,2025,3.8401178544286414,N/A,必應,1768.76,6625.TW,2026-03,51.64,610.0,⚠️ 獲利稀釋,N/A,-1158.76,38.99
❌ 暫避觀望,387.0,384.29999999999995,10.62,6.72,2025,15.105386416861828,N/A,巨漢,1727.49,6903.TWO,2026-03,18.74,564.0,⚠️ 獲利稀釋,N/A,-1163.49,24.87
⚪ 中性觀察,875.0,959.4,30.51,9.45,2025,13.680425265791119,N/A,亞翔,1315.37,6139.TW,2026-03,63.03,149.34,⚠️ 獲利稀釋,N/A,-1166.03,19.04
⚪ 數據不足,59.5,-31.499999999999993,-0.99,1.07,2025,0.0,-1.33%,台化,2606.42,1326.TW,2026-03,-1750.0,1437.5,🔄 轉虧為盈,4.05%,-1168.92,-17.66
⚪ 數據不足,16.0499992371,-6.0,-0.1,-0.07,2025,0.0,N/A,華盈,724.03,3520.TWO,2026-03,-134.48,-450.0,📉 獲利侵蝕,N/A,-1174.03,10.06
⚪ 中性觀察,63.7000007629,97.2,3.21,-0.82,2025,9.830247031311727,6.22%,江申,977.75,1525.TW,2026-03,-22.09,-202.5,📉 獲利侵蝕,20.24%,-1180.25,-14.6
⚪ 數據不足,45.0999984741,-13.799999999999999,-0.43,0.55,2025,0.0,5.07%,晟鈦,1868.89,3229.TW,2026-03,-407.14,685.71,🔄 轉虧為盈,10.48%,-1183.18,13.3
⚪ 數據不足,25.1000003815,-14.4,-0.67,-0.44,2025,0.0,N/A,安力-KY,410.26,5223.TWO,2026-03,-24.07,-780.0,📉 獲利侵蝕,N/A,-1190.26,18.08
⚪ 數據不足,614.0,-52.05,0.26,-1.45,2025,0.0,N/A,訊芯-KY,1167.83,6451.TW,2026-03,-35.0,-37.86,📉 獲利侵蝕,N/A,-1205.6899999999998,45.18
⚪ 中性觀察,15.6499996185,74.25,6.03,-0.54,2025,3.1616160845454546,-28.70%,大魯閣,32.83,1432.TW,2026-03,1502.33,-1180.0,📉 獲利侵蝕,34.83%,-1212.83,4.63
⚪ 中性觀察,36.4000015259,42.0,1.05,0.35,2025,13.000000544964287,1.66%,金寶,1226.55,2312.TW,2026-03,-4.59,0.0,📉 獲利侵蝕,5.36%,-1226.55,-0.55
❌ 暫避觀望,74.6999969482,19.349999999999998,0.95,-0.3,2025,57.90697437844962,N/A,中光電,530.2,5371.TWO,2026-03,-54.76,-700.0,📉 獲利侵蝕,N/A,-1230.2,-0.23
❌ 暫避觀望,243.5,28.349999999999994,2.67,-0.81,2025,128.83597883597886,6.13%,由田,-20.19,3455.TWO,2026-03,-49.53,-1257.14,🏰 高護城河,53.12%,-1236.95,-9.54
⚪ 數據不足,12.1000003815,-16.200000000000003,-0.2,-0.43,2025,0.0,-24.14%,藝舍-KY,264.19,2724.TWO,2026-03,-106.76,-975.0,📉 獲利侵蝕,16.85%,-1239.19,-68.65
⚪ 數據不足,83.1999969482,-19.050000000000004,-1.86,3.36,2025,0.0,N/A,力積電,2631.9,6770.TW,2026-03,-14.2,1388.46,🔄 轉虧為盈,N/A,-1243.44,4.48
⚪ 數據不足,12.8500003815,-39.0,-1.12,-0.2,2025,0.0,N/A,台富,1050.66,1454.TW,2026-03,-1277.78,-200.0,📉 獲利侵蝕,N/A,-1250.66,-5.33
❌ 暫避觀望,155.5,59.25,0.89,1.9,2025,39.36708860759494,N/A,擎亞,1328.22,8096.TWO,2026-03,-72.78,75.93,⚠️ 獲利稀釋,N/A,-1252.29,22.83
⚪ 數據不足,91.4000015259,-137.7,-3.48,0.13,2025,0.0,N/A,榮科,1381.51,4989.TW,2026-03,-56.76,119.7,🔄 轉虧為盈,N/A,-1261.81,-11.09
⚪ 數據不足,42.3499984741,-31.049999999999997,-0.32,0.62,2025,0.0,0.94%,承啟,1357.18,2425.TW,2026-03,-130.48,87.88,🔄 轉虧為盈,8.50%,-1269.3000000000002,2.17
⚪ 中性觀察,92.5,318.15000000000003,9.52,1.43,2025,4.361150400754361,7.58%,根基,1263.41,2546.TW,2026-03,34.08,-6.54,📉 獲利侵蝕,9.56%,-1269.95,51.01
⚪ 中性觀察,24.9500007629,51.3,0.68,-0.54,2025,7.295321860497077,-12.63%,建漢,1147.67,3062.TW,2026-03,6600.0,-124.0,📉 獲利侵蝕,1.56%,-1271.67,16.55
⚪ 中性觀察,32.1500015259,95.55,1.86,-0.27,2025,5.047096000926217,-22.27%,新鉅科,1327.87,3630.TWO,2026-03,173.02,50.0,⚠️ 獲利稀釋,4.18%,-1277.87,19.21
⚪ 數據不足,29.6000003815,-97.8,-2.52,-0.75,2025,0.0,N/A,桓鼎-KY,878.17,5543.TWO,2026-03,54.46,-400.0,📉 獲利侵蝕,N/A,-1278.17,-10.68
⚪ 中性觀察,18.5,19.5,0.5,0.23,2025,14.23076923076923,8.91%,和桐,1454.03,1714.TW,2026-03,19.51,175.0,⚠️ 獲利稀釋,14.20%,-1279.03,16.5
⚪ 數據不足,102.0,-91.95000000000002,-2.68,-0.15,2025,0.0,-125.48%,蔚華科,1372.33,3055.TW,2026-03,-20.55,76.92,⚠️ 獲利稀釋,16.83%,-1295.4099999999999,-31.79
❌ 暫避觀望,135.0,132.6,3.16,1.73,2025,15.271493212669684,3.80%,昇貿,1339.04,3305.TW,2026-03,-4.59,39.17,⚠️ 獲利稀釋,13.39%,-1299.87,29.36
❌ 暫避觀望,102.0,61.349999999999994,2.3,2.83,2025,24.938875305623473,8.05%,安馳,1340.02,3528.TW,2026-03,-44.71,40.1,⚠️ 獲利稀釋,12.45%,-1299.92,69.32
⚪ 數據不足,26.75,-2.8499999999999983,0.54,0.05,2025,0.0,N/A,佳龍,1447.14,9955.TW,2026-03,134.62,141.67,⚠️ 獲利稀釋,N/A,-1305.47,26.06
⚪ 數據不足,48.0499992371,-108.30000000000001,-2.74,-0.52,2025,0.0,-18.43%,和大,1296.21,1536.TW,2026-03,-491.43,-40.54,📉 獲利侵蝕,-3.41%,-1336.75,-8.7
⚪ 數據不足,12.1000003815,-34.05,-1.01,-0.16,2025,0.0,N/A,福華,1380.15,8085.TWO,2026-03,-17.44,40.74,⚠️ 獲利稀釋,N/A,-1339.41,10.43
⚪ 數據不足,14.0,-23.400000000000002,-0.33,-0.52,2025,0.0,-6.40%,福永生技,211.07,4183.TWO,2026-03,-145.21,-1140.0,📉 獲利侵蝕,13.67%,-1351.07,10.78
⚪ 數據不足,13.5,-224.55,-6.25,-1.37,2025,0.0,-10.37%,山隆,1362.88,2616.TW,2026-03,-82.6,11.76,⚠️ 獲利稀釋,7.55%,-1351.1200000000001,-24.55
⚪ 數據不足,118.5,-19.8,0.48,-0.2,2025,0.0,17.10%,陽程,1433.26,3498.TWO,2026-03,120.0,81.37,⚠️ 獲利稀釋,41.15%,-1351.8899999999999,43.43
⚪ 數據不足,75.5999984741,-23.400000000000002,-4.2,-0.99,2025,0.0,N/A,雲豹能源,1397.45,6869.TW,2026-03,-150.36,45.14,⚠️ 獲利稀釋,N/A,-1352.31,96.9
⚪ 數據不足,23.3999996185,-50.25,-1.43,-0.36,2025,0.0,N/A,中茂,1344.23,5205.TWO,2026-03,-22.22,-9.09,📉 獲利侵蝕,N/A,-1353.32,-21.87
⚪ 數據不足,39.3499984741,-51.9,-1.4,-0.45,2025,0.0,-24.63%,銘旺科,1239.51,2429.TW,2026-03,9.68,-114.29,📉 獲利侵蝕,4.20%,-1353.8,59.22
⚪ 數據不足,104.0,-39.599999999999994,-0.73,-0.21,2025,0.0,7.93%,達航科技,1430.94,4577.TWO,2026-03,32.41,73.75,⚠️ 獲利稀釋,23.60%,-1357.19,12.25
⚪ 中性觀察,84.9000015259,142.35,3.16,1.95,2025,8.946259381022127,N/A,倍力,1437.19,6874.TWO,2026-03,-29.6,76.85,⚠️ 獲利稀釋,N/A,-1360.3400000000001,-22.72
⚪ 數據不足,11.1499996185,-8.25,0.01,-0.03,2025,0.0,7.26%,寶隆,1186.57,1906.TW,2026-03,-96.0,-200.0,📉 獲利侵蝕,12.71%,-1386.57,-3.11
⚪ 中性觀察,60.0999984741,124.65,3.17,1.17,2025,7.232250117220216,2.38%,精技,1442.9,2414.TW,2026-03,18.73,42.68,⚠️ 獲利稀釋,8.10%,-1400.22,18.17
❌ 暫避觀望,138.0,6.149999999999999,0.59,-0.65,2025,336.58536585365863,N/A,鏵友益,3.74,6877.TWO,2026-03,-47.75,-1400.0,📉 獲利侵蝕,N/A,-1403.74,0.0
⚪ 數據不足,36.4000015259,-135.45,-6.24,-0.2,2025,0.0,N/A,元晶,1417.06,6443.TW,2026-03,-433.33,13.04,⚠️ 獲利稀釋,N/A,-1404.02,-59.56
⚪ 數據不足,59.0999984741,-53.699999999999996,-1.14,-0.72,2025,0.0,N/A,常珵,123.71,8097.TWO,2026-03,-394.74,-1283.33,📉 獲利侵蝕,N/A,-1407.04,19.38
❌ 暫避觀望,70.9000015259,4.3500000000000005,0.03,0.2,2025,244.48276388241374,-2.06%,群創,1474.18,3481.TW,2026-03,-96.3,66.67,⚠️ 獲利稀釋,9.08%,-1407.51,4.72
⚪ 數據不足,11.5500001907,-1.05,0.08,-0.17,2025,0.0,-0.43%,台榮,1337.58,1220.TW,2026-03,-93.16,-70.0,📉 獲利侵蝕,8.16%,-1407.58,-4.37
⚪ 數據不足,48.75,-11.25,0.05,0.23,2025,0.0,N/A,高僑,1436.78,6234.TWO,2026-03,-95.24,21.05,⚠️ 獲利稀釋,N/A,-1415.73,-26.42
❌ 暫避觀望,47.8499984741,41.85,0.95,0.19,2025,17.15053708749104,3.04%,台肥,1515.35,1722.TW,2026-03,-52.74,90.0,⚠️ 獲利稀釋,15.30%,-1425.35,1.81
⚪ 中性觀察,126.0,317.7,8.84,2.47,2025,5.949008498583569,5.39%,華立,1469.21,3010.TW,2026-03,1.84,27.32,⚠️ 獲利稀釋,8.77%,-1441.89,-2.3
❌ 暫避觀望,48.4000015259,19.35,0.78,0.28,2025,37.51938102782946,4.51%,漢翔,1466.61,2634.TW,2026-03,-66.09,12.0,⚠️ 獲利稀釋,8.73%,-1454.61,-9.88
⚪ 數據不足,3.5099999905,-1955.4,-60.0,-6.73,2025,0.0,N/A,森崴能源,320.49,6806.TW,2026-03,-1744.48,-1135.38,📉 獲利侵蝕,N/A,-1455.8700000000001,32.68
⚪ 數據不足,5.8800001144,-35.849999999999994,-1.68,-0.22,2025,0.0,-26.63%,淘帝-KY,465.92,2929.TW,2026-03,-1292.86,-1000.0,📉 獲利侵蝕,-8.18%,-1465.92,-17.32
⚪ 數據不足,21.5499992371,-62.699999999999996,-1.33,-0.09,2025,0.0,-1.94%,海德威,1421.55,3268.TWO,2026-03,-632.0,-50.0,📉 獲利侵蝕,7.59%,-1471.55,-5.19
❌ 暫避觀望,44.6500015259,17.55,0.65,-0.32,2025,38.16239446658119,1.19%,其陽,317.07,3564.TWO,2026-03,-26.97,-1166.67,📉 獲利侵蝕,20.85%,-1483.74,9.25
❌ 暫避觀望,62.0,43.050000000000004,1.74,1.03,2025,21.60278745644599,2.63%,弘憶股,1501.41,3312.TW,2026-03,-33.61,-1.9,📉 獲利侵蝕,5.61%,-1503.3100000000002,18.67
⚪ 數據不足,13.8999996185,-74.85000000000001,-2.43,-0.52,2025,0.0,N/A,康那香,1203.48,9919.TW,2026-03,-28.57,-308.0,📉 獲利侵蝕,N/A,-1511.48,-9.24
⚪ 數據不足,7.1100001335,-78.0,-2.24,-0.45,2025,0.0,-33.95%,燁興,1493.25,2007.TW,2026-03,-9.8,-18.42,📉 獲利侵蝕,-29.22%,-1511.67,-23.43
⚪ 數據不足,6.6599998474,-311.84999999999997,-10.06,-3.3,2025,0.0,N/A,綠河-KY,1526.05,8444.TWO,2026-03,-15.31,7.08,⚠️ 獲利稀釋,N/A,-1518.97,-33.25
⚪ 數據不足,45.75,-71.10000000000001,-1.25,0.05,2025,0.0,-63.96%,新復興,1549.58,4909.TWO,2026-03,-112.33,25.0,🔄 轉虧為盈,-26.90%,-1524.58,-89.32
⚪ 數據不足,17.0,-4.3500000000000005,0.02,0.03,2025,0.0,N/A,谷崧,1686.17,3607.TW,2026-03,-88.24,108.82,⚠️ 獲利稀釋,N/A,-1577.3500000000001,-11.24
⚪ 數據不足,10.1000003815,-59.25,-1.37,-0.94,2025,0.0,-10.27%,台苯,1403.29,1310.TW,2026-03,-90.28,-176.47,📉 獲利侵蝕,-7.37%,-1579.76,-24.07
⚪ 數據不足,20.8500003815,-42.300000000000004,-1.04,-0.75,2025,0.0,N/A,宅配通,1551.34,2642.TW,2026-03,-940.0,-50.0,📉 獲利侵蝕,N/A,-1601.34,-5.97
⚪ 數據不足,71.5,-27.900000000000002,-0.79,-0.61,2025,0.0,N/A,GIS-KY,1419.09,6456.TW,2026-03,-269.57,-185.71,📉 獲利侵蝕,N/A,-1604.8,-4.58
⚪ 中性觀察,46.0,103.49999999999999,3.84,3.53,2025,6.666666666666667,N/A,達麗,4257.65,6177.TW,2026-03,-23.95,2621.43,⚠️ 獲利稀釋,N/A,-1636.2199999999998,-22.64
⚪ 中性觀察,13.8000001907,36.449999999999996,1.23,0.25,2025,5.6790124241563795,4.30%,新建,1623.81,2516.TW,2026-03,26.8,-16.67,📉 獲利侵蝕,6.67%,-1640.48,7.45
⚪ 中性觀察,39.9000015259,53.550000000000004,2.08,0.16,2025,11.176471015658263,N/A,資拓宏宇,1790.08,6614.TW,2026-03,11.76,134.04,⚠️ 獲利稀釋,N/A,-1656.04,-2.37
⚪ 數據不足,58.9000015259,-33.0,-0.66,-0.19,2025,0.0,-1.35%,全球傳動,1730.48,4540.TW,2026-03,85.65,72.46,⚠️ 獲利稀釋,16.55%,-1658.02,11.55
⚪ 數據不足,11.0,-0.9,0.03,-0.03,2025,0.0,-72.91%,首利,1550.22,1471.TW,2026-03,-25.0,-112.0,📉 獲利侵蝕,5.75%,-1662.22,-34.37
⚪ 數據不足,46.7000007629,-99.9,-2.51,-0.47,2025,0.0,N/A,台康生技,1697.41,6589.TW,2026-03,-8.77,9.8,⚠️ 獲利稀釋,N/A,-1687.6100000000001,-0.38
