gm,symbol,prev_year,prev_rev_yoy,rev_yoy,prev_eps,est_price,eps_yoy,pe,om,date,advice,price,prev_eps_yoy,status,eps,name,expansion
11.53%,2949.TWO,2025,21.07,861.36,3.63,129.60000000000002,-28.43,7.060185185185185,2.34%,2026-03,⚪ 中性觀察,61.0,6.89,📉 獲利侵蝕,0.74,欣新網,-889.79
N/A,8032.TWO,2025,25.77,984.81,2.19,75.6,91.84,7.351190324821429,N/A,2026-03,⚪ 中性觀察,37.0499992371,1.86,⚠️ 獲利稀釋,0.94,光菱,-892.9699999999999
N/A,6142.TW,2025,52.32,633.91,-0.26,-12.75,-260.0,0.0,N/A,2026-03,⚪ 數據不足,9.279999733,48.0,📉 獲利侵蝕,-0.18,友勁,-893.91
N/A,8054.TWO,2025,30.97,992.49,-3.19,-104.69999999999999,98.48,0.0,N/A,2026-03,⚪ 數據不足,84.8000030518,-37.72,⚠️ 獲利稀釋,-0.01,安國,-894.01
N/A,3188.TWO,2025,79.14,1815.36,4.05,143.55,918.18,2.434691665318704,N/A,2026-03,⚪ 中性觀察,23.2999992371,81.45,⚠️ 獲利稀釋,2.24,鑫龍騰,-897.18
8.38%,2630.TW,2025,4.89,863.6,1.0,37.95,-35.71,19.09090878936759,2.16%,2026-03,❌ 暫避觀望,48.2999992371,49.25,📉 獲利侵蝕,0.09,亞航,-899.3100000000001
10.61%,3011.TW,2025,-34.5,891.37,-2.55,-82.64999999999999,-14.75,0.0,-45.08%,2026-03,⚪ 數據不足,11.1499996185,-5.88,📉 獲利侵蝕,-0.73,今皓,-906.12
N/A,6742.TW,2025,-20.15,629.73,-1.52,-68.55000000000001,-277.78,0.0,N/A,2026-03,⚪ 數據不足,43.9000015259,-603.33,📉 獲利侵蝕,-0.35,澤米,-907.51
17.06%,3390.TWO,2025,-7.45,551.38,-0.55,-33.9,-357.14,0.0,1.24%,2026-03,⚪ 數據不足,22.3500003815,-138.3,📉 獲利侵蝕,-0.18,旭軟,-908.52
N/A,5484.TW,2025,9.99,1065.26,-0.6,-30.749999999999996,151.56,0.0,N/A,2026-03,⚪ 數據不足,41.1500015259,33.33,🔄 轉虧為盈,0.33,慧友,-913.7
N/A,8215.TW,2025,-4.0,391.62,-1.14,-26.1,-526.67,0.0,N/A,2026-03,⚪ 數據不足,25.2000007629,-283.87,📉 獲利侵蝕,-0.64,明基材,-918.29
14.91%,2432.TW,2025,25.63,929.95,1.88,53.99999999999999,8.33,7.819444338472223,7.25%,2026-03,⚪ 中性觀察,28.1499996185,1.06,⚠️ 獲利稀釋,0.26,倚天酷��-創,-921.62
N/A,3346.TW,2025,-8.52,557.02,0.11,-26.999999999999996,-368.0,0.0,N/A,2026-03,⚪ 數據不足,21.3500003815,-95.34,📉 獲利侵蝕,-0.67,麗清,-925.02
N/A,6283.TW,2025,14.75,979.38,-0.22,-14.7,53.33,0.0,N/A,2026-03,⚪ 數據不足,20.1000003815,-128.95,⚠️ 獲利稀釋,-0.07,淳安,-926.05
11.63%,2439.TW,2025,6.01,902.2,5.36,173.85,-26.62,7.031924072476273,3.86%,2026-03,⚪ 中性觀察,81.5,-37.71,📉 獲利侵蝕,1.03,美律,-928.82
N/A,5016.TWO,2025,0.57,919.31,1.5,52.35,-14.29,7.005730877621776,N/A,2026-03,⚪ 中性觀察,24.4500007629,-12.28,📉 獲利侵蝕,0.36,松和,-933.5999999999999
N/A,5548.TWO,2025,14.56,942.93,2.03,64.49999999999999,5.0,4.767441860465118,N/A,2026-03,⚪ 中性觀察,20.5,9.24,⚠️ 獲利稀釋,0.42,安倉,-937.93
N/A,8213.TW,2025,3.73,888.91,2.27,83.55000000000001,-53.13,5.978455877396769,N/A,2026-03,⚪ 中性觀察,33.2999992371,-17.45,📉 獲利侵蝕,0.3,志超,-942.04
N/A,5310.TWO,2025,-40.09,853.85,0.52,33.0,-88.24,11.363636363636363,N/A,2026-03,⚪ 中性觀察,25.0,-82.78,📉 獲利侵蝕,0.06,天剛,-942.09
5.79%,2643.TWO,2025,59.7,887.43,6.3,203.85,-61.8,4.525386313465784,2.48%,2026-03,⚪ 中性觀察,61.5,3.11,📉 獲利侵蝕,0.68,捷迅,-949.2299999999999
N/A,8921.TWO,2025,-0.02,901.62,-0.11,-11.55,-52.94,0.0,N/A,2026-03,⚪ 數據不足,17.4500007629,52.17,📉 獲利侵蝕,-0.26,沈氏,-954.56
9.91%,2331.TW,2025,14.95,866.28,1.41,58.35,-89.22,4.910025805012853,-0.28%,2026-03,⚪ 中性觀察,19.1000003815,981.25,📉 獲利侵蝕,0.11,精英,-955.5
37.77%,2637.TW,2025,-17.06,1728.18,5.27,145.35,766.67,8.792569344499483,36.66%,2026-03,⚪ 中性觀察,85.1999969482,-34.78,⚠️ 獲利稀釋,1.6,慧洋-KY,-961.5100000000001
7.45%,2023.TW,2025,-8.68,813.75,-1.85,-67.64999999999999,-150.0,0.0,-2.27%,2026-03,⚪ 數據不足,13.6999998093,-129.63,📉 獲利侵蝕,-0.4,燁輝,-963.75
1.54%,3508.TWO,2025,27.53,1042.99,-1.51,-55.05,74.36,0.0,-34.06%,2026-03,⚪ 數據不足,17.6000003815,6.88,⚠️ 獲利稀釋,-0.1,位速,-968.63
15.17%,3349.TWO,2025,5.58,279.91,-1.02,-41.400000000000006,-700.0,0.0,-15.09%,2026-03,⚪ 數據不足,23.0,9.52,📉 獲利侵蝕,-0.48,寶德,-979.9100000000001
11.02%,2239.TW,2025,-11.17,1032.08,-7.87,-252.15000000000003,51.72,0.0,-2.22%,2026-03,⚪ 數據不足,19.3999996185,-8644.44,⚠️ 獲利稀釋,-1.68,英利-KY,-980.3599999999999
11.56%,2353.TW,2025,4.14,1018.02,1.26,43.8,35.29,10.804794259280822,2.51%,2026-03,⚪ 中性觀察,31.5499992371,-31.87,⚠️ 獲利稀釋,0.23,宏��,-982.73
N/A,8183.TWO,2025,-0.51,1114.03,2.39,54.300000000000004,130.77,8.425414364640885,N/A,2026-03,⚪ 中性觀察,30.5,-26.77,⚠️ 獲利稀釋,0.3,精星,-983.26
N/A,7723.TWO,2025,-14.66,75.25,-6.69,-171.60000000000002,-909.09,0.0,N/A,2026-03,⚪ 數據不足,20.5,-259.36,📉 獲利侵蝕,-0.9,築間,-984.34
15.72%,2734.TWO,2025,2.6,1136.23,-1.42,-44.7,151.52,0.0,-0.44%,2026-03,⚪ 數據不足,14.8999996185,-286.84,🔄 轉虧為盈,0.17,易飛網,-984.71
N/A,6116.TW,2025,14.78,1061.93,-0.75,-27.599999999999998,76.0,0.0,N/A,2026-03,⚪ 數據不足,13.9499998093,58.56,⚠️ 獲利稀釋,-0.06,彩晶,-985.9300000000001
N/A,8066.TWO,2025,-12.26,503.59,-3.49,-118.8,-495.0,0.0,N/A,2026-03,⚪ 數據不足,14.75,-1354.17,📉 獲利侵蝕,-0.91,來思達,-998.5899999999999
N/A,6189.TW,2025,-21.83,974.87,2.73,95.7,-24.24,7.766457560673982,N/A,2026-03,⚪ 中性觀察,49.5499992371,-57.28,📉 獲利侵蝕,1.0,豐藝,-999.11
22.76%,1338.TW,2025,2.83,246.12,-2.24,-112.80000000000001,-753.85,0.0,-1.26%,2026-03,⚪ 數據不足,14.8500003815,-92.04,📉 獲利侵蝕,-1.15,廣華-KY,-999.97
N/A,6872.TWO,2025,-61.92,1008.82,-2.14,-76.95,6.82,0.0,N/A,2026-03,⚪ 數據不足,15.1999998093,-38.16,⚠️ 獲利稀釋,-0.41,浩宇生醫,-1002.0
N/A,6020.TWO,2025,-32.9,1394.7,0.39,17.099999999999998,388.24,18.11403475307018,N/A,2026-03,❌ 暫避觀望,20.6499996185,-45.83,⚠️ 獲利稀釋,0.49,大展證,-1006.46
11.52%,3207.TWO,2025,26.05,881.55,-0.82,-7.800000000000001,-125.0,0.0,-13.20%,2026-03,⚪ 數據不足,41.7999992371,-440.0,📉 獲利侵蝕,-0.45,耀勝,-1006.55
9.15%,2489.TW,2025,6.13,960.71,1.22,37.49999999999999,-53.13,12.800000000000002,0.67%,2026-03,⚪ 中性觀察,32.0,-31.22,📉 獲利侵蝕,0.15,瑞軒,-1013.84
29.43%,3191.TWO,2025,-7.75,325.38,0.51,2.999999999999999,-700.0,92.74999618550002,-10.81%,2026-03,❌ 暫避觀望,18.5499992371,189.47,📉 獲利侵蝕,-0.32,雲嘉南,-1025.38
N/A,5475.TWO,2025,58.82,1288.64,-0.16,-6.6000000000000005,260.0,0.0,N/A,2026-03,⚪ 數據不足,163.0,88.24,🔄 轉虧為盈,0.24,德宏,-1028.64
N/A,6796.TW,2025,22.72,129.28,0.2,-24.150000000000002,-900.0,0.0,N/A,2026-03,⚪ 數據不足,60.0,25.0,📉 獲利侵蝕,-0.32,晉弘,-1029.28
N/A,8131.TW,2025,11.07,1219.6,1.36,39.300000000000004,182.35,25.19083969465649,N/A,2026-03,❌ 暫避觀望,66.0,-33.33,⚠️ 獲利稀釋,0.96,福懋科,-1037.25
N/A,8150.TW,2025,5.45,1237.92,0.7,13.649999999999999,200.0,102.08791376472527,N/A,2026-03,❌ 暫避觀望,92.9000015259,-64.1,⚠️ 獲利稀釋,0.72,南茂,-1037.92
9.65%,1219.TW,2025,0.36,1053.77,0.45,13.05,10.0,12.701149644482758,1.10%,2026-03,⚪ 中性觀察,11.0500001907,-15.09,⚠️ 獲利稀釋,0.11,福壽,-1043.77
N/A,5464.TWO,2025,-7.42,1000.02,-2.59,-131.54999999999998,-46.67,0.0,N/A,2026-03,⚪ 數據不足,74.1999969482,-248.85,🔄 轉虧為盈,0.16,霖宏,-1046.69
10.03%,3706.TW,2025,72.06,1046.4,5.15,184.04999999999998,-0.9,7.473512383716382,3.96%,2026-03,⚪ 中性觀察,91.6999969482,57.01,📉 獲利侵蝕,1.1,神達,-1047.3000000000002
10.74%,1225.TW,2025,-6.25,1074.05,1.62,59.7,15.79,6.231155587211054,5.38%,2026-03,⚪ 中性觀察,24.7999992371,8.0,⚠️ 獲利稀釋,0.44,福懋油,-1058.26
N/A,8105.TW,2025,-1.96,1393.26,-0.3,-15.0,330.0,0.0,N/A,2026-03,⚪ 數據不足,16.75,-300.0,🔄 轉虧為盈,0.43,凌巨,-1063.26
N/A,8454.TW,2025,-3.46,1037.73,11.29,412.79999999999995,-28.74,9.665697674418606,N/A,2026-03,⚪ 中性觀察,266.0,-17.53,📉 獲利侵蝕,2.43,富邦媒,-1066.47
N/A,6270.TWO,2025,4.86,1087.95,1.08,38.1,20.0,12.125983951614172,N/A,2026-03,⚪ 中性觀察,30.7999992371,66.15,⚠️ 獲利稀釋,0.24,倍微,-1067.95
27.19%,1235.TW,2025,55.97,526.87,-0.03,10.949999999999998,-542.86,49.10958695082192,-0.09%,2026-03,❌ 暫避觀望,35.8499984741,-140.0,📉 獲利侵蝕,-0.54,興泰,-1069.73
10.28%,2376.TW,2025,27.07,1138.84,18.2,735.45,69.03,8.025698551906995,4.26%,2026-03,⚪ 中性觀察,393.5,24.57,⚠️ 獲利稀釋,7.86,技嘉,-1069.81
8.90%,2483.TW,2025,-2.48,1259.84,0.6,32.7,188.24,18.371559283073395,-6.13%,2026-03,❌ 暫避觀望,40.0499992371,71.43,⚠️ 獲利稀釋,0.15,百容,-1071.6
N/A,4426.TW,2025,-9.17,1100.69,-2.94,-111.9,17.65,0.0,N/A,2026-03,⚪ 數據不足,7.9499998093,-116.18,⚠️ 獲利稀釋,-0.28,利勤,-1083.04
N/A,8455.TWO,2025,-6.4,1248.87,0.02,2.8499999999999996,157.58,131.31579348894738,N/A,2026-03,❌ 暫避觀望,24.9500007629,102.7,⚠️ 獲利稀釋,0.19,大拓-KY,-1091.29
N/A,5355.TWO,2025,-3.95,848.03,-1.12,-38.1,-250.0,0.0,N/A,2026-03,⚪ 數據不足,5.9600000381,-21.74,📉 獲利侵蝕,-0.14,佳總,-1098.03
8.57%,4401.TWO,2025,-0.68,1092.42,0.73,23.55,-5.88,8.9171974522293,1.90%,2026-03,⚪ 中性觀察,14.0,-31.13,📉 獲利侵蝕,0.16,東隆興,-1098.3000000000002
3.78%,2867.TW,2025,-28.43,907.13,0.2,3.1500000000000004,-200.0,45.8095232647619,0.03%,2026-03,❌ 暫避觀望,9.6199998856,-47.37,📉 獲利侵蝕,-0.03,三商壽,-1107.13
N/A,6179.TWO,2025,-0.22,1271.05,0.05,18.9,162.5,21.706349509126987,N/A,2026-03,❌ 暫避觀望,27.3500003815,25.0,⚠️ 獲利稀釋,0.27,亞通,-1108.55
N/A,6645.TW,2025,9.49,1119.98,-2.41,-98.39999999999999,8.54,0.0,N/A,2026-03,⚪ 數據不足,13.6000003815,8.37,⚠️ 獲利稀釋,-0.76,金萬林-創,-1111.44
29.35%,3073.TWO,2025,58.33,1011.49,0.0,12.6,-100.0,26.96428526011905,-34.05%,2026-03,❌ 暫避觀望,22.6499996185,-100.0,📉 獲利侵蝕,0.0,天方能源,-1111.49
1.51%,3092.TW,2025,-15.24,1134.09,-5.14,-204.29999999999998,21.49,0.0,-21.28%,2026-03,⚪ 數據不足,23.9500007629,-147.12,⚠️ 獲利稀釋,-0.95,鴻碩,-1112.6
N/A,6727.TWO,2025,8.58,1251.42,6.8,240.74999999999994,135.2,24.48598130841122,N/A,2026-03,❌ 暫避觀望,393.0,22.08,⚠️ 獲利稀釋,2.94,亞泰金屬,-1116.22
N/A,3114.TWO,2025,9.01,1259.13,2.22,69.3,140.0,7.575757575757575,N/A,2026-03,⚪ 中性觀察,35.0,22.78,⚠️ 獲利稀釋,0.73,好德,-1119.13
N/A,6997.TWO,2025,11.23,860.45,5.11,123.15,-260.42,8.404384896467722,N/A,2026-03,⚪ 中性觀察,69.0,-8.26,📉 獲利侵蝕,-2.31,博弘,-1120.8700000000001
N/A,6227.TWO,2025,41.88,1189.95,7.54,251.25,64.84,7.582089552238806,N/A,2026-03,⚪ 中性觀察,127.0,17.08,⚠️ 獲利稀釋,3.0,茂綸,-1125.1100000000001
45.87%,2605.TW,2025,-0.1,4328.03,1.45,42.3,3200.0,11.453900438687945,37.60%,2026-03,⚪ 中性觀察,32.2999992371,-43.36,⚠️ 獲利稀釋,0.66,新興,-1128.0299999999997
6.52%,1308.TW,2025,-4.78,1180.96,-1.76,-60.300000000000004,50.0,0.0,2.26%,2026-03,⚪ 數據不足,13.6000003815,-39.68,⚠️ 獲利稀釋,-0.2,亞聚,-1130.96
12.43%,2031.TW,2025,15.12,1252.91,3.3,123.89999999999999,120.75,5.562954087518159,7.27%,2026-03,⚪ 中性觀察,45.9500007629,-26.67,⚠️ 獲利稀釋,0.22,新光鋼,-1132.16
N/A,3666.TWO,2025,-25.98,1179.43,-3.45,-121.05000000000001,46.58,0.0,N/A,2026-03,⚪ 數據不足,25.1000003815,62.26,⚠️ 獲利稀釋,-0.4,光耀,-1132.8500000000001
7.45%,1440.TW,2025,-16.11,1137.15,-0.15,-4.2,0.0,0.0,-4.90%,2026-03,⚪ 數據不足,13.6499996185,55.88,📉 獲利侵蝕,-0.05,南紡,-1137.15
-12.82%,4714.TWO,2025,85.08,1033.1,-0.54,-0.3000000000000011,-105.88,0.0,-39.60%,2026-03,⚪ 數據不足,10.5500001907,-245.95,📉 獲利侵蝕,-0.02,永捷,-1138.98
46.90%,4806.TWO,2025,20.96,1201.0,-0.34,-11.700000000000001,60.0,0.0,-39.20%,2026-03,⚪ 數據不足,9.529999733,-70.0,⚠️ 獲利稀釋,-0.04,桂田文創,-1141.0
N/A,6229.TWO,2025,19.77,1190.45,0.05,-1.7999999999999996,40.0,0.0,N/A,2026-03,⚪ 數據不足,23.6499996185,-90.74,⚠️ 獲利稀釋,0.14,研通,-1150.45
N/A,3046.TW,2025,8.17,1163.07,4.01,156.75,8.11,5.83732057416268,N/A,2026-03,⚪ 中性觀察,61.0,4.7,⚠️ 獲利稀釋,1.2,建��,-1154.96
N/A,1617.TW,2025,-0.95,1325.24,0.68,-1.3499999999999996,166.67,0.0,N/A,2026-03,⚪ 數據不足,18.6000003815,28.3,⚠️ 獲利稀釋,0.08,榮星,-1158.57
N/A,6625.TW,2025,38.99,1768.76,9.13,305.85,610.0,3.8008827856792546,N/A,2026-03,⚪ 中性觀察,77.5,51.64,⚠️ 獲利稀釋,1.42,必應,-1158.76
N/A,6903.TWO,2025,24.87,1727.49,10.62,384.29999999999995,564.0,12.509758001561282,N/A,2026-03,⚪ 中性觀察,320.5,18.74,⚠️ 獲利稀釋,6.72,巨漢,-1163.49
N/A,6139.TW,2025,19.04,1315.37,30.51,959.4,149.34,12.585991244527829,N/A,2026-03,⚪ 中性觀察,805.0,63.03,⚠️ 獲利稀釋,9.45,亞翔,-1166.03
4.05%,1326.TW,2025,-17.66,2606.42,-0.99,-31.499999999999993,1437.5,0.0,-1.33%,2026-03,⚪ 數據不足,59.5,-1750.0,🔄 轉虧為盈,1.07,台化,-1168.92
N/A,3520.TWO,2025,10.06,724.03,-0.1,-6.0,-450.0,0.0,N/A,2026-03,⚪ 數據不足,18.25,-134.48,📉 獲利侵蝕,-0.07,華盈,-1174.03
20.24%,1525.TW,2025,-14.6,977.75,3.21,97.2,-202.5,10.401234803379628,6.22%,2026-03,⚪ 中性觀察,67.4000015259,-22.09,📉 獲利侵蝕,-0.82,江申,-1180.25
10.48%,3229.TW,2025,13.3,1868.89,-0.43,-13.799999999999999,685.71,0.0,5.07%,2026-03,⚪ 數據不足,53.0,-407.14,🔄 轉虧為盈,0.55,晟鈦,-1183.18
N/A,5223.TWO,2025,18.08,410.26,-0.67,-14.4,-780.0,0.0,N/A,2026-03,⚪ 數據不足,23.7000007629,-24.07,📉 獲利侵蝕,-0.44,安力-KY,-1190.26
N/A,6451.TW,2025,45.18,1167.83,0.26,-52.05,-37.86,0.0,N/A,2026-03,⚪ 數據不足,436.0,-35.0,📉 獲利侵蝕,-1.45,訊芯-KY,-1205.6899999999998
34.83%,1432.TW,2025,4.63,32.83,6.03,74.25,-1180.0,3.0505051275757573,-28.70%,2026-03,⚪ 中性觀察,15.1000003815,1502.33,📉 獲利侵蝕,-0.54,大魯閣,-1212.83
5.36%,2312.TW,2025,-0.55,1226.55,1.05,42.0,0.0,11.839286259250002,1.66%,2026-03,⚪ 中性觀察,33.1500015259,-4.59,📉 獲利侵蝕,0.35,金寶,-1226.55
N/A,5371.TWO,2025,-0.23,530.2,0.95,19.349999999999998,-700.0,66.899227171938,N/A,2026-03,❌ 暫避觀望,86.3000030518,-54.76,📉 獲利侵蝕,-0.3,中光電,-1230.2
53.12%,3455.TWO,2025,-9.54,-20.19,2.67,28.349999999999994,-1257.14,119.04761904761907,6.13%,2026-03,❌ 暫避觀望,225.0,-49.53,🏰 高護城河,-0.81,由田,-1236.95
16.85%,2724.TWO,2025,-68.65,264.19,-0.2,-16.200000000000003,-975.0,0.0,-24.14%,2026-03,⚪ 數據不足,10.75,-106.76,📉 獲利侵蝕,-0.43,藝舍-KY,-1239.19
N/A,6770.TW,2025,4.48,2631.9,-1.86,-19.050000000000004,1388.46,0.0,N/A,2026-03,⚪ 數據不足,74.9000015259,-14.2,🔄 轉虧為盈,3.36,力積電,-1243.44
N/A,1454.TW,2025,-5.33,1050.66,-1.12,-39.0,-200.0,0.0,N/A,2026-03,⚪ 數據不足,12.6999998093,-1277.78,📉 獲利侵蝕,-0.2,台富,-1250.66
N/A,8096.TWO,2025,22.83,1328.22,0.89,59.25,75.93,31.772151898734176,N/A,2026-03,❌ 暫避觀望,125.5,-72.78,⚠️ 獲利稀釋,1.9,擎亞,-1252.29
N/A,4989.TW,2025,-11.09,1381.51,-3.48,-137.7,119.7,0.0,N/A,2026-03,⚪ 數據不足,69.3000030518,-56.76,🔄 轉虧為盈,0.13,榮科,-1261.81
8.50%,2425.TW,2025,2.17,1357.18,-0.32,-31.049999999999997,87.88,0.0,0.94%,2026-03,⚪ 數據不足,41.9500007629,-130.48,🔄 轉虧為盈,0.62,承啟,-1269.3000000000002
9.56%,2546.TW,2025,51.01,1263.41,9.52,318.15000000000003,-6.54,4.903347477604903,7.58%,2026-03,⚪ 中性觀察,104.0,34.08,📉 獲利侵蝕,1.43,根基,-1269.95
1.56%,3062.TW,2025,16.55,1147.67,0.68,51.3,-124.0,6.140350877192983,-12.63%,2026-03,⚪ 中性觀察,21.0,6600.0,📉 獲利侵蝕,-0.54,建漢,-1271.67
4.18%,3630.TWO,2025,19.21,1327.87,1.86,95.55,50.0,4.042386185243328,-22.27%,2026-03,⚪ 中性觀察,25.75,173.02,⚠️ 獲利稀釋,-0.27,新鉅科,-1277.87
N/A,5543.TWO,2025,-10.68,878.17,-2.52,-97.8,-400.0,0.0,N/A,2026-03,⚪ 數據不足,24.25,54.46,📉 獲利侵蝕,-0.75,桓鼎-KY,-1278.17
14.20%,1714.TW,2025,16.5,1454.03,0.5,19.5,175.0,12.846154433,8.91%,2026-03,⚪ 中性觀察,16.7000007629,19.51,⚠️ 獲利稀釋,0.23,和桐,-1279.03
16.83%,3055.TW,2025,-31.79,1372.33,-2.68,-91.95000000000002,76.92,0.0,-125.48%,2026-03,⚪ 數據不足,118.5,-20.55,⚠️ 獲利稀釋,-0.15,蔚華科,-1295.4099999999999
13.39%,3305.TW,2025,29.36,1339.04,3.16,132.6,39.17,13.23529411764706,3.80%,2026-03,⚪ 中性觀察,117.0,-4.59,⚠️ 獲利稀釋,1.73,昇貿,-1299.87
12.45%,3528.TW,2025,69.32,1340.02,2.3,61.349999999999994,40.1,22.004889975550125,8.05%,2026-03,❌ 暫避觀望,90.0,-44.71,⚠️ 獲利稀釋,2.83,安馳,-1299.92
N/A,9955.TW,2025,26.06,1447.14,0.54,-2.8499999999999983,141.67,0.0,N/A,2026-03,⚪ 數據不足,24.8999996185,134.62,⚠️ 獲利稀釋,0.05,佳龍,-1305.47
-3.41%,1536.TW,2025,-8.7,1296.21,-2.74,-108.30000000000001,-40.54,0.0,-18.43%,2026-03,⚪ 數據不足,51.0999984741,-491.43,📉 獲利侵蝕,-0.52,和大,-1336.75
N/A,8085.TWO,2025,10.43,1380.15,-1.01,-34.05,40.74,0.0,N/A,2026-03,⚪ 數據不足,11.3999996185,-17.44,⚠️ 獲利稀釋,-0.16,福華,-1339.41
13.67%,4183.TWO,2025,10.78,211.07,-0.33,-23.400000000000002,-1140.0,0.0,-6.40%,2026-03,⚪ 數據不足,14.5,-145.21,📉 獲利侵蝕,-0.52,福永生技,-1351.07
7.55%,2616.TW,2025,-24.55,1362.88,-6.25,-224.55,11.76,0.0,-10.37%,2026-03,⚪ 數據不足,13.5,-82.6,⚠️ 獲利稀釋,-1.37,山隆,-1351.1200000000001
41.15%,3498.TWO,2025,43.43,1433.26,0.48,-19.8,81.37,0.0,17.10%,2026-03,⚪ 數據不足,144.0,120.0,⚠️ 獲利稀釋,-0.2,陽程,-1351.8899999999999
N/A,6869.TW,2025,96.9,1397.45,-4.2,-23.400000000000002,45.14,0.0,N/A,2026-03,⚪ 數據不足,66.5999984741,-150.36,⚠️ 獲利稀釋,-0.99,雲豹能源,-1352.31
N/A,5205.TWO,2025,-21.87,1344.23,-1.43,-50.25,-9.09,0.0,N/A,2026-03,⚪ 數據不足,21.7000007629,-22.22,📉 獲利侵蝕,-0.36,中茂,-1353.32
4.20%,2429.TW,2025,59.22,1239.51,-1.4,-51.9,-114.29,0.0,-24.63%,2026-03,⚪ 數據不足,31.75,9.68,📉 獲利侵蝕,-0.45,銘旺科,-1353.8
23.60%,4577.TWO,2025,12.25,1430.94,-0.73,-39.599999999999994,73.75,0.0,7.93%,2026-03,⚪ 數據不足,77.0999984741,32.41,⚠️ 獲利稀釋,-0.21,達航科技,-1357.19
N/A,6874.TWO,2025,-22.72,1437.19,3.16,142.35,76.85,8.082191459241306,N/A,2026-03,⚪ 中性觀察,76.6999969482,-29.6,⚠️ 獲利稀釋,1.95,倍力,-1360.3400000000001
12.71%,1906.TW,2025,-3.11,1186.57,0.01,-8.25,-200.0,0.0,7.26%,2026-03,⚪ 數據不足,11.4499998093,-96.0,📉 獲利侵蝕,-0.03,寶隆,-1386.57
8.10%,2414.TW,2025,18.17,1442.9,3.17,124.65,42.68,6.353790521913357,2.38%,2026-03,⚪ 中性觀察,52.7999992371,18.73,⚠️ 獲利稀釋,1.17,精技,-1400.22
N/A,6877.TWO,2025,0.0,3.74,0.59,6.149999999999999,-1400.0,313.41463414634154,N/A,2026-03,❌ 暫避觀望,128.5,-47.75,📉 獲利侵蝕,-0.65,鏵友益,-1403.74
N/A,6443.TW,2025,-59.56,1417.06,-6.24,-135.45,13.04,0.0,N/A,2026-03,⚪ 數據不足,27.7000007629,-433.33,⚠️ 獲利稀釋,-0.2,元晶,-1404.02
N/A,8097.TWO,2025,19.38,123.71,-1.14,-53.699999999999996,-1283.33,0.0,N/A,2026-03,⚪ 數據不足,51.0,-394.74,📉 獲利侵蝕,-0.72,常珵,-1407.04
9.08%,3481.TW,2025,4.72,1474.18,0.03,4.3500000000000005,66.67,170.34483284793103,-2.06%,2026-03,❌ 暫避觀望,49.4000015259,-96.3,⚠️ 獲利稀釋,0.2,群創,-1407.51
8.16%,1220.TW,2025,-4.37,1337.58,0.08,-1.05,-70.0,0.0,-0.43%,2026-03,⚪ 數據不足,11.0500001907,-93.16,📉 獲利侵蝕,-0.17,台榮,-1407.58
N/A,6234.TWO,2025,-26.42,1436.78,0.05,-11.25,21.05,0.0,N/A,2026-03,⚪ 數據不足,36.0499992371,-95.24,⚠️ 獲利稀釋,0.23,高僑,-1415.73
15.30%,1722.TW,2025,1.81,1515.35,0.95,41.85,90.0,16.362007715376343,3.04%,2026-03,❌ 暫避觀望,45.6500015259,-52.74,⚠️ 獲利稀釋,0.19,台肥,-1425.35
8.77%,3010.TW,2025,-2.3,1469.21,8.84,317.7,27.32,6.185080264400378,5.39%,2026-03,⚪ 中性觀察,131.0,1.84,⚠️ 獲利稀釋,2.47,華立,-1441.89
8.73%,2634.TW,2025,-9.88,1466.61,0.78,19.35,12.0,49.76743949472868,4.51%,2026-03,❌ 暫避觀望,64.1999969482,-66.09,⚠️ 獲利稀釋,0.28,漢翔,-1454.61
N/A,6806.TW,2025,32.68,320.49,-60.0,-1955.4,-1135.38,0.0,N/A,2026-03,⚪ 數據不足,3.5099999905,-1744.48,📉 獲利侵蝕,-6.73,森崴能源,-1455.8700000000001
-8.18%,2929.TW,2025,-17.32,465.92,-1.68,-35.849999999999994,-1000.0,0.0,-26.63%,2026-03,⚪ 數據不足,5.8699998856,-1292.86,📉 獲利侵蝕,-0.22,淘帝-KY,-1465.92
7.59%,3268.TWO,2025,-5.19,1421.55,-1.33,-62.699999999999996,-50.0,0.0,-1.94%,2026-03,⚪ 數據不足,19.3999996185,-632.0,📉 獲利侵蝕,-0.09,海德威,-1471.55
20.85%,3564.TWO,2025,9.25,317.07,0.65,17.55,-1166.67,41.324785020598284,1.19%,2026-03,❌ 暫避觀望,48.3499984741,-26.97,📉 獲利侵蝕,-0.32,其陽,-1483.74
5.61%,3312.TW,2025,18.67,1501.41,1.74,43.050000000000004,-1.9,19.790940500731708,2.63%,2026-03,❌ 暫避觀望,56.7999992371,-33.61,📉 獲利侵蝕,1.03,弘憶股,-1503.3100000000002
N/A,9919.TW,2025,-9.24,1203.48,-2.43,-74.85000000000001,-308.0,0.0,N/A,2026-03,⚪ 數據不足,14.0,-28.57,📉 獲利侵蝕,-0.52,康那香,-1511.48
-29.22%,2007.TW,2025,-23.43,1493.25,-2.24,-78.0,-18.42,0.0,-33.95%,2026-03,⚪ 數據不足,7.0100002289,-9.8,📉 獲利侵蝕,-0.45,燁興,-1511.67
N/A,8444.TWO,2025,-33.25,1526.05,-10.06,-311.84999999999997,7.08,0.0,N/A,2026-03,⚪ 數據不足,4.8600001335,-15.31,⚠️ 獲利稀釋,-3.3,綠河-KY,-1518.97
