gm,symbol,prev_year,prev_rev_yoy,rev_yoy,prev_eps,est_price,eps_yoy,pe,om,date,advice,price,prev_eps_yoy,status,eps,name,expansion
24.73%,3024.TW,2025,-31.39,68.51,0.28,13.800000000000002,-90.0,14.619565010108692,-2.71%,2026-03,⚪ 中性觀察,13.4499998093,-57.58,📉 獲利侵蝕,0.02,憶聲,-158.51
N/A,8080.TWO,2025,22.38,76.73,0.12,9.0,-81.82,47.5,N/A,2026-03,❌ 暫避觀望,28.5,139.29,📉 獲利侵蝕,0.02,泰霖,-158.55
N/A,6862.TW,2025,2.98,90.37,8.29,277.65,-68.65,7.9956780118854685,N/A,2026-03,⚪ 中性觀察,148.0,-19.59,📉 獲利侵蝕,1.0,三集瑞-KY,-159.02
42.56%,4128.TWO,2025,9.94,185.58,-1.29,-58.650000000000006,26.19,0.0,-18.87%,2026-03,⚪ 數據不足,15.0,31.02,⚠️ 獲利稀釋,-0.31,中天,-159.39000000000001
N/A,6996.TWO,2025,-9.4,195.54,12.15,419.85,36.13,6.430868167202572,N/A,2026-03,⚪ 中性觀察,180.0,-14.17,⚠️ 獲利稀釋,3.27,力領科技,-159.41
34.44%,1568.TW,2025,0.3,155.84,1.36,49.35,-3.77,9.148936286170212,17.09%,2026-03,⚪ 中性觀察,30.1000003815,-13.92,📉 獲利侵蝕,0.51,倉佑,-159.61
N/A,6237.TWO,2025,11.69,214.29,-1.52,-67.2,52.94,0.0,N/A,2026-03,⚪ 數據不足,34.5,-462.96,⚠️ 獲利稀釋,-0.24,驊訊,-161.35
N/A,8102.TWO,2025,-23.31,100.37,2.25,79.49999999999999,-61.9,12.943395938509438,N/A,2026-03,⚪ 中性觀察,68.5999984741,-62.55,📉 獲利侵蝕,0.4,傑霖科技,-162.27
N/A,6203.TWO,2025,37.15,137.15,5.51,164.85,-25.14,5.486806118025478,N/A,2026-03,⚪ 中性觀察,60.2999992371,57.43,📉 獲利侵蝕,1.37,海韻電,-162.29000000000002
N/A,6651.TWO,2025,3.91,186.39,6.32,234.00000000000003,22.89,9.102564102564102,N/A,2026-03,⚪ 中性觀察,142.0,-22.95,⚠️ 獲利稀釋,2.47,全宇昕,-163.5
25.33%,3213.TWO,2025,1.19,155.73,7.4,292.35,-8.48,6.926629040533606,7.00%,2026-03,⚪ 中性觀察,135.0,-12.32,📉 獲利侵蝕,2.59,茂訊,-164.20999999999998
27.86%,2424.TW,2025,34.04,50.4,-1.34,-58.8,-114.81,0.0,-40.94%,2026-03,⚪ 數據不足,8.9799995422,59.69,📉 獲利侵蝕,-0.58,隴華,-165.21
44.64%,4138.TWO,2025,-11.82,139.24,3.81,145.8,-26.32,5.236625671388889,12.42%,2026-03,⚪ 中性觀察,50.9000015259,-32.69,📉 獲利侵蝕,0.84,曜亞,-165.56
35.36%,2606.TW,2025,-4.75,499.13,4.31,139.19999999999996,333.33,7.0581896551724155,30.49%,2026-03,⚪ 中性觀察,65.5,-22.2,⚠️ 獲利稀釋,1.17,裕民,-165.8
43.11%,3252.TWO,2025,-3.71,179.42,0.13,2.55,12.5,94.11764705882354,22.84%,2026-03,❌ 暫避觀望,16.0,141.94,⚠️ 獲利稀釋,0.09,海灣,-166.92
N/A,4949.TW,2025,-0.48,364.73,1.91,80.1,197.5,12.88389570258427,N/A,2026-03,⚪ 中性觀察,68.8000030518,240.74,⚠️ 獲利稀釋,1.19,有成精密,-167.23000000000002
N/A,6197.TW,2025,12.03,264.19,8.67,325.49999999999994,96.93,14.3778801843318,N/A,2026-03,⚪ 中性觀察,312.0,-0.23,⚠️ 獲利稀釋,3.21,佳必琪,-167.26
N/A,6550.TW,2025,-62.05,192.98,-5.1,-160.04999999999998,25.58,0.0,N/A,2026-03,⚪ 數據不足,11.1000003815,-40.62,⚠️ 獲利稀釋,-0.64,北極星藥業-KY,-167.39999999999998
35.81%,2482.TW,2025,-16.89,162.93,-1.09,-45.3,-4.55,0.0,-38.32%,2026-03,⚪ 數據不足,16.1000003815,-234.57,📉 獲利侵蝕,-0.23,連宇,-167.48000000000002
N/A,8437.TWO,2025,-31.28,157.19,-1.29,-46.050000000000004,-11.11,0.0,N/A,2026-03,⚪ 數據不足,9.1300001144,-516.13,📉 獲利侵蝕,-0.4,大地-KY,-168.3
39.78%,2395.TW,2025,18.56,190.06,12.25,453.6,21.52,23.08201058201058,15.69%,2026-03,❌ 暫避觀望,698.0,17.26,⚠️ 獲利稀釋,3.85,研華,-168.54
N/A,6224.TW,2025,-2.5,215.08,0.67,46.949999999999996,46.51,19.999999512492014,N/A,2026-03,❌ 暫避觀望,62.5999984741,-69.96,⚠️ 獲利稀釋,0.64,聚鼎,-168.57000000000002
44.02%,4749.TWO,2025,28.3,232.49,11.33,432.6,63.39,27.66990291262136,23.34%,2026-03,❌ 暫避觀望,798.0,32.78,⚠️ 獲利稀釋,3.66,新應材,-169.10000000000002
N/A,6937.TW,2025,-13.26,201.37,3.01,103.49999999999999,31.51,42.536231884057976,N/A,2026-03,❌ 暫避觀望,293.5,-50.25,⚠️ 獲利稀釋,0.96,天虹,-169.86
N/A,6690.TWO,2025,13.3,191.57,10.22,358.95000000000005,21.39,7.020476389469285,N/A,2026-03,⚪ 中性觀察,168.0,36.27,⚠️ 獲利稀釋,2.27,安�硌穈T,-170.18
N/A,6485.TWO,2025,16.84,70.28,0.71,10.5,-100.0,95.85714067728573,N/A,2026-03,❌ 暫避觀望,67.0999984741,152.21,📉 獲利侵蝕,0.0,點序,-170.28
N/A,6929.TWO,2025,-1.45,195.61,-1.63,-49.05,25.0,0.0,N/A,2026-03,⚪ 數據不足,22.4500007629,-54.29,⚠️ 獲利稀釋,-0.21,佑全,-170.61
N/A,5299.TWO,2025,-12.32,189.52,4.58,161.55,18.71,9.563602599814297,N/A,2026-03,⚪ 中性觀察,103.0,-22.77,⚠️ 獲利稀釋,1.65,杰力,-170.81
15.09%,1323.TW,2025,-23.91,792.05,0.26,10.2,620.0,31.91176582779412,1.25%,2026-03,❌ 暫避觀望,21.7000007629,-89.88,⚠️ 獲利稀釋,0.36,永裕,-172.04999999999995
45.13%,2070.TWO,2025,-2.97,129.05,2.3,65.1,-43.18,14.4700459071659,17.87%,2026-03,⚪ 中性觀察,62.7999992371,-22.56,📉 獲利侵蝕,0.28,精湛,-172.23000000000002
N/A,6591.TW,2025,38.81,116.4,5.37,204.29999999999998,-55.88,3.37004416489721,N/A,2026-03,⚪ 中性觀察,45.9000015259,60.88,📉 獲利侵蝕,0.75,動力-KY,-172.28
40.82%,2926.TWO,2025,1.84,178.72,0.54,19.2,6.25,23.710937798046874,-1.48%,2026-03,❌ 暫避觀望,30.3500003815,100.0,⚠️ 獲利稀釋,0.17,誠品生活,-172.47
30.70%,3297.TWO,2025,20.59,201.59,0.47,18.45,28.57,22.96747967479675,-18.51%,2026-03,❌ 暫避觀望,28.25,461.54,⚠️ 獲利稀釋,-0.05,杭特,-173.02
N/A,7704.TWO,2025,-11.73,216.12,2.07,73.49999999999999,42.86,12.714285558591838,N/A,2026-03,⚪ 中性觀察,62.2999992371,-22.56,⚠️ 獲利稀釋,0.7,明遠精密,-173.26
N/A,6844.TWO,2025,1.36,192.24,2.35,96.74999999999999,18.94,9.534883720930234,N/A,2026-03,⚪ 中性觀察,61.5,-21.14,⚠️ 獲利稀釋,1.57,諾貝兒,-173.3
N/A,6640.TWO,2025,10.19,392.93,12.75,487.05000000000007,218.52,30.643671080997837,N/A,2026-03,❌ 暫避觀望,995.0,-14.04,⚠️ 獲利稀釋,5.19,均華,-174.41
33.63%,2412.TW,2025,2.67,177.66,4.99,189.75,3.17,10.75098814229249,17.33%,2026-03,⚪ 中性觀察,136.0,3.96,⚠️ 獲利稀釋,1.3,中華電,-174.49
N/A,9960.TWO,2025,-3.52,203.95,1.75,56.7,29.27,8.25396845579365,N/A,2026-03,⚪ 中性觀察,31.2000007629,-13.79,⚠️ 獲利稀釋,0.53,邁達康,-174.67999999999998
N/A,3021.TW,2025,-3.87,592.65,0.33,15.3,416.67,20.441176844607842,N/A,2026-03,❌ 暫避觀望,20.8500003815,-43.1,⚠️ 獲利稀釋,0.19,鴻名,-175.97999999999996
36.51%,3675.TWO,2025,-9.88,188.41,2.67,92.85,11.85,44.911147011308564,9.03%,2026-03,❌ 暫避觀望,278.0,-66.46,⚠️ 獲利稀釋,1.51,德微,-176.56
N/A,6579.TW,2025,20.03,261.06,5.62,221.54999999999998,84.31,10.62965470548409,N/A,2026-03,⚪ 中性觀察,157.0,-27.15,⚠️ 獲利稀釋,3.81,研揚,-176.75
21.75%,1805.TW,2025,-54.43,147.2,0.2,8.100000000000001,-30.0,18.444444515,10.56%,2026-03,❌ 暫避觀望,9.9600000381,-93.38,📉 獲利侵蝕,0.14,寶徠,-177.2
31.63%,3588.TW,2025,-7.24,219.88,0.5,22.95,42.31,36.20915132411765,-1.96%,2026-03,❌ 暫避觀望,55.4000015259,-73.51,⚠️ 獲利稀釋,0.37,通嘉,-177.57
30.02%,3587.TWO,2025,8.51,373.81,6.1,221.1,196.0,16.960651289009498,10.45%,2026-03,❌ 暫避觀望,250.0,-40.84,⚠️ 獲利稀釋,2.24,閎康,-177.81
37.27%,2455.TW,2025,4.29,202.94,2.97,105.0,24.71,54.857142857142854,21.78%,2026-03,❌ 暫避觀望,384.0,-18.46,⚠️ 獲利稀釋,1.06,全新,-178.23
25.16%,3284.TWO,2025,-17.82,167.71,2.31,69.89999999999999,-10.71,4.6137339055794,13.35%,2026-03,⚪ 中性觀察,21.5,-12.16,📉 獲利侵蝕,0.5,太普高,-178.42000000000002
N/A,6763.TWO,2025,8.73,168.81,4.21,146.25,-9.84,4.394871638369231,N/A,2026-03,⚪ 中性觀察,42.8499984741,117.01,📉 獲利侵蝕,0.55,綠界科技*,-178.65
N/A,5251.TWO,2025,10.32,162.23,0.03,-4.35,-16.67,0.0,N/A,2026-03,⚪ 數據不足,25.7999992371,-50.0,📉 獲利侵蝕,0.1,天鉞電,-178.89999999999998
N/A,5403.TWO,2025,7.88,152.96,8.57,295.65000000000003,-26.34,4.713343557884322,N/A,2026-03,⚪ 中性觀察,92.9000015259,-0.37,📉 獲利侵蝕,1.42,中菲,-179.3
N/A,3557.TW,2025,-24.49,97.83,0.01,21.0,-81.89,17.821429116357145,N/A,2026-03,❌ 暫避觀望,24.9500007629,-99.85,📉 獲利侵蝕,0.48,嘉威,-179.72
26.67%,3450.TW,2025,13.44,109.26,5.01,180.75,-70.51,43.7344398340249,15.62%,2026-03,❌ 暫避觀望,527.0,31.15,📉 獲利侵蝕,0.69,聯鈞,-179.77
N/A,3303.TWO,2025,0.49,156.53,4.57,164.1,-23.33,4.862888552367459,N/A,2026-03,⚪ 中性觀察,53.2000007629,16.97,📉 獲利侵蝕,0.92,岱稜,-179.86
37.93%,1611.TW,2025,-8.17,188.41,0.03,3.6,8.33,50.208334127916665,11.05%,2026-03,❌ 暫避觀望,12.0500001907,-94.0,⚠️ 獲利稀釋,0.13,中電,-180.07999999999998
N/A,8410.TWO,2025,-4.28,131.75,3.27,79.35,-48.65,6.020794022967864,N/A,2026-03,⚪ 中性觀察,31.8500003815,-56.63,📉 獲利侵蝕,0.57,森田,-180.4
N/A,7736.TW,2025,22.39,156.16,5.04,172.79999999999998,-24.52,6.04166653421007,N/A,2026-03,⚪ 中性觀察,69.5999984741,-31.43,📉 獲利侵蝕,1.18,虎山,-180.68
N/A,8467.TW,2025,-1.52,113.25,10.03,397.80000000000007,-67.69,3.9027149321266963,N/A,2026-03,⚪ 中性觀察,103.5,-10.98,📉 獲利侵蝕,0.83,波力-KY,-180.94
N/A,5206.TWO,2025,55.14,334.61,3.44,208.2,152.58,1.6210374639769454,N/A,2026-03,⚪ 中性觀察,22.5,66.99,⚠️ 獲利稀釋,2.45,坤悅,-182.03
N/A,6168.TW,2025,5.6,282.06,0.05,0.15000000000000013,100.0,2520.0000762899977,N/A,2026-03,❌ 暫避觀望,25.2000007629,66.67,⚠️ 獲利稀釋,0.02,宏齊,-182.06
29.80%,2321.TW,2025,16.01,228.74,-0.76,-23.549999999999997,45.45,0.0,-5.26%,2026-03,⚪ 數據不足,15.8500003815,18.37,⚠️ 獲利稀釋,-0.12,東訊,-183.29000000000002
39.87%,2364.TW,2025,20.5,140.62,4.2,148.65,-42.76,8.203834818546923,7.82%,2026-03,⚪ 中性觀察,81.3000030518,2.69,📉 獲利侵蝕,0.83,倫飛,-183.38
N/A,6496.TWO,2025,4.22,148.52,-3.97,-152.85,-34.88,0.0,N/A,2026-03,⚪ 數據不足,24.2999992371,-85.58,📉 獲利侵蝕,-1.18,科懋,-183.4
N/A,6922.TWO,2025,13.67,186.36,6.9,275.7,2.36,11.235038084874864,N/A,2026-03,⚪ 中性觀察,206.5,-8.99,⚠️ 獲利稀釋,2.6,宸曜,-184.0
33.58%,4121.TWO,2025,-1.34,192.47,-0.36,-13.799999999999999,8.33,0.0,-3.01%,2026-03,⚪ 數據不足,13.0,-5.88,⚠️ 獲利稀釋,-0.11,優盛,-184.14
N/A,6684.TWO,2025,-15.36,84.83,1.57,126.74999999999999,-99.76,5.911242693834319,N/A,2026-03,⚪ 中性觀察,49.9500007629,137.2,📉 獲利侵蝕,0.01,安格,-184.59
33.38%,3088.TWO,2025,1.82,277.35,4.68,159.45,92.31,12.982126058325495,10.77%,2026-03,⚪ 中性觀察,138.0,-37.99,⚠️ 獲利稀釋,2.25,艾訊,-185.04000000000002
N/A,8279.TWO,2025,6.1,139.57,10.02,380.4,-45.58,3.5094637223974763,N/A,2026-03,⚪ 中性觀察,89.0,13.09,📉 獲利侵蝕,1.23,生展,-185.14999999999998
31.73%,1216.TW,2025,2.32,211.77,3.45,141.15,26.37,8.108395648437833,2.59%,2026-03,⚪ 中性觀察,76.3000030518,-5.22,⚠️ 獲利稀釋,1.15,統一,-185.4
N/A,7547.TWO,2025,5.66,183.17,2.65,92.99999999999999,-2.33,8.790322580645162,N/A,2026-03,⚪ 中性觀察,54.5,22.61,📉 獲利侵蝕,0.42,碩網,-185.5
N/A,4952.TW,2025,-13.56,204.61,1.03,52.2,19.05,14.31034460836207,N/A,2026-03,⚪ 中性觀察,49.7999992371,-54.63,⚠️ 獲利稀釋,0.5,凌通,-185.56
N/A,6568.TWO,2025,6.74,192.19,4.0,137.10000000000002,6.4,14.9890590809628,N/A,2026-03,⚪ 中性觀察,137.0,4.76,⚠️ 獲利稀釋,1.34,宏觀,-185.79
N/A,6605.TW,2025,-3.69,173.42,13.97,490.50000000000006,-12.5,4.174311926605505,N/A,2026-03,⚪ 中性觀察,136.5,-26.4,📉 獲利侵蝕,4.41,帝寶,-185.92
38.51%,3416.TW,2025,19.07,182.83,7.39,262.95,-3.23,10.724472333143185,18.05%,2026-03,⚪ 中性觀察,188.0,4.56,📉 獲利侵蝕,1.8,融程電,-186.06
N/A,6715.TW,2025,-25.1,232.47,1.8,76.95,46.38,76.12085769980507,N/A,2026-03,❌ 暫避觀望,390.5,-65.38,⚠️ 獲利稀釋,1.02,嘉基,-186.09
33.00%,2474.TW,2025,3.18,147.7,11.33,364.8,-38.46,8.34703947368421,13.69%,2026-03,⚪ 中性觀察,203.0,-37.78,📉 獲利侵蝕,2.63,可成,-186.16
N/A,8261.TW,2025,6.37,195.24,5.73,202.05000000000004,9.03,14.996288047512989,N/A,2026-03,⚪ 中性觀察,202.0,19.71,⚠️ 獲利稀釋,1.57,富鼎,-186.21
N/A,6138.TWO,2025,22.89,226.99,13.04,469.34999999999997,40.71,9.635666347075743,N/A,2026-03,⚪ 中性觀察,301.5,31.94,⚠️ 獲利稀釋,3.68,茂達,-186.28
13.84%,3703.TW,2025,11.98,746.29,1.8,51.74999999999999,560.0,5.797101449275363,7.24%,2026-03,⚪ 中性觀察,20.0,25.87,⚠️ 獲利稀釋,0.33,欣陸,-186.28999999999996
N/A,6130.TWO,2025,-20.79,205.02,-1.72,-57.3,18.42,0.0,N/A,2026-03,⚪ 數據不足,29.7000007629,-129.33,⚠️ 獲利稀釋,-0.31,上亞科技,-186.60000000000002
30.67%,2303.TW,2025,2.26,295.15,3.34,127.64999999999999,108.06,14.629847238542892,19.78%,2026-03,⚪ 中性觀察,124.5,-11.97,⚠️ 獲利稀釋,1.29,聯電,-187.08999999999997
18.12%,1468.TW,2025,-23.26,152.59,0.21,-0.5999999999999996,-34.62,0.0,2.42%,2026-03,⚪ 數據不足,13.5,-77.66,📉 獲利侵蝕,0.17,昶和,-187.21
-8.98%,3466.TWO,2025,-72.48,249.55,-1.11,-46.50000000000001,62.2,0.0,-223.66%,2026-03,⚪ 數據不足,25.5,58.98,⚠️ 獲利稀釋,-0.31,德晉,-187.35000000000002
41.27%,3594.TWO,2025,29.3,254.52,0.49,-0.5999999999999996,66.67,0.0,10.21%,2026-03,⚪ 數據不足,55.5999984741,-63.43,⚠️ 獲利稀釋,-0.07,磐儀,-187.85000000000002
38.42%,4576.TW,2025,20.44,306.09,2.01,73.35,118.18,45.807770961145195,13.23%,2026-03,❌ 暫避觀望,224.0,294.12,⚠️ 獲利稀釋,0.96,大銀微系統,-187.90999999999997
25.60%,3289.TWO,2025,11.44,207.08,4.81,213.89999999999998,18.82,9.922861150070128,4.49%,2026-03,⚪ 中性觀察,141.5,-34.26,⚠️ 獲利稀釋,2.05,宜特,-188.26000000000002
30.15%,1733.TW,2025,5.0,219.52,1.63,67.19999999999999,30.65,6.9419643708705365,7.57%,2026-03,⚪ 中性觀察,31.1000003815,27.34,⚠️ 獲利稀釋,0.81,五鼎,-188.87
N/A,6128.TW,2025,-4.71,147.3,-9.56,-268.8,-41.67,0.0,N/A,2026-03,⚪ 數據不足,20.6499996185,-431.94,🔄 轉虧為盈,0.28,上福,-188.97000000000003
N/A,9938.TW,2025,2.05,145.78,4.1,158.25,-43.51,3.99526080814218,N/A,2026-03,⚪ 中性觀察,42.1500015259,-13.68,📉 獲利侵蝕,0.87,百和,-189.29
33.75%,4560.TW,2025,6.92,171.96,3.02,111.15,-17.39,4.3792173769095815,16.61%,2026-03,⚪ 中性觀察,32.4500007629,48.04,📉 獲利侵蝕,0.76,強信-KY,-189.35000000000002
29.12%,3693.TWO,2025,-11.96,107.78,15.5,586.35,-81.73,14.121258633921718,0.48%,2026-03,⚪ 中性觀察,552.0,-38.69,📉 獲利侵蝕,1.54,營邦,-189.51
36.55%,3551.TWO,2025,16.17,205.07,8.36,314.85,15.17,8.551691281562649,18.42%,2026-03,⚪ 中性觀察,179.5,17.2,⚠️ 獲利稀釋,2.46,世禾,-189.9
42.20%,1519.TW,2025,20.89,200.1,13.99,467.85,9.67,23.084321898044244,19.22%,2026-03,❌ 暫避觀望,720.0,-6.3,⚠️ 獲利稀釋,3.29,華城,-190.43
43.31%,2495.TW,2025,-10.89,194.32,1.13,24.15,3.13,24.658385567018634,9.76%,2026-03,❌ 暫避觀望,39.7000007629,-49.1,⚠️ 獲利稀釋,0.33,普安,-191.19
28.71%,4933.TWO,2025,2.41,174.54,5.77,193.65,-17.11,4.298993028659954,12.48%,2026-03,⚪ 中性觀察,55.5,-18.35,📉 獲利侵蝕,1.9,友輝,-191.64999999999998
N/A,6117.TW,2025,11.78,369.13,3.77,122.25,177.08,8.012270313104295,N/A,2026-03,⚪ 中性觀察,65.3000030518,-7.65,⚠️ 獲利稀釋,1.33,迎廣,-192.04999999999998
N/A,8477.TWO,2025,-52.73,286.81,-0.92,-30.450000000000003,94.64,0.0,N/A,2026-03,⚪ 數據不足,15.9499998093,53.77,⚠️ 獲利稀釋,-0.03,創業家,-192.17000000000002
N/A,3332.TWO,2025,19.44,231.62,3.53,148.95,39.39,6.294058408862035,N/A,2026-03,⚪ 中性觀察,62.5,61.93,⚠️ 獲利稀釋,1.38,幸康,-192.23000000000002
N/A,6672.TW,2025,0.88,257.27,4.85,184.95,64.76,21.45174371451744,N/A,2026-03,❌ 暫避觀望,264.5,-2.81,⚠️ 獲利稀釋,1.73,騰輝電子-KY,-192.51
N/A,5201.TWO,2025,12.63,89.63,-0.06,-22.8,-103.03,0.0,N/A,2026-03,⚪ 數據不足,25.75,-102.22,📉 獲利侵蝕,-0.67,凱衛,-192.66
5.61%,3041.TW,2025,-29.93,172.74,-3.43,-106.95,-20.0,0.0,-198.78%,2026-03,⚪ 數據不足,23.25,-35.42,📉 獲利侵蝕,-0.48,揚智,-192.74
19.80%,2066.TWO,2025,-9.64,190.77,1.34,78.60000000000001,-3.47,11.14503845914122,-4.97%,2026-03,⚪ 中性觀察,58.4000015259,-77.5,📉 獲利侵蝕,1.96,世德,-194.24
N/A,5263.TWO,2025,-3.81,396.14,-2.87,-137.10000000000002,201.59,0.0,N/A,2026-03,⚪ 數據不足,89.9000015259,-356.73,🔄 轉虧為盈,0.67,智崴,-194.54999999999998
N/A,6782.TW,2025,15.02,219.37,14.08,510.59999999999997,24.03,6.081081081081082,N/A,2026-03,⚪ 中性觀察,207.0,39.41,⚠️ 獲利稀釋,3.82,視陽,-195.34
N/A,7556.TWO,2025,19.26,218.89,7.1,285.45000000000005,22.93,12.427745664739884,N/A,2026-03,⚪ 中性觀察,236.5,19.42,⚠️ 獲利稀釋,2.52,意德士,-195.95999999999998
N/A,8049.TWO,2025,-0.92,192.14,1.72,63.0,-4.35,6.285714194880953,N/A,2026-03,⚪ 中性觀察,26.3999996185,-31.2,📉 獲利侵蝕,0.44,晶采,-196.48999999999998
N/A,4771.TW,2025,16.17,206.96,12.71,472.04999999999995,10.24,6.40292341912933,N/A,2026-03,⚪ 中性觀察,201.5,10.57,⚠️ 獲利稀釋,3.66,望隼,-196.72
19.82%,2258.TW,2025,-51.34,126.74,-2.15,-69.45,-70.0,0.0,-262.93%,2026-03,⚪ 數據不足,31.9500007629,-73.98,📉 獲利侵蝕,-0.51,鴻華先進-創,-196.74
23.99%,3078.TWO,2025,16.17,135.88,6.07,228.6,-61.08,3.4711287090485565,12.10%,2026-03,⚪ 中性觀察,52.9000015259,8.01,📉 獲利侵蝕,0.72,僑威,-196.95999999999998
33.74%,4766.TW,2025,0.95,205.28,20.25,795.6,8.26,6.410256410256411,16.17%,2026-03,⚪ 中性觀察,340.0,-9.03,⚠️ 獲利稀釋,6.55,南寶,-197.02
N/A,8147.TWO,2025,29.59,226.47,3.08,127.95000000000002,28.57,14.712778429073856,N/A,2026-03,⚪ 中性觀察,125.5,62.03,⚠️ 獲利稀釋,0.9,正淩,-197.9
58.07%,3040.TW,2025,-4.54,106.5,0.32,15.9,-91.84,35.84905660377358,-3.25%,2026-03,❌ 暫避觀望,38.0,-57.53,🏰 高護城河,0.04,遠見,-198.34
24.61%,1256.TW,2025,2.94,548.43,11.19,421.2,350.0,6.428062678062679,6.32%,2026-03,⚪ 中性觀察,180.5,24.88,⚠️ 獲利稀釋,3.24,鮮活果汁-KY,-198.42999999999995
33.35%,4571.TW,2025,0.1,179.22,9.61,361.8,-19.45,7.0688225538971805,18.52%,2026-03,⚪ 中性觀察,170.5,4.45,📉 獲利侵蝕,2.41,鈞興-KY,-198.67
N/A,6245.TWO,2025,-3.53,168.9,4.38,147.45,-29.91,8.860630567049848,N/A,2026-03,⚪ 中性觀察,87.0999984741,-28.08,📉 獲利侵蝕,0.75,立端,-198.81
N/A,9917.TW,2025,6.29,199.94,6.77,249.29999999999995,0.64,6.468110709987967,N/A,2026-03,⚪ 中性觀察,107.5,5.71,⚠️ 獲利稀釋,1.6,中保科,-199.3
30.14%,2201.TW,2025,-15.65,182.28,0.93,38.7,-17.07,11.124031303449613,7.44%,2026-03,⚪ 中性觀察,28.7000007629,-75.14,📉 獲利侵蝕,0.35,裕隆,-199.35
37.83%,3264.TWO,2025,7.08,253.02,5.99,219.00000000000003,53.66,15.787671232876711,26.59%,2026-03,❌ 暫避觀望,230.5,34.97,⚠️ 獲利稀釋,1.95,欣銓,-199.36
N/A,6662.TWO,2025,-10.2,223.18,1.66,53.1,23.53,8.079096152966102,N/A,2026-03,⚪ 中性觀察,28.6000003815,-3.49,⚠️ 獲利稀釋,0.21,樂斯科,-199.65
N/A,7780.TW,2025,39.1,107.98,0.51,97.2,-92.57,2.5771606115586416,N/A,2026-03,⚪ 中性觀察,16.7000007629,-76.4,📉 獲利侵蝕,0.13,大研生醫*,-200.55
34.07%,2912.TW,2025,3.79,208.08,10.78,420.30000000000007,6.45,7.7444682369735895,2.95%,2026-03,⚪ 中性觀察,217.0,-2.88,⚠️ 獲利稀釋,2.97,統一超,-201.63000000000002
48.58%,1736.TW,2025,13.69,110.9,9.06,207.45,-91.21,10.159074475777295,9.78%,2026-03,⚪ 中性觀察,140.5,13.11,📉 獲利侵蝕,0.08,喬山,-202.11
N/A,8103.TW,2025,5.25,261.03,3.92,130.8,58.9,9.18577964152523,N/A,2026-03,⚪ 中性觀察,80.0999984741,17.71,⚠️ 獲利稀釋,1.17,瀚荃,-202.12999999999997
39.10%,2428.TW,2025,6.85,176.57,11.76,414.45,-25.59,9.391965255157437,22.33%,2026-03,⚪ 中性觀察,259.5,-2.81,📉 獲利侵蝕,2.21,興勤,-202.16
N/A,6577.TWO,2025,-7.81,219.85,5.64,192.29999999999998,17.61,6.201248049921998,N/A,2026-03,⚪ 中性觀察,79.5,-14.93,⚠️ 獲利稀釋,1.67,勁豐,-202.24
N/A,7732.TW,2025,0.66,201.11,1.73,70.19999999999999,-1.22,7.222222059209403,N/A,2026-03,⚪ 中性觀察,33.7999992371,-37.18,📉 獲利侵蝕,0.82,金興精密,-202.33
N/A,6486.TWO,2025,6.12,159.18,5.78,168.45000000000002,-43.27,6.607301598236865,N/A,2026-03,⚪ 中性觀察,74.1999969482,2.66,📉 獲利侵蝕,0.59,互動,-202.45000000000002
N/A,6757.TW,2025,2.9,244.12,5.37,237.30000000000004,41.46,3.438685305050569,N/A,2026-03,⚪ 中性觀察,54.4000015259,-10.95,⚠️ 獲利稀釋,2.91,台灣虎航,-202.66
32.18%,3042.TW,2025,5.34,198.02,5.28,195.15000000000003,-5.07,14.335126825518829,14.07%,2026-03,⚪ 中性觀察,186.5,-15.57,📉 獲利侵蝕,1.32,晶技,-203.09
N/A,8028.TW,2025,26.97,222.57,4.37,164.55,19.4,24.384685505925248,N/A,2026-03,❌ 暫避觀望,267.5,51.58,⚠️ 獲利稀釋,1.61,昇陽半導體,-203.17
N/A,8077.TWO,2025,1.41,236.89,6.04,200.7,33.56,3.3034380241330346,N/A,2026-03,⚪ 中性觀察,44.2000007629,37.27,⚠️ 獲利稀釋,1.95,洛��,-203.32999999999998
N/A,6596.TWO,2025,78.68,158.08,18.83,667.9499999999999,-45.41,2.117673547087357,N/A,2026-03,⚪ 中性觀察,94.3000030518,242.99,📉 獲利侵蝕,2.08,寬宏藝術,-203.49
32.65%,4536.TW,2025,-2.91,174.36,14.92,582.4499999999999,-29.35,4.390934844192635,10.54%,2026-03,⚪ 中性觀察,170.5,-20.89,📉 獲利侵蝕,3.61,拓凱,-203.71
28.63%,4770.TW,2025,-26.81,200.72,10.2,397.04999999999995,-3.08,8.462410275783906,14.44%,2026-03,⚪ 中性觀察,224.0,-52.93,📉 獲利侵蝕,2.52,上品,-203.8
39.78%,3527.TWO,2025,-19.18,120.7,-1.84,-56.85,-83.33,0.0,-22.71%,2026-03,⚪ 數據不足,52.4000015259,-757.14,🔄 轉虧為盈,0.01,聚積,-204.03
N/A,6661.TWO,2025,16.55,169.3,0.06,-5.25,-35.0,0.0,N/A,2026-03,⚪ 數據不足,16.7999992371,20.0,📉 獲利侵蝕,-0.27,威健生技,-204.3
N/A,8404.TW,2025,8.24,136.36,1.43,52.35,-68.52,4.64183402948424,N/A,2026-03,⚪ 中性觀察,16.2000007629,55.43,📉 獲利侵蝕,0.17,百和興業-KY,-204.88
