正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
股票代號 (Stock)  最佳週期 (Best Period)  勝率 (Win Rate%)  總報酬率 (Total Return%)  最大回撤 (MDD%)  夏普比率 (Sharpe Ratio)  獲利因子 (Profit Factor)  交易次數 (Trades) 狀態 (Status)
   6762.TWO           20               26.67              20.60           -38.09             0.38                 1.16               90           📈 持有   
   2740.TWO          240               21.43              20.32           -48.96             0.24                 1.27               14           📈 持有   
    1525.TW           20               25.55              20.28           -58.04             0.17                 1.07              137           ☁ 觀望   
    1735.TW          120               35.38              19.87           -30.88             0.51                 1.29               65           📈 持有   
   4580.TWO           20               33.33              19.77           -21.57             0.45                 1.22               78           ☁ 觀望   
   2066.TWO          240               37.21              19.68           -40.52             0.32                 1.24               43           ☁ 觀望   
  00635U.TW           60               38.46              19.58           -16.24             0.59                 1.35               52           📈 持有   
  00637L.TW           20               31.90              19.44           -45.84             0.21                 1.07              116           ☁ 觀望   
    6806.TW          120               21.05              19.11           -19.86             0.38                 1.41               19           ☁ 觀望   
    3016.TW           60               32.61              18.97           -78.02             0.16                 1.06               92           📈 持有   
   4416.TWO          120               30.91              18.75           -34.47             0.42                 1.25               55           ☁ 觀望   
    6598.TW           20               33.05              17.72           -48.73             0.20                 1.07              118           📈 持有   
  009801.TW           60               40.00              17.55            -3.55             0.94                 5.90                5           ☁ 觀望   
   7583.TWO           10               31.71              17.50           -25.48             0.42                 1.26               41           📈 持有   
    2201.TW          240               25.00              17.44           -35.96             0.26                 1.25               32           ☁ 觀望   
  009805.TW           60              100.00              17.39             0.00             2.63                 0.00                3           📈 持有   
    4551.TW           20               33.85              17.28           -57.21             0.23                 1.07              130           ☁ 觀望   
    1314.TW           10               31.63              17.21           -45.61             0.24                 1.06              196           📈 持有   
   3289.TWO           20               34.31              17.18           -75.07             0.15                 1.05              137           📈 持有   
    2104.TW          240               21.88              17.08           -48.11             0.19                 1.22               32           📈 持有   
    6838.TW           10               31.82              16.82           -17.00             0.43                 1.42               22           ☁ 觀望   
    2034.TW          240               25.00              16.79           -40.59             0.27                 1.19               36           ☁ 觀望   
    7750.TW            5               23.08              16.71           -17.26             0.42                 1.60               13           ☁ 觀望   
   4702.TWO          240               27.78              16.30           -21.33             0.31                 1.23               36           ☁ 觀望   
   00752.TW          240               22.22              16.24           -37.79             0.35                 1.34               18           ☁ 觀望   
   5905.TWO           20               25.71              15.81           -64.51             0.16                 1.07              140           ☁ 觀望   
   6217.TWO           60               34.18              15.66           -56.75             0.13                 1.06               79           📈 持有   
   3611.TWO           20               28.48              15.63           -43.83             0.24                 1.07              151           ☁ 觀望   
    2439.TW           20               30.41              15.62           -52.82             0.13                 1.05              148           ☁ 觀望   
    4526.TW          120               22.64              15.32           -57.93             0.20                 1.11               53           ☁ 觀望   
    2354.TW           60               28.95              15.20           -37.22             0.29                 1.13               76           ☁ 觀望   
   7702.TWO           10               43.75              14.28           -15.04             0.48                 1.30               32           ☁ 觀望   
   4192.TWO           20               21.92              14.23           -72.66             0.07                 1.04              146           ☁ 觀望   
 00864B.TWO          120               18.18              13.98            -5.29             1.02                 3.29               11           📈 持有   
   3556.TWO           10               27.59              12.97           -49.98             0.14                 1.04              203           ☁ 觀望   
    6505.TW          240               15.56              12.78           -36.26             0.17                 1.20               45           📈 持有   
   4127.TWO           20               27.56              12.64           -81.47             0.07                 1.04              156           ☁ 觀望   
    1714.TW          240               26.67              12.38           -29.01             0.21                 1.16               30           📈 持有   
 00725B.TWO           20               25.35              12.06           -15.31             0.41                 1.20               71           📈 持有   
  00983A.TW           20               50.00              11.43            -3.92             1.14                 3.90                4           ☁ 觀望   
   5490.TWO           20               29.01              11.38           -54.54             0.15                 1.04              131           ☁ 觀望   
   6904.TWO           20               27.03              11.30           -25.16             0.27                 1.19               37           ☁ 觀望   
   6236.TWO          240               32.50              11.26           -66.31             0.09                 1.05               40           ☁ 觀望   
 00724B.TWO          120               31.25              11.03           -18.00             0.35                 1.30               32           📈 持有   
    2419.TW           20               26.11              10.71           -57.70             0.10                 1.03              157           ☁ 觀望   
   5011.TWO          240               25.64              10.41           -47.69             0.11                 1.09               39           ☁ 觀望   
 00984B.TWO           60              100.00               9.97             0.00             6.76                 0.00                2           📈 持有   
   6793.TWO           60               36.36               9.97           -33.48             0.19                 1.19               22           📈 持有   
   6884.TWO          240               11.11               9.89           -39.31             0.16                 1.22                9           ☁ 觀望   
   8935.TWO          240               31.71               9.45           -45.25             0.11                 1.08               41           📈 持有   
    9918.TW          240               23.08               9.16           -24.65             0.22                 1.16               52           📈 持有   
    7721.TW           20               23.08               9.11           -29.10             0.22                 1.15               26           📈 持有   
 00719B.TWO          240               40.00               9.01            -3.62             0.87                 2.80               10           ☁ 觀望   
    2739.TW           60               26.76               8.53           -63.72             0.08                 1.05               71           ☁ 觀望   
    6861.TW          120               42.86               8.49           -12.53             0.50                 1.60                7           📈 持有   
   7584.TWO           10               27.62               8.24           -51.97             0.11                 1.04              105           ☁ 觀望   
    6534.TW           60               23.53               8.20           -18.21             0.17                 1.21               17           ☁ 觀望   
 00981B.TWO           60              100.00               7.86             0.00           108.12                 0.00                2           📈 持有   
  00945B.TW           20               23.53               7.12            -4.74             0.65                 1.82               17           📈 持有   
    6526.TW           10               40.54               6.68           -36.67             0.18                 1.10               37           📈 持有   
  00887.TWO           20               36.96               6.60           -43.78             0.12                 1.08               46           ☁ 觀望   
 00720B.TWO           20               35.06               6.32           -17.69             0.25                 1.10               77           📈 持有   
   5302.TWO          120               28.57               5.31           -49.44             0.05                 1.03               63           📈 持有   
    1516.TW           20               30.67               4.86           -64.51             0.04                 1.01              163           ☁ 觀望   
  009811.TW           10               28.57               4.81            -4.05             0.66                 2.17                7           ☁ 觀望   
    1213.TW          240               25.53               4.75           -57.18             0.05                 1.05               47           ☁ 觀望   
    6657.TW            5               29.23               4.71           -37.20             0.08                 1.04               65           ☁ 觀望   
    1402.TW          240               27.50               4.25           -18.62             0.12                 1.07               40           ☁ 觀望   
    1710.TW          240               21.74               4.02           -18.35             0.09                 1.09               23           ☁ 觀望   
 00970B.TWO           60               50.00               3.96            -0.60             0.41                 1.62                4           📈 持有   
 00968B.TWO           60               50.00               3.85            -0.61             0.39                 1.60                4           📈 持有   
  00953B.TW           20               41.67               3.85            -8.55             0.40                 1.39               12           📈 持有   
   2724.TWO          120               22.22               3.76           -77.57             0.02                 1.01               63           ☁ 觀望   
    6906.TW          240              100.00               3.68             0.00            19.74                 0.00                2           ☁ 觀望   
 00933B.TWO           20               32.26               3.57           -10.09             0.26                 1.17               31           📈 持有   
  00985B.TW           20               50.00               3.35            -0.72             0.99                 5.67                2           📈 持有   
    4536.TW          120               25.37               3.14           -45.81             0.04                 1.02               67           ☁ 觀望   
   00946.TW          240               66.67               3.09            -5.63             0.36                 1.46                6           📈 持有   
   00882.TW           10               25.88               2.99           -29.51             0.08                 1.03               85           📈 持有   
   6121.TWO          240               31.48               2.24           -44.02             0.03                 1.02               54           ☁ 觀望   
  00688L.TW          240               28.57               2.17           -31.55             0.05                 1.05               14           ☁ 觀望   
 00751B.TWO          120               18.92               2.10           -19.75             0.11                 1.08               37           📈 持有   
   4538.TWO          240               27.78               1.92           -27.40             0.04                 1.02               54           📈 持有   
   1784.TWO           60               29.47               1.35           -56.47             0.01                 1.01               95           ☁ 觀望   
   3498.TWO          120               33.33               1.11           -51.94             0.01                 1.01               48           📈 持有   
 00981D.TWO           20               50.00               0.59            -2.60             0.19                 1.23                4           ☁ 觀望   
    1536.TW           60               23.53               0.10           -69.99             0.00                 1.00               85           ☁ 觀望   
   00949.TW          240                0.00              -0.11             0.00             0.00                 0.00                1           📈 持有   
    1418.TW          120               27.78              -0.12           -71.84            -0.00                 1.00               54           ☁ 觀望   
   00885.TW            5               34.86              -0.44           -34.22            -0.01                 1.00              109           ☁ 觀望   
   7709.TWO           10               25.00              -0.52           -44.33            -0.01                 0.99               52           ☁ 觀望   
   2887I.TW          120                0.00              -1.04             0.00             0.00                 0.00                1           📈 持有   
    2601.TW          120               23.91              -1.09           -46.60            -0.02                 0.99               46           📈 持有   
 00942B.TWO           20               33.33              -1.10           -10.15            -0.11                 0.93               18           📈 持有   
   5487.TWO          120               38.18              -1.17           -34.95            -0.02                 0.99               55           ☁ 觀望   
   6264.TWO          120               13.79              -1.29           -26.17            -0.04                 0.96               29           ☁ 觀望   
    9931.TW          240               28.30              -1.31           -27.10            -0.02                 0.98               53           📈 持有   
 00950B.TWO          120               28.57              -1.57            -1.82            -1.12                 0.37                7           📈 持有   
 00959B.TWO          240               25.00              -1.57            -1.23            -0.86                 0.42                4           📈 持有   
 00937B.TWO           60               31.25              -1.85           -13.39            -0.13                 0.90               16           📈 持有   
    6924.TW          240                0.00              -1.88             0.00             0.00                 0.00                1           ☁ 觀望   
    6885.TW          240                0.00              -2.06             0.00             0.00                 0.00                1           ☁ 觀望   
    7786.TW           60                0.00              -2.06             0.00             0.00                 0.00                1           ☁ 觀望   
   00940.TW          240               50.00              -2.12            -3.79            -0.37                 0.70                6           📈 持有   
   00939.TW           20               25.00              -2.16           -16.71            -0.16                 0.90               24           ☁ 觀望   
   00703.TW           20               30.34              -2.34           -34.25            -0.05                 0.98               89           ☁ 觀望   
    9914.TW           20               30.07              -2.48           -57.96            -0.02                 0.99              143           ☁ 觀望   
    2254.TW          120               36.36              -2.55           -12.41            -0.18                 0.85               11           📈 持有   
    3380.TW          240               36.17              -2.67           -34.94            -0.05                 0.98               47           📈 持有   
   6929.TWO          240               33.33              -2.71            -0.20            -0.18                 0.78                3           ☁ 觀望   
    6887.TW           60                0.00              -2.75             0.00             0.00                 0.00                1           ☁ 觀望   
   7812.TWO           60               28.57              -2.83            -9.50            -0.18                 0.84                7           ☁ 觀望   
    1538.TW          240               16.13              -2.94           -55.82            -0.03                 0.98               31           ☁ 觀望   
   7783.TWO          120               50.00              -2.95            -4.22            -0.81                 0.30                4           ☁ 觀望   
    2646.TW          120                0.00              -3.01            -2.11            -3.53                 0.00                2           ☁ 觀望   
  00982A.TW            5                0.00              -3.15             0.00             0.00                 0.00                1           ☁ 觀望   
   7734.TWO           10               20.00              -3.29           -34.57            -0.07                 0.96               25           📈 持有   
  00665L.TW          240               12.50              -3.42           -43.38            -0.06                 0.94               24           ☁ 觀望   
    6285.TW           60               30.53              -3.48           -50.48            -0.05                 0.98               95           📈 持有   
  00642U.TW           60               37.66              -3.51           -59.81            -0.04                 0.98               77           📈 持有   
   7737.TWO           20               42.86              -3.89            -3.76            -0.89                 0.45                7           📈 持有   
    4560.TW           20               28.30              -4.39           -40.76            -0.09                 0.97              106           📈 持有   
    2239.TW           10               29.19              -4.41           -53.69            -0.05                 0.99              185           ☁ 觀望   
   8077.TWO          120               27.78              -4.44           -82.11            -0.03                 0.98               54           ☁ 觀望   
    2241.TW           20               22.76              -4.49           -62.24            -0.05                 0.98              123           ☁ 觀望   
   7805.TWO          120               50.00              -4.90            -5.36            -1.58                 0.10                4           ☁ 觀望   
   8102.TWO          120               33.33              -5.18           -13.10            -0.30                 0.79               12           ☁ 觀望   
    2432.TW          240               25.00              -5.23            -3.77            -1.70                 0.14                4           ☁ 觀望   
 00948B.TWO           20               26.09              -5.43           -12.12            -0.48                 0.73               23           📈 持有   
   7782.TWO           60               28.57              -5.49            -9.71            -0.34                 0.71                7           ☁ 觀望   
    9904.TW          120               29.23              -5.53           -48.17            -0.13                 0.95               65           📈 持有   
   7752.TWO          120               14.29              -5.88            -8.74            -1.27                 0.35                7           ☁ 觀望   
 00780B.TWO          240               28.57              -5.97            -1.21            -0.46                 0.58                7           📈 持有   
   7455.TWO          120                0.00              -5.97            -4.67            -3.46                 0.00                3           ☁ 觀望   
    3008.TW           10               35.40              -6.11           -73.18            -0.06                 0.99              226           📈 持有   
    3592.TW           60               25.00              -6.23           -20.20            -0.20                 0.87               16           📈 持有   
    4585.TW           60                0.00              -6.25             0.00             0.00                 0.00                1           📈 持有   
    3717.TW            5               20.00              -7.00           -12.94            -0.54                 0.65               15           📈 持有   
    6902.TW          240                0.00              -7.23             0.00             0.00                 0.00                1           ☁ 觀望   
    8162.TW          240               28.57              -7.35           -24.73            -0.24                 0.77                7           📈 持有   
   5228.TWO          240               16.67              -7.65           -60.07            -0.06                 0.95               54           📈 持有   
    2547.TW           10               28.78              -7.75           -40.65            -0.09                 0.97              205           📈 持有   
   4745.TWO           10               33.33              -7.95           -56.91            -0.10                 0.98              210           ☁ 觀望   
   6961.TWO           20               31.25              -8.09           -27.47            -0.19                 0.87               32           ☁ 觀望   
   4563.TWO          120               14.29              -8.39           -64.58            -0.09                 0.94               42           ☁ 觀望   
    3059.TW          240               25.45              -8.45           -54.07            -0.11                 0.93               55           ☁ 觀望   
    3266.TW          120               21.31              -9.26           -62.86            -0.12                 0.93               61           📈 持有   
 00761B.TWO          120               21.88              -9.50           -18.71            -0.70                 0.66               32           📈 持有   
   3672.TWO           60               19.72              -9.52           -77.61            -0.05                 0.96               71           ☁ 觀望   
    6957.TW          120                0.00              -9.69            -5.32           -14.26                 0.00                2           📈 持有   
    1611.TW          240               39.06             -10.03           -42.54            -0.23                 0.91               64           ☁ 觀望   
  00680L.TW          240               15.79             -10.06           -32.39            -0.22                 0.81               19           ☁ 觀望   
 00772B.TWO           20               28.57             -10.17           -24.39            -0.54                 0.82               63           📈 持有   
 00931B.TWO          120               30.00             -10.41            -9.64            -1.22                 0.38               10           📈 持有   
 00773B.TWO           20               33.77             -10.43           -28.12            -0.45                 0.85               77           📈 持有   
    1337.TW          240               27.59             -10.43           -20.08            -0.42                 0.81               29           ☁ 觀望   
   6996.TWO          120               18.18             -10.45           -18.53            -0.68                 0.57               11           📈 持有   
   6432.TWO           10               27.93             -11.22           -67.91            -0.09                 0.97              222           📈 持有   
    1583.TW           60               31.91             -11.51           -42.89            -0.29                 0.91               94           📈 持有   
    7749.TW           60                0.00             -11.56            -9.04            -1.94                 0.00                3           ☁ 觀望   
    1726.TW          120               20.97             -11.96           -36.96            -0.38                 0.84               62           📈 持有   
   3594.TWO           20               30.15             -12.16           -66.28            -0.11                 0.96              136           📈 持有   
    2395.TW           60               28.21             -12.64           -50.43            -0.24                 0.92               78           📈 持有   
    2867.TW          120               23.91             -12.98           -48.36            -0.27                 0.86               46           📈 持有   
   3710.TWO           20               25.00             -13.34           -59.89            -0.14                 0.96              136           ☁ 觀望   
    3045.TW           60               17.65             -13.57           -27.99            -0.44                 0.86              119           ☁ 觀望   
    6153.TW          120               26.53             -13.58           -52.83            -0.11                 0.92               49           📈 持有   
    7740.TW           10               45.45             -14.52           -16.33            -1.03                 0.38               11           📈 持有   
   6228.TWO           60               27.00             -14.78           -94.61            -0.09                 0.96              100           ☁ 觀望   
    9933.TW           20               26.49             -15.17           -46.64            -0.27                 0.93              151           ☁ 觀望   
 00764B.TWO          120               27.59             -15.31           -23.88            -1.32                 0.52               29           📈 持有   
    3550.TW           60               33.70             -15.63           -49.48            -0.22                 0.92               92           📈 持有   
   6218.TWO           60               35.71             -15.92           -46.52            -0.22                 0.91               98           📈 持有   
   6843.TWO           60               31.03             -16.00           -42.00            -0.29                 0.82               29           ☁ 觀望   
  911622.TW           60               20.41             -16.59           -56.19            -0.16                 0.92               98           📈 持有   
    6928.TW          240                0.00             -16.86            -0.01            -1.42                 0.00                2           ☁ 觀望   
   6841.TWO          240               50.00             -18.55            -5.48            -0.75                 0.37                4           ☁ 觀望   
 00679B.TWO          240               18.18             -19.02           -29.58            -0.80                 0.53               22           ☁ 觀望   
    6962.TW            5               22.22             -19.49           -30.78            -0.87                 0.62               27           ☁ 觀望   
    6722.TW           60               30.77             -19.52           -31.93            -0.79                 0.59               26           ☁ 觀望   
    6965.TW           20               25.00             -19.54           -14.98            -1.81                 0.34               12           ☁ 觀望   
    6742.TW           20               24.00             -19.90           -46.47            -0.32                 0.87               50           ☁ 觀望   
 00687B.TWO          240               17.39             -20.20           -31.51            -0.87                 0.52               23           ☁ 觀望   
    4737.TW           20               31.79             -20.33           -51.17            -0.28                 0.92              151           📈 持有   
   3615.TWO          240               25.71             -20.33           -50.76            -0.26                 0.87               35           📈 持有   
    2258.TW           10               31.43             -20.87           -33.70            -0.66                 0.69               35           ☁ 觀望   
   6859.TWO          240               31.58             -21.13           -20.84            -0.90                 0.54               19           ☁ 觀望   
 00696B.TWO          120               33.33             -21.50           -30.80            -0.91                 0.62               42           📈 持有   
    2634.TW          240               21.05             -23.22           -44.35            -0.26                 0.81               38           📈 持有   
    1718.TW          240               21.88             -23.98           -39.58            -0.57                 0.73               32           📈 持有   
    1432.TW          240               22.58             -24.36           -51.89            -0.40                 0.79               31           ☁ 觀望   
    1563.TW           20               20.00             -24.60           -25.38            -1.41                 0.42               15           ☁ 觀望   
    2208.TW           10               23.11             -24.86           -72.37            -0.23                 0.93              212           ☁ 觀望   
   4167.TWO           20               27.52             -25.30           -73.69            -0.23                 0.93              149           ☁ 觀望   
    6933.TW          240                0.00             -25.52           -18.20            -3.85                 0.00                5           ☁ 觀望   
   8038.TWO          120               31.75             -25.64           -71.73            -0.30                 0.87               63           ☁ 觀望   
   00700.TW           60               28.57             -26.19           -40.99            -1.02                 0.67               56           ☁ 觀望   
    5388.TW           20               31.65             -26.51           -51.30            -0.40                 0.90              158           ☁ 觀望   
    6573.TW          120               37.84             -26.96           -46.56            -0.50                 0.77               37           📈 持有   
   4123.TWO          240               29.82             -27.96           -46.75            -0.47                 0.75               57           📈 持有   
    6271.TW           10               31.46             -28.29           -56.67            -0.32                 0.94              213           📈 持有   
    3432.TW           10               30.28             -28.29           -77.82            -0.23                 0.94              218           ☁ 觀望   
    3057.TW           10               27.91             -29.15           -65.54            -0.34                 0.93              215           ☁ 觀望   
    1323.TW          240               23.81             -29.18           -27.75            -1.29                 0.49               42           ☁ 觀望   
 00795B.TWO           20               27.16             -29.75           -39.03            -1.09                 0.66               81           📈 持有   
 00857B.TWO           20               34.62             -30.03           -37.23            -1.14                 0.63               78           📈 持有   
    1789.TW          120               26.32             -30.61           -60.94            -0.42                 0.79               57           📈 持有   
    9929.TW          240               33.87             -30.83           -66.51            -0.35                 0.79               62           ☁ 觀望   
   8455.TWO           20               22.94             -30.83           -93.98            -0.14                 0.94              170           📈 持有   
  00671R.TW          240               12.50             -31.37           -22.62            -4.00                 0.05                8           ☁ 觀望   
  00674R.TW          120               24.00             -31.45           -26.92            -3.47                 0.17               25           ☁ 觀望   
    1456.TW          240               27.03             -32.93           -48.86            -0.55                 0.66               37           ☁ 觀望   
  00666R.TW          120               36.67             -33.16           -31.96            -1.14                 0.53               30           📈 持有   
    6668.TW           60               34.48             -33.71           -57.27            -0.43                 0.80               58           ☁ 觀望   
    2483.TW           20               30.16             -34.65           -52.97            -0.58                 0.85              126           📈 持有   
    6890.TW          120               16.67             -34.86           -23.43            -3.17                 0.01                6           ☁ 觀望   
    3576.TW          240               26.47             -35.07           -32.13            -1.31                 0.49               34           📈 持有   
   3067.TWO          120               23.08             -35.54           -76.97            -0.21                 0.87              104           ☁ 觀望   
    1444.TW          240               23.64             -35.76           -35.28            -0.80                 0.69               55           ☁ 觀望   
   5272.TWO           60               23.81             -35.78           -55.15            -0.43                 0.83               84           📈 持有   
   4609.TWO          240               36.51             -36.82           -54.75            -0.95                 0.72               63           ☁ 觀望   
    2431.TW           10               29.38             -37.07           -68.54            -0.41                 0.92              211           ☁ 觀望   
   6730.TWO           20               30.43             -37.44           -50.22            -0.92                 0.72               92           ☁ 觀望   
    4906.TW           60               32.39             -37.92           -47.70            -0.58                 0.80               71           📈 持有   
   2252.TWO           20               26.09             -37.95           -48.13            -0.76                 0.70               46           ☁ 觀望   
   6179.TWO           10               29.91             -41.99           -78.33            -0.46                 0.89              224           ☁ 觀望   
   6865.TWO          120                9.09             -42.94           -33.23            -1.92                 0.24               11           ☁ 觀望   
   2235.TWO          240               17.14             -42.99           -60.78            -0.81                 0.59               35           ☁ 觀望   
    1589.TW          240               30.77             -43.01           -68.73            -0.56                 0.67               26           ☁ 觀望   
  00676R.TW           60               21.43             -43.36           -39.30            -2.33                 0.42               42           ☁ 觀望   
   4130.TWO           60               20.29             -44.10           -80.96            -0.43                 0.79               69           📈 持有   
  00664R.TW          240                6.67             -44.44           -35.10            -5.37                 0.02               15           ☁ 觀望   
  00638R.TW          240               21.88             -45.62           -38.29            -2.05                 0.28               32           ☁ 觀望   
   6147.TWO          240               27.12             -46.33           -35.80            -0.90                 0.67               59           ☁ 觀望   
    5546.TW          240               18.52             -46.48           -42.81            -2.34                 0.15               27           ☁ 觀望   
  00634R.TW          240               18.75             -46.93           -38.86            -2.61                 0.24               32           ☁ 觀望   
    3419.TW           10               25.12             -47.81           -65.36            -0.44                 0.89              215           📈 持有   
    6719.TW           60               12.12             -47.94           -49.75            -1.32                 0.49               33           ☁ 觀望   
    3094.TW           20               29.73             -48.98           -67.35            -0.56                 0.86              148           ☁ 觀望   
  00686R.TW          240               13.33             -49.26           -38.51            -4.00                 0.02               15           ☁ 觀望   
    4960.TW          120               35.48             -51.55           -50.71            -0.73                 0.69               62           📈 持有   
  00641R.TW          240               11.54             -52.01           -40.06            -4.32                 0.06               26           ☁ 觀望   
    2105.TW          240               12.82             -53.04           -56.56            -1.49                 0.41               39           ☁ 觀望   
    6166.TW           60               32.89             -53.67           -71.18            -0.77                 0.76               76           📈 持有   
  00656R.TW          240               25.81             -53.94           -39.83            -2.80                 0.21               31           ☁ 觀望   
  00651R.TW           60               26.23             -53.98           -43.34            -2.37                 0.43               61           📈 持有   
    1711.TW           20               25.61             -54.74           -66.60            -0.86                 0.79              164           📈 持有   
   8923.TWO          240               25.23             -56.61           -55.51            -0.78                 0.68              111           ☁ 觀望   
    2332.TW           10               30.48             -57.70           -62.86            -0.70                 0.85              210           📈 持有   
   4806.TWO            5               35.82             -58.16           -78.39            -0.50                 0.91              282           ☁ 觀望   
   3221.TWO          120               40.30             -59.69           -73.93            -0.62                 0.76               67           📈 持有   
   2067.TWO           60               34.62             -61.17           -56.84            -1.05                 0.73              130           ☁ 觀望   
   8080.TWO          120               31.34             -63.02           -87.02            -0.50                 0.79               67           📈 持有   
   5227.TWO          240               23.68             -63.71           -59.60            -1.05                 0.58               38           ☁ 觀望   
    6666.TW          120               29.63             -66.94           -57.36            -1.54                 0.36               27           ☁ 觀望   
   6461.TWO           10               26.92             -67.72           -82.13            -0.65                 0.86              208           ☁ 觀望   
    3714.TW          240               23.53             -68.66           -54.60            -2.33                 0.09               17           ☁ 觀望   
   8044.TWO           60               32.43             -70.56           -74.59            -1.12                 0.68               74           ☁ 觀望   
   8477.TWO          120               31.58             -71.89           -52.30            -1.88                 0.43               38           ☁ 觀望   
   8921.TWO          120               23.26             -72.30           -75.54            -0.69                 0.67               86           ☁ 觀望   
    3041.TW           20               27.85             -72.48           -75.19            -0.54                 0.84              158           ☁ 觀望   
    1338.TW          240               16.67             -72.57           -54.41            -2.97                 0.15               24           ☁ 觀望   
   4406.TWO          240               31.03             -73.26           -64.91            -1.70                 0.46               58           ☁ 觀望   
   4131.TWO          240               37.21             -88.18           -73.61            -1.10                 0.60               43           ☁ 觀望   
   2035.TWO          240               12.07             -94.16           -67.74            -3.40                 0.19               58           ☁ 觀望   
   3176.TWO          240               29.41             -94.80           -68.05            -1.67                 0.44               34           ☁ 觀望   
    4555.TW          240               19.57             -95.74           -64.25            -2.83                 0.21               46           ☁ 觀望   
    1460.TW           60               22.08             -97.45           -62.65            -2.24                 0.44               77           📈 持有   
   6124.TWO           60               24.35             -99.66           -72.10            -1.29                 0.65              115           📈 持有   
    1340.TW          240               13.89             -99.75           -64.62            -2.98                 0.21               36           ☁ 觀望   
   3632.TWO           60               18.57            -101.70           -70.08            -1.55                 0.46               70           📈 持有   
    2923.TW          240               15.69            -108.27           -68.16            -2.39                 0.39               51           ☁ 觀望   
    3054.TW           10               27.92            -110.09           -88.47            -1.30                 0.73              240           📈 持有   
    1529.TW          240               33.90            -112.11           -77.36            -1.37                 0.58               59           📈 持有   
    2321.TW           20               31.18            -112.38           -91.26            -0.93                 0.81              186           ☁ 觀望   
    4807.TW          240               25.00            -130.23           -74.13            -4.95                 0.09               40           ☁ 觀望   
   3523.TWO           20               28.40            -134.61           -87.88            -1.22                 0.70              162           ☁ 觀望   
   4556.TWO           10               27.73            -135.55           -83.65            -1.74                 0.63              256           ☁ 觀望   
   4161.TWO          240               10.87            -139.17           -71.11            -2.57                 0.27               46           ☁ 觀望   
   3252.TWO           20               27.41            -146.27           -81.52            -2.27                 0.56              197           📈 持有   
    6225.TW          120               31.08            -226.95           -94.50            -2.46                 0.42               74           📈 持有   
