prev_eps,symbol,prev_year,eps_yoy,rev_yoy,est_price,expansion,om,name,eps,status,pe,date,gm,advice,prev_eps_yoy,prev_rev_yoy,price
9.29,2915.TW,2025,-18.06,97.54,339.15,-115.60000000000001,5.98%,潤泰全,2.59,🏰 高護城河,2.295444561074746,2026-03,58.30%,⚪ 中性觀察,-28.5,-16.33,51.9000015259
0.66,3164.TW,2025,-73.68,42.46,17.700000000000003,-116.14000000000001,N/A,景岳,0.05,📉 獲利侵蝕,13.898304761440677,2026-03,N/A,⚪ 中性觀察,0.0,4.11,16.3999996185
16.02,2727.TW,2025,14.09,131.29,614.25,-117.19999999999999,7.36%,王品,5.04,⚠️ 獲利稀釋,5.763125763125763,2026-03,47.07%,⚪ 中性觀察,2.75,5.21,236.0
1.02,1784.TWO,2025,-17.86,99.89,37.8,-117.75,-0.97%,訊聯,0.25,🏰 高護城河,23.888889191626983,2026-03,56.51%,❌ 暫避觀望,-38.61,1.19,60.2000007629
20.87,6491.TW,2025,-3.51,114.65,789.0,-118.16000000000001,N/A,晶碩,6.06,📉 獲利侵蝕,7.091254752851711,2026-03,N/A,⚪ 中性觀察,-11.08,3.26,373.0
7.41,6752.TWO,2025,0.0,119.32,262.2,-119.32,N/A,叡揚,1.39,📉 獲利侵蝕,5.692219679633867,2026-03,N/A,⚪ 中性觀察,20.95,16.33,99.5
66.16,2454.TW,2025,-17.75,102.07,2535.1499999999996,-119.82,14.55%,聯發科,15.17,📉 獲利侵蝕,23.0755576593101,2026-03,46.13%,❌ 暫避觀望,-1.14,12.32,3900.0
5.62,6104.TWO,2025,-42.98,76.96,230.1,-119.94,N/A,創惟,1.34,📉 獲利侵蝕,6.0625814863103,2026-03,N/A,⚪ 中性觀察,66.87,27.6,93.0
2.0,6910.TWO,2025,-15.62,104.82,72.30000000000001,-120.44,N/A,德鴻,0.27,📉 獲利侵蝕,5.124481486078838,2026-03,N/A,⚪ 中性觀察,58.93,30.1,24.7000007629
-3.19,2740.TWO,2025,-120.75,0.01,-137.1,-120.76,-45.63%,華軒,-1.32,📉 獲利侵蝕,0.0,2026-03,41.62%,⚪ 數據不足,35.27,-45.74,30.8999996185
1.95,6530.TWO,2025,41.3,162.97,72.30000000000001,-121.67,N/A,創威,0.65,⚠️ 獲利稀釋,15.560165975103734,2026-03,N/A,❌ 暫避觀望,18.9,16.68,75.0
0.35,6921.TW,2025,-175.0,-53.12,7.649999999999999,-121.88,N/A,嘉雨思-創,-0.27,🌑 雙重衰退,126.86273911411766,2026-03,N/A,❌ 暫避觀望,-55.26,28.45,64.6999969482
20.5,7751.TWO,2025,74.56,196.55,748.35,-121.99000000000001,N/A,竑騰,7.0,⚠️ 獲利稀釋,27.76107436359992,2026-03,N/A,❌ 暫避觀望,60.48,62.42,1385.0
1.15,6538.TWO,2025,-12.87,110.02,74.55,-122.89,N/A,倉和,0.9,📉 獲利侵蝕,29.175050301810867,2026-03,N/A,❌ 暫避觀望,-87.49,-34.5,145.0
7.68,9941.TW,2025,-7.91,115.84,288.15000000000003,-123.75,N/A,裕融,1.82,📉 獲利侵蝕,4.388339565424258,2026-03,N/A,⚪ 中性觀察,-12.45,-4.66,84.3000030518
6.0,5534.TW,2025,-79.31,44.79,140.85000000000002,-124.1,N/A,長虹,0.19,📉 獲利侵蝕,8.349307936730563,2026-03,N/A,⚪ 中性觀察,-23.57,-29.66,78.4000015259
2.14,6730.TWO,2025,-18.52,106.18,78.89999999999999,-124.7,N/A,常廣,0.44,📉 獲利侵蝕,6.549429802832699,2026-03,N/A,⚪ 中性觀察,-10.33,7.33,34.4500007629
3.91,2420.TW,2025,2.97,127.83,141.3,-124.86,35.64%,新巨,1.05,⚠️ 獲利稀釋,5.870488241730361,2026-03,49.30%,⚪ 中性觀察,-10.32,-2.6,55.2999992371
-0.78,3176.TWO,2025,-151.35,-26.36,-9.600000000000001,-124.99,-48.58%,基亞,-0.38,🏰 高護城河,0.0,2026-03,56.72%,⚪ 數據不足,46.94,15.28,33.7000007629
-0.24,4807.TW,2025,644.0,769.01,-3.4499999999999997,-125.00999999999999,4.68%,日成-KY,1.7,🔄 轉虧為盈,0.0,2026-03,18.47%,⚪ 數據不足,84.62,19.6,33.5
3.92,6655.TW,2025,20.78,148.24,135.6,-127.46000000000001,N/A,科定,0.95,⚠️ 獲利稀釋,12.942477876106196,2026-03,N/A,⚪ 中性觀察,-18.72,3.86,117.0
-0.56,3085.TWO,2025,-41.18,86.45,-23.400000000000002,-127.63,-74.64%,新零售,-0.24,🏰 高護城河,0.0,2026-03,73.88%,⚪ 數據不足,41.67,5.58,11.75
5.03,4580.TWO,2025,170.77,298.59,195.6,-127.81999999999996,12.43%,捷流閥業,1.76,⚠️ 獲利稀釋,6.188650072714724,2026-03,31.57%,⚪ 中性觀察,-42.92,-5.55,80.6999969482
1.98,4908.TWO,2025,1.33,129.18,75.3,-127.85000000000001,17.75%,前鼎,0.76,⚠️ 獲利稀釋,28.585657370517932,2026-03,46.40%,❌ 暫避觀望,-29.79,-12.98,143.5
70.17,3533.TW,2025,5.34,133.38,2491.8,-128.04,29.92%,嘉澤,21.37,🏰 高護城河,11.497712496990127,2026-03,51.54%,⚪ 中性觀察,-15.21,12.28,1910.0
10.77,6146.TWO,2025,4.21,133.06,405.75,-128.85,N/A,耕興,2.97,⚠️ 獲利稀釋,6.9500924214417745,2026-03,N/A,⚪ 中性觀察,-14.93,-1.34,188.0
29.54,5904.TWO,2025,24.33,153.5,0.0,-129.17000000000002,N/A,寶雅,9.3,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,10.48,7.16,0.0
3.59,6899.TWO,2025,3.92,133.24,130.65,-129.32000000000002,N/A,創為精密,1.08,⚠️ 獲利稀釋,5.832376491056257,2026-03,N/A,⚪ 中性觀察,7.23,27.05,50.7999992371
0.9,4166.TWO,2025,-30.43,100.47,28.35,-130.9,23.50%,友霖,0.16,🏰 高護城河,13.201058604708994,2026-03,60.10%,⚪ 中性觀察,79.17,14.52,24.9500007629
35.12,7750.TW,2025,103.4,234.77,1357.5,-131.37,N/A,新代,15.38,⚠️ 獲利稀釋,25.74585635359116,2026-03,N/A,❌ 暫避觀望,51.69,29.17,2330.0
2.0,6205.TW,2025,-45.71,86.74,71.55,-132.45,N/A,詮欣,0.38,📉 獲利侵蝕,12.557652311509436,2026-03,N/A,⚪ 中性觀察,-25.66,-3.02,59.9000015259
2.66,4968.TW,2025,107.14,239.86,68.55000000000001,-132.72000000000003,N/A,立積,0.58,⚠️ 獲利稀釋,20.831509179037198,2026-03,N/A,❌ 暫避觀望,56.47,2.24,95.1999969482
1.69,5490.TWO,2025,-5.56,127.49,67.64999999999999,-133.04999999999998,N/A,同亨,0.7,📉 獲利侵蝕,6.807095512838138,2026-03,N/A,⚪ 中性觀察,382.35,12.01,30.7000007629
9.43,3680.TWO,2025,15.91,149.46,282.3,-133.55,17.47%,家登,2.55,⚠️ 獲利稀釋,23.299681190223165,2026-03,43.28%,❌ 暫避觀望,-22.51,12.26,438.5
2.14,2948.TWO,2025,2.56,136.2,77.25,-133.64,9.02%,寶陞,0.4,⚠️ 獲利稀釋,7.504854665223301,2026-03,48.05%,⚪ 中性觀察,-2.28,1.84,38.6500015259
45.48,3131.TWO,2025,81.01,215.25,1553.55,-134.24,29.56%,弘塑,16.11,⚠️ 獲利稀釋,23.02790383315632,2026-03,42.10%,❌ 暫避觀望,56.98,59.93,2385.0
0.98,5906.TW,2025,-70.27,64.29,0.0,-134.56,N/A,台南-KY,0.11,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-41.32,-7.04,0.0
3.82,6171.TWO,2025,166.67,301.75,158.10000000000002,-135.08,N/A,大城地產,0.08,⚠️ 獲利稀釋,2.258064443747628,2026-03,N/A,⚪ 中性觀察,-33.33,-35.35,23.7999992371
1.5,3138.TW,2025,90.48,226.98,15.3,-136.5,7.58%,耀登,-0.02,⚠️ 獲利稀釋,93.72548870009804,2026-03,41.30%,❌ 暫避觀望,-51.49,2.05,95.5999984741
1.05,5278.TWO,2025,-21.62,115.09,38.849999999999994,-136.71,N/A,尚凡*,0.29,📉 獲利侵蝕,9.51737437007722,2026-03,N/A,⚪ 中性觀察,56.72,18.28,24.6499996185
2.6,6642.TWO,2025,-11.9,124.86,93.15,-136.76,N/A,富致,0.74,📉 獲利侵蝕,12.995168590692431,2026-03,N/A,⚪ 中性觀察,-27.37,3.61,80.6999969482
0.43,4109.TWO,2025,45.45,182.43,13.35,-136.98000000000002,-7.54%,加捷生醫,0.15,⚠️ 獲利稀釋,12.640449438202246,2026-03,24.70%,⚪ 中性觀察,-80.37,-9.62,11.25
-0.29,6680.TWO,2025,100.0,237.41,0.0,-137.41,N/A,鑫創電子,0.08,🔄 轉虧為盈,0.0,2026-03,N/A,⚪ 數據不足,-106.78,-15.41,0.0
6.43,1319.TW,2025,-34.68,102.78,0.0,-137.46,18.07%,東陽,1.62,📉 獲利侵蝕,0.0,2026-03,33.68%,⚪ 數據不足,-13.11,-1.96,0.0
1.63,6517.TWO,2025,-35.0,102.54,45.3,-137.54000000000002,N/A,保勝光學,0.52,📉 獲利侵蝕,20.198675496688743,2026-03,N/A,❌ 暫避觀望,-55.59,-1.73,61.0
-0.15,2913.TW,2025,0.0,137.61,-5.7,-137.61,-7.01%,農林,-0.04,📉 獲利侵蝕,0.0,2026-03,40.70%,⚪ 數據不足,31.82,9.13,11.0
1.29,8422.TW,2025,-94.21,43.67,299.54999999999995,-137.88,N/A,可寧衛*,0.21,📉 獲利侵蝕,1.3169754249924888,2026-03,N/A,⚪ 中性觀察,-87.79,-7.53,26.2999992371
6.9,6206.TW,2025,10.57,148.7,277.65000000000003,-138.13,N/A,飛捷,2.51,⚠️ 獲利稀釋,7.779578606158832,2026-03,N/A,⚪ 中性觀察,-0.43,9.26,144.0
7.31,6532.TWO,2025,-34.88,103.42,175.2,-138.3,N/A,瑞耘,0.84,📉 獲利侵蝕,7.029109458398973,2026-03,N/A,⚪ 中性觀察,81.39,-6.21,82.0999984741
-0.77,5211.TWO,2025,35.71,174.21,-33.3,-138.5,N/A,蒙恬,-0.18,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,34.19,34.16,20.1499996185
1.95,3306.TWO,2025,173.33,312.01,83.55000000000001,-138.67999999999998,1.28%,鼎天,0.11,⚠️ 獲利稀釋,7.836625049533214,2026-03,25.80%,⚪ 中性觀察,-33.45,10.49,43.6500015259
6.18,8109.TWO,2025,10.06,148.79,223.8,-138.73,N/A,博大,1.75,⚠️ 獲利稀釋,8.880697050938338,2026-03,N/A,⚪ 中性觀察,-4.63,15.04,132.5
0.19,1414.TW,2025,400.0,539.09,5.8500000000000005,-139.09000000000003,-3.56%,東和,0.06,⚠️ 獲利稀釋,50.12820317205128,2026-03,15.75%,❌ 暫避觀望,-19.23,-10.66,19.5499992371
3.0,7770.TWO,2025,-87.95,51.4,78.0,-139.35,N/A,君曜,0.1,📉 獲利侵蝕,7.6826924544038455,2026-03,N/A,⚪ 中性觀察,-47.4,12.79,39.9500007629
11.47,7765.TW,2025,2.74,142.19,440.70000000000005,-139.45,N/A,中華資安,3.38,⚠️ 獲利稀釋,7.70932607215793,2026-03,N/A,⚪ 中性觀察,2.97,3.64,226.5
5.29,1295.TWO,2025,-69.05,70.64,193.95,-139.69,11.73%,生合,0.39,📉 獲利侵蝕,3.576952822892498,2026-03,49.97%,⚪ 中性觀察,-6.08,4.97,46.25
-0.52,6243.TW,2025,-109.68,30.39,-18.6,-140.07,N/A,迅杰,-0.03,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-147.27,-12.93,47.9000015259
3.43,4584.TWO,2025,-31.58,108.67,134.39999999999998,-140.25,12.30%,君帆,0.91,📉 獲利侵蝕,4.43080365657366,2026-03,34.23%,⚪ 中性觀察,-4.72,-1.51,39.7000007629
6.76,2729.TWO,2025,-36.22,104.46,290.85,-140.68,N/A,瓦城,1.64,📉 獲利侵蝕,8.251676121712222,2026-03,N/A,⚪ 中性觀察,-24.75,0.46,160.0
2.81,3035.TW,2025,-69.92,71.65,99.74999999999999,-141.57,2.86%,智原,0.4,📉 獲利侵蝕,25.86466165413534,2026-03,42.16%,❌ 暫避觀望,-29.75,62.61,172.0
2.0,6292.TWO,2025,102.78,244.55,52.95,-141.77,N/A,迅德,0.73,⚠️ 獲利稀釋,16.60056613997167,2026-03,N/A,❌ 暫避觀望,-48.05,-3.28,58.5999984741
17.76,8081.TW,2025,-4.18,137.6,659.1,-141.78,N/A,致新,4.62,📉 獲利侵蝕,5.826126536185707,2026-03,N/A,⚪ 中性觀察,-0.84,5.0,256.0
5.8,6527.TWO,2025,-8.28,133.59,215.7,-141.87,N/A,明達醫,1.33,📉 獲利侵蝕,5.312934737545202,2026-03,N/A,⚪ 中性觀察,15.63,9.33,76.4000015259
-2.57,6461.TWO,2025,1.56,143.49,-88.05,-141.93,N/A,益得,-0.63,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,18.35,170.31,16.5
3.09,7715.TWO,2025,-52.24,89.96,127.64999999999999,-142.2,N/A,裕山,0.64,📉 獲利侵蝕,4.130434961915394,2026-03,N/A,⚪ 中性觀察,-39.84,-27.76,35.1500015259
42.0,1590.TW,2025,37.91,180.17,1583.5500000000002,-142.26,31.25%,亞德客-KY,13.35,⚠️ 獲利稀釋,14.634839443023585,2026-03,47.51%,⚪ 中性觀察,10.18,11.97,1545.0
-1.59,1538.TW,2025,-91.38,51.34,0.0,-142.72,-58.77%,正峰,-1.11,📉 獲利侵蝕,0.0,2026-03,32.24%,⚪ 數據不足,6.47,1.9,0.0
-0.65,5468.TWO,2025,300.0,443.05,-13.65,-143.05,N/A,凱鈺,0.12,🔄 轉虧為盈,0.0,2026-03,N/A,⚪ 數據不足,-246.15,36.88,25.2999992371
26.87,3034.TW,2025,-28.44,114.65,1029.8999999999999,-143.09,16.92%,聯詠,6.19,📉 獲利侵蝕,7.8939702883775125,2026-03,38.19%,⚪ 中性觀察,-19.62,-2.07,542.0
0.58,8033.TW,2025,41.67,185.98,35.24999999999999,-144.31,N/A,雷虎,0.34,⚠️ 獲利稀釋,78.72340425531917,2026-03,N/A,❌ 暫避觀望,14.0,14.37,185.0
34.51,4966.TWO,2025,-19.19,125.8,1293.4499999999998,-144.99,N/A,譜瑞-KY,6.77,📉 獲利侵蝕,6.934941435695235,2026-03,N/A,⚪ 中性觀察,6.64,1.76,598.0
75.71,7769.TW,2025,61.74,206.98,2791.5,-145.23999999999998,N/A,鴻勁,25.7,⚠️ 獲利稀釋,33.960236432025795,2026-03,N/A,❌ 暫避觀望,110.03,116.34,6320.0
2.25,4995.TWO,2025,92.31,237.89,72.45,-145.57999999999998,N/A,晶達,1.01,⚠️ 獲利稀釋,10.093167701863354,2026-03,N/A,⚪ 中性觀察,-50.22,-7.32,48.75
0.58,4155.TW,2025,123.53,269.52,11.549999999999999,-145.98999999999998,N/A,訊映,0.39,⚠️ 獲利稀釋,18.831168831168835,2026-03,N/A,❌ 暫避觀望,-10.94,-6.81,14.5
1.81,1203.TW,2025,-15.52,130.66,63.3,-146.18,14.34%,味王,0.49,📉 獲利侵蝕,11.291469555900475,2026-03,33.56%,⚪ 中性觀察,-23.5,-10.06,47.6500015259
3.29,7642.TWO,2025,-66.89,79.57,130.35000000000002,-146.45999999999998,N/A,昶瑞機電,0.5,📉 獲利侵蝕,9.217491193797468,2026-03,N/A,⚪ 中性觀察,-50.94,-15.67,80.0999984741
6.25,7810.TWO,2025,30.71,177.74,202.2,-147.03,N/A,捷創科技,1.83,⚠️ 獲利稀釋,14.873887240356085,2026-03,N/A,⚪ 中性觀察,47.62,34.56,200.5
1.85,8932.TWO,2025,-39.77,107.87,107.1,-147.64000000000001,N/A,智通*,0.53,📉 獲利侵蝕,13.725490196078432,2026-03,N/A,⚪ 中性觀察,-7.07,51.84,98.0
1.13,6821.TWO,2025,3.33,151.01,41.699999999999996,-147.67999999999998,N/A,聯寶,0.32,⚠️ 獲利稀釋,14.694244055431655,2026-03,N/A,⚪ 中性觀察,-5.93,2.84,40.8499984741
7.37,5234.TW,2025,17.55,165.36,275.1,-147.81,N/A,達興材料,2.21,⚠️ 獲利稀釋,17.77535441657579,2026-03,N/A,❌ 暫避觀望,32.55,12.43,326.0
2.37,6671.TW,2025,-29.73,118.45,76.94999999999999,-148.18,N/A,三能-KY,0.26,📉 獲利侵蝕,4.434697855750488,2026-03,N/A,⚪ 中性觀察,-25.47,-2.1,22.75
0.96,8923.TWO,2025,-62.5,86.03,34.199999999999996,-148.53,N/A,時報,0.18,📉 獲利侵蝕,8.245613700482457,2026-03,N/A,⚪ 中性觀察,3.23,2.69,18.7999992371
3.0,4572.TW,2025,-29.77,119.1,106.8,-148.87,N/A,駐龍,0.92,📉 獲利侵蝕,19.873595505617978,2026-03,N/A,❌ 暫避觀望,-58.85,-23.02,141.5
36.75,3653.TW,2025,-0.63,148.55,1359.6,-149.18,31.26%,健策,9.53,📉 獲利侵蝕,48.32303618711386,2026-03,41.25%,❌ 暫避觀望,49.96,42.0,4380.0
-1.63,2231.TW,2025,-42.86,106.56,-24.3,-149.42000000000002,-15.73%,為升,0.4,🔄 轉虧為盈,0.0,2026-03,23.65%,⚪ 數據不足,-148.96,-21.77,98.8000030518
-0.88,4188.TWO,2025,16.0,166.01,-33.75,-150.01,N/A,安克,-0.21,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,-10.0,-42.69,10.1000003815
-0.28,6226.TW,2025,111.11,261.16,-9.9,-150.05,N/A,光鼎,0.01,🔄 轉虧為盈,0.0,2026-03,N/A,⚪ 數據不足,38.64,-3.71,22.0499992371
4.22,7753.TWO,2025,9.09,159.56,157.95,-150.47,N/A,星亞,1.08,⚠️ 獲利稀釋,3.5707500925071227,2026-03,N/A,⚪ 中性觀察,10.39,9.51,37.5999984741
-0.57,4142.TW,2025,17.31,167.87,-47.25000000000001,-150.56,23.11%,國光生,-0.44,⚠️ 獲利稀釋,0.0,2026-03,49.56%,⚪ 數據不足,1.75,-9.99,17.7000007629
6.58,6719.TW,2025,41.89,192.82,222.3,-150.93,N/A,力智,2.1,⚠️ 獲利稀釋,14.406207827260458,2026-03,N/A,⚪ 中性觀察,198.64,23.89,213.5
15.42,6683.TWO,2025,64.88,216.06,550.4999999999999,-151.18,N/A,雍智科技,6.23,⚠️ 獲利稀釋,30.51771117166213,2026-03,N/A,❌ 暫避觀望,-12.9,23.03,1120.0
-0.62,3086.TWO,2025,-104.55,47.85,-25.5,-152.4,-19.63%,華義*,-0.01,📉 獲利侵蝕,0.0,2026-03,44.07%,⚪ 數據不足,-192.54,5.99,27.1499996185
46.93,6515.TW,2025,13.4,166.0,1842.6000000000001,-152.6,N/A,穎崴,19.54,⚠️ 獲利稀釋,55.03093454900684,2026-03,N/A,❌ 暫避觀望,40.24,35.51,6760.0
3.14,4946.TWO,2025,-82.61,69.99,144.9,-152.6,N/A,辣椒,0.41,📉 獲利侵蝕,8.664595957370599,2026-03,N/A,⚪ 中性觀察,131.69,786.25,83.6999969482
2.87,6962.TW,2025,-69.68,83.05,120.60000000000001,-152.73000000000002,N/A,奕力-KY,0.58,📉 獲利侵蝕,3.8619402036194024,2026-03,N/A,⚪ 中性觀察,-39.39,-15.03,31.0499992371
3.93,2756.TWO,2025,-3.85,148.91,125.39999999999999,-152.76,5.94%,聯發國際,0.51,📉 獲利侵蝕,6.818181818181818,2026-03,49.60%,⚪ 中性觀察,61.83,69.66,57.0
1.0,3438.TWO,2025,-27.27,125.85,29.250000000000004,-153.12,-0.86%,類比科,0.24,📉 獲利侵蝕,30.46153924405128,2026-03,38.12%,❌ 暫避觀望,-33.77,4.92,59.4000015259
5.64,6585.TW,2025,-28.46,124.98,210.0,-153.44,N/A,鼎基,1.86,📉 獲利侵蝕,8.25,2026-03,N/A,⚪ 中性觀察,-45.5,-13.21,115.5
0.68,3308.TW,2025,-98.28,55.25,7.95,-153.53,-362.94%,聯德,0.01,📉 獲利侵蝕,37.07547097830189,2026-03,23.48%,❌ 暫避觀望,-32.0,-88.36,19.6499996185
6.85,2348.TW,2025,-93.37,60.26,208.2,-153.63,22.47%,海悅,0.16,📉 獲利侵蝕,5.144092328955331,2026-03,34.04%,⚪ 中性觀察,-51.27,-27.63,71.4000015259
1.95,1524.TW,2025,-45.92,108.08,68.7,-154.0,N/A,耿鼎,0.53,📉 獲利侵蝕,5.949781659388647,2026-03,N/A,⚪ 中性觀察,-45.98,-12.78,27.25
3.18,2617.TW,2025,22.41,177.0,0.0,-154.59,41.07%,台航,0.71,⚠️ 獲利稀釋,0.0,2026-03,46.23%,⚪ 數據不足,3.25,-2.28,0.0
-1.75,3122.TWO,2025,45.28,199.88,-67.95,-154.6,-12.95%,笙泉,-0.29,⚠️ 獲利稀釋,0.0,2026-03,34.82%,⚪ 數據不足,-22.38,-11.1,25.0
-1.83,6695.TW,2025,4.29,159.07,-87.9,-154.78,N/A,芯鼎,-0.68,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,-355.0,10.49,49.7999992371
7.83,3491.TWO,2025,70.37,225.35,290.7,-154.98,27.57%,昇達科,3.68,🏰 高護城河,63.72549019607843,2026-03,58.57%,❌ 暫避觀望,-12.03,5.02,1235.0
2.72,6161.TWO,2025,45.61,200.61,100.05,-155.0,N/A,捷波,0.83,⚠️ 獲利稀釋,8.350824702083958,2026-03,N/A,⚪ 中性觀察,-20.23,12.38,55.7000007629
5.13,4163.TWO,2025,-23.31,132.18,179.25000000000003,-155.49,N/A,鐿鈦,1.29,📉 獲利侵蝕,12.05020920502092,2026-03,N/A,⚪ 中性觀察,-5.16,1.22,144.0
7.34,6761.TWO,2025,-14.89,140.64,269.25,-155.52999999999997,N/A,穩得,1.6,📉 獲利侵蝕,8.523676880222842,2026-03,N/A,⚪ 中性觀察,2.89,-2.32,153.0
1.22,3093.TWO,2025,-81.4,74.54,44.849999999999994,-155.94,11.18%,港建*,0.08,📉 獲利侵蝕,15.852843319698998,2026-03,40.97%,❌ 暫避觀望,15.09,38.76,47.4000015259
5.49,5474.TWO,2025,-41.18,115.66,185.7,-156.84,N/A,聰泰,0.6,📉 獲利侵蝕,11.793214862681745,2026-03,N/A,⚪ 中性觀察,-22.13,22.92,146.0
6.51,6498.TWO,2025,16.67,173.58,229.95000000000002,-156.91000000000003,N/A,久禾光,1.75,⚠️ 獲利稀釋,4.8597521200260925,2026-03,N/A,⚪ 中性觀察,11.33,19.77,74.5
1.61,9918.TW,2025,16.98,174.38,65.4,-157.4,N/A,欣天然,0.63,⚠️ 獲利稀釋,9.736238707087155,2026-03,N/A,⚪ 中性觀察,-28.18,2.96,42.4500007629
-0.59,8067.TWO,2025,-100.0,57.79,-29.85,-157.79,N/A,志旭,-0.62,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,16.9,-2.17,13.3500003815
-1.33,5272.TWO,2025,-90.0,68.27,-50.4,-158.26999999999998,N/A,笙科,-0.57,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-1377.78,2.86,17.9500007629
0.28,3024.TW,2025,-90.0,68.51,13.800000000000002,-158.51,-2.71%,憶聲,0.02,📉 獲利侵蝕,13.804347618804345,2026-03,24.73%,⚪ 中性觀察,-57.58,-31.39,12.6999998093
0.12,8080.TWO,2025,-81.82,76.73,9.0,-158.55,N/A,泰霖,0.02,📉 獲利侵蝕,45.833333333333336,2026-03,N/A,❌ 暫避觀望,139.29,22.38,27.5
8.29,6862.TW,2025,-68.65,90.37,277.65,-159.02,N/A,三集瑞-KY,1.0,📉 獲利侵蝕,7.887628309022151,2026-03,N/A,⚪ 中性觀察,-19.59,2.98,146.0
-1.29,4128.TWO,2025,26.19,185.58,-58.650000000000006,-159.39000000000001,-18.87%,中天,-0.31,⚠️ 獲利稀釋,0.0,2026-03,42.56%,⚪ 數據不足,31.02,9.94,14.6999998093
12.15,6996.TWO,2025,36.13,195.54,419.85,-159.41,N/A,力領科技,3.27,⚠️ 獲利稀釋,6.60950339406931,2026-03,N/A,⚪ 中性觀察,-14.17,-9.4,185.0
1.36,1568.TW,2025,-3.77,155.84,49.35,-159.61,17.09%,倉佑,0.51,📉 獲利侵蝕,8.480243045136778,2026-03,34.44%,⚪ 中性觀察,-13.92,0.3,27.8999996185
-1.52,6237.TWO,2025,52.94,214.29,-67.2,-161.35,N/A,驊訊,-0.24,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,-462.96,11.69,33.4500007629
2.25,8102.TWO,2025,-61.9,100.37,79.49999999999999,-162.27,N/A,傑霖科技,0.4,📉 獲利侵蝕,12.886793028641513,2026-03,N/A,⚪ 中性觀察,-62.55,-23.31,68.3000030518
5.51,6203.TWO,2025,-25.14,137.15,164.85,-162.29000000000002,N/A,海韻電,1.37,📉 獲利侵蝕,5.550500454959054,2026-03,N/A,⚪ 中性觀察,57.43,37.15,61.0
6.32,6651.TWO,2025,22.89,186.39,234.00000000000003,-163.5,N/A,全宇昕,2.47,⚠️ 獲利稀釋,8.493589743589743,2026-03,N/A,⚪ 中性觀察,-22.95,3.91,132.5
7.4,3213.TWO,2025,-8.48,155.73,292.35,-164.20999999999998,7.00%,茂訊,2.59,📉 獲利侵蝕,7.003591585428424,2026-03,25.33%,⚪ 中性觀察,-12.32,1.19,136.5
-1.34,2424.TW,2025,-114.81,50.4,-58.8,-165.21,-40.94%,隴華,-0.58,📉 獲利侵蝕,0.0,2026-03,27.86%,⚪ 數據不足,59.69,34.04,8.6300001144
3.81,4138.TWO,2025,-26.32,139.24,145.8,-165.56,12.42%,曜亞,0.84,📉 獲利侵蝕,5.26748979042181,2026-03,44.64%,⚪ 中性觀察,-32.69,-11.82,51.2000007629
4.31,2606.TW,2025,333.33,499.13,139.19999999999996,-165.8,30.49%,裕民,1.17,⚠️ 獲利稀釋,7.273706896551726,2026-03,35.36%,⚪ 中性觀察,-22.2,-4.75,67.5
0.13,3252.TWO,2025,12.5,179.42,2.55,-166.92,22.84%,海灣,0.09,⚠️ 獲利稀釋,93.23529636176471,2026-03,43.11%,❌ 暫避觀望,141.94,-3.71,15.8500003815
1.91,4949.TW,2025,197.5,364.73,80.1,-167.23000000000002,N/A,有成精密,1.19,⚠️ 獲利稀釋,12.509363867378278,2026-03,N/A,⚪ 中性觀察,240.74,-0.48,66.8000030518
8.67,6197.TW,2025,96.93,264.19,325.49999999999994,-167.26,N/A,佳必琪,3.21,⚠️ 獲利稀釋,13.525345622119819,2026-03,N/A,⚪ 中性觀察,-0.23,12.03,293.5
-5.1,6550.TW,2025,25.58,192.98,-160.04999999999998,-167.39999999999998,N/A,北極星藥業-KY,-0.64,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,-40.62,-62.05,11.1000003815
-1.09,2482.TW,2025,-4.55,162.93,-45.3,-167.48000000000002,-38.32%,連宇,-0.23,📉 獲利侵蝕,0.0,2026-03,35.81%,⚪ 數據不足,-234.57,-16.89,16.2000007629
-1.29,8437.TWO,2025,-11.11,157.19,-46.050000000000004,-168.3,N/A,大地-KY,-0.4,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-516.13,-31.28,9.1000003815
12.25,2395.TW,2025,21.52,190.06,453.6,-168.54,15.69%,研華,3.85,⚠️ 獲利稀釋,20.965608465608465,2026-03,39.78%,❌ 暫避觀望,17.26,18.56,634.0
0.67,6224.TW,2025,46.51,215.08,46.949999999999996,-168.57000000000002,N/A,聚鼎,0.64,⚠️ 獲利稀釋,17.57188498402556,2026-03,N/A,❌ 暫避觀望,-69.96,-2.5,55.0
