symbol,prev_eps,name,price,est_price,expansion,eps,eps_yoy,gm,rev_yoy,om,prev_eps_yoy,status,prev_rev_yoy,advice,pe,prev_year,date
3687.TWO,4.47,歐買尬,73.9000015259,159.3,94.30000000000001,4.67,100.43,39.69%,6.13,12.64%,151.12,🚀 利潤擴張,5.19,💎 強力關注,6.958568881911487,2025,2025-12
1453.TW,0.05,大將,11.1499996185,-2.1,92.73,0.04,100.0,912.85%,7.27,-2853.40%,-58.33,🏰 高護城河,4.56,⚪ 數據不足,0.0,2025,2025-12
4154.TWO,-1.67,樂威科-KY,13.1000003815,-84.00000000000001,92.59,-1.82,57.28,33.80%,-35.31,-77.27%,41.15,🧐 疑業外收益,-47.71,⚪ 數據不足,0.0,2025,2025-12
2390.TW,0.07,云辰,10.8000001907,9.3,91.99,-0.14,88.8,19.09%,-3.19,-7.49%,107.29,🧐 疑業外收益,2.22,⚪ 中性觀察,17.419355146290325,2025,2025-12
7822.TW,8.86,倍利科,0.0,0.0,91.57999999999998,14.04,279.4,N/A,187.82,N/A,914.94,🚀 利潤擴張,255.72,⚪ 數據不足,0.0,2025,2025-12
6674.TW,-0.98,鋐寶科技,18.2000007629,-48.75,91.41,-1.13,54.88,N/A,-36.53,N/A,33.79,🧐 疑業外收益,-30.23,⚪ 數據不足,0.0,2025,2025-12
8092.TWO,-0.22,建暐,17.7999992371,-15.0,91.19,0.0,100.0,N/A,8.81,N/A,-83.33,🚀 利潤擴張,9.78,⚪ 數據不足,0.0,2025,2025-12
2360.TW,21.67,致茂,2520.0,961.0500000000001,91.0,27.7,122.05,60.80%,31.05,34.82%,141.3,🏰 高護城河,26.76,⚠️ 追價風險,39.33198064616825,2025,2025-12
2705.TW,-0.45,六福,15.1499996185,-1.9500000000000004,90.6,0.87,89.13,39.55%,-1.47,16.76%,-309.09,🔄 轉虧為盈,-0.65,⚪ 數據不足,0.0,2025,2025-12
6931.TW,0.78,青松健康,39.9000015259,36.45,90.25,1.39,104.41,N/A,14.16,N/A,75.0,🚀 利潤擴張,13.6,⚪ 中性觀察,16.41975371436214,2025,2025-12
5608.TW,-0.14,四維航,14.3500003815,-9.6,90.0,-0.13,81.16,N/A,-8.84,N/A,51.72,🧐 疑業外收益,-9.27,⚪ 數據不足,0.0,2025,2025-12
3576.TW,-0.63,聯合再生,18.3500003815,-28.200000000000003,88.55,-0.77,41.22,-18.77%,-47.33,-63.16%,46.61,🧐 疑業外收益,-42.1,⚪ 數據不足,0.0,2025,2025-12
6532.TWO,2.25,瑞耘,98.6999969482,181.95,87.6,7.31,81.39,N/A,-6.21,N/A,-16.97,🧐 疑業外收益,-3.06,💎 強力關注,8.136850531591097,2025,2025-12
4991.TWO,-0.45,環宇-KY,730.0,-23.549999999999997,81.68,0.15,107.11,N/A,25.43,N/A,73.81,🔄 轉虧為盈,18.29,⚪ 數據不足,0.0,2025,2025-12
2740.TWO,-2.52,華軒,34.9500007629,-125.25,81.01,-3.19,35.27,41.62%,-45.74,-45.63%,-18.72,🧐 疑業外收益,-40.76,⚪ 數據不足,0.0,2025,2025-12
1528.TW,-0.53,恩德,24.8999996185,-21.599999999999998,80.62,-0.35,56.79,31.45%,-23.83,0.98%,5.36,🧐 疑業外收益,-21.6,⚪ 數據不足,0.0,2025,2025-12
6196.TW,12.0,帆宣,511.0,574.05,80.56,15.5,65.55,N/A,-15.01,N/A,63.11,🧐 疑業外收益,-19.07,✅ 穩健價值,13.352495427227595,2025,2025-12
2022.TW,0.02,聚亨,7.6799998283,-0.6,79.21000000000001,-0.02,95.92,7.21%,16.71,-1.47%,116.67,🚀 利潤擴張,13.61,⚪ 數據不足,0.0,2025,2025-12
5498.TWO,-0.17,凱崴,65.8000030518,-7.05,78.95,0.0,100.0,N/A,21.05,N/A,-21.43,🚀 利潤擴張,14.85,⚪ 數據不足,0.0,2025,2025-12
4552.TW,1.72,力達-KY,19.9500007629,79.50000000000001,78.51,2.07,73.95,19.46%,-4.56,7.61%,84.95,🧐 疑業外收益,-2.45,💎 強力關注,3.7641510873396222,2025,2025-12
3563.TW,13.28,牧德,826.0,655.8,77.88999999999999,15.8,186.23,59.86%,108.34,29.84%,362.45,🏰 高護城河,173.02,⚪ 中性觀察,18.892955169258922,2025,2025-12
3205.TWO,-0.77,佰研,54.0,-44.24999999999999,77.02,-0.92,51.01,15.21%,-26.01,-34.07%,54.03,🧐 疑業外收益,-12.38,⚪ 數據不足,0.0,2025,2025-12
3523.TWO,-1.49,迎輝,15.9499998093,-65.85,76.84,-1.45,34.68,-184.95%,-42.16,-404.30%,2.61,🧐 疑業外收益,-43.41,⚪ 數據不足,0.0,2025,2025-12
3498.TWO,-0.9,陽程,151.0,-32.55,76.57,0.48,120.0,41.15%,43.43,17.10%,58.96,🔄 轉虧為盈,36.24,⚪ 數據不足,0.0,2025,2025-12
3625.TWO,-0.14,西勝,14.5,-16.200000000000003,75.48,-0.6,56.82,-3.42%,-18.66,-68.62%,86.73,🧐 疑業外收益,-22.91,⚪ 數據不足,0.0,2025,2025-12
6654.TWO,-0.37,天正國際,154.0,-44.699999999999996,74.38,0.01,100.49,N/A,26.11,N/A,76.26,🔄 轉虧為盈,28.6,⚪ 數據不足,0.0,2025,2025-12
4540.TW,-1.08,全球傳動,68.5999984741,-40.5,74.10000000000001,-0.66,85.65,16.55%,11.55,-1.35%,69.01,🚀 利潤擴張,7.47,⚪ 數據不足,0.0,2025,2025-12
2483.TW,0.68,百容,25.7000007629,27.900000000000006,73.91000000000001,0.6,71.43,8.90%,-2.48,-6.13%,44.68,🧐 疑業外收益,-1.32,✅ 穩健價值,13.817204711236556,2025,2025-12
7823.TW,-2.01,奧義賽博-KY創,99.6999969482,0.0,73.57000000000001,-1.49,96.29,N/A,22.72,N/A,98.92,🚀 利潤擴張,19.21,⚪ 數據不足,0.0,2025,2025-12
2731.TW,13.31,雄獅,167.5,658.1999999999999,72.29,17.49,78.29,16.93%,6.0,5.55%,76.53,🚀 利潤擴張,3.94,💎 強力關注,3.8172288058340933,2025,2025-12
1440.TW,-0.04,南紡,12.5500001907,-4.2,71.99000000000001,-0.15,55.88,7.45%,-16.11,-4.90%,69.23,🧐 疑業外收益,-15.52,⚪ 數據不足,0.0,2025,2025-12
6505.TW,0.5,台塑化,51.4000015259,22.950000000000003,70.75,1.04,65.08,N/A,-5.67,N/A,2.04,🧐 疑業外收益,-6.34,⚠️ 追價風險,33.59477223915032,2025,2025-12
2451.TW,5.37,創見,338.0,316.05000000000007,70.49000000000001,12.98,140.33,61.62%,69.84,55.59%,22.99,🏰 高護城河,36.15,⚪ 中性觀察,16.04176554342667,2025,2025-12
5398.TWO,0.29,慕康生醫,16.75,9.149999999999999,70.29,0.35,66.67,N/A,-3.62,N/A,20.83,🧐 疑業外收益,1.05,⚠️ 追價風險,27.459016393442628,2025,2025-12
3623.TWO,-0.23,富晶通,23.0,-16.950000000000003,70.11,-0.16,82.8,-4.80%,12.69,-14.24%,65.67,🚀 利潤擴張,9.39,⚪ 數據不足,0.0,2025,2025-12
6213.TW,2.98,聯茂,268.5,152.4,70.08,4.16,82.74,N/A,12.66,N/A,78.92,🚀 利潤擴張,11.37,⚠️ 追價風險,26.427165354330707,2025,2025-12
8093.TWO,-0.45,保銳,18.1000003815,-22.65,69.83,-1.32,53.52,N/A,-16.31,N/A,79.91,🧐 疑業外收益,-27.43,⚪ 數據不足,0.0,2025,2025-12
6241.TWO,-0.38,鑫永洋,9.8900003433,-13.649999999999999,69.53999999999999,-0.16,74.6,N/A,5.06,N/A,-642.86,🚀 利潤擴張,11.68,⚪ 數據不足,0.0,2025,2025-12
2924.TWO,-0.71,宏太-KY,15.6999998093,-38.85,69.25999999999999,-1.17,10.0,15.04%,-59.26,-86.00%,31.73,🧐 疑業外收益,-73.69,⚪ 數據不足,0.0,2025,2025-12
6616.TWO,-0.25,特昇-KY,9.2600002289,-11.850000000000001,67.61,-0.61,55.88,N/A,-11.73,N/A,83.78,🧐 疑業外收益,-12.86,⚪ 數據不足,0.0,2025,2025-12
3152.TWO,8.22,璟德,200.0,393.00000000000006,67.3,9.42,51.69,44.03%,-15.61,18.21%,77.54,🧐 疑業外收益,-12.47,💎 強力關注,7.633587786259541,2025,2025-12
3665.TW,32.49,貿聯-KY,2085.0,1597.5,66.97,46.57,98.71,31.93%,31.74,18.37%,107.49,🚀 利潤擴張,29.74,⚪ 中性觀察,19.577464788732396,2025,2025-12
6831.TW,3.14,邁科,0.0,0.0,66.71,4.94,151.41,N/A,84.7,N/A,161.67,🚀 利潤擴張,86.86,⚪ 數據不足,0.0,2025,2025-12
8277.TWO,-0.34,商丞,8.6099996567,-15.15,65.59,-0.37,48.61,N/A,-16.98,N/A,33.33,🧐 疑業外收益,1.19,⚪ 數據不足,0.0,2025,2025-12
1802.TW,-0.33,台玻,71.9000015259,-16.349999999999998,65.33,-0.2,62.96,13.67%,-2.37,4.79%,36.54,🧐 疑業外收益,-0.78,⚪ 數據不足,0.0,2025,2025-12
2027.TW,2.08,大成鋼,41.6500015259,100.8,65.30000000000001,2.88,77.93,25.55%,12.63,14.07%,98.94,🚀 利潤擴張,11.96,💎 強力關注,6.19791689373512,2025,2025-12
2614.TW,1.42,東森,18.3500003815,68.1,65.27,1.99,60.48,34.49%,-4.79,10.29%,118.46,🧐 疑業外收益,-5.03,💎 強力關注,4.041850304295154,2025,2025-12
5543.TWO,-1.9,桓鼎-KY,29.9500007629,-88.8,65.14,-2.52,54.46,N/A,-10.68,N/A,-950.0,🧐 疑業外收益,-12.8,⚪ 數據不足,0.0,2025,2025-12
4807.TW,-0.56,日成-KY,27.8999996185,-32.699999999999996,65.02000000000001,-0.24,84.62,18.47%,19.6,4.68%,74.07,🚀 利潤擴張,32.17,⚪ 數據不足,0.0,2025,2025-12
1445.TW,-0.56,大宇,11.6000003815,-24.750000000000004,64.9,-0.87,42.76,6.55%,-22.14,-24.84%,-366.67,🧐 疑業外收益,-25.71,⚪ 數據不足,0.0,2025,2025-12
4529.TWO,-0.57,淳紳,4.8499999046,-28.05,64.78,-0.74,42.64,59.04%,-22.14,-1090.16%,46.23,🏰 高護城河,-22.27,⚪ 數據不足,0.0,2025,2025-12
5228.TWO,-0.91,鈺鎧,64.0,-24.750000000000004,64.66999999999999,-0.2,90.52,N/A,25.85,N/A,50.27,🚀 利潤擴張,18.69,⚪ 數據不足,0.0,2025,2025-12
4166.TWO,0.52,友霖,24.3999996185,29.4,64.65,0.9,79.17,60.10%,14.52,23.50%,11.63,🏰 高護城河,6.08,✅ 穩健價值,12.448979397193877,2025,2025-12
8021.TW,1.69,尖點,450.0,85.8,64.43,2.75,88.97,N/A,24.54,N/A,52.25,🚀 利潤擴張,18.57,⚠️ 追價風險,78.67132867132868,2025,2025-12
6141.TW,-1.99,柏承,46.0,-122.25,63.85,-4.65,42.24,N/A,-21.61,N/A,66.78,🧐 疑業外收益,-25.86,⚪ 數據不足,0.0,2025,2025-12
3605.TW,3.51,宏致,79.1999969482,169.04999999999998,63.75,4.35,74.89,26.65%,11.14,5.06%,133.33,🚀 利潤擴張,15.04,💎 強力關注,7.0275063840461405,2025,2025-12
5432.TWO,1.08,新門,135.0,60.15,63.02,2.3,69.12,N/A,6.1,N/A,6.93,🚀 利潤擴張,-4.49,⚠️ 追價風險,33.66583541147132,2025,2025-12
2436.TW,1.45,偉詮電,77.1999969482,73.49999999999999,62.74,3.02,78.06,30.84%,15.32,3.76%,17.59,🚀 利潤擴張,17.04,✅ 穩健價值,15.755101418,2025,2025-12
2033.TW,0.25,佳大,15.4499998093,13.05,62.559999999999995,0.35,84.21,14.21%,21.65,5.22%,73.33,🚀 利潤擴張,24.94,⚪ 中性觀察,17.75862047045977,2025,2025-12
1340.TW,-0.95,勝悅-KY,5.4800000191,-67.8,62.519999999999996,-2.61,50.57,-118.96%,-11.95,-391.42%,59.05,🧐 疑業外收益,-7.48,⚪ 數據不足,0.0,2025,2025-12
6510.TWO,21.73,精測,3140.0,1083.15,62.230000000000004,30.41,95.56,N/A,33.33,N/A,279.9,🚀 利潤擴張,55.92,⚠️ 追價風險,43.48428195540783,2025,2025-12
8064.TWO,-0.16,東捷,143.0,-4.049999999999999,61.900000000000006,1.36,72.15,N/A,10.25,N/A,-130.19,🔄 轉虧為盈,-10.02,⚪ 數據不足,0.0,2025,2025-12
8462.TW,5.69,柏文,139.5,289.05,61.470000000000006,8.49,79.87,N/A,18.4,N/A,91.16,🚀 利潤擴張,17.64,💎 強力關注,7.239231966787753,2025,2025-12
5364.TWO,-0.73,力麗店,8.7899999619,-36.449999999999996,61.36,-0.77,35.29,N/A,-26.07,N/A,44.7,🧐 疑業外收益,-12.89,⚪ 數據不足,0.0,2025,2025-12
6270.TWO,0.88,倍微,27.6499996185,37.5,61.290000000000006,1.08,66.15,N/A,4.86,N/A,300.0,🚀 利潤擴張,6.53,💎 強力關注,11.0599998474,2025,2025-12
6168.TW,0.04,宏齊,27.8999996185,-1.3010426069826053e-16,61.07,0.05,66.67,N/A,5.6,N/A,-42.86,🚀 利潤擴張,5.91,⚪ 數據不足,0.0,2025,2025-12
6574.TWO,4.08,霈方,0.0,0.0,59.830000000000005,6.82,66.34,N/A,6.51,N/A,53.96,🚀 利潤擴張,5.78,⚪ 數據不足,0.0,2025,2025-12
2440.TW,-0.26,太空梭,17.6000003815,-10.35,58.94,-0.23,46.51,4.12%,-12.43,0.66%,-136.36,🧐 疑業外收益,-9.7,⚪ 數據不足,0.0,2025,2025-12
8201.TW,-0.33,無敵,13.4499998093,-16.8,58.809999999999995,-0.35,60.23,N/A,1.42,N/A,53.52,🚀 利潤擴張,-7.02,⚪ 數據不足,0.0,2025,2025-12
2485.TW,-1.33,兆赫,74.1999969482,-62.699999999999996,57.57,-0.96,57.52,15.28%,-0.05,2.18%,11.92,🧐 疑業外收益,-24.95,⚪ 數據不足,0.0,2025,2025-12
4304.TWO,-1.02,勝昱,28.0,-52.8,57.160000000000004,-1.16,47.45,5.19%,-9.71,-15.57%,-14.61,🧐 疑業外收益,-6.96,⚪ 數據不足,0.0,2025,2025-12
1215.TW,7.94,卜蜂,125.0,384.9,56.93,10.39,58.63,20.24%,1.7,12.03%,85.95,🚀 利潤擴張,1.07,💎 強力關注,4.871395167575994,2025,2025-12
3308.TW,0.23,聯德,20.25,16.5,56.36,0.68,-32.0,23.48%,-88.36,-362.94%,-68.06,🌑 雙重衰退,-92.54,⚪ 中性觀察,18.409090909090907,2025,2025-12
6584.TWO,3.11,南俊國際,744.0,162.3,56.05,5.59,82.47,N/A,26.42,N/A,42.52,🚀 利潤擴張,23.53,⚠️ 追價風險,68.76155268022181,2025,2025-12
6026.TWO,0.7,福邦證,16.8500003815,38.25,55.6,1.72,54.95,N/A,-0.65,N/A,-30.0,🧐 疑業外收益,-23.52,💎 強力關注,6.607843286862745,2025,2025-12
2415.TW,1.37,錩新,27.0,61.949999999999996,55.370000000000005,1.81,58.77,25.38%,3.4,12.75%,55.68,🚀 利潤擴張,-1.03,💎 強力關注,6.5375302663438255,2025,2025-12
4609.TWO,-0.06,唐鋒,5.9499998093,-11.25,55.01,-0.1,78.72,4.92%,23.71,-68.47%,78.57,🚀 利潤擴張,22.29,⚪ 數據不足,0.0,2025,2025-12
4711.TWO,0.12,永純,16.7000007629,4.3500000000000005,54.5,0.15,50.0,14.61%,-4.5,2.47%,500.0,🧐 疑業外收益,-6.49,⚠️ 追價風險,57.58620952724137,2025,2025-12
4968.TW,1.37,立積,116.0,64.05000000000001,54.23,2.66,56.47,N/A,2.24,N/A,44.21,🚀 利潤擴張,1.01,⚠️ 追價風險,27.166276346604214,2025,2025-12
1313.TW,-0.56,聯成,10.6999998093,-33.6,52.61,-1.17,32.76,1.59%,-19.85,-3.51%,63.82,🧐 疑業外收益,-20.09,⚪ 數據不足,0.0,2025,2025-12
8921.TWO,-0.11,沈氏,18.5,-10.200000000000001,52.190000000000005,-0.11,52.17,N/A,-0.02,N/A,21.43,🧐 疑業外收益,0.3,⚪ 數據不足,0.0,2025,2025-12
2417.TW,-0.8,圓剛,49.0,-31.8,51.86,-0.19,54.55,56.31%,2.69,8.42%,-144.44,🏰 高護城河,-1.52,⚪ 數據不足,0.0,2025,2025-12
1760.TW,1.65,寶齡富錦,60.2999992371,74.55000000000001,51.440000000000005,2.22,53.1,52.35%,1.66,13.25%,54.21,🏰 高護城河,0.67,✅ 穩健價值,12.132796627183097,2025,2025-12
5276.TWO,0.88,達輝-KY,19.2000007629,44.1,50.919999999999995,1.14,54.05,N/A,3.13,N/A,46.67,🚀 利潤擴張,10.12,💎 強力關注,6.530612504387755,2025,2025-12
8489.TWO,-0.46,三貝德,22.8999996185,-27.450000000000003,50.8,-0.76,55.83,N/A,5.03,N/A,60.71,🚀 利潤擴張,-3.97,⚪ 數據不足,0.0,2025,2025-12
9929.TW,-0.19,秋雨,11.3000001907,-7.95,50.73,-0.07,50.0,N/A,-0.73,N/A,-5.56,🧐 疑業外收益,-3.83,⚪ 數據不足,0.0,2025,2025-12
2241.TW,-0.6,艾姆勒,34.5499992371,-28.349999999999994,50.63000000000001,-0.7,64.65,14.37%,14.02,-1.87%,47.37,🚀 利潤擴張,-2.54,⚪ 數據不足,0.0,2025,2025-12
8926.TW,1.86,台汽電,66.5999984741,97.05000000000001,49.08,2.45,32.43,N/A,-16.65,N/A,40.91,🧐 疑業外收益,-13.81,💎 強力關注,10.293662824435858,2025,2025-12
3550.TW,-0.69,聯穎,20.6499996185,-40.49999999999999,48.510000000000005,-1.18,51.74,15.39%,3.23,-3.96%,36.7,🚀 利潤擴張,6.33,⚪ 數據不足,0.0,2025,2025-12
8112.TW,1.62,至上,88.5999984741,112.8,47.74,5.02,43.32,N/A,-4.42,N/A,-50.61,🧐 疑業外收益,-16.18,💎 強力關注,11.781914690704788,2025,2025-12
8040.TWO,-0.45,九暘,111.5,-21.750000000000004,46.5,-0.6,49.15,N/A,2.65,N/A,48.28,🚀 利潤擴張,7.0,⚪ 數據不足,0.0,2025,2025-12
3115.TWO,-0.41,富榮綱,8.2899999619,-21.299999999999997,45.28,-0.44,57.53,100.00%,12.25,-377.43%,26.09,🏰 高護城河,84.76,⚪ 數據不足,0.0,2025,2025-12
2254.TW,-0.11,巨鎧精密-創,70.9000015259,-9.6,45.260000000000005,-0.84,20.75,-21.68%,-24.51,-98.59%,84.06,🧐 疑業外收益,-11.14,⚪ 數據不足,0.0,2025,2025-12
4541.TWO,0.99,晟田,45.25,55.349999999999994,45.05,2.03,61.11,25.49%,16.06,17.54%,65.0,🚀 利潤擴張,14.71,✅ 穩健價值,12.262872628726289,2025,2025-12
3057.TW,-0.24,喬鼎,20.4500007629,-1.9500000000000017,44.480000000000004,-0.88,46.34,29.42%,1.86,-21.05%,70.73,🚀 利潤擴張,-0.45,⚪ 數據不足,0.0,2025,2025-12
1460.TW,-0.27,宏遠,6.9400000572,-9.9,44.38,-0.27,35.0,16.50%,-9.38,1.12%,33.33,🧐 疑業外收益,-5.8,⚪ 數據不足,0.0,2025,2025-12
2630.TW,0.89,亞航,42.75,38.70000000000001,44.36,1.0,49.25,8.38%,4.89,2.16%,64.81,🚀 利潤擴張,4.46,⚪ 中性觀察,16.569767441860463,2025,2025-12
6144.TWO,-0.28,得利影,14.4499998093,-15.3,44.080000000000005,-0.36,36.84,N/A,-7.24,N/A,-12.0,🧐 疑業外收益,-11.26,⚪ 數據不足,0.0,2025,2025-12
6139.TW,17.33,亞翔,784.0,874.6500000000001,43.99,30.51,63.03,N/A,19.04,N/A,33.18,🚀 利潤擴張,-5.05,✅ 穩健價值,13.445378151260504,2025,2025-12
6116.TW,-0.46,彩晶,17.1000003815,-30.6,43.78,-0.75,58.56,N/A,14.78,N/A,65.89,🚀 利潤擴張,22.03,⚪ 數據不足,0.0,2025,2025-12
6666.TW,2.63,羅麗芬-KY,40.1500015259,113.85,43.550000000000004,2.42,42.35,N/A,-1.2,N/A,34.87,🧐 疑業外收益,-3.85,💎 強力關注,5.289855273504612,2025,2025-12
3518.TW,-0.93,柏騰,33.3499984741,-64.95,42.96,-1.56,33.33,-2.30%,-9.63,-60.61%,43.83,🧐 疑業外收益,-8.43,⚪ 數據不足,0.0,2025,2025-12
5701.TWO,-0.37,劍湖山,4.0,-13.2,42.67,-0.26,50.0,N/A,7.33,N/A,9.76,🚀 利潤擴張,2.46,⚪ 數據不足,0.0,2025,2025-12
8390.TWO,5.11,金益鼎,121.5,235.05,42.46,6.6,36.36,N/A,-6.1,N/A,35.9,🧐 疑業外收益,-8.18,💎 強力關注,7.753669432035736,2025,2025-12
6226.TW,-0.17,光鼎,0.0,0.0,42.35,-0.28,38.64,N/A,-3.71,N/A,45.16,🧐 疑業外收益,-0.95,⚪ 數據不足,0.0,2025,2025-12
1457.TW,0.44,宜進,14.0,37.199999999999996,42.0,1.18,29.85,6.94%,-12.15,33.56%,-53.62,🧐 疑業外收益,-8.45,💎 強力關注,5.645161290322582,2025,2025-12
4560.TW,2.16,強信-KY,32.0,113.55,41.12,3.02,48.04,33.75%,6.92,16.61%,61.19,🚀 利潤擴張,8.82,💎 強力關注,4.227212681638045,2025,2025-12
3049.TW,-0.66,精金,12.5,-30.15,40.06,-0.64,41.28,-12.51%,1.22,-21.51%,26.67,🚀 利潤擴張,-1.71,⚪ 數據不足,0.0,2025,2025-12
5519.TW,4.31,隆大,32.0999984741,159.29999999999998,39.97,4.96,27.18,N/A,-12.79,N/A,130.48,🧐 疑業外收益,22.52,💎 強力關注,3.0225987263747647,2025,2025-12
2010.TW,1.74,春源,23.25,86.69999999999999,39.88,2.32,40.61,10.75%,0.73,7.04%,50.0,🚀 利潤擴張,3.17,💎 強力關注,4.022491349480969,2025,2025-12
8463.TW,1.84,潤泰材,21.8500003815,71.4,39.69,1.85,48.0,N/A,8.31,N/A,91.67,🚀 利潤擴張,11.83,💎 強力關注,4.59033621460084,2025,2025-12
4590.TW,0.67,富田-創,72.0,0.0,39.66,2.72,-1.45,30.54%,-41.11,-0.34%,-75.81,🌑 雙重衰退,-44.8,⚪ 數據不足,0.0,2025,2025-12
1904.TW,0.17,正隆,19.0,15.3,39.4,0.74,34.55,20.98%,-4.85,7.12%,-61.36,🧐 疑業外收益,-5.08,⚪ 中性觀察,18.627450980392158,2025,2025-12
6104.TWO,4.65,創惟,99.0,245.55,39.27,5.62,66.87,N/A,27.6,N/A,145.74,🚀 利潤擴張,37.32,💎 強力關注,6.047648136835675,2025,2025-12
3028.TW,2.0,增你強,81.5,111.75,39.15,3.15,52.91,7.68%,13.76,3.25%,69.49,🚀 利潤擴張,8.99,💎 強力關注,10.939597315436242,2025,2025-12
2308.TW,16.47,台達電,2445.0,792.9,38.89,23.14,70.65,34.59%,31.76,16.35%,52.5,🚀 利潤擴張,28.12,⚠️ 追價風險,46.25425652667423,2025,2025-12
5243.TW,3.37,乙盛-KY,126.5,163.95,38.69,4.4,30.95,N/A,-7.74,N/A,42.19,🧐 疑業外收益,-2.65,💎 強力關注,11.573650503202195,2025,2025-12
8042.TWO,0.24,金山電,154.5,14.999999999999996,38.54,0.89,48.33,N/A,9.79,N/A,-53.85,🚀 利潤擴張,8.7,⚠️ 追價風險,154.50000000000003,2025,2025-12
7717.TWO,4.58,萊德光電-KY,690.0,0.0,38.53,6.13,62.99,N/A,24.46,N/A,92.37,🚀 利潤擴張,29.16,⚪ 數據不足,0.0,2025,2025-12
9907.TW,1.12,統一實,15.9499998093,54.900000000000006,38.47,1.36,40.21,N/A,1.74,N/A,55.56,🚀 利潤擴張,7.48,💎 強力關注,4.357923445163934,2025,2025-12
5278.TWO,0.72,尚凡*,22.2000007629,40.05,38.44,1.05,56.72,N/A,18.28,N/A,-83.78,🚀 利潤擴張,23.06,💎 強力關注,8.31460702730337,2025,2025-12
6188.TWO,2.77,廣明,84.5999984741,136.95,37.099999999999994,3.61,54.94,N/A,17.84,N/A,69.94,🚀 利潤擴張,20.72,💎 強力關注,9.266155364085435,2025,2025-12
5340.TWO,0.78,建榮,101.5,39.15,36.900000000000006,1.19,52.56,N/A,15.66,N/A,59.18,🚀 利潤擴張,16.6,⚠️ 追價風險,38.88888888888889,2025,2025-12
3577.TWO,1.73,泓格,157.5,92.69999999999999,36.86,2.37,46.3,53.43%,9.44,14.28%,20.98,🏰 高護城河,7.11,⚠️ 追價風險,25.485436893203886,2025,2025-12
3631.TWO,-0.64,晟楠,36.4500007629,-31.200000000000003,36.43,-0.7,-25.0,24.23%,-61.43,-460.25%,-64.1,🌑 雙重衰退,-14.57,⚪ 數據不足,0.0,2025,2025-12
3085.TWO,-0.46,新零售,12.4499998093,-22.35,36.09,-0.56,41.67,73.88%,5.58,-74.64%,16.36,🏰 高護城河,3.93,⚪ 數據不足,0.0,2025,2025-12
4977.TW,3.53,眾達-KY,210.5,138.45000000000002,35.99,4.48,34.45,N/A,-1.54,N/A,180.65,🧐 疑業外收益,17.84,⚠️ 追價風險,22.806067172264353,2025,2025-12
8077.TWO,2.87,洛��,48.4000015259,193.35000000000002,35.86000000000001,6.04,37.27,N/A,1.41,N/A,25.33,🚀 利潤擴張,0.34,💎 強力關注,3.7548488383165246,2025,2025-12
4951.TWO,3.74,精拓科,122.0,203.7,35.83,5.98,40.71,N/A,4.88,N/A,16.15,🚀 利潤擴張,5.17,💎 強力關注,8.98379970544919,2025,2025-12
1303.TW,-0.05,南亞,98.0999984741,1.7999999999999983,35.59,0.57,35.71,9.25%,0.12,2.06%,-113.16,🔄 轉虧為盈,2.08,⚠️ 追價風險,817.4999872841674,2025,2025-12
5443.TWO,1.97,均豪,126.5,98.1,35.260000000000005,2.59,40.56,N/A,5.3,N/A,21.38,🚀 利潤擴張,16.83,⚪ 中性觀察,19.34250764525994,2025,2025-12
6186.TWO,7.56,新潤,39.5999984741,346.49999999999994,35.0,7.81,38.72,N/A,3.72,N/A,253.27,🚀 利潤擴張,97.22,💎 強力關注,1.7142856482294373,2025,2025-12
6109.TWO,-0.98,亞元,11.3000001907,-47.1,34.57,-0.94,43.03,N/A,8.46,N/A,-13.95,🚀 利潤擴張,0.2,⚪ 數據不足,0.0,2025,2025-12
8086.TWO,2.03,宏捷科,169.0,100.94999999999999,34.4,3.36,26.79,N/A,-7.61,N/A,-21.01,🧐 疑業外收益,-22.52,⚠️ 追價風險,25.111441307578012,2025,2025-12
4433.TWO,-0.65,興采,21.25,-11.099999999999996,34.39,1.06,46.48,22.41%,12.09,9.68%,-3300.0,🔄 轉虧為盈,5.85,⚪ 數據不足,0.0,2025,2025-12
3017.TW,32.25,奇鋐,2665.0,1624.2,34.25,49.17,128.84,26.39%,94.59,20.96%,113.86,🚀 利潤擴張,80.63,⚠️ 追價風險,24.612116734392316,2025,2025-12
4108.TW,-0.21,懷特,12.3999996185,-11.25,33.980000000000004,-0.29,21.62,18.27%,-12.36,-127.15%,25.0,🧐 疑業外收益,-12.96,⚪ 數據不足,0.0,2025,2025-12
2613.TW,0.85,中櫃,21.5499992371,40.64999999999999,33.41,1.14,35.9,16.43%,2.49,9.95%,1.28,🚀 利潤擴張,2.72,💎 強力關注,7.9520292387822895,2025,2025-12
3232.TWO,0.28,昱捷,23.6000003815,11.55,33.059999999999995,0.29,-9.38,12.15%,-42.44,-5.24%,-12.5,🌑 雙重衰退,-42.87,⚠️ 追價風險,30.649351144805195,2025,2025-12
8147.TWO,2.68,正淩,176.0,124.95,32.44,3.08,62.03,N/A,29.59,N/A,72.73,🚀 利潤擴張,29.97,⚪ 中性觀察,21.12845138055222,2025,2025-12
4538.TWO,0.21,大詠城,17.5,10.95,32.18000000000001,0.29,52.63,14.69%,20.45,4.41%,-56.25,🚀 利潤擴張,14.08,⚠️ 追價風險,23.972602739726028,2025,2025-12
