gm,symbol,om,est_price,prev_eps,expansion,prev_eps_yoy,prev_rev_yoy,name,status,eps_yoy,pe,advice,date,eps,price,prev_year,rev_yoy
N/A,5202.TWO,N/A,-33.3,-0.57,-126.51000000000002,-126.76,1.12,力新,🌑 雙重衰退,-134.86,0.0,⚪ 數據不足,2025-12,-0.61,12.1000003815,2025,-8.35
23.65%,2231.TW,-15.73%,-19.8,-0.06,-127.19000000000001,-103.64,-18.65,為升,🌑 雙重衰退,-148.96,0.0,⚪ 數據不足,2025-12,-1.63,107.0,2025,-21.77
8.85%,2024.TW,2.74%,-3.75,-0.14,-127.67,-380.0,-7.46,志聯,🌑 雙重衰退,-137.5,0.0,⚪ 數據不足,2025-12,-0.06,14.1499996185,2025,-9.83
19.66%,1583.TW,-2.95%,-399.0,-5.75,-130.45999999999998,-269.21,-12.06,程泰,🌑 雙重衰退,-142.57,0.0,⚪ 數據不足,2025-12,-4.83,47.0999984741,2025,-12.11
17.06%,3390.TWO,1.24%,-30.0,-0.72,-130.85000000000002,-158.97,-10.98,旭軟,🌑 雙重衰退,-138.3,0.0,⚪ 數據不足,2025-12,-0.55,28.3500003815,2025,-7.45
1.51%,3092.TW,-21.28%,-208.2,-4.31,-131.88,-174.52,-17.54,鴻碩,🌑 雙重衰退,-147.12,0.0,⚪ 數據不足,2025-12,-5.14,29.0,2025,-15.24
N/A,6693.TWO,N/A,-48.45,-1.12,-131.91,-150.45,27.89,廣閎科,📉 獲利侵蝕,-102.7,0.0,⚪ 數據不足,2025-12,-0.09,142.0,2025,29.21
8.50%,2425.TW,0.94%,-35.4,-0.95,-132.64999999999998,-439.29,2.41,承啟,📉 獲利侵蝕,-130.48,0.0,⚪ 數據不足,2025-12,-0.32,34.0499992371,2025,2.17
4.37%,1905.TW,-6.00%,-34.35,-0.85,-133.85,-1316.67,-10.29,華紙,🌑 雙重衰退,-143.48,0.0,⚪ 數據不足,2025-12,-0.56,12.1000003815,2025,-9.63
18.99%,2461.TW,-2.69%,-18.299999999999997,-0.32,-133.95,-117.82,-5.52,光群雷,🌑 雙重衰退,-138.31,0.0,⚪ 數據不足,2025-12,-0.61,16.25,2025,-4.36
N/A,6243.TW,N/A,-13.499999999999998,-0.32,-134.34,-145.59,-6.38,迅杰,🌑 雙重衰退,-147.27,0.0,⚪ 數據不足,2025-12,-0.52,34.3499984741,2025,-12.93
25.62%,4923.TWO,-11.28%,0.0,-4.75,-134.54,-176.51,6.21,力士,📉 獲利侵蝕,-124.23,0.0,⚪ 數據不足,2025-12,-5.26,0.0,2025,10.31
N/A,6233.TWO,N/A,-6.75,-0.08,-134.54999999999998,-122.86,-5.88,旺玖,🌑 雙重衰退,-141.67,0.0,⚪ 數據不足,2025-12,-0.16,26.0499992371,2025,-7.12
N/A,6609.TWO,N/A,-40.5,-0.68,-135.03,-128.33,-21.06,瀧澤科,🌑 雙重衰退,-159.3,0.0,⚪ 數據不足,2025-12,-1.53,42.1500015259,2025,-24.27
7.05%,3230.TWO,-37.72%,-54.15,-1.15,-137.14000000000001,-133.82,-10.01,錦明,🌑 雙重衰退,-146.49,0.0,⚪ 數據不足,2025-12,-1.6,32.4500007629,2025,-9.35
9.34%,3178.TWO,-7.19%,-11.549999999999999,-0.34,-139.0,-148.57,-1.99,公準,🌑 雙重衰退,-143.4,0.0,⚪ 數據不足,2025-12,-0.46,67.4000015259,2025,-4.4
2.66%,2369.TW,-3.16%,-45.0,-0.99,-139.81,-321.74,-1.99,菱生,📉 獲利侵蝕,-136.36,0.0,⚪ 數據不足,2025-12,-1.05,30.0,2025,3.45
17.63%,1711.TW,-5.18%,-5.7,-0.18,-140.39,-150.0,-6.57,永光,🌑 雙重衰退,-147.73,0.0,⚪ 數據不足,2025-12,-0.21,49.7000007629,2025,-7.34
N/A,8929.TWO,N/A,-27.599999999999998,-0.48,-140.48000000000002,-145.28,-8.4,富堡,🌑 雙重衰退,-147.37,0.0,⚪ 數據不足,2025-12,-0.45,14.3000001907,2025,-6.89
18.28%,3362.TWO,-0.95%,-48.300000000000004,-1.17,-141.5,-159.18,0.48,先進光,📉 獲利侵蝕,-140.6,0.0,⚪ 數據不足,2025-12,-1.08,121.0,2025,0.9
N/A,8121.TWO,N/A,-18.000000000000004,-0.4,-141.62,-145.45,-6.76,越峰,🌑 雙重衰退,-142.47,0.0,⚪ 數據不足,2025-12,-0.31,37.3499984741,2025,-0.85
23.18%,4419.TWO,-10.31%,-51.9,-1.05,-141.92000000000002,-483.33,58.8,皇家美食,📉 獲利侵蝕,-101.39,0.0,⚪ 數據不足,2025-12,-1.45,46.0999984741,2025,40.53
N/A,6283.TW,N/A,-15.9,-0.2,-143.7,42.86,32.23,淳安,📉 獲利侵蝕,-128.95,0.0,⚪ 數據不足,2025-12,-0.22,24.6499996185,2025,14.75
0.28%,1452.TW,-7.44%,-19.8,-0.34,-143.81,-187.18,-15.72,宏益,🌑 雙重衰退,-164.06,0.0,⚪ 數據不足,2025-12,-0.41,10.5,2025,-20.25
N/A,7711.TW,N/A,0.0,9.3,-144.28,61.47,266.16,永擎,⚠️ 獲利稀釋,38.44,0.0,⚪ 數據不足,2025-12,13.04,375.0,2025,182.72
N/A,4966.TWO,N/A,1293.4499999999998,34.51,-144.99,6.64,1.76,譜瑞-KY,📉 獲利侵蝕,-19.19,9.149947813985852,⚪ 中性觀察,2026-03,6.77,789.0,2025,125.8
2.51%,3272.TWO,-26.32%,-228.3,-4.94,-145.12,-64.09,11.34,東碩,📉 獲利侵蝕,-139.68,0.0,⚪ 數據不足,2025-12,-7.65,17.3999996185,2025,5.44
N/A,7584.TWO,N/A,-9.000000000000002,-0.75,-146.98000000000002,-117.9,1.42,樂意,🌑 雙重衰退,-152.11,0.0,⚪ 數據不足,2025-12,-1.98,27.5499992371,2025,-5.13
-9.53%,2340.TW,-33.43%,-112.5,-2.2,-148.89000000000001,-265.0,2.25,台亞,📉 獲利侵蝕,-148.28,0.0,⚪ 數據不足,2025-12,-2.88,35.1500015259,2025,0.61
16.92%,1599.TWO,-21.33%,-27.9,-0.47,-150.91000000000003,-149.46,-19.34,宏佳騰,🌑 雙重衰退,-169.49,0.0,⚪ 數據不足,2025-12,-0.84,23.6000003815,2025,-18.58
N/A,6461.TWO,N/A,-88.2,-1.8,-151.96,15.1,258.74,益得,⚠️ 獲利稀釋,18.35,0.0,⚪ 數據不足,2025-12,-2.57,16.3999996185,2025,170.31
N/A,6120.TW,N/A,-7.65,-0.17,-153.38,-72.73,-19.7,達運,🌑 雙重衰退,-171.43,0.0,⚪ 數據不足,2025-12,-0.19,13.3999996185,2025,-18.05
N/A,6269.TW,N/A,-254.54999999999998,-5.09,-154.05,-593.15,-19.29,台郡,🌑 雙重衰退,-169.53,0.0,⚪ 數據不足,2025-12,-6.95,58.7000007629,2025,-15.48
13.67%,4183.TWO,-6.40%,-14.85,-0.22,-155.99,-120.0,13.79,福永生技,📉 獲利侵蝕,-145.21,0.0,⚪ 數據不足,2025-12,-0.33,12.5,2025,10.78
10.83%,2073.TWO,-1.32%,-11.55,-0.33,-156.1,-186.84,-3.88,雄順,🌑 雙重衰退,-161.9,0.0,⚪ 數據不足,2025-12,-0.39,26.0,2025,-5.8
19.48%,4168.TWO,-2058.21%,-73.2,-1.43,-156.59,8.44,190.34,醣聯,⚠️ 獲利稀釋,0.95,0.0,⚪ 數據不足,2025-12,-2.16,25.7000007629,2025,157.54
19.64%,4303.TWO,-12.85%,686.55,10.18,-156.63,176.63,332.14,信立,⚠️ 獲利稀釋,7.63,1.0651081494428667,⚪ 中性觀察,2025-12,11.15,48.75,2025,164.26
31.50%,4563.TWO,-25.78%,-15.450000000000001,0.42,-157.55,-85.52,-11.35,百德,🌑 雙重衰退,-168.99,0.0,⚪ 數據不足,2025-12,-2.67,47.7999992371,2025,-11.44
29.35%,3073.TWO,-34.05%,24.0,0.22,-158.32999999999998,-77.08,100.23,天方能源,📉 獲利侵蝕,-100.0,12.8125,⚪ 中性觀察,2025-12,0.0,20.5,2025,58.33
30.65%,1316.TW,-1.86%,-32.25,-0.74,-160.13,-127.59,192.39,上曜,⚠️ 獲利稀釋,35.21,0.0,⚪ 數據不足,2025-12,-0.52,10.75,2025,195.34
2.13%,3437.TW,-29.37%,-93.44999999999999,-2.03,-160.66,-250.0,-21.0,榮創,🌑 雙重衰退,-181.91,0.0,⚪ 數據不足,2025-12,-2.65,24.7000007629,2025,-21.25
N/A,5481.TWO,N/A,-29.099999999999998,-0.65,-164.59,-400.0,-0.34,新華,🌑 雙重衰退,-165.22,0.0,⚪ 數據不足,2025-12,-0.65,19.7999992371,2025,-0.63
-3.68%,1213.TW,-19.69%,-32.7,-0.65,-165.82,13.33,63.23,大飲,📉 獲利侵蝕,-109.76,0.0,⚪ 數據不足,2025-12,-0.85,8.4899997711,2025,56.06
N/A,5344.TWO,N/A,-18.15,-0.39,-167.38,-186.67,-8.31,立衛,🌑 雙重衰退,-170.91,0.0,⚪ 數據不足,2025-12,-0.39,16.3500003815,2025,-3.53
14.13%,1586.TWO,-0.10%,-23.55,-0.46,-167.48000000000002,-205.0,-13.22,和勤,🌑 雙重衰退,-178.05,0.0,⚪ 數據不足,2025-12,-0.35,23.0499992371,2025,-10.57
N/A,6830.TW,N/A,-52.8,-0.64,-167.58,-174.42,8.46,汎銓,📉 獲利侵蝕,-156.8,0.0,⚪ 數據不足,2025-12,-0.71,693.0,2025,10.78
N/A,5345.TWO,N/A,-14.85,-0.3,-167.82,80.26,148.72,馥鴻,⚠️ 獲利稀釋,82.98,0.0,⚪ 數據不足,2025-12,-0.32,20.2000007629,2025,250.8
N/A,4950.TWO,N/A,-18.3,-0.43,-168.46,-30.3,693.83,金耘國際,⚠️ 獲利稀釋,23.4,0.0,⚪ 數據不足,2025-12,-0.36,17.0499992371,2025,191.86
59.54%,2723.TW,7.94%,-55.35000000000002,-4.23,-170.71,-295.83,-2.06,美食-KY,🏰 高護城河,-175.3,0.0,⚪ 數據不足,2025-12,-2.47,63.0,2025,-4.59
N/A,5299.TWO,N/A,161.55,4.58,-170.81,-22.77,-12.32,杰力,⚠️ 獲利稀釋,18.71,9.749303621169915,⚪ 中性觀察,2026-03,1.65,105.0,2025,189.52
11.07%,1742.TWO,-115.34%,-42.15,-0.87,-171.04,-171.9,-51.7,台蠟,🌑 雙重衰退,-222.73,0.0,⚪ 數據不足,2025-12,-1.08,15.0,2025,-51.69
54.90%,2726.TWO,-51.18%,-110.7,-1.77,-175.23,-146.32,10.36,雅茗-KY,🏰 高護城河,-174.64,0.0,⚪ 數據不足,2025-12,-3.55,10.0,2025,0.59
N/A,6108.TW,N/A,-43.65,-0.91,-176.58,-140.99,-21.96,競國,🌑 雙重衰退,-194.62,0.0,⚪ 數據不足,2025-12,-0.88,19.25,2025,-18.04
31.44%,4562.TW,-45.46%,-39.15,-0.76,-176.66,-85.37,3.32,穎漢,🌑 雙重衰退,-184.44,0.0,⚪ 數據不足,2025-12,-1.28,40.7999992371,2025,-7.78
N/A,6504.TW,N/A,-79.35000000000001,-2.15,-176.92,-926.92,1.7,南六,🌑 雙重衰退,-178.42,0.0,⚪ 數據不足,2025-12,-1.09,38.75,2025,-1.5
45.66%,2401.TW,-9.00%,-12.15,-0.26,-179.78,-163.41,-2.33,凌陽,🌑 雙重衰退,-181.82,0.0,⚪ 數據不足,2025-12,-0.37,29.5499992371,2025,-2.04
13.88%,4716.TWO,-9.40%,0.0,-0.82,-180.36,-174.29,-8.03,大立,🌑 雙重衰退,-188.3,0.0,⚪ 數據不足,2025-12,-0.87,0.0,2025,-7.94
N/A,6103.TWO,N/A,-42.74999999999999,-0.94,-183.31,-230.99,70.32,合邦,📉 獲利侵蝕,-116.47,0.0,⚪ 數據不足,2025-12,-0.56,37.9000015259,2025,66.84
N/A,8261.TW,N/A,202.05000000000004,5.73,-186.21,19.71,6.37,富鼎,⚠️ 獲利稀釋,9.03,11.135857461024496,⚪ 中性觀察,2026-03,1.57,150.0,2025,195.24
9.03%,4558.TWO,0.44%,-27.900000000000002,-0.36,-187.02,-170.59,15.71,寶緯,📉 獲利侵蝕,-181.25,0.0,⚪ 數據不足,2025-12,-0.39,20.0,2025,5.77
16.12%,2371.TW,2.89%,-60.75,0.65,-189.48000000000002,-77.78,4.01,大同,📉 獲利侵蝕,-183.36,0.0,⚪ 數據不足,2025-12,-5.2,28.3999996185,2025,6.12
9.49%,2342.TW,-12.78%,-11.1,-0.23,-192.04,-171.88,17.56,茂矽,📉 獲利侵蝕,-184.48,0.0,⚪ 數據不足,2025-12,-0.49,40.4500007629,2025,7.56
18.44%,3380.TW,1.17%,-19.8,-0.37,-194.75,-166.07,1.51,明泰,📉 獲利侵蝕,-190.0,0.0,⚪ 數據不足,2025-12,-0.36,32.7000007629,2025,4.75
14.87%,4510.TWO,-1.97%,-39.900000000000006,-0.91,-194.92999999999998,-190.91,-14.79,高鋒,🌑 雙重衰退,-197.14,0.0,⚪ 數據不足,2025-12,-1.02,47.5999984741,2025,-2.21
13.72%,3060.TW,3.00%,-15.15,-0.46,-195.51999999999998,-1633.33,5.01,銘異,📉 獲利侵蝕,-186.67,0.0,⚪ 數據不足,2025-12,-0.39,27.5499992371,2025,8.85
27.19%,1235.TW,-0.09%,20.85,0.59,-195.97,-60.42,62.57,興泰,📉 獲利侵蝕,-140.0,26.834531825251798,❌ 暫避觀望,2025-12,-0.03,37.2999992371,2025,55.97
44.07%,3086.TWO,-19.63%,-22.2,-0.58,-198.53,-190.63,2.76,華義*,📉 獲利侵蝕,-192.54,0.0,⚪ 數據不足,2025-12,-0.62,36.8499984741,2025,5.99
23.39%,1467.TW,1.90%,-30.3,-0.79,-200.06,-297.5,4.15,南緯,📉 獲利侵蝕,-197.83,0.0,⚪ 數據不足,2025-12,-0.45,6.9600000381,2025,2.23
18.49%,1101.TW,3.76%,-41.1,-1.28,-200.33999999999997,-225.26,3.59,台泥,🌑 雙重衰退,-203.45,0.0,⚪ 數據不足,2025-12,-1.6,24.2000007629,2025,-3.11
17.49%,3710.TWO,-7.36%,-35.24999999999999,-0.7,-203.08,-40.0,-3.15,連展投控,🌑 雙重衰退,-208.33,0.0,⚪ 數據不足,2025-12,-1.48,6.3000001907,2025,-5.25
N/A,8171.TWO,N/A,-232.95,-4.13,-208.65999999999997,-687.23,-76.3,天宇,🌑 雙重衰退,-275.59,0.0,⚪ 數據不足,2025-12,-5.17,23.3500003815,2025,-66.93
N/A,7740.TW,N/A,0.0,3.22,-210.32999999999993,453.41,398.67,熙特爾-創,⚠️ 獲利稀釋,674.7,0.0,⚪ 數據不足,2025-12,4.9,0.0,2025,885.03
N/A,6101.TWO,N/A,-11.700000000000001,-0.32,-213.38,-196.97,84.34,寬魚國際,📉 獲利侵蝕,-170.37,0.0,⚪ 數據不足,2025-12,-0.19,38.4000015259,2025,43.01
N/A,8374.TW,N/A,13.049999999999999,0.7,-215.60999999999999,250.0,42.77,羅昇,📉 獲利侵蝕,-191.67,113.90804422310347,❌ 暫避觀望,2025-12,-0.55,99.0999984741,2025,23.94
10.78%,2426.TW,-2.91%,-7.65,-0.18,-216.62,-142.86,-0.87,鼎元,🌑 雙重衰退,-219.05,0.0,⚪ 數據不足,2025-12,-0.25,75.6999969482,2025,-2.43
56.44%,4127.TWO,-18.66%,-10.200000000000001,-0.17,-217.48000000000002,-206.25,27.42,天良,🏰 高護城河,-184.62,0.0,⚪ 數據不足,2025-12,-0.22,57.2000007629,2025,32.86
35.81%,2482.TW,-38.32%,-45.150000000000006,-0.83,-217.68,-225.76,-15.29,連宇,🌑 雙重衰退,-234.57,0.0,⚪ 數據不足,2025-12,-1.09,16.2999992371,2025,-16.89
38.23%,3066.TWO,-18.85%,-89.4,-1.62,-217.81,-218.25,12.21,李洲,📉 獲利侵蝕,-207.69,0.0,⚪ 數據不足,2025-12,-1.4,20.7000007629,2025,10.12
-5.49%,1312.TW,-15.47%,-134.54999999999998,-2.86,-219.62,-197.87,25.54,國喬,📉 獲利侵蝕,-181.88,0.0,⚪ 數據不足,2025-12,-3.97,10.6000003815,2025,37.74
37.55%,1773.TW,23.35%,255.29999999999998,6.81,-223.92000000000002,-5.55,4.01,勝一,⚠️ 獲利稀釋,6.32,10.399529964747357,⚪ 中性觀察,2026-03,2.02,177.0,2025,230.24
35.79%,3535.TW,12.45%,-74.55000000000001,-1.74,-223.95,-285.11,-63.89,晶彩科,🌑 雙重衰退,-255.07,0.0,⚪ 數據不足,2025-12,-1.07,124.5,2025,-31.12
-118.71%,2431.TW,-168.74%,-45.45,-0.51,-226.29000000000002,-6.25,2.47,聯昌,🌑 雙重衰退,-233.33,0.0,⚪ 數據不足,2025-12,-2.1,10.3000001907,2025,-7.04
N/A,6199.TWO,N/A,3.4500000000000006,0.45,-226.79000000000002,-33.82,100.01,天品,📉 獲利侵蝕,-48.33,436.9565217391304,❌ 暫避觀望,2025-12,0.31,100.5,2025,178.46
27.33%,2363.TW,-2.89%,62.85000000000001,1.46,-231.98000000000002,37.74,572.93,矽統,⚠️ 獲利稀釋,50.0,14.988066643699284,⚪ 中性觀察,2025-12,1.53,62.7999992371,2025,281.98
89.24%,2702.TW,10.47%,-24.0,-0.61,-232.35,-284.85,-3.8,華園,🏰 高護城河,-234.62,0.0,⚪ 數據不足,2025-12,-0.35,13.0,2025,-2.27
N/A,8450.TWO,N/A,-175.79999999999998,-3.03,-235.22,-288.46,-11.93,霹靂,🌑 雙重衰退,-244.52,0.0,⚪ 數據不足,2025-12,-5.34,15.8999996185,2025,-9.3
N/A,5392.TWO,N/A,-21.599999999999998,-0.39,-236.64,-378.57,-7.88,能率,🌑 雙重衰退,-244.44,0.0,⚪ 數據不足,2025-12,-0.26,41.5499992371,2025,-7.8
N/A,8937.TWO,N/A,-64.2,-1.63,-241.46,-800.0,-51.29,合騏*,🌑 雙重衰退,-291.67,0.0,⚪ 數據不足,2025-12,-0.71,32.0,2025,-50.21
N/A,6869.TW,N/A,-35.099999999999994,1.57,-247.26000000000002,51.96,108.47,雲豹能源,📉 獲利侵蝕,-150.36,0.0,⚪ 數據不足,2025-12,-4.2,81.5999984741,2025,96.9
8.95%,4513.TWO,-32.66%,-67.35000000000001,-1.15,-249.77,-238.24,-19.02,福裕,🌑 雙重衰退,-265.31,0.0,⚪ 數據不足,2025-12,-1.79,14.9499998093,2025,-15.54
20.78%,3545.TW,-7.17%,-16.95,1.55,-253.20000000000002,-16.29,-11.59,敦泰,🌑 雙重衰退,-270.99,0.0,⚪ 數據不足,2025-12,-4.64,61.2000007629,2025,-17.79
N/A,6854.TW,N/A,-124.35000000000001,-3.06,-253.23000000000002,-451.85,-18.05,錼創科技-KY創,🌑 雙重衰退,-276.79,0.0,⚪ 數據不足,2025-12,-1.02,158.5,2025,-23.56
17.62%,2464.TW,-3.37%,-29.849999999999998,-0.58,-255.05,-352.17,-6.86,盟立,🌑 雙重衰退,-266.0,0.0,⚪ 數據不足,2025-12,-0.84,136.0,2025,-10.95
N/A,6547.TWO,N/A,-25.95,-0.44,-259.57,-144.44,-2.24,高端疫苗,📉 獲利侵蝕,-258.33,0.0,⚪ 數據不足,2025-12,-0.86,48.7000007629,2025,1.24
N/A,8087.TWO,N/A,-50.85,-1.16,-260.40999999999997,-670.0,-65.94,麗升能源,🌑 雙重衰退,-328.07,0.0,⚪ 數據不足,2025-12,-1.32,34.1500015259,2025,-67.66
34.86%,4131.TWO,-26.13%,-22.95,-0.43,-261.45,61.95,257.45,浩泰,⚠️ 獲利稀釋,36.07,0.0,⚪ 數據不足,2025-12,-0.78,35.2000007629,2025,297.52
N/A,6167.TWO,N/A,0.0,0.01,-263.22,111.11,20.36,久正,📉 獲利侵蝕,-250.0,0.0,⚪ 數據不足,2025-12,-0.03,0.0,2025,13.22
N/A,6456.TW,N/A,-21.900000000000002,-0.37,-264.99,-68.18,1.28,GIS-KY,🌑 雙重衰退,-269.57,0.0,⚪ 數據不足,2025-12,-0.79,69.9000015259,2025,-4.58
N/A,8084.TWO,N/A,-46.800000000000004,-1.03,-269.3,-5250.0,1.31,巨虹,🌑 雙重衰退,-280.2,0.0,⚪ 數據不足,2025-12,-1.82,43.0999984741,2025,-10.9
N/A,4999.TW,N/A,-65.10000000000001,-1.35,-272.73,-348.15,-0.79,鑫禾,🌑 雙重衰退,-272.92,0.0,⚪ 數據不足,2025-12,-1.68,19.5499992371,2025,-0.19
N/A,6958.TW,N/A,-78.15,-1.71,-273.47,-248.7,-6.06,日盛台駿,🌑 雙重衰退,-280.56,0.0,⚪ 數據不足,2025-12,-2.38,17.25,2025,-7.09
7.75%,2061.TWO,1.18%,-48.599999999999994,-1.08,-274.26,-550.0,3.9,風青,📉 獲利侵蝕,-273.08,0.0,⚪ 數據不足,2025-12,-0.97,24.5,2025,1.18
N/A,6230.TW,N/A,-55.650000000000006,-1.3,-276.8,-395.45,11.27,尼得科超眾,📉 獲利侵蝕,-264.86,0.0,⚪ 數據不足,2025-12,-2.44,134.0,2025,11.94
-1.63%,2392.TW,-10.82%,-194.85,-4.81,-278.32,-266.67,6.06,正崴,🌑 雙重衰退,-281.76,0.0,⚪ 數據不足,2025-12,-6.62,36.9000015259,2025,-3.44
N/A,8215.TW,N/A,0.0,-0.12,-279.87,-125.0,-1.11,明基材,🌑 雙重衰退,-283.87,0.0,⚪ 數據不足,2025-12,-1.14,0.0,2025,-4.0
N/A,5468.TWO,N/A,-15.0,-0.23,-283.03000000000003,-43.75,17.37,凱鈺,📉 獲利侵蝕,-246.15,0.0,⚪ 數據不足,2025-12,-0.65,17.7000007629,2025,36.88
-2.98%,2017.TW,-20.14%,-15.9,-0.31,-283.33,-162.5,-14.15,官田鋼,🌑 雙重衰退,-300.0,0.0,⚪ 數據不足,2025-12,-0.56,8.5500001907,2025,-16.67
N/A,4956.TW,N/A,-45.60000000000001,-1.03,-285.14,-836.36,6.45,光鋐,📉 獲利侵蝕,-280.95,0.0,⚪ 數據不足,2025-12,-0.8,44.1500015259,2025,4.19
N/A,5301.TWO,N/A,-49.2,-0.96,-285.31,-317.39,-45.83,寶得利,🌑 雙重衰退,-320.93,0.0,⚪ 數據不足,2025-12,-1.81,6.8000001907,2025,-35.62
15.72%,2734.TWO,-0.44%,-52.2,-1.11,-289.44,-161.67,-2.52,易飛網,📉 獲利侵蝕,-286.84,0.0,⚪ 數據不足,2025-12,-1.42,15.5500001907,2025,2.6
13.78%,3432.TW,-20.55%,-31.200000000000003,-0.59,-293.57,-13.46,214.23,台端,📉 獲利侵蝕,-64.15,0.0,⚪ 數據不足,2025-12,-0.87,19.0,2025,229.42
N/A,8105.TW,N/A,-19.950000000000003,-0.56,-298.04,-1966.67,1.65,凌巨,🌑 雙重衰退,-300.0,0.0,⚪ 數據不足,2025-12,-0.3,16.4500007629,2025,-1.96
4.83%,2002.TW,0.47%,-9.75,-0.27,-303.35,-316.67,-11.74,中鋼,🌑 雙重衰退,-315.38,0.0,⚪ 數據不足,2025-12,-0.29,18.2000007629,2025,-12.03
N/A,6140.TWO,N/A,-54.449999999999996,-1.16,-314.34,-227.47,54.34,訊達,📉 獲利侵蝕,-287.38,0.0,⚪ 數據不足,2025-12,-1.93,19.75,2025,26.96
N/A,4939.TWO,N/A,-24.9,-0.53,-318.27,-282.76,-8.78,亞電,🌑 雙重衰退,-326.32,0.0,⚪ 數據不足,2025-12,-0.43,38.0499992371,2025,-8.05
23.64%,3023.TW,9.15%,505.34999999999997,13.02,-321.18,-11.43,-6.24,信邦,📉 獲利侵蝕,-6.49,9.305431878895815,⚪ 中性觀察,2026-03,3.6,313.5,2025,314.69
19.78%,3032.TW,5.69%,-174.29999999999998,-2.17,-323.80999999999995,-155.38,49.41,偉訓,📉 獲利侵蝕,-272.65,0.0,⚪ 數據不足,2025-12,-7.93,79.3000030518,2025,51.16
N/A,5230.TWO,N/A,-63.75,-1.28,-323.94,-348.08,-15.82,雷笛克光學,🌑 雙重衰退,-338.6,0.0,⚪ 數據不足,2025-12,-1.35,17.2000007629,2025,-14.66
208.69%,1418.TW,-991.43%,-86.10000000000001,-2.24,-325.33,-42.67,-49.95,東華,🏰 高護城河,-373.33,0.0,⚪ 數據不足,2025-12,-1.29,17.8999996185,2025,-48.0
N/A,6988.TW,N/A,-22.049999999999997,-0.21,-327.02,-136.84,-11.17,威力暘-創,🌑 雙重衰退,-337.5,0.0,⚪ 數據不足,2025-12,-1.13,16.7000007629,2025,-10.48
52.20%,4530.TWO,27.02%,-2.2499999999999996,-0.24,-329.57,64.71,345.21,宏易,🔄 轉虧為盈,126.0,0.0,⚪ 數據不足,2025-12,0.34,25.2000007629,2025,455.57
-12.82%,4714.TWO,-39.60%,10.5,0.36,-331.03,157.14,97.17,永捷,📉 獲利侵蝕,-245.95,19.142856597857143,❌ 暫避觀望,2025-12,-0.54,13.3999996185,2025,85.08
N/A,6425.TWO,N/A,-103.8,-2.58,-331.47999999999996,-932.26,-24.91,易發,🌑 雙重衰退,-348.39,0.0,⚪ 數據不足,2025-12,-1.61,90.1999969482,2025,-16.91
20.83%,3095.TWO,6.20%,-127.35000000000001,-2.83,-345.13,-438.6,1.73,及成,📉 獲利侵蝕,-338.6,0.0,⚪ 數據不足,2025-12,-2.0,47.3499984741,2025,6.53
102.69%,2601.TW,-12.62%,-35.699999999999996,-0.34,-357.93,-126.67,-12.6,益航,🏰 高護城河,-365.71,0.0,⚪ 數據不足,2025-12,-1.63,5.0100002289,2025,-7.78
N/A,6695.TW,N/A,-88.35000000000001,-1.86,-365.49,-101.09,18.92,芯鼎,📉 獲利侵蝕,-355.0,0.0,⚪ 數據不足,2025-12,-1.83,51.5,2025,10.49
N/A,5487.TWO,N/A,-25.2,-0.57,-366.33,-850.0,-14.05,通泰,🌑 雙重衰退,-381.82,0.0,⚪ 數據不足,2025-12,-0.53,27.2000007629,2025,-15.49
N/A,5011.TWO,N/A,-58.35,-1.24,-369.61,-369.57,32.39,久陽,📉 獲利侵蝕,-347.22,0.0,⚪ 數據不足,2025-12,-1.61,15.75,2025,22.39
-0.64%,2038.TW,-2.86%,-1.200000000000001,-0.12,-371.76,-160.0,-3.5,海光,🌑 雙重衰退,-380.0,0.0,⚪ 數據不足,2025-12,-0.56,13.3999996185,2025,-8.24
N/A,6443.TW,N/A,-135.9,-1.9,-373.77,-1457.14,-61.4,元晶,🌑 雙重衰退,-433.33,0.0,⚪ 數據不足,2025-12,-6.24,40.0999984741,2025,-59.56
4.59%,1444.TW,-2.95%,-27.450000000000003,-0.68,-374.9,-361.54,-12.7,力麗,🌑 雙重衰退,-388.89,0.0,⚪ 數據不足,2025-12,-0.78,5.9499998093,2025,-13.99
24.04%,3043.TW,-3.20%,-49.5,-0.51,-377.84000000000003,-198.08,8.88,科風,🌑 雙重衰退,-381.05,0.0,⚪ 數據不足,2025-12,-2.67,21.25,2025,-3.21
21.21%,2457.TW,-6.90%,-58.2,-0.97,-400.31,-296.0,-5.83,飛宏,🌑 雙重衰退,-410.42,0.0,⚪ 數據不足,2025-12,-1.48,25.0499992371,2025,-10.11
N/A,6916.TW,N/A,-49.95,-0.98,-406.19,-526.09,-1.55,華凌,🌑 雙重衰退,-406.38,0.0,⚪ 數據不足,2025-12,-1.44,17.3999996185,2025,-0.19
N/A,8431.TWO,N/A,-111.30000000000001,-2.44,-407.46999999999997,-844.83,11.78,匯鑽科,📉 獲利侵蝕,-404.84,0.0,⚪ 數據不足,2025-12,-3.88,57.5999984741,2025,2.63
N/A,6176.TW,N/A,348.3,9.4,-407.8,-40.24,-5.52,瑞儀,📉 獲利侵蝕,-3.0,4.521963824289405,⚪ 中性觀察,2026-03,2.29,105.0,2025,404.8
