📈 回測總表 (起點: 2026-01-01)
--------------------------------------------------------------------------------
6831.TW    | 次數: 2    | 勝率:  50.00% | 累計:   18.01%
6761.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -24.23%
5483.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -16.29%
6742.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.85%
3066.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   26.33%
1340.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.25%
6770.TW    | 次數: 2    | 勝率:  50.00% | 累計:   14.29%
2630.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -8.83%
2939.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -4.48%
3624.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.35%
3135.TW    | 次數: 2    | 勝率:  50.00% | 累計:   20.21%
3073.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.96%
2356.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.01%
6838.TW    | 次數: 2    | 勝率:  50.00% | 累計:   10.31%
7709.TWO   | 次數: 3    | 勝率: 100.00% | 累計:   64.86%
1906.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.11%
1519.TW    | 次數: 1    | 勝率: 100.00% | 累計:    8.02%
3717.TW    | 次數: 2    | 勝率:  50.00% | 累計:   10.53%
5520.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    2.49%
4979.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.48%
6192.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -4.00%
2436.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -8.44%
2027.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.97%
00650L.TW  | 次數: 2    | 勝率:   0.00% | 累計:   -6.09%
7786.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.01%
2440.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.37%
4971.TWO   | 次數: 4    | 勝率:  25.00% | 累計:  -20.72%
9918.TW    | 次數: 1    | 勝率: 100.00% | 累計:   18.17%
3711.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.05%
5498.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -13.29%
8033.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.53%
4967.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -31.65%
1785.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   15.71%
3152.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.90%
009805.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -2.89%
2467.TW    | 次數: 3    | 勝率:  33.33% | 累計:   23.43%
6782.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -2.49%
6215.TW    | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
00711B.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -0.48%
3653.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.10%
9931.TW    | 次數: 1    | 勝率: 100.00% | 累計:   14.65%
6432.TWO   | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
