om,name,prev_rev_yoy,price,eps_yoy,rev_yoy,date,gm,prev_eps_yoy,status,prev_year,advice,pe,prev_eps,est_price,symbol,expansion,eps
N/A,榮惠-KY創,-1.99,113.0,-16.96,-3.92,2025-12,N/A,-47.48,🌑 雙重衰退,2025,⚪ 中性觀察,9.46398659966499,3.23,179.10000000000002,6924.TW,-13.040000000000001,5.68
-45.05%,鑫創,4.82,17.5,4.84,17.89,2025-12,15.22%,30.2,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.71,-86.25,3259.TWO,-13.05,-2.36
N/A,華安,-5.71,39.7000007629,-14.12,-0.97,2025-12,N/A,8.02,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.19,-117.89999999999999,6657.TW,-13.149999999999999,-2.92
N/A,立敦,-1.77,67.6999969482,-14.74,-1.38,2025-12,N/A,-18.83,🌑 雙重衰退,2025,⚪ 中性觀察,10.257575295181816,1.96,99.00000000000003,6175.TWO,-13.36,2.68
7.20%,光頡,1.22,66.3000030518,-9.71,3.65,2025-12,23.30%,-27.11,📉 獲利侵蝕,2025,❌ 暫避觀望,16.053269504067796,1.21,61.95000000000001,3624.TWO,-13.360000000000001,1.86
14.34%,味王,-4.13,42.9000015259,-23.5,-10.06,2025-12,33.56%,-19.23,🌑 雙重衰退,2025,⚪ 中性觀察,9.953596641740141,1.28,64.64999999999999,1203.TW,-13.44,1.81
14.55%,聯發科,13.56,3700.0,-1.14,12.32,2025-12,46.13%,-0.39,📉 獲利侵蝕,2025,❌ 暫避觀望,21.477912579090965,51.76,2584.0499999999997,2454.TW,-13.46,66.16
7.00%,茂訊,6.38,114.5,-12.32,1.19,2025-12,25.33%,-9.93,📉 獲利侵蝕,2025,⚪ 中性觀察,5.803345159655348,6.08,295.94999999999993,3213.TWO,-13.51,7.4
14.07%,雙鴻,34.54,1060.0,33.98,47.52,2025-12,26.37%,13.67,⚠️ 獲利稀釋,2025,❌ 暫避觀望,17.827110662630343,18.13,891.8999999999999,3324.TWO,-13.540000000000006,28.26
N/A,耕興,-2.12,215.0,-14.93,-1.34,2025-12,N/A,-18.85,🌑 雙重衰退,2025,⚪ 中性觀察,7.98366134422577,7.92,403.95,6146.TWO,-13.59,10.77
9.93%,廣隆,-17.19,125.0,-32.28,-18.5,2025-12,18.72%,-37.53,🌑 雙重衰退,2025,⚪ 中性觀察,6.290890790135883,5.76,298.05,1537.TW,-13.780000000000001,7.95
N/A,正瀚-創,9.59,97.8000030518,-2.59,11.21,2025-12,N/A,-8.09,📉 獲利侵蝕,2025,⚪ 中性觀察,5.8422940891158905,4.09,251.09999999999997,6534.TW,-13.8,4.51
N/A,台灣虎航,-0.39,54.0,-10.95,2.9,2025-12,N/A,-22.46,📉 獲利侵蝕,2025,⚪ 中性觀察,3.6096256684491976,4.28,224.4,6757.TW,-13.85,5.37
2.34%,欣新網,22.59,53.2999992371,6.89,21.07,2025-12,11.53%,14.74,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.961968594753914,2.21,134.10000000000002,2949.TWO,-14.18,3.63
17.09%,倉佑,-1.99,28.8999996185,-13.92,0.3,2025-12,34.44%,-33.33,📉 獲利侵蝕,2025,⚪ 中性觀察,8.731117709516615,0.88,49.650000000000006,1568.TW,-14.22,1.36
19.78%,聯電,2.23,104.5,-11.97,2.26,2025-12,30.67%,-18.45,📉 獲利侵蝕,2025,⚪ 中性觀察,13.329081632653061,2.54,117.6,2303.TW,-14.23,3.34
N/A,系微,4.28,311.5,-9.63,4.64,2025-12,N/A,-14.37,📉 獲利侵蝕,2025,❌ 暫避觀望,19.8534098151689,4.59,235.35,6231.TWO,-14.27,6.66
N/A,萬泰科,8.02,80.5999984741,-8.22,6.08,2025-12,N/A,-11.9,📉 獲利侵蝕,2025,⚪ 中性觀察,14.265486455592923,1.64,84.74999999999999,6190.TWO,-14.3,2.19
N/A,晶碩,1.72,287.5,-11.08,3.26,2025-12,N/A,-15.63,📉 獲利侵蝕,2025,⚪ 中性觀察,5.444044688505964,15.38,792.1500000000001,6491.TW,-14.34,20.87
-1.56%,富華新,1491.72,13.3500003815,-82.6,-68.21,2025-12,21.31%,417.65,🌑 雙重衰退,2025,⚪ 中性觀察,2.597276338813229,1.08,77.10000000000001,3056.TW,-14.39,1.07
18.05%,融程電,18.44,170.5,4.56,19.07,2025-12,38.51%,-2.6,⚠️ 獲利稀釋,2025,⚪ 中性觀察,9.69300739056282,5.3,263.85,3416.TW,-14.510000000000002,7.39
1.39%,和碩,-0.09,81.0999984741,-15.3,-0.73,2025-12,4.09%,-30.83,🌑 雙重衰退,2025,⚪ 中性觀察,6.674896993753087,3.42,182.24999999999997,4938.TW,-14.57,5.39
11.29%,豆府,12.18,181.5,-3.09,11.58,2025-12,52.30%,1.18,🏰 高護城河,2025,⚪ 中性觀察,4.917366567325929,11.18,553.65,2752.TWO,-14.67,15.04
38.22%,遠東銀,-3.1,12.1499996185,-14.85,0.06,2025-12,102.49%,-24.1,🏰 高護城河,2025,⚪ 中性觀察,5.214592110944206,0.7,34.95,2845.TW,-14.91,0.93
3.96%,神達,97.96,85.9000015259,57.01,72.06,2025-12,10.03%,50.82,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.995114130773616,3.68,184.2,3706.TW,-15.050000000000004,5.15
10.05%,亞泥,-4.13,34.5999984741,-22.04,-6.89,2025-12,14.02%,-10.94,🌑 雙重衰退,2025,⚪ 中性觀察,4.866385158101266,2.42,106.65,1102.TW,-15.149999999999999,3.0
0.97%,元禎,2.13,0.0,-19.9,-4.68,2025-12,4.14%,-17.96,🌑 雙重衰退,2025,⚪ 數據不足,0.0,1.37,0.0,1725.TW,-15.219999999999999,1.53
N/A,數泓科,4.61,105.0,-14.67,0.7,2025-12,N/A,-29.26,📉 獲利侵蝕,2025,⚪ 中性觀察,5.935556811758055,4.81,265.35,6855.TWO,-15.37,7.85
-5.22%,永冠-KY,18.73,5.5399999619,1.36,16.77,2025-09,7.87%,65.91,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-2.71,-222.15,1589.TW,-15.41,-5.06
1.10%,福壽,0.36,13.1999998093,-15.09,0.36,2025-12,9.65%,-30.56,📉 獲利侵蝕,2025,❌ 暫避觀望,15.348836987558139,0.25,12.9,1219.TW,-15.45,0.45
N/A,聚賢研發-創,2.0,127.5,13.97,29.58,2025-12,N/A,-16.19,⚠️ 獲利稀釋,2025,⚪ 中性觀察,10.015710919088766,3.07,190.95000000000002,7631.TW,-15.609999999999998,6.56
N/A,台表科,13.01,214.5,-5.53,10.13,2025-12,N/A,-8.37,📉 獲利侵蝕,2025,⚪ 中性觀察,9.05445335584635,6.9,355.34999999999997,6278.TW,-15.66,9.39
N/A,沛爾生醫-創,69.11,680.0,44.38,60.07,2025-12,N/A,7.24,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-4.65,-237.15000000000003,6949.TW,-15.689999999999998,-7.23
6.69%,遠東新,-7.44,26.3500003815,-21.93,-6.24,2025-12,19.14%,-22.9,🌑 雙重衰退,2025,⚪ 中性觀察,7.0266667684,1.08,56.25,1402.TW,-15.69,1.55
N/A,ABC-KY,38.99,23.3500003815,22.83,38.52,2025-12,N/A,28.11,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.33,-69.6,6598.TW,-15.690000000000005,-1.96
N/A,百和,3.55,44.75,-13.68,2.05,2025-12,N/A,-11.78,📉 獲利侵蝕,2025,⚪ 中性觀察,3.988413547237077,3.37,168.29999999999998,9938.TW,-15.73,4.1
N/A,千附,16.5,56.7000007629,-2.59,13.17,2025-12,N/A,-22.31,📉 獲利侵蝕,2025,⚪ 中性觀察,7.99717923313117,1.89,106.35,8383.TWO,-15.76,3.41
N/A,匯僑設計,-30.5,45.2000007629,-46.72,-30.87,2025-12,N/A,-54.2,🌑 雙重衰退,2025,⚪ 中性觀察,6.656848418689249,2.29,101.85,6754.TW,-15.849999999999998,3.41
N/A,益張,-2.74,90.0999984741,-21.86,-5.89,2025-12,N/A,-24.29,🌑 雙重衰退,2025,⚪ 中性觀察,6.463414524684363,4.02,209.09999999999997,8342.TWO,-15.969999999999999,5.97
N/A,群益期,14.8,57.5,-6.01,9.98,2025-12,N/A,-15.38,📉 獲利侵蝕,2025,⚪ 中性觀察,4.320060105184072,4.0,199.65,6024.TW,-15.99,5.48
N/A,華孚,5.83,42.7000007629,-2.36,13.71,2025-12,N/A,-13.92,📉 獲利侵蝕,2025,⚪ 中性觀察,5.648148249060847,2.35,113.39999999999999,6235.TW,-16.07,2.9
N/A,采鈺,-9.08,594.0,-27.01,-10.64,2025-12,N/A,-25.2,🌑 雙重衰退,2025,❌ 暫避觀望,63.39381003201708,2.8,140.54999999999998,6789.TW,-16.37,4.01
N/A,鈺太,-6.83,324.5,-23.41,-7.01,2025-12,N/A,-43.52,🌑 雙重衰退,2025,❌ 暫避觀望,24.67680608365019,3.84,197.24999999999997,6679.TWO,-16.4,6.81
-4.30%,台聚,-10.84,12.75,-29.83,-13.41,2025-12,5.34%,-51.82,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.85,-96.6,1304.TW,-16.419999999999998,-2.6
32.41%,凡甲,24.44,391.5,5.64,22.33,2025-12,48.09%,9.74,⚠️ 獲利稀釋,2025,⚪ 中性觀察,9.402017291066283,12.33,624.6,3526.TWO,-16.689999999999998,16.97
17.75%,前鼎,-4.58,237.0,-29.79,-12.98,2025-12,46.40%,-22.03,🌑 雙重衰退,2025,❌ 暫避觀望,47.30538922155689,1.39,75.14999999999999,4908.TWO,-16.81,1.98
N/A,昕奇雲端,12.71,130.5,-7.18,9.7,2025-12,N/A,-10.23,📉 獲利侵蝕,2025,⚪ 中性觀察,12.452290076335878,3.01,157.20000000000002,7747.TWO,-16.88,4.04
7.58%,根基,58.45,84.8000030518,34.08,51.01,2025-12,9.56%,67.26,⚠️ 獲利稀釋,2025,⚪ 中性觀察,3.9793525599155326,6.59,319.65000000000003,2546.TW,-16.93,9.52
27.38%,興富發,-41.9,41.0999984741,-32.89,-15.9,2025-12,33.40%,-37.41,🌑 雙重衰退,2025,⚪ 中性觀察,12.492400752006079,0.95,49.35,2542.TW,-16.990000000000002,2.1
-17.20%,全域,16.84,17.5,16.83,33.85,2025-12,28.85%,-38.98,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-0.82,-35.099999999999994,3067.TWO,-17.020000000000003,-0.84
27.57%,昇達科,-6.01,1765.0,-12.03,5.02,2025-12,58.57%,-25.66,🏰 高護城河,2025,❌ 暫避觀望,98.49330357142858,4.6,268.79999999999995,3491.TWO,-17.049999999999997,7.83
0.87%,尚立,7.82,16.0,0.0,17.25,2025-12,3.88%,-58.54,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.65,-28.5,3360.TWO,-17.25,-0.48
N/A,欣泰,16.23,52.7000007629,-5.51,11.76,2025-12,N/A,-11.4,📉 獲利侵蝕,2025,⚪ 中性觀察,9.327433763345134,1.71,84.74999999999999,8917.TWO,-17.27,2.23
N/A,意騰-KY,106.86,508.0,67.87,85.22,2025-12,N/A,113.1,⚠️ 獲利稀釋,2025,❌ 暫避觀望,18.001417434443656,9.12,423.29999999999995,7749.TW,-17.349999999999994,11.77
N/A,豐謙,-99.19,30.3500003815,-116.36,-98.98,2025-12,N/A,-115.09,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.08,-3.5999999999999996,5523.TWO,-17.379999999999995,-0.09
24.73%,嘉實,10.44,88.3000030518,-10.36,7.07,2025-12,63.24%,-5.06,🏰 高護城河,2025,⚪ 數據不足,0.0,4.7,0.0,3158.TWO,-17.43,7.27
30.49%,裕民,-9.08,63.9000015259,-22.2,-4.75,2025-12,35.36%,-37.98,🌑 雙重衰退,2025,⚪ 中性觀察,7.625298511443916,2.76,125.69999999999999,2606.TW,-17.45,4.31
23.84%,美時,0.51,210.0,-7.14,10.36,2025-12,55.31%,-8.92,🏰 高護城河,2025,⚪ 中性觀察,4.593175853018373,13.82,685.8,1795.TW,-17.5,18.14
16.92%,聯詠,0.41,487.0,-19.62,-2.07,2025-12,38.19%,-18.56,🌑 雙重衰退,2025,⚪ 中性觀察,6.847581552305961,20.8,1066.8000000000002,3034.TW,-17.55,26.87
31.38%,中信金,23.13,53.5,11.73,29.29,2025-12,70.98%,3.78,🏰 高護城河,2025,⚪ 中性觀察,5.382293762575453,3.06,149.1,2891.TW,-17.56,4.08
N/A,常廣,4.58,38.75,-10.33,7.33,2025-12,N/A,0.61,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,1.66,0.0,6730.TWO,-17.66,2.14
N/A,大汽電,2.2,41.2999992371,-19.4,-1.74,2025-12,N/A,8.24,🌑 雙重衰退,2025,⚪ 中性觀察,7.011884420560271,1.84,88.35000000000001,8931.TWO,-17.66,1.87
36.66%,慧洋-KY,-24.86,73.0,-34.78,-17.06,2025-12,37.77%,-61.76,🌑 雙重衰退,2025,⚪ 中性觀察,9.299363057324841,2.44,117.75,2637.TW,-17.720000000000002,5.27
N/A,昶昕,10.16,103.5,-4.98,12.79,2025-12,N/A,-31.64,📉 獲利侵蝕,2025,❌ 暫避觀望,23.31081081081081,1.21,66.60000000000001,8438.TW,-17.77,2.1
N/A,佳總,-9.55,6.9899997711,-21.74,-3.95,2025-12,N/A,-28.12,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.82,-36.6,5355.TWO,-17.79,-1.12
7.82%,倫飛,25.9,70.9000015259,2.69,20.5,2025-12,39.87%,-4.85,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.733143544719848,3.14,157.95,2364.TW,-17.81,4.2
15.04%,勤凱,24.72,301.0,9.84,27.79,2025-12,22.01%,11.3,⚠️ 獲利稀釋,2025,❌ 暫避觀望,18.603213844252164,4.61,242.7,4760.TWO,-17.95,7.05
N/A,大世科,24.12,60.0,9.52,27.49,2025-12,N/A,0.66,⚠️ 獲利稀釋,2025,⚪ 中性觀察,11.07011070110701,1.52,81.3,8099.TWO,-17.97,2.53
10.08%,怡利電,0.55,58.5,-21.36,-3.38,2025-12,25.76%,-29.38,🌑 雙重衰退,2025,⚪ 中性觀察,11.25,1.49,78.0,2497.TW,-17.98,2.37
10.54%,拓凱,7.51,152.0,-20.89,-2.91,2025-12,32.65%,-0.58,🌑 雙重衰退,2025,⚪ 中性觀察,3.7689065212000994,12.08,604.9499999999999,4536.TW,-17.98,14.92
6.19%,六暉-KY,-3.67,20.75,-22.93,-4.72,2025-12,18.21%,-1.99,🌑 雙重衰退,2025,⚪ 中性觀察,4.252049180327869,1.48,73.2,2115.TW,-18.21,1.58
N/A,世紀鋼,20.49,104.5,-2.48,15.94,2025-12,N/A,-23.95,📉 獲利侵蝕,2025,⚪ 中性觀察,6.387530562347188,4.78,245.39999999999998,9958.TW,-18.419999999999998,6.57
N/A,台虹,2.03,138.5,-11.69,6.75,2025-12,N/A,-41.96,📉 獲利侵蝕,2025,❌ 暫避觀望,33.21342925659472,1.33,62.55,8039.TW,-18.439999999999998,2.07
17.40%,華勝-KY,-4.67,54.0999984741,-19.0,-0.48,2025-12,31.94%,-30.34,🌑 雙重衰退,2025,⚪ 中性觀察,4.482187114672742,3.36,181.05,2248.TW,-18.52,5.32
N/A,福興,-7.04,42.2000007629,-26.71,-8.15,2025-12,N/A,-30.54,🌑 雙重衰退,2025,⚪ 中性觀察,5.960452085155366,2.14,106.2,9924.TW,-18.560000000000002,3.08
N/A,進典,6.64,45.6500015259,-7.56,11.04,2025-12,N/A,-1.94,📉 獲利侵蝕,2025,⚪ 中性觀察,8.745211020287355,1.52,78.30000000000001,6843.TWO,-18.599999999999998,2.2
N/A,久昌,-10.54,163.5,-33.16,-14.48,2025-12,N/A,-37.15,🌑 雙重衰退,2025,⚪ 中性觀察,14.972527472527473,2.98,163.8,6720.TWO,-18.679999999999996,3.89
N/A,力積電,1.91,62.0999984741,-14.2,4.48,2025-12,N/A,-33.86,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.71,-73.35000000000001,6770.TW,-18.68,-1.86
N/A,安葆,37.75,311.5,11.79,30.49,2025-12,N/A,14.64,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,6.03,0.0,7792.TWO,-18.7,8.72
N/A,崴寶,75.55,555.0,41.2,59.94,2025-12,N/A,74.46,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,12.91,0.0,7744.TWO,-18.739999999999995,16.28
N/A,明安,9.03,55.7999992371,-10.24,8.55,2025-12,N/A,-26.95,📉 獲利侵蝕,2025,⚪ 中性觀察,3.4296250299385376,3.56,244.04999999999998,8938.TWO,-18.79,6.18
N/A,心誠鎂,-51.26,0.0,-48.08,-29.22,2025-12,N/A,-37.5,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-4.17,0.0,6934.TW,-18.86,-3.92
0.03%,三商壽,-43.41,7.6999998093,-47.37,-28.43,2025-12,3.78%,-68.0,🌑 雙重衰退,2025,❌ 暫避觀望,28.51851781222222,0.16,4.050000000000001,2867.TW,-18.939999999999998,0.2
N/A,洋基工程,54.5,633.0,28.04,47.13,2025-12,N/A,27.98,⚠️ 獲利稀釋,2025,⚪ 中性觀察,10.981956974323385,16.64,864.6000000000001,6691.TW,-19.090000000000003,24.76
22.79%,國產,4.82,34.5999984741,-15.42,3.75,2025-12,27.76%,-20.71,📉 獲利侵蝕,2025,⚪ 中性觀察,4.303482397276119,2.45,120.6,2504.TW,-19.17,3.3
N/A,虎門科技,19.53,120.5,0.0,19.26,2025-12,N/A,-2.88,📉 獲利侵蝕,2025,⚪ 中性觀察,11.44349477682811,3.37,157.95,6791.TWO,-19.26,4.16
N/A,康那香,-8.87,14.1999998093,-28.57,-9.24,2025-12,N/A,-0.68,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.49,-63.3,9919.TW,-19.33,-2.43
N/A,迎廣,11.06,80.1999969482,-7.65,11.78,2025-12,N/A,-26.01,📉 獲利侵蝕,2025,⚪ 中性觀察,10.986300951808218,2.21,109.50000000000001,6117.TW,-19.43,3.77
N/A,博弘,7.39,74.9000015259,-8.26,11.23,2025-12,N/A,-38.85,📉 獲利侵蝕,2025,⚪ 中性觀察,6.2625419336036785,3.18,179.4,6997.TWO,-19.490000000000002,5.11
N/A,群聯,7.55,2725.0,3.78,23.29,2025-12,N/A,-27.04,⚠️ 獲利稀釋,2025,❌ 暫避觀望,35.597648595689094,19.9,1148.25,8299.TWO,-19.509999999999998,41.98
17.87%,精湛,-10.95,68.0,-22.56,-2.97,2025-12,45.13%,-44.93,🌑 雙重衰退,2025,❌ 暫避觀望,15.11111111111111,1.25,67.5,2070.TWO,-19.59,2.3
15.81%,潤弘,16.0,162.5,0.37,19.99,2025-12,18.77%,7.57,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.6899958830794555,7.25,364.35,2597.TW,-19.619999999999997,10.75
N/A,博大,9.06,117.5,-4.63,15.04,2025-12,N/A,-14.37,📉 獲利侵蝕,2025,⚪ 中性觀察,7.960704607046071,4.41,221.4,8109.TWO,-19.669999999999998,6.18
N/A,晶焱,-9.94,84.5,-30.29,-10.51,2025-12,N/A,-25.46,🌑 雙重衰退,2025,⚪ 中性觀察,11.34228187919463,2.46,111.75000000000001,6411.TWO,-19.78,3.18
N/A,創為精密,24.69,59.4000015259,7.23,27.05,2025-12,N/A,6.94,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.867052199526012,2.65,129.75,6899.TWO,-19.82,3.59
N/A,寶成,-3.47,25.8500003815,-24.63,-4.71,2025-12,N/A,-35.26,🌑 雙重衰退,2025,⚪ 中性觀察,2.5594059783663368,3.03,151.5,9904.TW,-19.919999999999998,4.1
N/A,來億-KY,8.16,168.5,-14.96,5.05,2025-12,N/A,-12.51,📉 獲利侵蝕,2025,⚪ 中性觀察,5.112257281553398,9.16,494.40000000000003,6890.TW,-20.01,13.02
19.16%,儒鴻,5.39,344.5,-16.94,3.15,2025-12,30.19%,-20.3,📉 獲利侵蝕,2025,⚪ 中性觀察,7.050757265656979,14.33,732.9,1476.TW,-20.09,20.1
12.18%,達邁,8.42,107.5,-14.53,5.64,2025-12,31.33%,-42.24,📉 獲利侵蝕,2025,❌ 暫避觀望,32.97546012269938,0.94,48.900000000000006,3645.TW,-20.169999999999998,1.54
18.94%,萬海,-11.06,76.9000015259,-33.63,-13.25,2025-12,23.92%,-38.09,🌑 雙重衰退,2025,⚪ 中性觀察,3.020424254748625,7.64,381.90000000000003,2615.TW,-20.380000000000003,11.21
N/A,達爾膚,-0.64,98.5999984741,-26.4,-5.92,2025-12,N/A,-21.61,🌑 雙重衰退,2025,⚪ 中性觀察,4.82623585286833,5.84,306.45000000000005,6523.TWO,-20.479999999999997,7.78
4.42%,利機,10.26,94.5,-10.04,10.54,2025-12,18.10%,3.14,📉 獲利侵蝕,2025,❌ 暫避觀望,16.321243523316063,1.64,86.85,3444.TWO,-20.58,2.15
N/A,裕慶-KY,-6.88,159.0,-25.35,-4.74,2025-12,N/A,-29.25,🌑 雙重衰退,2025,⚪ 中性觀察,8.5529854760624,5.41,278.85,6957.TW,-20.61,10.18
N/A,艾華,3.67,77.0,-20.27,0.36,2025-12,N/A,-8.41,📉 獲利侵蝕,2025,❌ 暫避觀望,26.27986348122867,0.98,43.949999999999996,6204.TWO,-20.63,1.18
-34.06%,位速,42.64,21.1000003815,6.88,27.53,2025-12,1.54%,18.25,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.14,-59.7,3508.TWO,-20.650000000000002,-1.51
N/A,力成,-4.79,226.5,-18.46,2.2,2025-12,N/A,-30.26,📉 獲利侵蝕,2025,⚪ 中性觀察,13.402366863905327,4.96,253.49999999999997,6239.TW,-20.66,7.48
-73.69%,隆銘綠能,-36.93,10.6000003815,-66.41,-45.66,2025-12,-18.95%,-161.36,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.36,-81.14999999999999,3018.TW,-20.75,-2.16
36.75%,大立光,6.5,2795.0,-17.91,2.84,2025-12,47.97%,-15.56,📉 獲利侵蝕,2025,⚪ 中性觀察,7.498122116106878,109.06,5591.4,3008.TW,-20.75,159.41
12.48%,友輝,11.19,69.0999984741,-18.35,2.41,2025-12,28.71%,-26.64,📉 獲利侵蝕,2025,⚪ 中性觀察,5.1954886070751884,3.81,199.5,4933.TWO,-20.76,5.77
N/A,豐祥-KY,-7.59,157.0,-27.39,-6.57,2025-12,N/A,-18.99,🌑 雙重衰退,2025,⚪ 中性觀察,5.2350783594531505,8.74,449.85,5288.TW,-20.82,12.25
N/A,創泓科技,55.99,127.5,24.26,45.1,2025-12,N/A,60.59,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.934828311142256,4.34,214.04999999999998,7714.TWO,-20.84,6.33
N/A,祥碩,60.07,1525.0,45.15,66.0,2025-12,N/A,40.25,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.808918669131238,52.62,2596.8,5269.TW,-20.85,72.7
12.42%,曜亞,-12.22,52.5,-32.69,-11.82,2025-12,44.64%,-27.93,🌑 雙重衰退,2025,⚪ 中性觀察,5.239520958083832,2.89,150.3,4138.TWO,-20.869999999999997,3.81
14.07%,晶技,7.28,149.5,-15.57,5.34,2025-12,32.18%,-13.57,📉 獲利侵蝕,2025,⚪ 中性觀察,11.43840856924254,3.95,196.05,3042.TW,-20.91,5.28
8.69%,微端,-24.68,28.5,-40.68,-19.66,2025-12,28.61%,-56.16,🌑 雙重衰退,2025,❌ 暫避觀望,35.18518518518518,0.32,12.15,3285.TWO,-21.02,0.7
N/A,中美晶,-1.72,155.0,-23.02,-1.89,2025-12,N/A,18.54,🌑 雙重衰退,2025,⚪ 中性觀察,10.808926080892606,4.07,215.10000000000002,5483.TWO,-21.13,6.71
N/A,志超,1.46,41.2000007629,-17.45,3.73,2025-12,N/A,-8.29,📉 獲利侵蝕,2025,⚪ 中性觀察,6.971235323671743,1.77,88.64999999999999,8213.TW,-21.18,2.27
27.31%,精材,-1.5,255.5,-18.86,2.53,2025-12,32.82%,-30.87,📉 獲利侵蝕,2025,❌ 暫避觀望,23.570110701107012,3.09,162.6,3374.TWO,-21.39,4.99
6.72%,群光,-3.53,135.0,-27.23,-5.73,2025-12,16.76%,-12.04,🌑 雙重衰退,2025,⚪ 中性觀察,5.532786885245901,8.01,366.00000000000006,2385.TW,-21.5,9.05
N/A,三聯,22.78,90.4000015259,-0.48,21.03,2025-12,N/A,3.3,📉 獲利侵蝕,2025,⚪ 中性觀察,8.80233705218111,3.44,154.04999999999998,5493.TWO,-21.51,4.18
12.02%,美亞,-8.33,22.0499992371,-31.07,-9.51,2025-12,19.71%,-41.75,🌑 雙重衰退,2025,⚪ 中性觀察,4.045871419651376,1.66,81.75,2020.TW,-21.560000000000002,2.13
N/A,日揚,-6.36,86.5,-26.32,-4.59,2025-12,N/A,-28.8,🌑 雙重衰退,2025,⚪ 中性觀察,13.70839936608558,1.78,94.64999999999999,6208.TWO,-21.73,2.52
4.05%,廣宇,4.37,54.0,-22.0,-0.23,2025-12,12.48%,-13.48,🌑 雙重衰退,2025,⚪ 中性觀察,13.235294117647058,1.22,61.2,2328.TW,-21.77,1.56
N/A,正基,-1.49,70.9000015259,-23.53,-1.73,2025-12,N/A,-32.02,🌑 雙重衰退,2025,⚪ 中性觀察,11.56606876442088,1.72,91.95,6546.TWO,-21.8,2.73
N/A,榮田,-37.61,82.0,-52.99,-31.16,2025-12,N/A,-75.62,🌑 雙重衰退,2025,❌ 暫避觀望,17.558886509635975,0.91,70.05,7709.TWO,-21.830000000000002,2.48
-5.35%,建舜電,10.72,13.8000001907,-15.66,6.3,2025-12,12.86%,-2.74,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.75,-39.300000000000004,3322.TWO,-21.96,-0.96
4.85%,上銀,-1.42,367.5,-22.62,-0.53,2025-12,27.05%,-35.13,🌑 雙重衰退,2025,❌ 暫避觀望,35.234899328859065,3.01,156.45,2049.TW,-22.09,4.31
20.51%,玉晶光,0.68,523.0,-14.37,7.77,2025-12,34.25%,-27.07,📉 獲利侵蝕,2025,⚪ 中性觀察,7.178149876475432,22.41,1092.9,3406.TW,-22.14,32.84
N/A,益安,41.35,81.5,21.08,43.24,2025-12,N/A,10.97,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-5.76,-281.84999999999997,6499.TWO,-22.160000000000004,-7.24
N/A,宏�砦C戲-創,28.6,0.0,5.88,28.36,2025-12,N/A,41.89,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,1.05,0.0,6908.TW,-22.48,1.44
N/A,環球晶,-0.4,785.0,-25.74,-3.24,2025-12,N/A,-45.48,🌑 雙重衰退,2025,❌ 暫避觀望,22.06295671725689,10.68,533.6999999999999,6488.TWO,-22.5,15.29
N/A,諾貝兒,1.48,64.5999984741,-21.14,1.36,2025-12,N/A,-32.39,📉 獲利侵蝕,2025,⚪ 中性觀察,10.419354592596775,1.44,93.0,6844.TWO,-22.5,2.35
N/A,博盛半導體,-6.32,162.0,-28.68,-6.13,2025-12,N/A,-47.73,🌑 雙重衰退,2025,⚪ 中性觀察,13.192182410423452,3.57,184.20000000000002,7712.TWO,-22.55,5.42
N/A,三集瑞-KY,7.33,168.0,-19.59,2.98,2025-12,N/A,-29.18,📉 獲利侵蝕,2025,⚪ 中性觀察,8.115942028985508,6.02,310.5,6862.TW,-22.57,8.29
N/A,華宏,-1.21,69.0999984741,-27.57,-5.0,2025-12,N/A,-45.77,🌑 雙重衰退,2025,⚪ 中性觀察,12.586520669234973,1.54,82.35000000000001,8240.TWO,-22.57,2.18
