om,name,prev_rev_yoy,price,eps_yoy,rev_yoy,date,gm,prev_eps_yoy,status,prev_year,advice,pe,prev_eps,est_price,symbol,expansion,eps
N/A,信昌電,10.39,147.0,11.72,8.9,2025-12,N/A,-7.86,🚀 利潤擴張,2025,⚪ 中性觀察,20.94017094017094,2.12,105.30000000000001,6173.TWO,2.8200000000000003,3.26
33.61%,兆豐金,-5.03,39.2000007629,0.85,-1.77,2025-12,83.45%,-3.54,🏰 高護城河,2025,✅ 穩健價值,6.4900663514735095,1.91,90.6,2886.TW,2.62,2.36
N/A,中鼎,-23.49,37.0999984741,-20.92,-23.41,2025-12,N/A,-112.85,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.23,-15.600000000000001,9933.TW,2.4899999999999984,1.91
N/A,白紗科,0.54,24.0499992371,1.54,-0.87,2025-12,N/A,-0.58,🧐 疑業外收益,2025,✅ 穩健價值,4.0420166785042015,1.71,89.25,8401.TWO,2.41,2.63
1.25%,三商家購,3.48,41.3499984741,5.94,3.54,2025-12,27.39%,-2.04,🚀 利潤擴張,2025,✅ 穩健價值,8.49075944026694,1.44,73.05,2945.TW,2.4000000000000004,2.14
7.78%,榮昌,31.38,58.4000015259,25.0,22.61,2025-12,34.09%,50.0,🚀 利潤擴張,2025,✅ 穩健價值,7.4584931706130275,2.55,117.44999999999999,3684.TWO,2.3900000000000006,3.5
15.14%,辛耘,20.22,952.0,19.76,17.37,2025-12,37.11%,15.18,🚀 利潤擴張,2025,⚠️ 追價風險,29.04209884075656,9.71,491.70000000000005,3583.TW,2.3900000000000006,13.82
-5.26%,東訊,19.86,12.9499998093,18.37,16.01,2025-12,29.80%,67.57,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.3,-29.1,2321.TW,2.3599999999999994,-0.76
0.40%,神準,38.81,114.0,27.76,25.46,2025-12,14.36%,73.93,🚀 利潤擴張,2025,✅ 穩健價值,6.900726392251815,4.87,247.80000000000004,3558.TWO,2.3000000000000007,5.2
N/A,晉弘,36.23,67.1999969482,25.0,22.72,2025-12,N/A,22.73,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.68,-18.75,6796.TW,2.280000000000001,0.2
2.75%,世鎧,-10.3,25.5,-10.88,-13.1,2025-12,17.29%,-13.01,🌑 雙重衰退,2025,✅ 穩健價值,5.985915492957747,1.27,63.9,2063.TWO,2.219999999999999,1.72
N/A,創威,18.97,121.5,18.9,16.68,2025-12,N/A,20.69,🚀 利潤擴張,2025,⚠️ 追價風險,26.241900647948164,1.4,69.45,6530.TWO,2.219999999999999,1.95
N/A,世界,10.75,170.0,12.47,10.3,2025-12,N/A,4.1,🚀 利潤擴張,2025,✅ 穩健價值,14.938488576449911,3.35,170.70000000000002,5347.TWO,2.17,4.3
N/A,巨路,-4.9,132.0,-4.01,-6.01,2025-12,N/A,6.98,🌑 雙重衰退,2025,✅ 穩健價值,5.14419329696025,7.66,384.9,6192.TW,2.0,10.06
7.03%,士電,5.13,204.5,7.92,6.01,2025-12,17.20%,9.86,🚀 利潤擴張,2025,✅ 穩健價值,11.279646993932706,5.46,271.95000000000005,1503.TW,1.9100000000000001,6.27
42.63%,德英,35.41,33.5999984741,26.01,24.13,2025-12,85.36%,46.67,🏰 高護城河,2025,✅ 穩健價值,5.843477995495651,1.76,86.25000000000001,4911.TWO,1.8800000000000026,2.18
N/A,AMAX-KY,36.49,179.0,28.97,27.21,2025-12,N/A,86.8,🚀 利潤擴張,2025,✅ 穩健價值,14.541023558082859,3.69,184.65,6933.TW,1.759999999999998,5.04
11.96%,聯合,24.04,92.8000030518,23.26,21.54,2025-12,78.77%,29.11,🏰 高護城河,2025,✅ 穩健價值,6.295793965522387,4.47,221.10000000000002,4129.TWO,1.7200000000000024,5.83
13.07%,宏泰,22.35,36.7999992371,16.39,14.68,2025-12,16.53%,14.06,🚀 利潤擴張,2025,✅ 穩健價值,5.219858047815603,2.19,105.75,1612.TW,1.7100000000000009,2.77
34.18%,德律,31.3,408.0,34.83,33.22,2025-12,60.64%,37.0,🏰 高護城河,2025,⚪ 中性觀察,16.203335980937254,7.59,377.69999999999993,3030.TW,1.6099999999999994,10.49
14.21%,遠傳,2.92,95.5,7.02,5.47,2025-12,27.10%,9.41,🚀 利潤擴張,2025,✅ 穩健價值,10.235798499464094,2.79,139.95,4904.TW,1.5499999999999998,3.81
19.80%,台光電,51.33,4900.0,47.96,46.42,2025-12,28.58%,51.99,🚀 利潤擴張,2025,⚠️ 追價風險,47.600544006217206,31.23,1544.1000000000001,2383.TW,1.5399999999999991,41.67
N/A,鑽石投資,32.78,13.4499998093,53.38,51.85,2025-12,N/A,33.98,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-1.36,-69.00000000000001,6901.TW,1.5300000000000011,-1.38
10.08%,永記,5.97,76.0,4.17,2.72,2025-12,28.35%,12.04,🚀 利潤擴張,2025,✅ 穩健價值,5.374823196605375,4.28,212.10000000000002,1726.TW,1.4499999999999997,5.5
N/A,旺矽,33.01,5480.0,32.76,31.45,2025-12,N/A,39.51,🚀 利潤擴張,2025,⚠️ 追價風險,69.21813818365544,23.65,1187.5499999999997,6223.TWO,1.3099999999999987,33.49
17.33%,中華電,3.52,135.5,3.96,2.67,2025-12,33.63%,4.12,🚀 利潤擴張,2025,✅ 穩健價值,10.745440126883425,3.79,189.15,2412.TW,1.29,4.99
39.14%,凱基金,-29.02,21.6000003815,-10.99,-12.26,2025-12,78.38%,-34.81,🏰 高護城河,2025,✅ 穩健價值,5.934066038873626,1.09,54.6,2883.TW,1.2699999999999996,1.74
4.93%,三陽工業,-6.07,58.9000015259,-3.34,-4.56,2025-12,18.31%,-1.93,🌑 雙重衰退,2025,✅ 穩健價值,3.9319093141455275,4.6,224.70000000000002,2206.TW,1.2199999999999998,5.78
12.13%,大毅,10.63,80.0,8.95,7.81,2025-12,24.27%,13.57,🚀 利潤擴張,2025,✅ 穩健價值,9.580838323353293,2.53,125.25000000000003,2478.TW,1.1399999999999997,3.45
23.81%,中航,7.95,56.0,6.43,5.36,2025-12,34.11%,94.01,🚀 利潤擴張,2025,✅ 穩健價值,4.0201005025125625,4.21,208.95,2612.TW,1.0699999999999994,5.46
14.33%,晟銘電,11.48,110.0,13.2,12.17,2025-12,21.20%,15.64,🚀 利潤擴張,2025,✅ 穩健價值,12.658227848101264,2.44,130.35000000000002,3013.TW,1.0299999999999994,4.03
18.42%,世禾,12.87,216.0,17.2,16.17,2025-12,36.55%,23.67,🚀 利潤擴張,2025,✅ 穩健價值,10.454985479186835,6.12,309.9,3551.TWO,1.0299999999999976,8.36
N/A,星亞,16.17,42.2000007629,10.39,9.51,2025-12,N/A,10.53,🚀 利潤擴張,2025,✅ 穩健價值,4.042145666944444,3.23,156.6,7753.TWO,0.8800000000000008,4.22
-2.28%,國碩,-32.0,34.7000007629,-6.98,-7.81,2025-12,11.28%,-217.24,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.92,-41.85,2406.TW,0.8299999999999992,-0.92
59.33%,鈊象,21.48,738.0,19.82,19.01,2025-12,97.58%,21.2,🏰 高護城河,2025,✅ 穩健價值,7.873679718339913,27.9,1405.9499999999998,3293.TWO,0.8099999999999987,38.51
-478.52%,合一,-0.69,0.0,10.29,9.49,2025-12,41.13%,-31.06,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-2.11,0.0,4743.TWO,0.7999999999999989,-2.18
N/A,國統,17.98,49.9500007629,21.07,20.29,2025-12,N/A,28.82,🚀 利潤擴張,2025,✅ 穩健價值,5.325159996044776,2.95,140.70000000000002,8936.TWO,0.7800000000000011,4.08
2.38%,精技,23.71,47.6500015259,18.73,18.17,2025-12,8.10%,21.43,🚀 利潤擴張,2025,✅ 穩健價值,5.986181096218593,2.38,119.4,2414.TW,0.5599999999999987,3.17
N/A,時報,9.05,19.3999996185,3.23,2.69,2025-12,N/A,0.0,🚀 利潤擴張,2025,✅ 穩健價值,7.519379697093023,0.6,38.7,8923.TWO,0.54,0.96
-7.50%,磐亞,-1.16,16.2000007629,-6.32,-6.78,2025-12,-0.45%,-10.29,🌑 雙重衰退,2025,✅ 穩健價值,8.059701872089551,0.61,30.150000000000002,4707.TWO,0.45999999999999996,0.89
-23.61%,欣大健康,-18.9,37.5,-14.62,-15.0,2025-12,30.43%,16.58,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.56,-73.8,4198.TWO,0.3800000000000008,-1.96
10.03%,第一保,-3.25,26.2000007629,-2.67,-3.05,2025-12,31.15%,-5.81,🌑 雙重衰退,2025,✅ 穩健價值,3.3719434701287003,2.43,116.55,2852.TW,0.3799999999999999,2.92
N/A,意德士,19.5,271.0,19.42,19.26,2025-12,N/A,25.35,🚀 利潤擴張,2025,✅ 穩健價值,14.601293103448274,5.54,278.40000000000003,7556.TWO,0.16000000000000014,7.1
N/A,捷敏-KY,15.99,107.5,14.17,14.03,2025-12,N/A,21.33,🚀 利潤擴張,2025,✅ 穩健價值,7.56509500351865,4.38,213.14999999999998,6525.TW,0.14000000000000057,5.88
N/A,蒙恬,25.77,20.2000007629,34.19,34.16,2025-12,N/A,26.09,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.68,-34.800000000000004,5211.TWO,0.030000000000001137,-0.77
N/A,金居,11.75,477.0,15.34,15.52,2025-12,N/A,-5.9,⚠️ 獲利稀釋,2025,❌ 暫避觀望,49.27685950413223,2.71,145.2,8358.TWO,-0.17999999999999972,4.21
9.96%,長榮航太,13.98,157.0,11.43,11.63,2025-12,14.11%,10.05,⚠️ 獲利稀釋,2025,⚪ 中性觀察,11.786786786786784,4.16,199.80000000000004,2645.TW,-0.20000000000000107,5.46
-35.14%,元翎,8.43,17.1499996185,-4.02,-3.72,2025-12,-20.30%,-8.76,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.54,-73.05,4564.TW,-0.2999999999999994,-1.86
-174.96%,杏國,17.43,21.0,15.58,15.88,2025-12,76.40%,18.8,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.95,-50.4,4192.TWO,-0.3000000000000007,-1.3
N/A,中茂,-19.89,22.8500003815,-22.22,-21.87,2025-12,N/A,7.14,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.91,-49.8,5205.TWO,-0.34999999999999787,-1.43
N/A,雷虎,17.35,141.5,14.0,14.37,2025-12,N/A,151.72,⚠️ 獲利稀釋,2025,❌ 暫避觀望,62.61061946902655,0.73,33.9,8033.TW,-0.3699999999999992,0.58
41.10%,臺企銀,1.98,16.0,2.44,2.85,2025-12,97.54%,4.12,🏰 高護城河,2025,⚪ 中性觀察,4.923076923076923,1.01,48.75,2834.TW,-0.41000000000000014,1.26
11.17%,聯華,-0.11,40.5,4.49,4.92,2025-12,21.12%,6.95,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.318252730109204,2.0,96.15,1229.TW,-0.4299999999999997,2.57
9.36%,華航,2.68,18.8500003815,2.11,2.58,2025-12,18.07%,5.85,⚠️ 獲利稀釋,2025,⚪ 中性觀察,3.0208333944711536,1.81,93.60000000000001,2610.TW,-0.4700000000000002,2.42
N/A,光聖,92.55,1905.0,63.72,64.22,2025-12,N/A,66.63,⚠️ 獲利稀釋,2025,❌ 暫避觀望,39.327002477291494,13.87,726.5999999999999,6442.TW,-0.5,23.46
22.63%,昇陽,-47.7,13.1999998093,-69.95,-69.37,2025-12,42.09%,-46.67,🌑 雙重衰退,2025,⚪ 中性觀察,12.452830008773583,0.24,15.9,3266.TW,-0.5799999999999983,0.58
N/A,中保科,7.59,112.5,5.71,6.29,2025-12,N/A,3.81,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.773028296207104,4.99,249.14999999999998,9917.TW,-0.5800000000000001,6.77
9.78%,喬山,14.96,120.0,13.11,13.69,2025-12,48.58%,64.73,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.185538881309686,3.41,219.9,1736.TW,-0.5800000000000001,9.06
10.72%,三福化,0.49,141.0,-9.76,-9.17,2025-12,22.24%,-23.89,🌑 雙重衰退,2025,❌ 暫避觀望,16.33835457705678,2.39,129.45,4755.TW,-0.5899999999999999,3.7
N/A,中華資安,11.43,243.5,2.97,3.64,2025-12,N/A,6.85,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.29077289751447,8.52,440.55,7765.TW,-0.6699999999999999,11.47
N/A,宏�硌穈T,8.94,211.0,10.46,11.2,2025-12,N/A,6.94,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.652290383069917,11.25,559.9499999999999,6811.TWO,-0.7399999999999984,14.36
5.80%,亞光,16.37,144.0,13.99,14.74,2025-12,15.53%,23.82,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.700906344410877,5.51,248.25,3019.TW,-0.75,6.6
N/A,矽格,7.66,210.0,6.63,7.51,2025-12,N/A,-4.62,⚠️ 獲利稀釋,2025,❌ 暫避觀望,15.097052480230051,3.94,208.65,6257.TW,-0.8799999999999999,6.14
30.59%,國泰金,-12.01,76.4000015259,-2.94,-2.04,2025-12,62.29%,-27.4,🏰 高護城河,2025,⚪ 中性觀察,4.502062553087802,4.84,254.54999999999998,2882.TW,-0.8999999999999999,7.06
12.50%,湧德,21.75,124.0,19.61,20.51,2025-12,30.92%,25.52,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.4684402712571725,5.52,287.55,3689.TWO,-0.9000000000000021,7.55
38.82%,台灣高鐵,0.9,26.75,1.74,2.75,2025-12,43.22%,-2.2,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.88704318936877,0.89,45.150000000000006,2633.TW,-1.01,1.17
N/A,大台北,3.19,29.2999992371,0.6,1.69,2025-12,N/A,0.0,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.877934093215963,1.54,63.9,9908.TW,-1.0899999999999999,1.72
N/A,金萬林-創,8.78,12.8999996185,8.37,9.49,2025-12,N/A,8.41,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.96,-99.3,6645.TW,-1.120000000000001,-2.41
-0.53%,亞帝歐,-21.23,21.0,-15.15,-14.0,2025-12,13.94%,-88.0,🌑 雙重衰退,2025,❌ 暫避觀望,55.263157894736835,0.03,5.700000000000001,3516.TWO,-1.1500000000000004,0.27
N/A,詠業,9.04,58.5,5.83,7.01,2025-12,N/A,41.22,⚠️ 獲利稀釋,2025,⚪ 中性觀察,10.227272727272727,1.89,85.80000000000001,6792.TW,-1.1799999999999997,2.23
15.69%,研華,21.83,494.5,17.26,18.56,2025-12,39.78%,17.5,⚠️ 獲利稀釋,2025,❌ 暫避觀望,16.72868741542625,8.67,443.40000000000003,2395.TW,-1.2999999999999972,12.25
38.94%,國票金,-2.64,14.8000001907,3.28,4.6,2025-12,90.85%,-2.08,🏰 高護城河,2025,⚪ 中性觀察,10.647482151582734,0.47,20.85,2889.TW,-1.3199999999999998,0.63
N/A,久元,-1.1,120.5,4.19,5.64,2025-12,N/A,-11.76,⚠️ 獲利稀釋,2025,⚪ 中性觀察,13.140676117775355,2.7,137.55,6261.TWO,-1.4499999999999993,4.23
32.73%,大學光,-0.6,133.5,-2.07,-0.57,2025-12,58.77%,-9.44,🏰 高護城河,2025,⚪ 中性觀察,4.420529801324503,8.83,453.00000000000006,3218.TWO,-1.5,12.31
N/A,達發,14.59,734.0,7.78,9.43,2025-12,N/A,13.73,⚠️ 獲利稀釋,2025,❌ 暫避觀望,16.427931960608774,14.0,670.2,6526.TW,-1.6499999999999995,17.32
3.94%,長興,-7.17,82.6999969482,-9.62,-7.93,2025-12,21.29%,-4.39,🌑 雙重衰退,2025,❌ 暫避觀望,24.32352851417647,1.09,51.0,1717.TW,-1.6899999999999995,1.41
4.16%,致伸,0.47,71.0999984741,1.64,3.33,2025-12,17.61%,3.8,⚠️ 獲利稀釋,2025,⚪ 中性觀察,4.650098003538261,4.76,229.35,4915.TW,-1.6900000000000002,5.71
65.42%,華票,29.19,16.8999996185,31.37,33.06,2025-12,87.03%,29.63,🏰 高護城河,2025,⚪ 中性觀察,4.9560116183284455,1.05,51.150000000000006,2820.TW,-1.6900000000000013,1.34
N/A,家碩,-7.09,277.0,0.0,1.72,2025-12,N/A,-4.49,📉 獲利侵蝕,2025,❌ 暫避觀望,15.194733955019199,5.53,273.45,6953.TWO,-1.72,7.99
5.82%,中工,-10.98,13.0500001907,-14.89,-13.12,2025-12,9.34%,-21.21,🌑 雙重衰退,2025,⚪ 中性觀察,14.032258269569892,0.27,13.950000000000001,2515.TW,-1.7700000000000014,0.4
31.25%,亞德客-KY,9.91,1535.0,10.18,11.97,2025-12,47.51%,4.29,⚠️ 獲利稀釋,2025,❌ 暫避觀望,15.06378802747792,30.36,1528.5,1590.TW,-1.790000000000001,42.0
21.51%,東洋,14.57,75.3000030518,7.55,9.49,2025-12,56.36%,37.23,🏰 高護城河,2025,⚪ 中性觀察,4.82383107314542,5.05,234.15,4105.TWO,-1.9400000000000004,6.27
N/A,竑騰,54.14,1835.0,60.48,62.42,2025-12,N/A,44.57,⚠️ 獲利稀釋,2025,❌ 暫避觀望,39.12579957356077,14.3,703.5,7751.TWO,-1.9400000000000048,20.5
N/A,宏觀,5.88,226.5,4.76,6.74,2025-12,N/A,-24.19,⚠️ 獲利稀釋,2025,❌ 暫避觀望,24.944933920704845,2.37,136.2,6568.TWO,-1.9800000000000004,4.0
N/A,華容,5.47,28.25,0.0,1.99,2025-12,N/A,61.54,📉 獲利侵蝕,2025,❌ 暫避觀望,38.6986301369863,0.21,10.95,5328.TWO,-1.99,0.39
N/A,同欣電,-4.19,183.0,-6.83,-4.53,2025-12,N/A,-15.2,🌑 雙重衰退,2025,⚪ 中性觀察,9.651898734177214,5.41,284.40000000000003,6271.TW,-2.3,7.64
3.73%,研勤,-35.55,8.3199996948,-31.03,-28.72,2025-12,54.59%,-760.0,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.43,-17.400000000000002,3632.TWO,-2.3100000000000023,-0.38
2.92%,華晶科,25.58,39.2999992371,18.27,20.59,2025-12,23.91%,16.87,⚠️ 獲利稀釋,2025,⚪ 中性觀察,12.718446355048545,0.98,46.349999999999994,3059.TW,-2.3200000000000003,1.24
N/A,聖暉*,46.97,885.0,34.76,37.11,2025-12,N/A,34.86,⚠️ 獲利稀釋,2025,⚪ 中性觀察,13.39285714285714,20.35,991.2000000000002,5536.TWO,-2.3500000000000014,28.42
7.36%,王品,3.33,235.5,2.75,5.21,2025-12,47.07%,-2.81,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.840773809523808,12.01,604.8000000000001,2727.TW,-2.46,16.02
4.26%,技嘉,24.08,321.0,24.57,27.07,2025-12,10.28%,33.43,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.005674378000873,13.77,687.3,2376.TW,-2.5,18.2
60.64%,力旺,7.92,4115.0,4.19,6.74,2025-12,100.00%,2.21,🏰 高護城河,2025,❌ 暫避觀望,67.04138155751059,18.06,920.6999999999999,3529.TWO,-2.55,25.6
N/A,威聯通,6.11,730.0,3.16,5.8,2025-12,N/A,3.99,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,30.84,0.0,7805.TWO,-2.6399999999999997,44.56
14.06%,遠百,-2.99,22.1000003815,-5.49,-2.68,2025-12,54.41%,1.83,🏰 高護城河,2025,⚪ 中性觀察,6.0714286762362635,1.12,54.6,2903.TW,-2.81,1.56
29.56%,弘塑,53.06,3140.0,56.98,59.93,2025-12,42.10%,28.76,⚠️ 獲利稀釋,2025,❌ 暫避觀望,32.64033264033264,26.19,1443.0,3131.TWO,-2.950000000000003,45.48
16.80%,方土霖,-24.37,43.5999984741,-19.05,-15.95,2025-12,29.77%,-52.98,🌑 雙重衰退,2025,⚪ 中性觀察,7.303182323969848,1.34,89.55000000000001,4527.TWO,-3.1000000000000014,3.4
N/A,精誠,15.19,124.0,9.74,12.89,2025-12,N/A,-6.74,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.017543859649122,5.42,265.05,6214.TW,-3.1500000000000004,7.91
12.30%,君帆,5.03,40.2999992371,-4.72,-1.51,2025-12,34.23%,-4.71,🌑 雙重衰退,2025,⚪ 中性觀察,4.296375185191898,2.63,140.70000000000002,4584.TWO,-3.21,3.43
3.28%,全科,-1.06,0.0,0.0,3.25,2025-12,4.62%,-34.03,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,1.58,0.0,3209.TW,-3.25,3.02
N/A,互動,-9.56,82.5999984741,2.66,6.12,2025-12,N/A,-16.72,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.071917677577056,2.84,175.2,6486.TWO,-3.46,5.78
21.47%,大車隊,3.84,163.5,0.9,4.37,2025-12,51.63%,1.56,🏰 高護城河,2025,⚪ 中性觀察,7.428441617446616,6.51,330.15,2640.TWO,-3.47,9.01
-9.19%,嘉鋼,3.79,7.0399999619,-2.19,1.31,2025-12,7.03%,-19.71,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-2.49,-110.7,2067.TWO,-3.5,-2.8
N/A,佶優,-12.51,33.5,-17.5,-13.95,2025-12,N/A,50.0,🌑 雙重衰退,2025,❌ 暫避觀望,37.640449438202246,0.3,13.35,5452.TWO,-3.5500000000000007,0.33
N/A,騰輝電子-KY,-1.28,206.0,-2.81,0.88,2025-12,N/A,-9.9,📉 獲利侵蝕,2025,❌ 暫避觀望,17.6824034334764,3.46,174.74999999999997,6672.TW,-3.69,4.85
7.42%,漢平,1.02,51.9000015259,-12.98,-9.29,2025-12,19.83%,-6.61,🌑 雙重衰退,2025,⚪ 中性觀察,4.79224390820868,3.53,162.45,2488.TW,-3.6900000000000013,4.56
N/A,銳澤,34.82,209.5,27.67,31.42,2025-12,N/A,40.42,⚠️ 獲利稀釋,2025,⚪ 中性觀察,9.428442844284428,6.74,333.3,7703.TWO,-3.75,8.72
-18.26%,永昕,-7.0,29.2999992371,4.42,8.23,2025-12,1.76%,-2.69,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.91,-89.85000000000001,4726.TWO,-3.8100000000000005,-2.17
6.54%,零壹,45.68,99.0,30.86,34.73,2025-12,14.31%,34.15,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.122448979591836,4.91,242.55,3029.TW,-3.8699999999999974,6.53
34.40%,統一證,-16.01,41.7999992371,0.0,3.92,2025-12,82.96%,-32.66,🏰 高護城河,2025,⚪ 中性觀察,8.444444290323233,1.67,74.25,2855.TW,-3.92,3.0
5.11%,國精化,-6.97,258.5,-11.71,-7.72,2025-12,17.84%,-29.12,🌑 雙重衰退,2025,❌ 暫避觀望,59.28899082568807,1.33,65.4,4722.TW,-3.990000000000001,2.0
1.66%,金寶,1.36,29.4500007629,-4.59,-0.55,2025-12,5.36%,-10.64,🌑 雙重衰退,2025,⚪ 中性觀察,10.517857415321428,0.85,42.00000000000001,2312.TW,-4.04,1.05
9.02%,寶陞,3.92,38.0999984741,-2.28,1.84,2025-12,48.05%,2.53,📉 獲利侵蝕,2025,⚪ 中性觀察,7.412451065,1.62,77.1,2948.TWO,-4.12,2.14
35.12%,第一金,4.61,29.3999996185,3.31,7.59,2025-12,78.99%,2.03,🏰 高護城河,2025,⚪ 中性觀察,6.0493826375514415,1.51,72.89999999999999,2892.TW,-4.279999999999999,1.87
N/A,友勁,75.47,8.5200004578,48.0,52.32,2025-12,N/A,56.41,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-0.17,-10.8,6142.TW,-4.32,-0.26
N/A,新海,6.06,49.0999984741,1.52,5.91,2025-12,N/A,0.0,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.944837125049505,2.3,106.05000000000001,9926.TW,-4.390000000000001,2.68
2.54%,聯強,-8.89,84.9000015259,-7.97,-3.49,2025-12,4.26%,-9.04,🌑 雙重衰退,2025,⚪ 中性觀察,7.39547051619338,3.42,172.2,2347.TW,-4.4799999999999995,5.08
-9.23%,瑞基,5.83,18.2999992371,8.21,12.71,2025-12,73.67%,-33.1,🏰 高護城河,2025,⚪ 數據不足,0.0,-1.98,-81.3,4171.TWO,-4.5,-1.93
-3.01%,優盛,-1.15,14.25,-5.88,-1.34,2025-12,33.58%,-47.37,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.27,-13.950000000000001,4121.TWO,-4.54,-0.36
41.97%,雙美,13.37,381.0,6.9,11.45,2025-12,77.03%,7.08,🏰 高護城河,2025,⚪ 中性觀察,10.948275862068966,10.43,522.0,4728.TWO,-4.549999999999999,13.33
10.67%,敦陽科,17.02,148.0,6.67,11.38,2025-12,24.08%,7.41,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.276302851524089,5.94,305.1,2480.TW,-4.710000000000001,8.0
N/A,力領科技,-15.41,189.0,-14.17,-9.4,2025-12,N/A,-38.46,🌑 雙重衰退,2025,⚪ 中性觀察,6.969026548672567,7.74,406.79999999999995,6996.TWO,-4.77,12.15
N/A,崇越,22.38,423.5,13.53,18.57,2025-12,N/A,7.32,⚠️ 獲利稀釋,2025,⚪ 中性觀察,8.166216737369842,15.45,777.9,5434.TW,-5.040000000000001,21.81
N/A,合庫金,8.58,22.7999992371,7.94,13.01,2025-12,N/A,-0.96,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.785714058660714,1.03,50.4,5880.TW,-5.069999999999999,1.36
20.24%,欣欣,-3.66,23.0,-7.32,-2.15,2025-12,84.77%,-21.88,🏰 高護城河,2025,❌ 暫避觀望,26.436781609195403,0.25,13.05,2901.TW,-5.17,0.38
4.56%,凌群,7.96,54.5999984741,1.96,7.21,2025-12,24.39%,5.26,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.100129840585175,2.2,115.35000000000001,2453.TW,-5.25,3.12
N/A,安倉,13.03,23.2999992371,9.24,14.56,2025-12,N/A,-24.84,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.431235253403265,1.16,64.35,5548.TWO,-5.32,2.03
12.65%,智邦,146.74,2525.0,119.5,124.88,2025-12,17.90%,140.62,⚠️ 獲利稀釋,2025,❌ 暫避觀望,23.67335458466154,32.18,1599.9,2345.TW,-5.3799999999999955,47.13
-198.78%,揚智,-21.55,24.5499992371,-35.42,-29.93,2025-12,5.61%,-3.19,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.1,-105.75000000000001,3041.TW,-5.490000000000002,-3.43
N/A,聯策,44.67,194.0,24.77,30.53,2025-12,N/A,63.64,⚠️ 獲利稀釋,2025,❌ 暫避觀望,79.50819672131149,0.36,36.599999999999994,6658.TW,-5.760000000000002,1.38
N/A,億豐,3.29,334.5,-4.37,1.47,2025-12,N/A,-6.66,📉 獲利侵蝕,2025,⚪ 中性觀察,6.145507991916222,15.83,816.45,8464.TW,-5.84,22.53
N/A,致新,5.5,260.0,-0.84,5.0,2025-12,N/A,-3.49,📉 獲利侵蝕,2025,⚪ 中性觀察,5.891683661907999,13.05,661.95,8081.TW,-5.84,17.76
N/A,蜜望實,5.48,93.0999984741,9.87,15.75,2025-12,N/A,-94.84,⚠️ 獲利稀釋,2025,❌ 暫避觀望,136.9117624619118,0.08,10.2,8043.TWO,-5.880000000000001,1.67
N/A,永信建,-80.56,49.3499984741,-80.85,-74.75,2025-12,N/A,-84.53,🌑 雙重衰退,2025,⚪ 中性觀察,5.847156217310427,2.26,126.6,5508.TWO,-6.099999999999994,3.07
N/A,巨漢,-15.22,424.0,18.74,24.87,2025-12,N/A,-24.9,⚠️ 獲利稀釋,2025,❌ 暫避觀望,21.306532663316585,5.49,298.5,6903.TWO,-6.130000000000003,10.62
5.96%,中宇,11.05,49.5,-1.48,4.67,2025-12,12.18%,-2.45,📉 獲利侵蝕,2025,⚪ 中性觀察,5.188679245283018,2.79,143.10000000000002,1535.TW,-6.15,4.0
