代號,名稱,Date,現價,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
3693.TWO,營邦,20260520,504.0,1972,2868,896,1.5x,-11.42%,★ 壓低偷買
7547.TWO,碩網,20260520,67.7,59,921,862,15.5x,-6.49%,★ 壓低偷買
1810.TW,和成,20260520,18.4,535,1373,837,2.6x,-1.87%,★ 壓低偷買
1210.TW,大成,20260520,53.0,-281,514,795,-1.8x,1.34%,▲ 順勢追意
8182.TWO,加高,20260520,36.65,82,871,788,10.5x,1.95%,▲ 順勢追意
3466.TWO,德晉,20260520,34.6,-488,289,777,-0.6x,-8.10%,★ 壓低偷買
2442.TW,新美齊,20260520,18.45,-652,105,758,-0.2x,0.82%,▲ 順勢追意
7709.TWO,榮田,20260520,89.0,-679,74,753,-0.1x,12.80%,▲ 順勢追意
00773B.TWO,中信優先金融債,20260520,35.15,-734,7,741,-0.0x,-1.82%,★ 壓低偷買
00887.TWO,永豐中國科技50大,20260520,16.49,7570,8311,740,1.1x,-0.60%,★ 壓低偷買
6913.TWO,鴻呈,20260520,129.5,-459,273,732,-0.6x,-1.89%,★ 壓低偷買
3346.TW,麗清,20260520,16.05,-557,165,723,-0.3x,0.00%,★ 壓低偷買
7402.TWO,邑錡,20260520,93.2,431,1152,720,2.7x,-14.50%,★ 壓低偷買
00982D.TW,主動富邦動態入息,20260520,9.81,-76,642,719,-8.4x,-1.01%,★ 壓低偷買
3530.TW,晶相光,20260520,65.6,-498,204,702,-0.4x,-4.09%,★ 壓低偷買
1904.TW,正隆,20260520,18.4,1873,2575,702,1.4x,-3.16%,★ 壓低偷買
3501.TW,維熹,20260520,39.95,-333,349,683,-1.0x,-6.88%,★ 壓低偷買
1476.TW,儒鴻,20260520,330.5,-232,449,681,-1.9x,-5.30%,★ 壓低偷買
5274.TWO,信驊,20260520,15560.0,-284,372,657,-1.3x,-12.68%,★ 壓低偷買
4909.TWO,新復興,20260520,50.6,-352,294,647,-0.8x,-3.07%,★ 壓低偷買
3228.TWO,金麗科,20260520,198.0,317,954,637,3.0x,-6.16%,★ 壓低偷買
8942.TWO,森鉅,20260520,41.2,-591,44,636,-0.1x,-3.74%,★ 壓低偷買
3023.TW,信邦,20260520,303.5,-459,172,632,-0.4x,1.34%,▲ 順勢追意
3205.TWO,佰研,20260520,53.9,-611,7,618,-0.0x,0.75%,▲ 順勢追意
2911.TW,麗嬰房,20260520,7.19,1,617,616,新進貨,44.09%,▲ 順勢追意
5426.TWO,振發,20260520,18.05,-576,35,612,-0.1x,-1.37%,★ 壓低偷買
4577.TWO,達航科技,20260520,118.0,1061,1669,607,1.6x,-17.48%,★ 壓低偷買
2887I.TW,台新新光辛特,20260520,9.38,-504,100,604,-0.2x,0.11%,★ 壓低偷買
2887I.TW,台新新光辛特,20260520,9.38,-504,100,604,-0.2x,0.11%,★ 壓低偷買
4904.TW,遠傳,20260520,97.1,387,982,595,2.5x,0.21%,★ 壓低偷買
6423.TWO,億而得,20260520,96.2,-315,261,576,-0.8x,-14.11%,★ 壓低偷買
6223.TWO,旺矽,20260520,5680.0,385,935,549,2.4x,-0.70%,★ 壓低偷買
6821.TWO,聯寶,20260520,52.0,-534,10,544,-0.0x,5.69%,▲ 順勢追意
6156.TWO,松上,20260520,18.4,-507,32,540,-0.1x,-4.66%,★ 壓低偷買
3147.TWO,大綜,20260520,178.5,19,556,536,28.0x,2.00%,▲ 順勢追意
6465.TWO,威潤,20260520,48.6,-50,477,528,-9.4x,9.95%,▲ 順勢追意
6446.TW,藥華藥,20260520,789.0,4638,5156,518,1.1x,0.90%,▲ 順勢追意
3234.TWO,光環,20260520,97.0,-88,428,516,-4.9x,-3.96%,★ 壓低偷買
3402.TWO,漢科,20260520,131.5,-477,33,511,-0.1x,-4.71%,★ 壓低偷買
4556.TWO,旭然,20260520,38.6,-213,286,500,-1.3x,-8.31%,★ 壓低偷買
8935.TWO,邦泰,20260520,19.65,278,776,498,2.8x,2.61%,▲ 順勢追意
6591.TW,動力-KY,20260520,51.8,-464,33,497,-0.1x,-3.36%,★ 壓低偷買
6292.TWO,迅德,20260520,54.0,-439,56,496,-0.1x,-0.37%,★ 壓低偷買
4566.TW,時碩工業,20260520,60.5,-457,38,495,-0.1x,-3.35%,★ 壓低偷買
2390.TW,云辰,20260520,9.98,-6,458,464,-71.8x,4.94%,▲ 順勢追意
2405.TW,輔信,20260520,15.5,399,862,462,2.2x,2.99%,▲ 順勢追意
4923.TWO,力士,20260520,37.55,-201,259,461,-1.3x,-3.72%,★ 壓低偷買
2387.TW,精元,20260520,38.5,-396,44,441,-0.1x,0.92%,▲ 順勢追意
4123.TWO,晟德,20260520,38.2,-266,170,437,-0.6x,-0.26%,★ 壓低偷買
4952.TW,凌通,20260520,49.7,763,1195,432,1.6x,-1.78%,★ 壓低偷買
2491.TW,吉祥全,20260520,19.75,-300,131,432,-0.4x,-7.06%,★ 壓低偷買
6546.TWO,正基,20260520,71.5,437,869,431,2.0x,2.73%,▲ 順勢追意
00770.TW,國泰北美科技,20260520,63.4,37,460,423,12.4x,-0.86%,★ 壓低偷買
6234.TWO,高僑,20260520,43.85,1869,2291,422,1.2x,-20.27%,★ 壓低偷買
1808.TW,潤隆,20260520,29.2,-217,197,414,-0.9x,1.04%,▲ 順勢追意
6270.TWO,倍微,20260520,26.15,-198,209,408,-1.1x,-2.24%,★ 壓低偷買
7721.TW,微程式,20260520,71.4,-372,29,402,-0.1x,-8.81%,★ 壓低偷買
6756.TW,威鋒電子,20260520,96.2,-218,182,400,-0.8x,-5.22%,★ 壓低偷買
6547.TWO,高端疫苗,20260520,48.6,64,462,398,7.2x,1.46%,▲ 順勢追意
5299.TWO,杰力,20260520,104.5,-97,288,385,-3.0x,5.24%,▲ 順勢追意
6416.TW,瑞祺電通,20260520,88.6,16,398,382,23.7x,6.49%,▲ 順勢追意
3444.TWO,利機,20260520,89.5,-287,92,379,-0.3x,-4.48%,★ 壓低偷買
2072.TWO,,20260520,169.0,25,398,373,15.8x,-3.43%,★ 壓低偷買
2072.TWO,,20260520,169.0,25,398,373,15.8x,-3.43%,★ 壓低偷買
8431.TWO,匯鑽科,20260520,57.1,-322,43,366,-0.1x,-3.38%,★ 壓低偷買
6441.TWO,廣錠,20260520,24.0,-183,181,365,-1.0x,-9.43%,★ 壓低偷買
3548.TWO,兆利,20260520,94.3,56,418,362,7.5x,-4.46%,★ 壓低偷買
2420.TW,新巨,20260520,58.9,-56,303,359,-5.4x,4.62%,▲ 順勢追意
3556.TWO,禾瑞亞,20260520,51.6,-146,213,359,-1.5x,-2.64%,★ 壓低偷買
6651.TWO,全宇昕,20260520,123.0,-76,272,348,-3.6x,-1.20%,★ 壓低偷買
00917.TW,中信特選金融,20260520,21.4,-313,34,347,-0.1x,-0.56%,★ 壓低偷買
6243.TW,迅杰,20260520,33.55,-43,287,331,-6.7x,0.60%,▲ 順勢追意
6642.TWO,富致,20260520,83.7,114,443,329,3.9x,30.78%,▲ 順勢追意
5263.TWO,智崴,20260520,110.5,-30,285,316,-9.2x,10.50%,▲ 順勢追意
00908.TW,富邦入息REITs+,20260520,14.18,56,371,315,6.6x,-0.42%,★ 壓低偷買
5493.TWO,三聯,20260520,90.6,-84,230,314,-2.7x,-1.20%,★ 壓低偷買
3687.TWO,歐買尬,20260520,69.8,-158,147,306,-0.9x,9.58%,▲ 順勢追意
8162.TW,微矽電子-創,20260520,54.1,90,394,304,4.4x,1.50%,▲ 順勢追意
1587.TW,吉茂,20260520,28.0,-177,110,287,-0.6x,-6.20%,★ 壓低偷買
3049.TW,精金,20260520,11.9,414,695,281,1.7x,-7.03%,★ 壓低偷買
1598.TW,岱宇,20260520,20.3,-263,14,277,-0.1x,-0.25%,★ 壓低偷買
3284.TWO,太普高,20260520,16.9,-221,50,271,-0.2x,3.68%,▲ 順勢追意
7822.TW,倍利科,20260520,1040.0,23,282,258,12.1x,-13.69%,★ 壓低偷買
8038.TWO,長園科,20260520,40.3,-218,39,258,-0.2x,-3.24%,★ 壓低偷買
3066.TWO,李洲,20260520,20.75,13,267,253,19.7x,16.57%,▲ 順勢追意
3372.TWO,典範,20260520,19.05,60,310,250,5.2x,1.06%,▲ 順勢追意
6994.TW,富威電力,20260520,52.0,205,455,249,2.2x,-19.13%,★ 壓低偷買
3058.TW,立德,20260520,8.06,-198,48,246,-0.2x,-3.70%,★ 壓低偷買
00700.TW,富邦�琤肭磪�,20260520,17.24,54,298,244,5.5x,-3.36%,★ 壓低偷買
00693U.TW,期街口S&P黃豆,20260520,22.4,-133,107,240,-0.8x,-1.58%,★ 壓低偷買
6226.TW,光鼎,20260520,12.3,12,243,230,19.0x,1.23%,▲ 順勢追意
6739.TWO,竹陞科技,20260520,1240.0,-105,124,230,-1.2x,-3.50%,★ 壓低偷買
8499.TW,鼎炫-KY,20260520,278.5,-219,10,230,-0.0x,-10.45%,★ 壓低偷買
3071.TWO,協禧,20260520,29.1,-135,94,229,-0.7x,-3.00%,★ 壓低偷買
6823.TWO,濾能,20260520,79.2,-162,61,224,-0.4x,-6.71%,★ 壓低偷買
3686.TW,達能,20260520,16.7,-115,108,223,-0.9x,-3.47%,★ 壓低偷買
8436.TWO,大江,20260520,119.5,-87,133,221,-1.5x,0.42%,★ 壓低偷買
2383.TW,台光電,20260520,4395.0,411,625,213,1.5x,-10.85%,★ 壓低偷買
6761.TWO,穩得,20260520,181.5,204,416,212,2.0x,-5.47%,★ 壓低偷買
2419.TW,仲琦,20260520,29.9,-144,63,208,-0.4x,1.70%,▲ 順勢追意
4109.TWO,加捷生醫,20260520,11.8,-161,45,207,-0.3x,3.51%,▲ 順勢追意
6799.TW,來頡,20260520,94.7,52,255,202,4.9x,0.96%,▲ 順勢追意
00916.TW,國泰全球品牌50,20260520,27.67,49,248,199,5.1x,0.18%,★ 壓低偷買
9910.TW,豐泰,20260520,70.1,-37,160,198,-4.2x,-2.09%,★ 壓低偷買
6263.TWO,普萊德,20260520,169.5,-88,109,197,-1.2x,-10.08%,★ 壓低偷買
4167.TWO,松瑞藥,20260520,18.9,-166,21,188,-0.1x,-1.82%,★ 壓低偷買
1907.TW,永豐餘,20260520,24.2,-4,183,187,新進貨,-1.22%,★ 壓低偷買
3043.TW,科風,20260520,21.6,6,186,180,30.6x,9.09%,▲ 順勢追意
7828.TWO,創新服務,20260520,1065.0,-29,149,179,-5.0x,-17.76%,★ 壓低偷買
3027.TW,盛達,20260520,17.2,-175,2,178,-0.0x,-4.44%,★ 壓低偷買
6486.TWO,互動,20260520,81.2,-114,60,175,-0.5x,-1.46%,★ 壓低偷買
6214.TW,精誠,20260520,124.0,-20,154,175,-7.4x,1.64%,▲ 順勢追意
6108.TW,競國,20260520,19.0,279,452,172,1.6x,-2.81%,★ 壓低偷買
6919.TW,康霈*,20260520,101.0,-23,148,172,-6.3x,1.71%,▲ 順勢追意
6725.TWO,矽科宏晟,20260520,285.5,-4,160,165,新進貨,-9.79%,★ 壓低偷買
7792.TWO,安葆,20260520,263.5,-84,78,163,-0.9x,-13.61%,★ 壓低偷買
8107.TWO,大億金茂,20260520,11.75,-155,6,161,-0.0x,1.73%,▲ 順勢追意
6902.TW,GOGOLOOK,20260520,128.0,-22,139,161,-6.2x,30.61%,▲ 順勢追意
2427.TW,三商電,20260520,20.35,-61,97,159,-1.6x,-4.24%,★ 壓低偷買
6776.TW,展�眥篕�,20260520,57.3,-152,3,155,-0.0x,0.17%,★ 壓低偷買
7717.TWO,萊德光電-KY,20260520,674.0,-74,80,154,-1.1x,4.50%,▲ 順勢追意
8085.TWO,福華,20260520,11.5,33,180,147,5.4x,-5.35%,★ 壓低偷買
3508.TWO,位速,20260520,19.9,-80,62,143,-0.8x,-1.97%,★ 壓低偷買
2038.TW,海光,20260520,13.35,-30,111,142,-3.6x,-2.20%,★ 壓低偷買
5014.TWO,建錩,20260520,10.2,-137,4,141,-0.0x,-0.97%,★ 壓低偷買
00670L.TW,富邦NASDAQ正2,20260520,199.55,-57,82,140,-1.4x,-2.66%,★ 壓低偷買
6885.TW,全福生技,20260520,22.2,-78,54,132,-0.7x,2.30%,▲ 順勢追意
6922.TWO,宸曜,20260520,183.0,6,136,129,19.8x,1.10%,▲ 順勢追意
6235.TW,華孚,20260520,39.75,-114,11,125,-0.1x,-3.64%,★ 壓低偷買
2480.TW,敦陽科,20260520,146.5,-62,60,123,-1.0x,-1.35%,★ 壓低偷買
2540.TW,愛山林,20260520,55.6,2,117,114,新進貨,4.51%,▲ 順勢追意
4549.TWO,桓達,20260520,100.5,-100,14,114,-0.1x,1.21%,▲ 順勢追意
4534.TWO,慶騰,20260520,21.75,-85,27,113,-0.3x,-5.02%,★ 壓低偷買
2461.TW,光群雷,20260520,15.95,-87,23,111,-0.3x,-1.85%,★ 壓低偷買
9955.TW,佳龍,20260520,27.75,-56,46,102,-0.8x,-4.64%,★ 壓低偷買
6873.TW,泓德能源,20260520,84.9,-54,46,101,-0.9x,-5.67%,★ 壓低偷買
5230.TWO,雷笛克光學,20260520,17.25,-95,5,100,-0.1x,3.92%,▲ 順勢追意
4585.TW,達明,20260520,327.0,53,153,99,2.8x,-1.65%,★ 壓低偷買
6613.TWO,朋億*,20260520,247.5,217,316,99,1.5x,4.21%,▲ 順勢追意
6477.TW,安集,20260520,33.85,-85,10,96,-0.1x,0.45%,★ 壓低偷買
2414.TW,精技,20260520,49.3,-64,32,96,-0.5x,2.28%,▲ 順勢追意
3570.TWO,大塚,20260520,171.5,-91,1,93,-0.0x,-0.58%,★ 壓低偷買
9906.TW,欣巴巴,20260520,33.15,-15,76,92,-4.8x,1.53%,▲ 順勢追意
00685L.TW,群益臺灣加權正2,20260520,231.0,71,159,88,2.3x,-7.34%,★ 壓低偷買
3437.TW,榮創,20260520,23.95,777,864,86,1.1x,-3.62%,★ 壓低偷買
6574.TWO,霈方,20260520,117.5,9,94,84,9.5x,-9.27%,★ 壓低偷買
2852.TW,第一保,20260520,27.1,22,106,84,4.8x,3.04%,▲ 順勢追意
9802.TW,鈺齊-KY,20260520,75.9,-73,8,81,-0.1x,-4.17%,★ 壓低偷買
7823.TW,奧義賽博-KY創,20260520,107.0,-1,76,77,新進貨,18.63%,▲ 順勢追意
1786.TW,科妍,20260520,59.3,-40,34,75,-0.9x,9.01%,▲ 順勢追意
6719.TW,力智,20260520,232.0,118,191,73,1.6x,14.57%,▲ 順勢追意
4924.TWO,欣厚-KY,20260520,11.2,-3,67,70,新進貨,5.16%,▲ 順勢追意
6796.TW,晉弘,20260520,62.9,-22,48,70,-2.2x,-5.70%,★ 壓低偷買
00648R.TW,元大S&P500反1,20260520,4.08,7,73,66,10.0x,0.99%,▲ 順勢追意
4908.TWO,前鼎,20260520,247.0,405,472,66,1.2x,5.33%,▲ 順勢追意
6811.TWO,宏�硌穈T,20260520,205.5,-18,46,64,-2.4x,-2.14%,★ 壓低偷買
2755.TWO,揚秦,20260520,132.5,-59,2,62,-0.0x,0.76%,▲ 順勢追意
7810.TWO,捷創科技,20260520,226.5,-40,19,60,-0.5x,-1.52%,★ 壓低偷買
3623.TWO,富晶通,20260520,22.9,9,67,58,7.3x,0.88%,▲ 順勢追意
7704.TWO,明遠精密,20260520,61.5,84,142,57,1.7x,-1.76%,★ 壓低偷買
5403.TWO,中菲,20260520,86.0,-6,50,57,-7.7x,-5.29%,★ 壓低偷買
00666R.TW,富邦�琤肭磪齯�1,20260520,9.07,0,57,57,新進貨,3.42%,▲ 順勢追意
2231.TW,為升,20260520,104.0,-45,11,56,-0.2x,-6.73%,★ 壓低偷買
3128.TWO,昇銳,20260520,23.4,-30,25,55,-0.8x,3.08%,▲ 順勢追意
1806.TW,冠軍,20260520,8.04,-46,8,54,-0.2x,-0.99%,★ 壓低偷買
6277.TW,宏正,20260520,72.4,33,86,53,2.6x,2.40%,▲ 順勢追意
1337.TW,再生-KY,20260520,4.67,4,58,53,新進貨,-5.66%,★ 壓低偷買
2438.TW,翔耀,20260520,21.5,-6,45,51,-7.1x,0.94%,▲ 順勢追意
6612.TWO,奈米醫材,20260520,74.1,-32,19,51,-0.6x,9.29%,▲ 順勢追意
6598.TW,ABC-KY,20260520,24.2,4,56,51,新進貨,0.21%,★ 壓低偷買
4157.TWO,太景*-KY,20260520,9.02,119,169,50,1.4x,-2.06%,★ 壓低偷買
006201.TWO,元大富櫃50,20260520,44.0,44,94,50,2.1x,-8.18%,★ 壓低偷買
6859.TWO,伯特光,20260520,117.5,-3,47,50,新進貨,1.73%,▲ 順勢追意
7786.TW,東方風能,20260520,114.5,2,53,50,新進貨,-17.03%,★ 壓低偷買
1439.TW,雋揚,20260520,25.5,0,50,50,新進貨,-2.86%,★ 壓低偷買
2415.TW,錩新,20260520,26.45,-21,27,49,-1.3x,-0.75%,★ 壓低偷買
6792.TW,詠業,20260520,63.9,-19,30,49,-1.5x,11.13%,▲ 順勢追意
3178.TWO,公準,20260520,65.6,22,71,49,3.2x,-0.61%,★ 壓低偷買
3083.TWO,網龍,20260520,28.0,-18,30,48,-1.6x,5.86%,▲ 順勢追意
6180.TWO,橘子,20260520,39.25,28,76,48,2.7x,0.51%,▲ 順勢追意
4564.TW,元翎,20260520,16.2,-43,4,48,-0.1x,-5.26%,★ 壓低偷買
4807.TW,日成-KY,20260520,22.7,-14,32,46,-2.2x,-9.38%,★ 壓低偷買
2453.TW,凌群,20260520,54.7,57,103,45,1.8x,1.48%,▲ 順勢追意
4169.TW,泰宗,20260520,152.0,-24,19,44,-0.8x,0.00%,★ 壓低偷買
6996.TWO,力領科技,20260520,192.0,98,141,43,1.4x,5.21%,▲ 順勢追意
1623.TW,大東電,20260520,215.5,-35,7,43,-0.2x,-4.65%,★ 壓低偷買
6840.TWO,東研信超,20260520,64.2,-38,5,43,-0.1x,3.05%,▲ 順勢追意
6620.TWO,漢達,20260520,76.0,25,67,41,2.6x,8.11%,▲ 順勢追意
7738.TWO,東聯互動,20260520,165.0,-39,2,41,-0.1x,-6.78%,★ 壓低偷買
5245.TWO,智晶,20260520,26.35,-34,4,39,-0.1x,6.04%,▲ 順勢追意
8277.TWO,商丞,20260520,6.83,-20,18,38,-0.9x,0.00%,★ 壓低偷買
5478.TWO,智冠,20260520,99.5,-8,29,37,-3.3x,3.22%,▲ 順勢追意
4558.TWO,寶緯,20260520,19.65,-32,4,36,-0.1x,1.03%,▲ 順勢追意
4163.TWO,鐿鈦,20260520,112.5,0,33,33,新進貨,14.91%,▲ 順勢追意
8489.TWO,三貝德,20260520,25.0,-19,14,33,-0.8x,0.81%,▲ 順勢追意
00768B.TWO,復華20年美債,20260520,48.42,9,42,33,4.7x,-3.74%,★ 壓低偷買
8097.TWO,常珵,20260520,57.3,29,61,31,2.1x,9.56%,▲ 順勢追意
5220.TWO,萬達光電,20260520,21.85,5,35,30,7.0x,1.63%,▲ 順勢追意
7714.TWO,創泓科技,20260520,123.5,-8,21,30,-2.5x,-1.16%,★ 壓低偷買
6569.TWO,醫揚,20260520,95.3,10,40,29,3.7x,-5.17%,★ 壓低偷買
3684.TWO,榮昌,20260520,60.6,0,30,29,新進貨,5.39%,▲ 順勢追意
00929.TW,復華台灣科技優息,20260520,25.07,8320,8349,29,1.0x,-2.34%,★ 壓低偷買
6210.TWO,慶生,20260520,21.05,-23,4,28,-0.2x,-6.03%,★ 壓低偷買
1736.TW,喬山,20260520,125.0,43,70,27,1.6x,6.38%,▲ 順勢追意
6668.TW,中揚光,20260520,37.85,183,210,27,1.1x,4.70%,▲ 順勢追意
2739.TW,寒舍,20260520,34.55,-10,16,26,-1.7x,1.62%,▲ 順勢追意
7723.TWO,築間,20260520,24.9,-25,1,26,-0.1x,-6.92%,★ 壓低偷買
4174.TWO,浩鼎,20260520,32.35,13,38,25,2.9x,-1.07%,★ 壓低偷買
7765.TW,中華資安,20260520,243.5,-19,5,24,-0.3x,-0.61%,★ 壓低偷買
3685.TWO,元創精密,20260520,26.95,-17,6,24,-0.4x,-5.77%,★ 壓低偷買
2616.TW,山隆,20260520,13.65,-4,20,24,新進貨,-0.73%,★ 壓低偷買
7556.TWO,意德士,20260520,249.0,13,36,23,2.7x,-6.04%,★ 壓低偷買
5210.TWO,寶碩,20260520,27.2,-7,15,22,-2.2x,7.30%,▲ 順勢追意
6720.TWO,久昌,20260520,157.5,5,26,20,4.4x,-3.96%,★ 壓低偷買
6561.TWO,是方,20260520,355.0,21,40,19,1.9x,2.75%,▲ 順勢追意
8906.TWO,花王,20260520,25.2,-15,4,19,-0.3x,3.07%,▲ 順勢追意
3040.TW,遠見,20260520,40.05,6,25,19,4.2x,0.63%,▲ 順勢追意
4542.TWO,科嶠,20260520,236.0,0,17,17,新進貨,8.01%,▲ 順勢追意
5244.TW,弘凱,20260520,37.4,-7,9,17,-1.3x,-5.32%,★ 壓低偷買
8466.TW,美吉吉-KY,20260520,14.2,-1,14,16,新進貨,-6.58%,★ 壓低偷買
6894.TWO,衛司特,20260520,339.5,-1,13,15,新進貨,-3.00%,★ 壓低偷買
1599.TWO,宏佳騰,20260520,23.65,-13,1,14,-0.1x,-2.27%,★ 壓低偷買
7642.TWO,昶瑞機電,20260520,67.2,-12,0,13,-0.0x,-2.61%,★ 壓低偷買
4935.TW,茂林-KY,20260520,36.1,-12,0,12,-0.0x,0.14%,★ 壓低偷買
4441.TW,振大環球,20260520,200.5,-2,7,10,新進貨,-7.18%,★ 壓低偷買
00674R.TW,期元大S&P黃金反1,20260520,27.67,0,10,10,新進貨,5.21%,▲ 順勢追意
6169.TWO,昱泉,20260520,14.45,-8,1,10,-0.2x,-9.12%,★ 壓低偷買
8171.TWO,天宇,20260520,23.3,1,12,10,新進貨,-2.71%,★ 壓低偷買
3708.TW,上緯投控,20260520,119.0,152,162,9,1.1x,0.85%,▲ 順勢追意
6910.TWO,德鴻,20260520,26.9,-8,0,9,-0.1x,-2.71%,★ 壓低偷買
4433.TWO,興采,20260520,20.5,0,10,9,新進貨,1.74%,▲ 順勢追意
6743.TW,安普新,20260520,28.85,0,10,9,新進貨,-1.87%,★ 壓低偷買
8410.TWO,森田,20260520,34.65,-8,0,9,-0.1x,-5.33%,★ 壓低偷買
8426.TWO,紅木-KY,20260520,22.15,0,9,9,新進貨,-1.34%,★ 壓低偷買
6570.TWO,維田,20260520,44.9,13,23,9,1.7x,2.63%,▲ 順勢追意
3465.TWO,進泰電子,20260520,26.75,5,14,9,2.8x,-5.64%,★ 壓低偷買
6838.TW,台新藥,20260520,25.9,0,8,7,新進貨,-1.71%,★ 壓低偷買
00876.TW,元大全球5G,20260520,80.0,8,15,7,1.9x,-5.77%,★ 壓低偷買
4503.TWO,金雨,20260520,41.9,-1,5,7,新進貨,-6.99%,★ 壓低偷買
5604.TWO,中連,20260520,31.65,-7,0,7,-0.0x,-0.94%,★ 壓低偷買
1295.TWO,生合,20260520,51.4,5,13,7,2.3x,-1.15%,★ 壓低偷買
5508.TWO,永信建,20260520,48.45,-2,5,7,新進貨,-0.72%,★ 壓低偷買
6689.TW,伊雲谷,20260520,64.3,-4,3,7,新進貨,-2.87%,★ 壓低偷買
1796.TWO,金穎生技,20260520,36.0,-4,1,6,新進貨,0.00%,★ 壓低偷買
8050.TWO,廣積,20260520,51.3,316,323,6,1.0x,6.99%,▲ 順勢追意
4402.TWO,郡都開發,20260520,11.4,-2,2,5,新進貨,-8.06%,★ 壓低偷買
4527.TWO,方土霖,20260520,43.65,-4,0,5,新進貨,0.34%,★ 壓低偷買
4502.TWO,健信,20260520,15.75,1,6,5,新進貨,-1.25%,★ 壓低偷買
2640.TWO,大車隊,20260520,164.0,-4,0,5,新進貨,2.50%,▲ 順勢追意
8423.TWO,保綠-KY,20260520,17.7,0,5,5,新進貨,-0.84%,★ 壓低偷買
3434.TWO,哲固,20260520,28.25,-1,3,5,新進貨,-0.53%,★ 壓低偷買
5202.TWO,力新,20260520,11.65,-4,1,5,新進貨,-7.54%,★ 壓低偷買
2028.TW,威致,20260520,16.95,6,10,4,1.7x,0.59%,▲ 順勢追意
2752.TWO,豆府,20260520,174.0,0,5,4,新進貨,-4.66%,★ 壓低偷買
4406.TWO,新昕纖,20260520,10.0,0,4,4,新進貨,0.50%,▲ 順勢追意
5015.TWO,華祺,20260520,22.0,-2,2,4,新進貨,0.69%,▲ 順勢追意
2380.TW,虹光,20260520,5.85,0,3,3,新進貨,0.86%,▲ 順勢追意
1410.TW,南染,20260520,26.1,0,3,3,新進貨,-2.79%,★ 壓低偷買
5601.TWO,台聯櫃,20260520,35.1,0,3,3,新進貨,-1.27%,★ 壓低偷買
1339.TW,昭輝,20260520,40.45,3,7,3,新進貨,-0.61%,★ 壓低偷買
5529.TWO,鉅陞,20260520,25.55,0,3,3,新進貨,17.20%,▲ 順勢追意
3285.TWO,微端,20260520,28.5,0,3,3,新進貨,0.35%,★ 壓低偷買
3095.TWO,及成,20260520,47.75,0,2,3,新進貨,6.70%,▲ 順勢追意
3672.TWO,康聯訊,20260520,11.1,0,4,3,新進貨,-1.77%,★ 壓低偷買
5364.TWO,力麗店,20260520,9.15,-3,0,3,新進貨,-3.07%,★ 壓低偷買
4529.TWO,淳紳,20260520,6.08,0,2,2,新進貨,26.40%,▲ 順勢追意
6582.TW,申豐,20260520,30.6,-1,0,2,新進貨,-0.65%,★ 壓低偷買
4905.TWO,台聯電,20260520,76.7,-1,0,2,新進貨,-3.52%,★ 壓低偷買
2254.TW,巨鎧精密-創,20260520,58.0,1,3,2,新進貨,-4.92%,★ 壓低偷買
3310.TWO,佳穎,20260520,68.9,0,2,2,新進貨,-0.43%,★ 壓低偷買
2434.TW,統懋,20260520,29.7,0,1,1,新進貨,-5.11%,★ 壓低偷買
9918.TW,欣天然,20260520,43.45,0,1,1,新進貨,0.35%,★ 壓低偷買
5546.TW,永固-KY,20260520,16.5,0,2,1,新進貨,1.85%,▲ 順勢追意
1541.TW,錩泰,20260520,20.4,0,0,1,新進貨,-8.31%,★ 壓低偷買
6240.TWO,松崗,20260520,17.85,0,1,1,新進貨,-0.28%,★ 壓低偷買
1445.TW,大宇,20260520,11.5,2,3,1,新進貨,-3.36%,★ 壓低偷買
8291.TWO,尚茂,20260520,75.4,0,1,1,新進貨,60.43%,▲ 順勢追意
5212.TWO,凌網,20260520,46.3,-1,0,1,新進貨,-2.83%,★ 壓低偷買
5468.TWO,凱鈺,20260520,17.0,-1,0,1,新進貨,-4.49%,★ 壓低偷買
6762.TWO,達亞,20260520,190.0,0,1,1,新進貨,21.41%,▲ 順勢追意
