正在分析 1052 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...

===============================================================================================
 報告已產出至: report/20260306
 1. CSV: ma_full_report_20260306.csv
 2. TXT: ma_full_report_20260306.txt
 3. JSON: stock_best_ma.json (供未來程式調用)
===============================================================================================
     Stock  Best_Period  Win_Rate%  Total_Return%  Trades Status
   8926.TW           60      18.60          85.05      86   📈 持有
   4977.TW           20      31.91          85.03     141   📈 持有
   2855.TW           10      25.81          84.96     217   📈 持有
   2231.TW           20      27.34          84.70     139   ☁ 觀望
   2468.TW           60      17.21          84.54     122   ☁ 觀望
   6789.TW           10      29.76          84.28      84   📈 持有
   4919.TW           60      25.27          84.16      91   📈 持有
   8114.TW           60      23.75          84.09      80   ☁ 觀望
   6438.TW           20      28.19          83.85     149   ☁ 觀望
   2885.TW           60      46.15          83.83      65   📈 持有
   6756.TW           60      29.27          83.79      41   ☁ 觀望
   6770.TW            5      31.01          83.73     129   ☁ 觀望
   2301.TW           60      29.63          83.59      81   ☁ 觀望
   2451.TW           20      31.25          83.56     144   ☁ 觀望
  6130.TWO           10      22.86          83.07     210   ☁ 觀望
   2489.TW           60      24.29          82.48      70   📈 持有
   6112.TW           60      25.00          82.31      72   ☁ 觀望
  6245.TWO           20      35.77          81.92     137   ☁ 觀望
   6257.TW           20      33.95          81.87     162   ☁ 觀望
   6415.TW           20      30.00          81.51     150   ☁ 觀望
   6782.TW           20      26.32          81.20      57   📈 持有
  4542.TWO           10      23.58          80.29     229   📈 持有
   6141.TW           60      24.66          80.08      73   📈 持有
  3191.TWO           10      26.34          79.53     224   ☁ 觀望
   2838.TW           60      35.94          79.50      64   ☁ 觀望
   2423.TW           60      33.33          79.21      75   ☁ 觀望
   2409.TW           10      29.85          79.18     201   ☁ 觀望
   3004.TW           10      28.84          79.10     215   ☁ 觀望
   4576.TW           10      26.98          78.43     126   📈 持有
   2542.TW           20      27.82          78.01     133   ☁ 觀望
  00904.TW           10      38.60          77.91      57   📈 持有
   6931.TW           20      26.09          77.87      46   ☁ 觀望
     ^TWII           10      35.39          77.44     178   📈 持有
   6672.TW           20      23.00          77.28     100   ☁ 觀望
  6684.TWO           10      25.81          76.84     124   ☁ 觀望
  00830.TW           10      35.14          76.08     111   📈 持有
   2498.TW           10      27.85          75.13     219   ☁ 觀望
   1809.TW           10      27.94          74.84     204   📈 持有
  8390.TWO            5      28.81          74.83     302   ☁ 觀望
   2515.TW           10      25.59          74.82     211   📈 持有
   3454.TW           60      25.42          74.69      59   📈 持有
   3022.TW           10      31.31          74.35     214   ☁ 觀望
   2884.TW           60      32.50          74.02      80   📈 持有
   2812.TW           60      26.47          74.02      68   ☁ 觀望
  00713.TW           60      22.22          73.88      45   📈 持有
  3206.TWO           20      28.06          73.41     139   📈 持有
   3040.TW           20      24.83          73.21     145   ☁ 觀望
   2324.TW           20      36.30          72.80     135   ☁ 觀望
  3372.TWO           10      24.17          72.33     211   📈 持有
   2548.TW           60      28.92          71.71      83   📈 持有
   2887.TW           60      25.00          71.36      68   📈 持有
   4958.TW           10      29.70          71.19     202   ☁ 觀望
  8279.TWO           60      27.27          71.02      77   ☁ 觀望
   2645.TW            5      30.69          70.48     101   ☁ 觀望
   2392.TW           60      32.91          69.88      79   ☁ 觀望
  3441.TWO           20      26.97          69.63     152   ☁ 觀望
  3289.TWO           10      28.37          69.17     208   📈 持有
  5355.TWO           20      26.77          68.76     127   ☁ 觀望
   6152.TW           10      26.09          68.18     207   📈 持有
   6414.TW           10      34.27          68.05     213   ☁ 觀望
  6217.TWO           10      30.54          67.54     203   📈 持有
  6532.TWO           60      39.47          66.96      76   📈 持有
   7610.TW           10      33.33          66.02       6   📈 持有
   2723.TW           60      33.33          65.98      72   ☁ 觀望
  3323.TWO           10      28.04          64.38     214   ☁ 觀望
   2420.TW           20      31.69          63.86     142   ☁ 觀望
   2010.TW           60      25.00          63.74      80   📈 持有
  6642.TWO           20      23.08          63.30     117   📈 持有
  5347.TWO           20      30.63          63.07     160   ☁ 觀望
  7792.TWO           20      25.00          62.86      16   ☁ 觀望
 00738U.TW           10      33.60          62.85     125   📈 持有
  00770.TW           60      35.00          62.07      40   ☁ 觀望
  00923.TW           10      40.54          61.97      37   📈 持有
  00662.TW           20      37.76          61.52      98   ☁ 觀望
  3615.TWO            5      29.32          60.92     307   📈 持有
  8349.TWO           20      27.40          60.79     146   ☁ 觀望
   2903.TW           20      27.86          60.69     140   📈 持有
   2610.TW           10      23.81          60.14     210   ☁ 觀望
   2353.TW           60      20.22          60.14      89   ☁ 觀望
   2355.TW           10      30.88          60.11     204   📈 持有
  5223.TWO           60      20.00          59.40      50   📈 持有
   3042.TW           60      25.00          59.18      96   📈 持有
   4938.TW           60      25.27          58.99      91   ☁ 觀望
   1525.TW           20      23.70          58.47     135   ☁ 觀望
  5302.TWO           20      25.00          58.32     140   ☁ 觀望
   6477.TW           20      30.71          58.24     140   📈 持有
   2017.TW           60      21.43          56.76      70   📈 持有
  3663.TWO           20      24.83          56.72     149   ☁ 觀望
   3702.TW           60      27.85          56.61      79   📈 持有
   1590.TW           60      24.42          56.52      86   📈 持有
   3049.TW           10      28.37          56.48     215   📈 持有
  00922.TW           10      33.33          56.28      45   📈 持有
   2369.TW           10      32.12          56.01     193   📈 持有
   3057.TW           10      21.50          55.91     214   ☁ 觀望
   2023.TW           60      22.52          55.87     111   ☁ 觀望
  6616.TWO           60      21.05          55.81      57   📈 持有
   6142.TW           20      26.98          55.25     126   ☁ 觀望
 00633L.TW           60      29.63          54.73      81   ☁ 觀望
  6735.TWO           20      23.75          54.72      80   ☁ 觀望
  00891.TW           20      42.55          54.11      47   📈 持有
  3306.TWO           10      27.43          54.10     226   ☁ 觀望
   2434.TW           20      18.29          54.02     175   📈 持有
   9110.TW           60      18.48          53.34      92   📈 持有
  6486.TWO           60      26.03          53.27      73   📈 持有
 009803.TW           10      57.14          52.97       7   📈 持有
   2606.TW           10      30.20          51.76     202   📈 持有
   6854.TW           10      21.05          50.99      57   📈 持有
   2069.TW           10      29.65          50.83     199   ☁ 觀望
  6708.TWO           20      30.43          50.55      69   ☁ 觀望
   3015.TW           20      27.27          49.95     143   ☁ 觀望
   2485.TW           20      28.26          49.66     138   📈 持有
  00919.TW           20      40.62          49.22      32   ☁ 觀望
   2618.TW           10      28.77          49.21     219   ☁ 觀望
   1439.TW           20      25.17          48.99     147   ☁ 觀望
   3711.TW           60      24.05          48.79      79   📈 持有
   2312.TW           10      25.23          47.70     214   ☁ 觀望
  7402.TWO           10      26.42          47.45     212   📈 持有
  8472.TWO           60      13.73          47.20     102   ☁ 觀望
   6937.TW           10      31.67          46.72      60   📈 持有
  3629.TWO           10      25.23          46.21     222   ☁ 觀望
   3033.TW           60      22.06          45.81      68   ☁ 觀望
  5009.TWO           60      30.11          45.73      93   📈 持有
   2466.TW           20      21.26          45.38     127   ☁ 觀望
  7738.TWO           20      25.00          44.83      12   📈 持有
  3691.TWO           60      21.74          44.64      69   📈 持有
 00753L.TW           20      37.97          44.00      79   ☁ 觀望
   3652.TW           60      24.44          43.82      90   ☁ 觀望
  00646.TW           20      40.00          43.73     100   ☁ 觀望
  8050.TWO           60      25.00          43.64      84   ☁ 觀望
   1314.TW           10      30.10          43.60     196   📈 持有
   3003.TW           10      32.81          43.52     192   📈 持有
   2302.TW           20      26.62          43.11     154   ☁ 觀望
  00918.TW           20      41.18          43.09      34   ☁ 觀望
   3189.TW            5      26.82          43.07     302   ☁ 觀望
  4127.TWO           20      24.36          42.26     156   ☁ 觀望
   2204.TW           60      30.00          41.90      70   ☁ 觀望
  6219.TWO           60      20.73          41.88      82   ☁ 觀望
   3308.TW           20      27.15          41.42     151   ☁ 觀望
  00878.TW           10      36.49          41.21      74   ☁ 觀望
  4523.TWO           10      22.82          41.00     206   📈 持有
  6894.TWO           60      42.11          40.37      19   📈 持有
   2834.TW           60      18.92          40.30      74   ☁ 觀望
  3687.TWO           60      22.78          39.93      79   ☁ 觀望
   6768.TW           20      32.26          39.88      62   ☁ 觀望
  00712.TW           20      32.18          39.87      87   ☁ 觀望
   2484.TW           20      35.34          39.85     133   ☁ 觀望
   2495.TW           60      25.29          39.78      87   📈 持有
   6153.TW           10      33.33          38.73     201   ☁ 觀望
  00947.TW           20      38.46          38.38      13   ☁ 觀望
  00924.TW           20      40.74          37.89      27   ☁ 觀望
  6811.TWO           20      21.54          37.89      65   ☁ 觀望
   2393.TW           10      31.86          37.84     204   ☁ 觀望
  00927.TW           10      35.90          37.83      39   ☁ 觀望
 00980A.TW           20     100.00          37.47       1   📈 持有
   2314.TW           60      25.29          37.31      87   ☁ 觀望
   3010.TW           10      32.50          36.45     200   ☁ 觀望
  6509.TWO           10      27.45          36.03     204   📈 持有
 00650L.TW           60      26.67          35.84      60   ☁ 觀望
  6279.TWO           10      28.17          35.76     213   ☁ 觀望
  6982.TWO           60      26.67          35.11      15   ☁ 觀望
  1784.TWO           10      28.99          34.99     207   📈 持有
   6806.TW           60      25.00          34.96      20   📈 持有
  7728.TWO            5      26.67          34.66      60   ☁ 觀望
   3059.TW           10      31.47          34.60     197   ☁ 觀望
  00951.TW           10      44.00          34.30      25   ☁ 觀望
   2354.TW           60      31.51          33.96      73   ☁ 觀望
  3594.TWO           10      29.95          33.61     207   📈 持有
  5493.TWO           60      27.08          33.16      96   📈 持有
   6830.TW           60      21.43          32.91      28   📈 持有
  2726.TWO           60      26.09          32.85      69   ☁ 觀望
  00900.TW           60      36.36          32.82      11   📈 持有
    TXF.TW           10      32.98          32.80     188   📈 持有
  1593.TWO           60      20.51          32.75      78   📈 持有
   4934.TW           10      25.57          32.72     219   📈 持有
 00955.TWO            5      40.62          32.69      32   ☁ 觀望
   8463.TW           60      24.74          31.72      97   📈 持有
  8047.TWO           60      14.29          31.72     147   📈 持有
 00981A.TW           20     100.00          31.65       3   📈 持有
 00985A.TW           10      80.00          31.23       5   📈 持有
  3221.TWO           20      26.87          30.06     134   📈 持有
   2208.TW           10      23.33          29.93     210   📈 持有
  00965.TW           10      41.18          28.84      17   📈 持有
  6855.TWO           60      25.81          28.65      31   ☁ 觀望
   2012.TW           60      20.51          28.60      78   📈 持有
  00902.TW           10      18.87          28.59      53   ☁ 觀望
   1568.TW           60      27.27          28.41      77   ☁ 觀望
  4192.TWO           20      21.23          28.23     146   ☁ 觀望
   4956.TW           10      26.87          27.98     227   ☁ 觀望
  5455.TWO           60      23.86          27.98      88   ☁ 觀望
  00929.TW           20      37.93          27.83      29   ☁ 觀望
 00655L.TW           20      30.97          27.77     113   ☁ 觀望
   3592.TW           20      37.84          27.76      37   ☁ 觀望
   2397.TW           60      29.11          27.36      79   ☁ 觀望
  5543.TWO           60      17.35          27.16      98   ☁ 觀望
   2013.TW           10      21.70          26.30     235   📈 持有
   6285.TW           10      27.27          26.09     209   ☁ 觀望
  00752.TW           20      32.10          25.92      81   ☁ 觀望
   8039.TW           20      31.97          25.46     147   📈 持有
   1307.TW           20      30.14          25.27     146   📈 持有
   8464.TW           20      34.04          25.07     141   ☁ 觀望
   2419.TW           10      28.70          24.91     223   📈 持有
   2892.TW           60      26.97          24.51      89   📈 持有
   5203.TW           10      29.95          24.45     197   ☁ 觀望
  6163.TWO            5      27.36          24.14     296   ☁ 觀望
   6133.TW           60      19.74          23.96      76   📈 持有
  3664.TWO           20      24.46          23.44     139   ☁ 觀望
  8935.TWO           10      21.52          23.11     223   ☁ 觀望
   6573.TW           10      28.28          22.43     145   ☁ 觀望
   9921.TW           20      25.50          22.36     149   ☁ 觀望
   6592.TW           60      16.67          22.10      54   ☁ 觀望
   3380.TW           20      30.43          22.09     138   ☁ 觀望
   6128.TW           60      27.54          21.64      69   📈 持有
   2431.TW           10      25.84          20.92     209   ☁ 觀望
  4580.TWO           20      27.63          20.90      76   ☁ 觀望
 00635U.TW           60      32.69          20.26      52   📈 持有
   6794.TW           20      19.05          19.96      21   ☁ 觀望
   6838.TW           10      27.27          19.83      22   ☁ 觀望
   6742.TW           10      34.29          19.18      70   ☁ 觀望
  5426.TWO           10      22.90          19.15     214   📈 持有
   4142.TW           60      16.46          18.94      79   ☁ 觀望
   2357.TW           60      25.25          18.62      99   ☁ 觀望
   1516.TW           20      24.39          18.54     164   📈 持有
 009801.TW           60      50.00          18.45       2   ☁ 觀望
  4130.TWO           10      22.22          18.42     216   📈 持有
  6844.TWO           20      26.67          18.32      45   ☁ 觀望
  3088.TWO           20      25.00          18.21     152   ☁ 觀望
  5230.TWO            5      30.36          17.65     280   ☁ 觀望
  3684.TWO           20      26.99          17.08     163   📈 持有
   2886.TW           60      29.33          16.96      75   ☁ 觀望
  5205.TWO            5      21.21          16.27     264   📈 持有
   6863.TW           20      31.03          15.60      29   ☁ 觀望
  7734.TWO           10      25.00          15.51      24   📈 持有
  4577.TWO           20      25.61          15.48      82   📈 持有
  5905.TWO           20      19.29          15.22     140   ☁ 觀望
   6657.TW            5      24.62          15.06      65   ☁ 觀望
   3501.TW           60      26.47          15.05      68   📈 持有
   2880.TW           60      21.25          14.45      80   📈 持有
00725B.TWO           20      26.76          14.29      71   📈 持有
   6534.TW           20      20.83          14.10      24   ☁ 觀望
  00936.TW           20      31.82          13.97      22   ☁ 觀望
   2607.TW           60      27.36          13.40     106   ☁ 觀望
  2237.TWO           60      25.00          12.53      84   📈 持有
   1409.TW           60      20.62          12.38      97   ☁ 觀望
  6904.TWO           20      25.00          12.33      36   📈 持有
   2461.TW           60      25.00          12.21      84   📈 持有
 00983A.TW           20      66.67          11.94       3   ☁ 觀望
  7714.TWO           20      32.00          11.86      25   ☁ 觀望
 00637L.TW           20      30.17          11.72     116   ☁ 觀望
   6928.TW            5      30.00          11.47      40   ☁ 觀望
   9907.TW           60      24.68          11.46      77   📈 持有
   4526.TW           10      24.12          11.15     228   ☁ 觀望
  7805.TWO           20      50.00          11.02      10   📈 持有
  8489.TWO           20      25.00          10.48     120   ☁ 觀望
  5272.TWO           10      28.97          10.41     214   📈 持有
   1536.TW           60      23.53          10.03      85   ☁ 觀望
00720B.TWO           20      31.17           9.98      77   📈 持有
   7750.TW           20     100.00           9.77       1   📈 持有
   8422.TW           10      24.14           9.52     232   ☁ 觀望
   2395.TW           60      28.21           9.48      78   📈 持有
  5013.TWO           60      22.11           9.34      95   📈 持有
   3432.TW           10      24.20           9.13     219   ☁ 觀望
   1443.TW           60      21.24           8.94     113   ☁ 觀望
  6612.TWO           10      26.83           8.67     164   ☁ 觀望
 009805.TW           20      40.00           8.62      10   📈 持有
00864B.TWO           20      26.53           8.10      49   📈 持有
   2820.TW           60      14.85           8.04     101   📈 持有
00981B.TWO           20      50.00           7.76       4   ☁ 觀望
   6924.TW           20      21.43           7.39      14   ☁ 觀望
   6988.TW           10      25.00           7.03      24   ☁ 觀望
 00945B.TW           20      23.53           7.01      17   ☁ 觀望
   6206.TW           20      25.00           6.95     148   ☁ 觀望
   2347.TW           20      27.40           6.46     146   ☁ 觀望
  3611.TWO           20      27.52           6.30     149   ☁ 觀望
   6214.TW           10      26.58           6.18     222   ☁ 觀望
  00939.TW            5      35.71           6.02      42   ☁ 觀望
  3558.TWO           20      30.07           6.00     153   ☁ 觀望
  3672.TWO           60      14.08           5.94      71   ☁ 觀望
   6885.TW           60      33.33           5.45       3   ☁ 觀望
  7584.TWO           20      29.11           5.34      79   ☁ 觀望
00968B.TWO           60      50.00           5.22       2   📈 持有
   8162.TW           20      28.57           4.98      28   ☁ 觀望
   6598.TW           20      24.58           4.97     118   📈 持有
   2206.TW           10      21.46           4.84     233   ☁ 觀望
00933B.TWO           20      26.92           4.66      26   📈 持有
  00885.TW           10      24.69           4.03      81   📈 持有
   6933.TW            5      23.21           3.87      56   ☁ 觀望
 00985B.TW           20      50.00           3.33       2   📈 持有
 00953B.TW           20      33.33           3.13      12   ☁ 觀望
00719B.TWO           60      32.35           3.09      34   📈 持有
00984B.TWO           20      25.00           2.84      12   ☁ 觀望
  3521.TWO           60      18.75           2.63      80   📈 持有
00937B.TWO           60      41.67           2.56      12   📈 持有
   1203.TW           60      18.75           2.06      96   📈 持有
  6793.TWO           60      22.73           1.85      22   📈 持有
   4906.TW           10      32.35           1.43     204   ☁ 觀望
  7812.TWO           60      37.50           1.03       8   ☁ 觀望
   6579.TW           10      23.50           1.02     183   ☁ 觀望
00981D.TWO           20      50.00           0.79       2   ☁ 觀望
 00887.TWO           20      23.91           0.21      46   ☁ 觀望
   2239.TW           20      32.73           0.01     110   ☁ 觀望
00772B.TWO           20      31.75          -0.50      63   📈 持有
  00940.TW           20      30.43          -0.58      23   ☁ 觀望
00948B.TWO           60      37.50          -0.64       8   📈 持有
   5388.TW           60      30.00          -0.87      80   ☁ 觀望
  3570.TWO           60      22.62          -0.93      84   📈 持有
   1717.TW           10      21.85          -1.10     238   📈 持有
   6887.TW           60       0.00          -1.21       1   ☁ 觀望
   2633.TW           60      18.99          -1.36      79   ☁ 觀望
  00949.TW            5      35.90          -1.38      39   ☁ 觀望
   3002.TW           60      22.68          -1.39      97   ☁ 觀望
   2356.TW           20      27.33          -1.42     161   ☁ 觀望
  6884.TWO           60      11.54          -1.47      26   ☁ 觀望
  2887I.TW           60       0.00          -1.50       3   ☁ 觀望
  6174.TWO           60      26.60          -1.65      94   📈 持有
  1599.TWO           60      19.67          -1.68      61   ☁ 觀望
00950B.TWO           20      16.67          -1.94      18   📈 持有
  00875.TW           20      29.73          -1.96      74   ☁ 觀望
   1101.TW           20      31.65          -2.21     139   ☁ 觀望
   2034.TW           20      24.42          -2.32     172   ☁ 觀望
   1303.TW           10      27.65          -2.43     217   📈 持有
   2241.TW           20      23.58          -3.66     123   ☁ 觀望
   5880.TW           60      13.40          -3.78      97   ☁ 觀望
  3710.TWO           20      21.64          -4.00     134   ☁ 觀望
  6530.TWO           60      30.77          -4.14      78   📈 持有
   2634.TW           10      28.00          -4.42     200   📈 持有
   9933.TW           20      25.50          -4.47     149   ☁ 觀望
   4585.TW           60       0.00          -4.51       1   📈 持有
  6228.TWO           60      16.16          -4.73      99   📈 持有
   6526.TW           10      35.14          -4.99      37   📈 持有
00751B.TWO           20      35.53          -5.24      76   📈 持有
00931B.TWO           20      28.57          -5.35      28   📈 持有
   5876.TW           60      22.97          -5.35      74   ☁ 觀望
  8289.TWO           10      24.77          -6.02     222   📈 持有
   9910.TW           60      27.66          -6.20      94   ☁ 觀望
  5490.TWO           20      24.62          -6.21     130   ☁ 觀望
  7455.TWO           20      21.43          -6.41      14   ☁ 觀望
   1459.TW           20      23.27          -6.52     159   📈 持有
   2897.TW           60      21.43          -6.55      98   📈 持有
   7740.TW            5      33.33          -7.38      12   📈 持有
   3550.TW           60      28.57          -7.43      91   📈 持有
00780B.TWO           60      20.59          -7.56      34   📈 持有
   9917.TW           60      24.21          -7.66      95   ☁ 觀望
   2547.TW           10      23.53          -7.89     204   📈 持有
 00642U.TW           20      29.82          -8.01     114   📈 持有
   7721.TW           20      23.08          -8.15      26   📈 持有
  8383.TWO           10      27.96          -8.30     211   ☁ 觀望
   9914.TW           20      32.17          -8.36     143   ☁ 觀望
   2867.TW           60      23.19          -8.88      69   📈 持有
   2646.TW           60      14.29          -9.11       7   ☁ 觀望
   2104.TW           10      28.35          -9.63     194   📈 持有
   3062.TW           10      30.61          -9.67     196   📈 持有
  3073.TWO           10      22.92          -9.78     240   📈 持有
  7737.TWO           20      16.67         -10.11       6   📈 持有
   6861.TW           10      25.00         -10.12      76   📈 持有
   6271.TW           10      29.25         -10.29     212   📈 持有
  7782.TWO           60      16.67         -11.04       6   ☁ 觀望
  3176.TWO           20      21.43         -11.33     140   ☁ 觀望
  00703.TW           20      33.71         -11.41      89   ☁ 觀望
  7709.TWO           10      17.31         -11.53      52   ☁ 觀望
   6282.TW           20      26.45         -11.74     155   ☁ 觀望
  2948.TWO           20      18.18         -11.91      66   📈 持有
   1432.TW           10      27.45         -12.48     204   ☁ 觀望
  7702.TWO           10      25.00         -13.27      32   ☁ 觀望
   2845.TW           60      19.77         -13.60      86   ☁ 觀望
   4551.TW           20      25.58         -13.82     129   ☁ 觀望
   6962.TW            5      22.22         -14.31      27   ☁ 觀望
   7749.TW           60       0.00         -15.79       3   ☁ 觀望
  5011.TWO           60      14.29         -15.86      77   📈 持有
   6965.TW           20      18.18         -16.01      11   ☁ 觀望
   3094.TW           20      26.35         -16.82     148   ☁ 觀望
  5301.TWO           20      14.79         -17.10     142   ☁ 觀望
  4563.TWO           10      26.16         -18.04     172   ☁ 觀望
   1216.TW           60      23.71         -18.30      97   ☁ 觀望
   1563.TW           60       0.00         -18.33       8   📈 持有
   2836.TW           60      17.82         -18.73     101   📈 持有
   2258.TW           10      30.30         -18.82      33   ☁ 觀望
   4764.TW           10      21.65         -18.93     194   📈 持有
00795B.TWO           20      30.86         -19.27      81   📈 持有
  7783.TWO            5      20.00         -19.38      30   ☁ 觀望
   5471.TW           20      32.12         -20.00     137   📈 持有
00761B.TWO           20      25.61         -20.21      82   📈 持有
   2412.TW           60      19.30         -20.53     114   📈 持有
  8416.TWO           60      23.08         -20.64      91   ☁ 觀望
   4536.TW           20      22.78         -20.71     158   ☁ 觀望
  7583.TWO           60      14.29         -20.99      14   ☁ 觀望
  6762.TWO           60      21.43         -21.44      42   ☁ 觀望
  6419.TWO           60      20.20         -22.43      99   📈 持有
  3498.TWO           10      26.70         -22.72     191   📈 持有
   6906.TW           60      33.33         -22.84       9   ☁ 觀望
  7556.TWO           20      20.99         -23.03      81   📈 持有
  4541.TWO           20      30.07         -23.90     153   ☁ 觀望
  6121.TWO           60      25.30         -23.99      83   ☁ 觀望
   1308.TW           60      24.10         -25.41      83   📈 持有
   1102.TW           60      28.17         -26.52      71   ☁ 觀望
  8255.TWO           20      26.25         -26.68     160   ☁ 觀望
   6957.TW           20      21.74         -27.38      23   ☁ 觀望
  7752.TWO            5      20.59         -27.38      34   ☁ 觀望
  6929.TWO           60      16.67         -28.57      12   ☁ 觀望
   1326.TW           60      25.97         -28.67      77   📈 持有
  8080.TWO           10      25.11         -28.67     223   ☁ 觀望
   2405.TW           60      30.61         -29.01      98   ☁ 觀望
   2103.TW            5      26.75         -30.13     314   ☁ 觀望
   1312.TW           60      25.29         -31.72      87   📈 持有
   6166.TW           60      23.38         -32.18      77   ☁ 觀望
   1537.TW           60      21.95         -32.50     123   ☁ 觀望
00857B.TWO           20      28.21         -33.15      78   📈 持有
   3419.TW           10      23.26         -33.41     215   📈 持有
00679B.TWO           20      28.32         -33.88     113   📈 持有
 00688L.TW           20      27.36         -34.56     106   📈 持有
00687B.TWO           20      29.36         -34.57     109   📈 持有
   6668.TW           60      27.59         -35.52      58   ☁ 觀望
   3045.TW           60      18.80         -35.88     117   ☁ 觀望
  8102.TWO           60      26.09         -36.59      23   ☁ 觀望
00696B.TWO           20      26.17         -36.74     107   📈 持有
   1711.TW           20      26.54         -36.75     162   📈 持有
  6843.TWO           10      29.17         -36.95      72   ☁ 觀望
 00680L.TW           20      27.72         -37.23     101   📈 持有
   2801.TW           60      25.00         -38.35     104   📈 持有
   3041.TW           20      31.21         -38.61     157   ☁ 觀望
   1718.TW           20      26.12         -38.68     134   ☁ 觀望
  6859.TWO           60      11.63         -40.42      43   📈 持有
  6841.TWO            5      27.00         -40.78     100   ☁ 觀望
   6890.TW           60      33.33         -41.02       9   ☁ 觀望
   2002.TW           60      16.22         -41.37      74   📈 持有
   6719.TW           60      15.62         -41.49      32   ☁ 觀望
  6140.TWO           60      20.16         -42.63     124   ☁ 觀望
   1611.TW           20      23.75         -44.14     160   ☁ 觀望
 00674R.TW           60      17.78         -44.36      45   ☁ 觀望
  4154.TWO           60      19.32         -44.53      88   ☁ 觀望
   2254.TW           60       7.14         -45.34      14   📈 持有
   1714.TW           60      27.03         -46.30      74   📈 持有
00764B.TWO           20      24.24         -48.12      99   📈 持有
  2252.TWO           10      19.75         -48.74      81   ☁ 觀望
   8101.TW           60      11.67         -48.79      60   ☁ 觀望
 00676R.TW           60      19.05         -51.65      42   ☁ 觀望
   1726.TW           60      14.71         -52.00     102   📈 持有
   1589.TW           60      21.43         -53.43      70   ☁ 觀望
  3577.TWO           20      25.29         -53.73     170   ☁ 觀望
  6179.TWO           10      21.52         -54.16     223   ☁ 觀望
   1310.TW           60      35.42         -54.19      96   📈 持有
   6202.TW            5      28.90         -54.98     308   ☁ 觀望
 911622.TW           60      13.27         -55.30      98   📈 持有
  6461.TWO           10      25.00         -55.86     208   ☁ 觀望
  6865.TWO            5      24.37         -57.57     119   ☁ 觀望
   6902.TW           20      18.52         -58.26      27   ☁ 觀望
   1213.TW           60      14.81         -59.86     108   ☁ 觀望
  6603.TWO           20      24.84         -59.93     157   ☁ 觀望
   4904.TW           20      22.16         -61.78     176   📈 持有
 00665L.TW           60      29.51         -62.93      61   ☁ 觀望
  8044.TWO           60      26.67         -63.32      75   ☁ 觀望
   1789.TW           60      17.95         -63.69      78   📈 持有
  4530.TWO           60      18.33         -63.98     120   ☁ 觀望
   1301.TW           60      25.58         -64.96      86   📈 持有
 00664R.TW           60      15.22         -65.34      46   ☁ 觀望
   3576.TW           60      20.69         -66.45      87   📈 持有
   6666.TW           10      25.81         -70.47     155   ☁ 觀望
   1583.TW           60      21.28         -70.71      94   📈 持有
  5516.TWO           60      19.20         -70.97     125   ☁ 觀望
 00686R.TW           60      18.37         -73.80      49   ☁ 觀望
   1710.TW           10      27.94         -74.54     204   ☁ 觀望
   1805.TW           60      13.33         -75.61      90   ☁ 觀望
  3632.TWO           60      18.57         -76.42      70   📈 持有
   2105.TW           60      22.50         -77.13      80   ☁ 觀望
   1466.TW           10      15.75         -78.88     254   📈 持有
   1323.TW           60      14.88         -80.47     121   ☁ 觀望
  3609.TWO           20      19.35         -81.71     186   ☁ 觀望
   1402.TW           20      24.55         -84.56     167   📈 持有
   5546.TW           20      15.85         -84.64      82   ☁ 觀望
   3714.TW           10      29.79         -85.13      94   📈 持有
   4555.TW           10      26.70         -86.72     221   ☁ 觀望
  2740.TWO           60      18.64         -87.12      59   📈 持有
   1418.TW           60      17.48         -88.05     103   ☁ 觀望
   1723.TW           20      17.11         -88.21     152   ☁ 觀望
  6236.TWO           20      14.10         -89.99     156   ☁ 觀望
   1735.TW           60      21.30         -90.20     108   📈 持有
  5227.TWO           60      24.05         -92.22      79   ☁ 觀望
  2066.TWO           10      24.78         -93.19     226   📈 持有
  6147.TWO           10      29.96         -94.31     227   ☁ 觀望
   1438.TW           60      19.29         -96.93     140   ☁ 觀望
   3266.TW           60      13.04         -97.69     115   ☁ 觀望
  6124.TWO           60      21.74         -98.44     115   📈 持有
   1337.TW           60      20.21        -100.21      94   📈 持有
  8455.TWO           20      16.07        -100.69     168   📈 持有
   1338.TW           60      24.71        -103.21      85   ☁ 觀望
  5228.TWO           20      20.57        -104.16     141   ☁ 觀望
   9929.TW           60      17.54        -106.03     114   ☁ 觀望
  6565.TWO           10      20.89        -108.78     158   ☁ 觀望
   1340.TW           20      23.70        -109.47     135   ☁ 觀望
   2201.TW           10      24.88        -110.04     209   ☁ 觀望
  4538.TWO           60      20.83        -110.74     120   📈 持有
  8477.TWO           60      21.62        -112.66      74   📈 持有
   3054.TW           10      20.50        -113.10     239   📈 持有
  8077.TWO           60      11.71        -114.18     111   ☁ 觀望
   6505.TW           60      21.77        -117.92     124   📈 持有
  2235.TWO           20      20.73        -118.62     164   ☁ 觀望
  4702.TWO           10      20.60        -121.10     233   📈 持有
  4806.TWO           20      19.41        -123.63     170   📈 持有
   1538.TW           60      26.09        -127.54      92   ☁ 觀望
   1444.TW           10      18.78        -131.19     229   ☁ 觀望
   1529.TW           10      28.51        -139.62     242   📈 持有
  4556.TWO           60      13.27        -146.45     113   📈 持有
