advice,pe,prev_rev_yoy,prev_eps,gm,prev_year,eps_yoy,price,om,eps,prev_eps_yoy,name,symbol,date,expansion,rev_yoy,est_price,status
✅ 穩健價值,4.753363114663677,12.71,2.35,64.17%,2025,71.15,31.7999992371,2.03%,0.89,-27.47,米斯特,2941.TWO,2026-03,2.25,68.9,100.35000000000001,🏰 高護城河
✅ 穩健價值,6.264367596839081,-2.09,0.61,91.47%,2025,38.89,10.8999996185,32.72%,0.28,-35.48,王道銀行,2897.TW,2026-03,2.030000000000001,36.86,26.1,🏰 高護城河
⚪ 數據不足,0.0,1.27,-1.59,N/A,2025,43.18,25.7999992371,N/A,-0.26,67.52,佐登-KY,4190.TW,2026-03,0.9399999999999977,42.24,-73.20000000000002,🚀 利潤擴張
✅ 穩健價值,5.573770274283678,4.88,5.98,N/A,2025,35.71,78.1999969482,N/A,1.71,40.71,精拓科,4951.TWO,2026-03,0.6000000000000014,35.11,210.45,🚀 利潤擴張
✅ 穩健價值,6.792763032401316,4.5,1.29,94.34%,2025,17.86,20.6499996185,35.36%,0.35,8.94,聯邦銀,2838.TW,2026-03,0.5700000000000003,17.29,45.6,🏰 高護城河
✅ 穩健價值,7.354325766293545,19.01,38.51,97.58%,2025,19.96,703.0,59.33%,11.18,19.82,鈊象,3293.TWO,2026-03,0.28999999999999915,19.67,1433.8500000000001,🏰 高護城河
⚪ 數據不足,0.0,-1.96,0.68,N/A,2025,-1.41,33.2000007629,N/A,0.7,-68.78,享溫馨,7760.TW,2026-03,-0.07999999999999985,-1.33,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,-1.96,0.68,N/A,2025,-1.41,0.0,N/A,0.7,-68.78,未知,7760.TWO,2026-03,-0.07999999999999985,-1.33,0.0,🌑 雙重衰退
❌ 暫避觀望,25.426829733506093,-11.58,1.87,N/A,2025,16.0,83.4000015259,N/A,0.6,-48.45,現觀科,6906.TW,2026-03,-0.3099999999999987,16.31,49.2,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-8.49,-2.05,N/A,2025,-14.52,75.5,N/A,-0.72,19.44,順藥,6535.TWO,2026-03,-0.9000000000000004,-13.62,-90.0,🌑 雙重衰退
⚪ 中性觀察,7.489837088231707,7.59,1.87,78.99%,2025,11.76,36.8499984741,35.12%,0.57,3.31,第一金,2892.TW,2026-03,-1.0600000000000005,12.82,73.8,🏰 高護城河
⚪ 數據不足,0.0,51.85,-1.38,N/A,2025,37.31,14.8999996185,N/A,-0.42,53.38,鑽石投資,6901.TW,2026-03,-1.1400000000000006,38.45,-65.25,⚠️ 獲利稀釋
⚪ 中性觀察,7.8529414008529415,13.01,1.36,N/A,2025,12.5,26.7000007629,N/A,0.36,7.94,合庫金,5880.TW,2026-03,-1.7799999999999994,14.28,51.0,⚠️ 獲利稀釋
⚪ 中性觀察,6.768447934223919,8.35,1.51,88.90%,2025,18.92,26.6000003815,38.59%,0.44,13.53,彰銀,2801.TW,2026-03,-1.8699999999999974,20.79,58.949999999999996,🏰 高護城河
⚪ 中性觀察,5.549517000350241,3.7,3.06,N/A,2025,9.38,45.9500007629,N/A,1.05,10.11,上海商銀,5876.TW,2026-03,-1.9099999999999984,11.29,124.19999999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,58.62,1.76,N/A,2025,61.22,118.0,N/A,0.79,4.79,立盈,7820.TWO,2026-03,-2.0799999999999983,63.3,0.0,⚠️ 獲利稀釋
⚪ 中性觀察,5.213414750457316,2.85,1.26,97.54%,2025,9.37,17.1000003815,41.10%,0.35,2.44,臺企銀,2834.TW,2026-03,-3.9000000000000004,13.27,49.2,🏰 高護城河
⚪ 中性觀察,3.3274334932920353,327.05,3.19,N/A,2025,400.0,18.7999992371,N/A,0.15,422.95,宏普,2536.TW,2026-03,-4.2900000000000205,404.29,84.75,⚠️ 獲利稀釋
⚪ 數據不足,0.0,0.59,-3.55,54.90%,2025,51.52,8.2100000381,-51.18%,-0.33,-174.64,雅茗-KY,2726.TWO,2026-03,-5.049999999999997,56.57,-105.6,🏰 高護城河
❌ 暫避觀望,26.950819672131143,1.94,6.4,N/A,2025,115.22,411.0,N/A,1.98,8.14,矽力*-KY,6415.TW,2026-03,-5.090000000000003,120.31,228.75000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,8.000000141277777,20.44,2.12,91.14%,2025,12.73,43.2000007629,40.48%,0.62,30.06,玉山金,2884.TW,2026-03,-6.640000000000001,19.37,81.0,🏰 高護城河
⚪ 數據不足,0.0,12.71,-1.93,73.67%,2025,50.0,16.7999992371,-9.23%,-0.09,8.21,瑞基,4171.TWO,2026-03,-6.729999999999997,56.73,-79.95,🏰 高護城河
⚪ 中性觀察,6.683168316831684,29.29,4.08,70.98%,2025,15.15,67.5,31.38%,1.18,11.73,中信金,2891.TW,2026-03,-7.1,22.25,151.5,🏰 高護城河
⚪ 中性觀察,7.174231332357246,9.74,8.37,42.21%,2025,-20.07,147.0,22.46%,2.4,-21.56,富邦金,2881.TW,2026-03,-9.66,-10.41,307.35,🌑 雙重衰退
⚪ 中性觀察,5.569029921921643,24.13,2.18,85.36%,2025,-62.9,29.8500003815,42.63%,0.23,26.01,德英,4911.TWO,2026-03,-10.07,-52.83,80.39999999999999,🏰 高護城河
⚪ 中性觀察,2.268041149725086,130.3,3.65,15.63%,2025,-109.26,19.7999992371,10.37%,-0.11,12.42,皇普,2528.TW,2026-03,-10.710000000000008,-98.55,130.95000000000002,🌑 雙重衰退
⚪ 中性觀察,5.352941176470588,11.21,4.51,N/A,2025,6.68,91.0,N/A,4.15,-2.59,正瀚-創,6534.TW,2026-03,-10.719999999999999,17.4,255.0,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-7.09,-2.38,N/A,2025,163.33,17.2000007629,N/A,0.2,-280.56,日盛台駿,6958.TW,2026-03,-11.030000000000001,174.36,-70.65,🔄 轉虧為盈
⚪ 中性觀察,5.091623236361256,6.96,1.53,93.02%,2025,2.56,19.4500007629,51.96%,0.4,0.0,台中銀,2812.TW,2026-03,-11.209999999999999,13.77,57.300000000000004,🏰 高護城河
⚪ 數據不足,0.0,38.52,-1.96,N/A,2025,157.14,27.2000007629,N/A,0.2,22.83,ABC-KY,6598.TW,2026-03,-11.850000000000023,168.99,-61.349999999999994,🔄 轉虧為盈
❌ 暫避觀望,90.0900900900901,7.08,0.54,38.56%,2025,137.14,100.0,-3.65%,0.84,-54.31,晶宏,3141.TWO,2026-03,-12.140000000000015,149.28,16.65,⚠️ 獲利稀釋
⚪ 數據不足,0.0,7.27,0.04,912.85%,2025,58.33,11.1000003815,-2853.40%,-0.05,100.0,大將,1453.TW,2026-03,-13.820000000000007,72.15,-1.05,🏰 高護城河
⚪ 中性觀察,6.641086186540733,-2.04,7.06,62.29%,2025,-1.52,112.5,30.59%,2.15,-2.94,國泰金,2882.TW,2026-03,-13.85,12.33,254.09999999999997,🏰 高護城河
⚪ 中性觀察,8.052929768260869,15.47,1.97,91.41%,2025,33.33,42.5999984741,37.14%,0.76,4.57,永豐金,2890.TW,2026-03,-14.090000000000003,47.42,79.35,🏰 高護城河
⚪ 數據不足,0.0,18.73,-2.71,7.87%,2025,1.36,5.5399999619,-5.22%,-5.06,65.91,永冠-KY,1589.TW,2025-09,-15.41,16.77,-222.15,⚠️ 獲利稀釋
⚪ 中性觀察,5.883620525215517,0.06,0.93,102.49%,2025,-3.85,13.6499996185,38.22%,0.25,-14.85,遠東銀,2845.TW,2026-03,-15.84,11.99,34.800000000000004,🏰 高護城河
⚪ 數據不足,0.0,-14.95,-4.55,N/A,2025,-7.45,4.9099998474,N/A,-1.01,-73.66,大洋-KY,5907.TW,2026-03,-15.91,8.46,-159.0,📉 獲利侵蝕
⚪ 中性觀察,4.749303408662953,33.06,1.34,87.03%,2025,60.0,17.0499992371,65.42%,0.48,31.37,華票,2820.TW,2026-03,-16.08,76.08,53.849999999999994,🏰 高護城河
⚪ 中性觀察,6.950354519751774,18.91,3.63,N/A,2025,3.88,58.7999992371,N/A,1.34,-9.05,訊連,5203.TW,2026-03,-16.12,20.0,126.89999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,10.744274663568703,1.66,2.22,52.35%,2025,81.82,56.2999992371,13.25%,0.6,53.1,寶齡富錦,1760.TW,2026-03,-16.340000000000003,98.16,78.60000000000001,🏰 高護城河
❌ 暫避觀望,71.89054726368158,9.81,0.91,38.83%,2025,180.0,144.5,9.16%,0.43,-15.24,直得,1597.TW,2026-03,-17.090000000000003,197.09,30.150000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,2.7502750275027497,-30.75,35.57,24.80%,2025,-72.34,100.0,-95.04%,0.13,1276.65,上緯投控,3708.TW,2026-03,-18.21,-54.13,545.4000000000001,🌑 雙重衰退
⚪ 數據不足,0.0,10.22,0.02,N/A,2025,33.33,45.0,N/A,0.04,-99.01,隆中,6542.TWO,2026-03,-21.590000000000003,54.92,-8.100000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,8.215547703180212,-14.47,1.23,87.61%,2025,-3.33,23.25,51.79%,0.29,8.85,統領,2910.TW,2026-03,-21.689999999999998,18.36,42.45,🏰 高護城河
⚪ 中性觀察,8.085808580858085,0.74,1.2,N/A,2025,100.0,24.5,N/A,0.46,5.26,雃博,4106.TW,2026-03,-22.47,122.47,45.45,⚠️ 獲利稀釋
❌ 暫避觀望,200.98684210526315,50.49,1.65,N/A,2025,231.33,611.0,N/A,1.97,146.97,IET-KY,4971.TWO,2026-03,-22.839999999999975,254.17,45.6,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-10.06,5.9,N/A,2025,-30.17,210.0,N/A,1.69,-17.37,敘豐,3485.TWO,2026-03,-23.32,-6.85,0.0,🌑 雙重衰退
❌ 暫避觀望,38.14636903079966,60.61,13.64,N/A,2025,52.97,1350.0,N/A,5.79,53.11,藥華藥,6446.TW,2026-03,-23.950000000000003,76.92,530.85,⚠️ 獲利稀釋
⚪ 中性觀察,13.251481795088909,8.96,4.88,N/A,2025,24.77,156.5,N/A,1.39,7.69,長聖,6712.TWO,2026-03,-25.2,49.97,177.14999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,7.639138103608618,19.24,2.62,N/A,2025,21.74,42.5499992371,N/A,0.56,-36.41,鑫傳,6856.TWO,2026-03,-26.030000000000005,47.77,83.55000000000001,⚠️ 獲利稀釋
❌ 暫避觀望,33.69230710538461,-11.54,0.14,N/A,2025,300.0,21.8999996185,N/A,0.16,-90.28,伍豐,8076.TWO,2026-03,-26.439999999999998,326.44,9.750000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,3.7869062901155326,-62.17,3.03,49.04%,2025,-82.31,29.5,34.02%,0.23,-57.74,名軒,1442.TW,2026-03,-27.14,-55.17,116.85,🌑 雙重衰退
⚪ 數據不足,0.0,91.93,-2.29,N/A,2025,-34.48,0.0,N/A,-0.78,-67.15,雲象科技-創,7803.TW,2026-03,-27.559999999999995,-6.92,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,91.93,-2.29,N/A,2025,-34.48,0.0,N/A,-0.78,-67.15,未知,7803.TWO,2026-03,-27.559999999999995,-6.92,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,-2.27,-0.35,89.24%,2025,-9.52,12.6999998093,10.47%,0.19,-234.62,華園,2702.TW,2026-03,-28.31,18.79,-24.3,🔄 轉虧為盈
⚪ 中性觀察,11.647972389991374,11.45,13.33,77.03%,2025,-0.73,405.0,41.97%,4.07,6.9,雙美,4728.TWO,2026-03,-28.85,28.12,521.55,🏰 高護城河
⚪ 中性觀察,8.157389635316699,-20.5,1.83,N/A,2025,-7.89,42.5,N/A,1.05,-66.05,森鉅,8942.TWO,2026-03,-28.87,20.98,78.15,📉 獲利侵蝕
⚪ 數據不足,0.0,-4.59,-2.47,59.54%,2025,11.02,82.8000030518,7.94%,1.31,-175.3,美食-KY,2723.TW,2026-03,-28.88,39.9,-53.400000000000006,🔄 轉虧為盈
⚪ 中性觀察,5.767045599043561,-18.16,4.72,N/A,2025,24.75,60.9000015259,N/A,0.76,10.4,和潤企業,6592.TW,2026-03,-30.67,55.42,158.4,⚠️ 獲利稀釋
⚪ 數據不足,0.0,29.21,-0.09,N/A,2025,510.71,178.5,N/A,1.17,-102.7,廣閎科,6693.TWO,2026-03,-31.44999999999999,542.16,-26.700000000000003,🔄 轉虧為盈
❌ 暫避觀望,82.44898270591837,-17.82,0.29,33.55%,2025,210.0,40.4000015259,3.21%,0.31,-85.43,泓瀚,4741.TWO,2026-03,-34.69,244.69,7.35,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-43.98,-0.41,64.71%,2025,20.0,21.0499992371,-1427.47%,-0.08,-51.85,中福,1435.TW,2026-03,-34.92,54.92,-14.1,🏰 高護城河
⚪ 數據不足,0.0,27.85,-2.66,N/A,2025,90.0,11.8000001907,N/A,0.4,-17.7,御嵿,3522.TWO,2026-03,-35.099999999999994,125.1,-81.6,🔄 轉虧為盈
⚪ 中性觀察,3.8147138964577656,-68.21,1.07,21.31%,2025,-99.32,14.0,-1.56%,0.01,-82.6,富華新,3056.TW,2026-03,-36.16,-63.16,55.05,🌑 雙重衰退
⚪ 中性觀察,5.529801577119206,32.89,1.01,16.87%,2025,433.33,16.7000007629,7.13%,0.16,876.92,樂事綠能,1529.TW,2026-03,-37.59000000000003,470.92,45.3,⚠️ 獲利稀釋
❌ 暫避觀望,15.630630974324323,23.84,0.13,N/A,2025,-102.13,17.3500003815,N/A,-0.01,-95.82,強盛新,1463.TW,2026-03,-37.72999999999999,-64.4,16.650000000000002,🌑 雙重衰退
❌ 暫避觀望,20.48364153627312,20.33,7.08,N/A,2025,66.67,288.0,N/A,1.1,40.48,騰雲,6870.TWO,2026-03,-37.95,104.62,210.89999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,4.634831460674158,-10.07,2.32,N/A,2025,-71.72,24.75,N/A,0.28,-34.28,弘煜科,6482.TWO,2026-03,-38.26,-33.46,80.1,🌑 雙重衰退
❌ 暫避觀望,67.26315789473684,-6.16,4.92,N/A,2025,56.12,639.0,N/A,1.53,-45.05,光焱科技,7728.TWO,2026-03,-38.51,94.63,142.5,⚠️ 獲利稀釋
⚪ 數據不足,0.0,123.22,4.01,N/A,2025,47.78,98.9000015259,N/A,1.33,112.83,天能綠電,7842.TWO,2026-03,-39.09,86.87,0.0,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-4.14,5.65,N/A,2025,-52.69,60.7999992371,N/A,0.88,-28.57,溢泰實業,7818.TW,2026-03,-39.849999999999994,-12.84,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,-4.14,5.65,N/A,2025,-52.69,0.0,N/A,0.88,-28.57,未知,7818.TWO,2026-03,-39.849999999999994,-12.84,0.0,🌑 雙重衰退
❌ 暫避觀望,15.915697674418603,9.44,2.37,53.43%,2025,90.91,109.5,14.28%,1.47,46.3,泓格,3577.TWO,2026-03,-39.860000000000014,130.77,103.20000000000002,🏰 高護城河
⚪ 數據不足,0.0,-10.15,-0.64,71.52%,2025,83.67,20.8500003815,6.07%,-0.08,-74.29,點晶,3288.TWO,2026-03,-39.879999999999995,123.55,-25.049999999999997,🏰 高護城河
⚪ 中性觀察,4.561911658218682,9.98,5.48,N/A,2025,57.14,63.0,N/A,1.76,-6.01,群益期,6024.TW,2026-03,-40.22,97.36,207.15,⚠️ 獲利稀釋
⚪ 數據不足,0.0,60.07,-7.23,N/A,2025,10.08,1490.0,N/A,-1.18,44.38,沛爾生醫-創,6949.TW,2026-03,-40.43,50.51,-235.35000000000002,⚠️ 獲利稀釋
❌ 暫避觀望,46.17486338797814,2.34,0.58,N/A,2025,-47.06,84.5,N/A,0.28,-39.36,億而得,6423.TWO,2026-03,-40.510000000000005,-6.55,27.450000000000003,🌑 雙重衰退
⚪ 數據不足,0.0,-8.56,4.23,N/A,2025,-40.13,50.0,N/A,1.9,16.53,旅天下,6961.TWO,2026-03,-40.620000000000005,0.49,0.0,📉 獲利侵蝕
⚪ 數據不足,0.0,-22.14,-0.74,59.04%,2025,0.0,3.7799999714,-1090.16%,-0.17,42.64,淳紳,4529.TWO,2026-03,-40.9,40.9,-28.05,🏰 高護城河
❌ 暫避觀望,56.2855708068296,72.77,103.23,76.10%,2025,38.82,13450.0,69.19%,36.58,59.82,川湖,2059.TW,2026-03,-42.38999999999999,81.21,3584.3999999999996,🏰 高護城河
⚪ 中性觀察,8.494855228523571,19.97,17.36,N/A,2025,33.23,355.0,N/A,4.49,31.09,華景電,6788.TWO,2026-03,-44.06000000000001,77.29,626.85,⚠️ 獲利稀釋
⚪ 中性觀察,6.6143109120244326,2.72,2.36,44.04%,2025,109.68,37.9000015259,12.46%,1.3,-56.22,寒舍,2739.TW,2026-03,-44.18000000000001,153.86,85.95,⚠️ 獲利稀釋
⚪ 中性觀察,2.939221345004748,-55.31,3.96,N/A,2025,-82.38,30.9500007629,N/A,0.4,-34.98,理銘,6212.TWO,2026-03,-44.419999999999995,-37.96,157.95000000000002,🌑 雙重衰退
⚪ 數據不足,0.0,187.82,14.04,N/A,2025,78.66,898.0,N/A,4.93,279.4,倍利科,7822.TW,2026-03,-46.32000000000001,124.98,0.0,⚠️ 獲利稀釋
⚪ 數據不足,0.0,5.26,7.86,N/A,2025,-35.1,97.5999984741,N/A,2.48,-34.17,公勝保經,6028.TWO,2026-03,-46.75,11.65,0.0,📉 獲利侵蝕
⚪ 中性觀察,13.256851497769281,4.64,6.66,N/A,2025,0.0,208.0,N/A,1.7,-9.63,系微,6231.TWO,2026-03,-47.19,47.19,235.35,📉 獲利侵蝕
⚪ 中性觀察,3.878260869565217,-4.62,11.24,N/A,2025,-0.66,111.5,N/A,3.26,-13.92,中租-KY,5871.TW,2026-03,-47.68,47.02,431.25,📉 獲利侵蝕
⚪ 中性觀察,9.865228699218328,5.54,2.92,51.76%,2025,94.03,73.1999969482,18.42%,1.3,20.66,固緯,2423.TW,2026-03,-48.0,142.03,111.3,🏰 高護城河
❌ 暫避觀望,41.02040764428571,-36.07,0.55,N/A,2025,40.0,60.2999992371,N/A,0.21,-82.84,微程式,7721.TW,2026-03,-48.8,88.8,22.050000000000004,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-16.98,-0.37,N/A,2025,18.18,7.9899997711,N/A,-0.09,48.61,商丞,8277.TWO,2026-03,-48.970000000000006,67.15,-14.85,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-47.33,-0.77,-18.77%,2025,1072.73,17.0499992371,-63.16%,1.07,41.22,聯合再生,3576.TW,2026-03,-49.61999999999989,1122.35,-10.5,🔄 轉虧為盈
⚪ 數據不足,0.0,12.72,1.86,N/A,2025,-72.0,99.5,N/A,0.35,43.08,耀穎,7772.TWO,2026-03,-52.29,-19.71,0.0,🌑 雙重衰退
⚪ 中性觀察,4.742978272390037,-5.92,7.78,N/A,2025,-45.35,89.5,N/A,1.88,-26.4,達爾膚,6523.TWO,2026-03,-54.99,9.64,283.05,📉 獲利侵蝕
⚪ 數據不足,0.0,18.06,8.1,N/A,2025,-73.26,73.0999984741,N/A,1.09,-10.5,民盛,7811.TWO,2026-03,-55.010000000000005,-18.25,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,10.0,8.59,N/A,2025,42.79,0.0,N/A,2.97,4.12,凌陽創新,5236.TWO,2026-03,-55.470000000000006,98.26,0.0,⚠️ 獲利稀釋
❌ 暫避觀望,23.013100769825325,12.23,0.89,N/A,2025,44.44,52.7000007629,N/A,0.26,183.87,長佳智能,6841.TWO,2026-03,-55.730000000000004,100.17,34.35,⚠️ 獲利稀釋
⚪ 中性觀察,10.703592814371257,128.22,1.4,N/A,2025,-100.0,35.75,N/A,0.0,3600.0,台生材,6649.TWO,2026-03,-55.77,-44.23,50.099999999999994,🌑 雙重衰退
⚪ 中性觀察,6.043360226856368,-2.68,1.56,54.41%,2025,18.18,22.2999992371,14.06%,0.39,-5.49,遠百,2903.TW,2026-03,-55.970000000000006,74.15,55.35000000000001,🏰 高護城河
⚪ 數據不足,0.0,16.02,0.04,N/A,2025,300.0,44.2000007629,N/A,0.28,-90.0,泰藝,8289.TWO,2026-03,-56.31,356.31,-4.65,⚠️ 獲利稀釋
⚪ 中性觀察,7.388723922418398,-2.7,2.75,N/A,2025,3.26,49.7999992371,N/A,0.95,-28.2,龍巖,5530.TWO,2026-03,-56.580000000000005,59.84,101.10000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,10.735294117647058,-0.57,6.28,20.10%,2025,105.56,18.25,-167.95%,0.01,721.43,泰豐,2102.TW,2026-03,-57.19,162.75,25.500000000000004,⚠️ 獲利稀釋
⚪ 數據不足,0.0,297.52,-0.78,34.86%,2025,83.87,30.75,-26.13%,-0.05,36.07,浩泰,4131.TWO,2026-03,-57.69,141.56,-19.05,⚠️ 獲利稀釋
⚪ 中性觀察,6.390977443609022,-60.41,1.71,N/A,2025,-75.84,34.0,N/A,0.36,-77.57,京城,2524.TW,2026-03,-57.870000000000005,-17.97,79.80000000000001,🌑 雙重衰退
⚪ 數據不足,0.0,-6.86,-0.49,N/A,2025,-30.77,25.5,N/A,0.09,60.8,台微醫,6767.TWO,2026-03,-58.480000000000004,27.71,-6.75,🔄 轉虧為盈
⚪ 中性觀察,5.679347722418478,6.61,1.36,N/A,2025,7.5,20.8999996185,N/A,0.43,4.62,美吾華,1731.TW,2026-03,-58.480000000000004,65.98,55.2,⚠️ 獲利稀釋
⚪ 中性觀察,4.886220167623263,9.49,6.27,56.36%,2025,13.38,77.3000030518,21.51%,1.78,7.55,東洋,4105.TWO,2026-03,-58.529999999999994,71.91,237.29999999999998,🏰 高護城河
⚪ 中性觀察,5.753731229410449,8.61,5.16,N/A,2025,-4.2,77.0999984741,N/A,1.39,-1.21,愛派司,6918.TW,2026-03,-59.980000000000004,55.78,200.99999999999997,📉 獲利侵蝕
⚪ 數據不足,0.0,-15.04,3.11,N/A,2025,-77.53,489.0,N/A,0.21,-26.3,長廣,7795.TW,2026-03,-60.09,-17.44,0.0,🌑 雙重衰退
⚪ 數據不足,0.0,18.71,2.72,N/A,2025,-14.52,28.3999996185,N/A,0.53,169.31,宏�硒撥s,7794.TWO,2026-03,-61.379999999999995,46.86,0.0,📉 獲利侵蝕
⚪ 中性觀察,4.627949183303086,-8.29,9.9,N/A,2025,12.73,102.0,N/A,1.87,-2.0,軒郁,6703.TWO,2026-03,-62.099999999999994,74.83,330.59999999999997,⚠️ 獲利稀釋
⚪ 中性觀察,5.515350793541668,19.79,3.63,N/A,2025,27.85,50.2999992371,N/A,1.01,23.05,東生華,8432.TWO,2026-03,-62.29,90.14,136.79999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,7.267441860465117,14.61,3.11,N/A,2025,-30.36,50.0,N/A,0.39,8.39,意藍,6925.TWO,2026-03,-62.51,32.15,103.2,📉 獲利侵蝕
⚪ 數據不足,0.0,-35.31,-1.82,33.80%,2025,68.92,12.5,-77.27%,-0.25,57.28,樂威科-KY,4154.TWO,2026-03,-62.719999999999985,131.64,-76.65,⚠️ 獲利稀釋
⚪ 數據不足,0.0,24.42,4.46,N/A,2025,-71.64,358.0,N/A,0.19,14.65,華洋精機,6983.TWO,2026-03,-62.94,-8.7,0.0,🌑 雙重衰退
⚪ 中性觀察,10.126742905690746,-1.49,3.08,N/A,2025,18.68,79.9000015259,N/A,1.08,-25.6,宏正,6277.TW,2026-03,-63.88999999999999,82.57,118.35000000000001,⚠️ 獲利稀釋
⚪ 數據不足,0.0,12.25,-0.44,100.00%,2025,-11.11,8.6099996567,-377.43%,-0.1,57.53,富榮綱,3115.TWO,2026-03,-64.41,53.3,-20.4,🏰 高護城河
❌ 暫避觀望,44.14283831861905,33.33,30.41,N/A,2025,54.52,3350.0,N/A,10.43,95.56,精測,6510.TWO,2026-03,-64.5,119.02,1138.3500000000001,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-2.04,-0.37,45.66%,2025,66.67,24.8500003815,-9.00%,-0.02,-181.82,凌陽,2401.TW,2026-03,-64.8,131.47,-11.55,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-27.25,-2.03,58.46%,2025,-12.24,171.0,-58.74%,-0.55,-491.18,金麗科,3228.TWO,2026-03,-65.32,53.08,-77.55,🏰 高護城河
⚪ 數據不足,0.0,2.06,-0.53,N/A,2025,111.54,12.3500003815,N/A,0.03,-129.28,大億金茂,8107.TWO,2026-03,-65.49999999999999,177.04,-25.8,🔄 轉虧為盈
❌ 暫避觀望,41.05633749084507,-1.99,0.32,39.89%,2025,100.0,29.1499996185,1.38%,0.14,-50.0,昆盈,2365.TW,2026-03,-65.56,165.56,10.65,⚠️ 獲利稀釋
⚪ 中性觀察,8.210367007188802,41.93,6.7,N/A,2025,1919.44,217.0,N/A,14.54,209.22,宇瞻,8271.TW,2026-03,-65.57999999999993,1985.02,396.44999999999993,⚠️ 獲利稀釋
⚪ 數據不足,0.0,7.0,-8.2,N/A,2025,-45.13,264.0,N/A,-3.28,-20600.0,晶心科,6533.TW,2026-03,-65.58,20.45,-405.15,📉 獲利侵蝕
⚪ 中性觀察,4.8252092565238796,-3.78,7.93,N/A,2025,63.12,98.0,N/A,2.39,4.25,智冠,5478.TWO,2026-03,-65.6,128.72,304.65000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,9.696078580970589,37.43,4.13,N/A,2025,-13.39,98.9000015259,N/A,0.97,30.28,邦睿生技-創,6955.TW,2026-03,-65.85,52.46,153.0,📉 獲利侵蝕
⚪ 數據不足,0.0,157.54,-2.16,19.48%,2025,-63.41,22.2999992371,-2058.21%,-0.67,0.95,醣聯,4168.TWO,2026-03,-66.11999999999999,2.71,-77.1,📉 獲利侵蝕
⚪ 數據不足,0.0,36.07,-1.83,51.65%,2025,33.33,11.5500001907,-9.65%,-0.1,0.0,富野,2736.TWO,2026-03,-66.42,99.75,-66.15,🏰 高護城河
⚪ 數據不足,0.0,-99.4,-1.26,N/A,2025,33.33,39.2000007629,N/A,-0.26,-68.0,悅城,6405.TW,2026-03,-67.48,100.81,-52.05,⚠️ 獲利稀釋
⚪ 中性觀察,12.444368366997603,85.22,11.77,N/A,2025,41.83,363.5,N/A,3.56,67.87,意騰-KY,7749.TW,2026-03,-69.93,111.76,438.15000000000003,⚠️ 獲利稀釋
❌ 暫避觀望,70.36701226002286,40.64,103.92,N/A,2025,59.53,17850.0,N/A,37.41,52.82,信驊,5274.TWO,2026-03,-70.53999999999999,130.07,3805.05,⚠️ 獲利稀釋
⚪ 中性觀察,4.173602672306777,55.27,3.46,N/A,2025,-56.69,35.0999984741,N/A,0.68,21.4,櫻花建,2539.TW,2026-03,-71.35,14.66,126.15,📉 獲利侵蝕
⚪ 中性觀察,14.537712895377128,31.61,66.26,62.33%,2025,58.39,2390.0,54.00%,22.08,46.42,台積電,2330.TW,2026-03,-71.47000000000001,129.86,2466.0,🏰 高護城河
❌ 暫避觀望,29.047619047619047,1.81,0.42,N/A,2025,0.0,30.5,N/A,0.1,7.69,台聯櫃,5601.TWO,2026-03,-71.77,71.77,15.75,📉 獲利侵蝕
❌ 暫避觀望,16.310680105469256,3.05,1.29,N/A,2025,159.09,50.4000015259,N/A,0.57,-18.87,維田,6570.TWO,2026-03,-73.16,232.25,46.349999999999994,⚠️ 獲利稀釋
⚪ 數據不足,0.0,7.0,-2.97,N/A,2025,-8.82,33.7999992371,N/A,-0.75,10.09,生華科,6492.TWO,2026-03,-73.19999999999999,64.38,-106.50000000000001,📉 獲利侵蝕
⚪ 中性觀察,5.042219449583837,7.07,7.27,63.24%,2025,2.74,83.5999984741,24.73%,1.5,-10.36,嘉實,3158.TWO,2026-03,-73.75,76.49,248.7,🏰 高護城河
