advice,pe,prev_rev_yoy,prev_eps,gm,prev_year,eps_yoy,price,om,eps,prev_eps_yoy,name,symbol,date,expansion,rev_yoy,est_price,status
⚪ 中性觀察,5.888689270574506,3.73,2.27,N/A,2025,-53.13,32.7999992371,N/A,0.3,-17.45,志超,8213.TW,2026-03,-942.04,888.91,83.55000000000001,📉 獲利侵蝕
⚪ 中性觀察,11.022727272727272,-40.09,0.52,N/A,2025,-88.24,24.25,N/A,0.06,-82.78,天剛,5310.TWO,2026-03,-942.09,853.85,33.0,📉 獲利侵蝕
⚪ 中性觀察,4.606328070206033,59.7,6.3,5.79%,2025,-61.8,62.5999984741,2.48%,0.68,3.11,捷迅,2643.TWO,2026-03,-949.2299999999999,887.43,203.85,📉 獲利侵蝕
⚪ 數據不足,0.0,-0.02,-0.11,N/A,2025,-52.94,16.2999992371,N/A,-0.26,52.17,沈氏,8921.TWO,2026-03,-954.56,901.62,-11.55,📉 獲利侵蝕
⚪ 中性觀察,4.948586118251928,14.95,1.41,9.91%,2025,-89.22,19.25,-0.28%,0.11,981.25,精英,2331.TW,2026-03,-955.5,866.28,58.35,📉 獲利侵蝕
⚪ 中性觀察,10.299277920722394,-17.06,5.27,37.77%,2025,766.67,99.8000030518,36.66%,1.6,-34.78,慧洋-KY,2637.TW,2026-03,-961.5100000000001,1728.18,145.35,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-8.68,-1.85,7.45%,2025,-150.0,13.8000001907,-2.27%,-0.4,-129.63,燁輝,2023.TW,2026-03,-963.75,813.75,-67.64999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,27.53,-1.51,1.54%,2025,74.36,20.5499992371,-34.06%,-0.1,6.88,位速,3508.TWO,2026-03,-968.63,1042.99,-55.05,⚠️ 獲利稀釋
⚪ 數據不足,0.0,5.58,-1.02,15.17%,2025,-700.0,22.5,-15.09%,-0.48,9.52,寶德,3349.TWO,2026-03,-979.9100000000001,279.91,-41.400000000000006,📉 獲利侵蝕
⚪ 數據不足,0.0,-11.17,-7.87,11.02%,2025,51.72,19.75,-2.22%,-1.68,-8644.44,英利-KY,2239.TW,2026-03,-980.3599999999999,1032.08,-252.15000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,10.702054794520548,4.14,1.26,11.56%,2025,35.29,31.25,2.51%,0.23,-31.87,宏��,2353.TW,2026-03,-982.73,1018.02,43.8,⚠️ 獲利稀釋
⚪ 中性觀察,7.831491818093922,-0.51,2.39,N/A,2025,130.77,28.3500003815,N/A,0.3,-26.77,精星,8183.TWO,2026-03,-983.26,1114.03,54.300000000000004,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-14.66,-6.69,N/A,2025,-909.09,18.7999992371,N/A,-0.9,-259.36,築間,7723.TWO,2026-03,-984.34,75.25,-171.60000000000002,📉 獲利侵蝕
⚪ 數據不足,0.0,2.6,-1.42,15.72%,2025,151.52,14.8999996185,-0.44%,0.17,-286.84,易飛網,2734.TWO,2026-03,-984.71,1136.23,-44.7,🔄 轉虧為盈
⚪ 數據不足,0.0,14.78,-0.75,N/A,2025,76.0,13.8999996185,N/A,-0.06,58.56,彩晶,6116.TW,2026-03,-985.9300000000001,1061.93,-27.599999999999998,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-12.26,-3.49,N/A,2025,-495.0,14.5,N/A,-0.91,-1354.17,來思達,8066.TWO,2026-03,-998.5899999999999,503.59,-118.8,📉 獲利侵蝕
⚪ 中性觀察,7.531347842805643,-21.83,2.73,N/A,2025,-24.24,48.0499992371,N/A,1.0,-57.28,豐藝,6189.TW,2026-03,-999.11,974.87,95.7,📉 獲利侵蝕
⚪ 數據不足,0.0,2.83,-2.24,22.76%,2025,-753.85,14.4499998093,-1.26%,-1.15,-92.04,廣華-KY,1338.TW,2026-03,-999.97,246.12,-112.80000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-61.92,-2.14,N/A,2025,6.82,16.8999996185,N/A,-0.41,-38.16,浩宇生醫,6872.TWO,2026-03,-1002.0,1008.82,-76.95,⚠️ 獲利稀釋
❌ 暫避觀望,18.333332998684213,-32.9,0.39,N/A,2025,388.24,20.8999996185,N/A,0.49,-45.83,大展證,6020.TWO,2026-03,-1006.46,1394.7,17.099999999999998,⚠️ 獲利稀釋
⚪ 數據不足,0.0,26.05,-0.82,11.52%,2025,-125.0,40.2000007629,-13.20%,-0.45,-440.0,耀勝,3207.TWO,2026-03,-1006.55,881.55,-7.800000000000001,📉 獲利侵蝕
❌ 暫避觀望,16.360000610360004,6.13,1.22,9.15%,2025,-53.13,40.9000015259,0.67%,0.15,-31.22,瑞軒,2489.TW,2026-03,-1013.84,960.71,37.49999999999999,📉 獲利侵蝕
❌ 暫避觀望,87.25000381450002,-7.75,0.51,29.43%,2025,-700.0,17.4500007629,-10.81%,-0.32,189.47,雲嘉南,3191.TWO,2026-03,-1025.38,325.38,2.999999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,58.82,-0.16,N/A,2025,260.0,182.5,N/A,0.24,88.24,德宏,5475.TWO,2026-03,-1028.64,1288.64,-6.6000000000000005,🔄 轉虧為盈
⚪ 數據不足,0.0,22.72,0.2,N/A,2025,-900.0,59.2999992371,N/A,-0.32,25.0,晉弘,6796.TW,2026-03,-1029.28,129.28,-24.150000000000002,📉 獲利侵蝕
❌ 暫避觀望,23.091603053435115,11.07,1.36,N/A,2025,182.35,60.5,N/A,0.96,-33.33,福懋科,8131.TW,2026-03,-1037.25,1219.6,39.300000000000004,⚠️ 獲利稀釋
❌ 暫避觀望,97.91208623527474,5.45,0.7,N/A,2025,200.0,89.0999984741,N/A,0.72,-64.1,南茂,8150.TW,2026-03,-1037.92,1237.92,13.649999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,13.2183908045977,0.36,0.45,9.65%,2025,10.0,11.5,1.10%,0.11,-15.09,福壽,1219.TW,2026-03,-1043.77,1053.77,13.05,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-7.42,-2.59,N/A,2025,-46.67,69.0,N/A,0.16,-248.85,霖宏,5464.TWO,2026-03,-1046.69,1000.02,-131.54999999999998,🔄 轉虧為盈
⚪ 中性觀察,7.45721271393643,72.06,5.15,10.03%,2025,-0.9,91.5,3.96%,1.1,57.01,神達,3706.TW,2026-03,-1047.3000000000002,1046.4,184.04999999999998,📉 獲利侵蝕
⚪ 中性觀察,6.256281311180904,-6.25,1.62,10.74%,2025,15.79,24.8999996185,5.38%,0.44,8.0,福懋油,1225.TW,2026-03,-1058.26,1074.05,59.7,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-1.96,-0.3,N/A,2025,330.0,15.0,N/A,0.43,-300.0,凌巨,8105.TW,2026-03,-1063.26,1393.26,-15.0,🔄 轉虧為盈
⚪ 中性觀察,8.64825581395349,-3.46,11.29,N/A,2025,-28.74,238.0,N/A,2.43,-17.53,富邦媒,8454.TW,2026-03,-1066.47,1037.73,412.79999999999995,📉 獲利侵蝕
⚪ 中性觀察,11.102362505078741,4.86,1.08,N/A,2025,20.0,28.2000007629,N/A,0.24,66.15,倍微,6270.TWO,2026-03,-1067.95,1087.95,38.1,⚠️ 獲利稀釋
❌ 暫避觀望,52.05479452054796,55.97,-0.03,27.19%,2025,-542.86,38.0,-0.09%,-0.54,-140.0,興泰,1235.TW,2026-03,-1069.73,526.87,10.949999999999998,📉 獲利侵蝕
⚪ 中性觀察,7.148684478890475,27.07,18.2,10.28%,2025,69.03,350.5,4.26%,7.86,24.57,技嘉,2376.TW,2026-03,-1069.81,1138.84,735.45,⚠️ 獲利稀釋
❌ 暫避觀望,15.36697247706422,-2.48,0.6,8.90%,2025,188.24,33.5,-6.13%,0.15,71.43,百容,2483.TW,2026-03,-1071.6,1259.84,32.7,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-9.17,-2.94,N/A,2025,17.65,7.5799999237,N/A,-0.28,-116.18,利勤,4426.TW,2026-03,-1083.04,1100.69,-111.9,⚠️ 獲利稀釋
❌ 暫避觀望,118.42105263157896,-6.4,0.02,N/A,2025,157.58,22.5,N/A,0.19,102.7,大拓-KY,8455.TWO,2026-03,-1091.29,1248.87,2.8499999999999996,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-3.95,-1.12,N/A,2025,-250.0,5.9899997711,N/A,-0.14,-21.74,佳總,5355.TWO,2026-03,-1098.03,848.03,-38.1,📉 獲利侵蝕
⚪ 中性觀察,8.980891962738852,-0.68,0.73,8.57%,2025,-5.88,14.1000003815,1.90%,0.16,-31.13,東隆興,4401.TWO,2026-03,-1098.3000000000002,1092.42,23.55,📉 獲利侵蝕
❌ 暫避觀望,46.190475282380945,-28.43,0.2,3.78%,2025,-200.0,9.6999998093,0.03%,-0.03,-47.37,三商壽,2867.TW,2026-03,-1107.13,907.13,3.1500000000000004,📉 獲利侵蝕
❌ 暫避觀望,23.17460378007937,-0.22,0.05,N/A,2025,162.5,29.2000007629,N/A,0.27,25.0,亞通,6179.TWO,2026-03,-1108.55,1271.05,18.9,⚠️ 獲利稀釋
⚪ 數據不足,0.0,9.49,-2.41,N/A,2025,8.54,12.3999996185,N/A,-0.76,8.37,金萬林-創,6645.TW,2026-03,-1111.44,1119.98,-98.39999999999999,⚠️ 獲利稀釋
❌ 暫避觀望,26.904762358928572,58.33,0.0,29.35%,2025,-100.0,22.6000003815,-34.05%,0.0,-100.0,天方能源,3073.TWO,2026-03,-1111.49,1011.49,12.6,📉 獲利侵蝕
⚪ 數據不足,0.0,-15.24,-5.14,1.51%,2025,21.49,23.5,-21.28%,-0.95,-147.12,鴻碩,3092.TW,2026-03,-1112.6,1134.09,-204.29999999999998,⚠️ 獲利稀釋
❌ 暫避觀望,34.267912772585674,8.58,6.8,N/A,2025,135.2,550.0,N/A,2.94,22.08,亞泰金屬,6727.TWO,2026-03,-1116.22,1251.42,240.74999999999994,⚠️ 獲利稀釋
⚪ 中性觀察,6.6233767059523805,9.01,2.22,N/A,2025,140.0,30.6000003815,N/A,0.73,22.78,好德,3114.TWO,2026-03,-1119.13,1259.13,69.3,⚠️ 獲利稀釋
⚪ 中性觀察,8.28258221680877,11.23,5.11,N/A,2025,-260.42,68.0,N/A,-2.31,-8.26,博弘,6997.TWO,2026-03,-1120.8700000000001,860.45,123.15,📉 獲利侵蝕
⚪ 中性觀察,6.746268656716418,41.88,7.54,N/A,2025,64.84,113.0,N/A,3.0,17.08,茂綸,6227.TWO,2026-03,-1125.1100000000001,1189.95,251.25,⚠️ 獲利稀釋
⚪ 中性觀察,12.588652482269504,-0.1,1.45,45.87%,2025,3200.0,35.5,37.60%,0.66,-43.36,新興,2605.TW,2026-03,-1128.0299999999997,4328.03,42.3,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-4.78,-1.76,6.52%,2025,50.0,14.3999996185,2.26%,-0.2,-39.68,亞聚,1308.TW,2026-03,-1130.96,1180.96,-60.300000000000004,⚠️ 獲利稀釋
⚪ 中性觀察,5.490314585242131,15.12,3.3,12.43%,2025,120.75,45.3499984741,7.27%,0.22,-26.67,新光鋼,2031.TW,2026-03,-1132.16,1252.91,123.89999999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-25.98,-3.45,N/A,2025,46.58,25.0,N/A,-0.4,62.26,光耀,3666.TWO,2026-03,-1132.8500000000001,1179.43,-121.05000000000001,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-16.11,-0.15,7.45%,2025,0.0,14.1999998093,-4.90%,-0.05,55.88,南紡,1440.TW,2026-03,-1137.15,1137.15,-4.2,📉 獲利侵蝕
⚪ 數據不足,0.0,85.08,-0.54,-12.82%,2025,-105.88,10.6000003815,-39.60%,-0.02,-245.95,永捷,4714.TWO,2026-03,-1138.98,1033.1,-0.3000000000000011,📉 獲利侵蝕
⚪ 數據不足,0.0,20.96,-0.34,46.90%,2025,60.0,9.1000003815,-39.20%,-0.04,-70.0,桂田文創,4806.TWO,2026-03,-1141.0,1201.0,-11.700000000000001,⚠️ 獲利稀釋
⚪ 數據不足,0.0,19.77,0.05,N/A,2025,40.0,23.6000003815,N/A,0.14,-90.74,研通,6229.TWO,2026-03,-1150.45,1190.45,-1.7999999999999996,⚠️ 獲利稀釋
⚪ 中性觀察,5.2631578947368425,8.17,4.01,N/A,2025,8.11,55.0,N/A,1.2,4.7,建��,3046.TW,2026-03,-1154.96,1163.07,156.75,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-0.95,0.68,N/A,2025,166.67,18.2999992371,N/A,0.08,28.3,榮星,1617.TW,2026-03,-1158.57,1325.24,-1.3499999999999996,⚠️ 獲利稀釋
⚪ 中性觀察,3.702795487984306,38.99,9.13,N/A,2025,610.0,75.5,N/A,1.42,51.64,必應,6625.TW,2026-03,-1158.76,1768.76,305.85,⚠️ 獲利稀釋
⚪ 中性觀察,11.924277907884466,24.87,10.62,N/A,2025,564.0,305.5,N/A,6.72,18.74,巨漢,6903.TWO,2026-03,-1163.49,1727.49,384.29999999999995,⚠️ 獲利稀釋
⚪ 中性觀察,11.131957473420888,19.04,30.51,N/A,2025,149.34,712.0,N/A,9.45,63.03,亞翔,6139.TW,2026-03,-1166.03,1315.37,959.4,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-17.66,-0.99,4.05%,2025,1437.5,69.6999969482,-1.33%,1.07,-1750.0,台化,1326.TW,2026-03,-1168.92,2606.42,-31.499999999999993,🔄 轉虧為盈
⚪ 數據不足,0.0,10.06,-0.1,N/A,2025,-450.0,17.2999992371,N/A,-0.07,-134.48,華盈,3520.TWO,2026-03,-1174.03,724.03,-6.0,📉 獲利侵蝕
⚪ 中性觀察,10.277777542299383,-14.6,3.21,20.24%,2025,-202.5,66.5999984741,6.22%,-0.82,-22.09,江申,1525.TW,2026-03,-1180.25,977.75,97.2,📉 獲利侵蝕
⚪ 數據不足,0.0,13.3,-0.43,10.48%,2025,685.71,48.5999984741,5.07%,0.55,-407.14,晟鈦,3229.TW,2026-03,-1183.18,1868.89,-13.799999999999999,🔄 轉虧為盈
⚪ 數據不足,0.0,18.08,-0.67,N/A,2025,-780.0,23.5,N/A,-0.44,-24.07,安力-KY,5223.TWO,2026-03,-1190.26,410.26,-14.4,📉 獲利侵蝕
⚪ 數據不足,0.0,45.18,0.26,N/A,2025,-37.86,450.0,N/A,-1.45,-35.0,訊芯-KY,6451.TW,2026-03,-1205.6899999999998,1167.83,-52.05,📉 獲利侵蝕
⚪ 中性觀察,3.0303030303030303,4.63,6.03,34.83%,2025,-1180.0,15.0,-28.70%,-0.54,1502.33,大魯閣,1432.TW,2026-03,-1212.83,32.83,74.25,📉 獲利侵蝕
⚪ 中性觀察,11.357142584678572,-0.55,1.05,5.36%,2025,0.0,31.7999992371,1.66%,0.35,-4.59,金寶,2312.TW,2026-03,-1226.55,1226.55,42.0,📉 獲利侵蝕
❌ 暫避觀望,64.72868217054264,-0.23,0.95,N/A,2025,-700.0,83.5,N/A,-0.3,-54.76,中光電,5371.TWO,2026-03,-1230.2,530.2,19.349999999999998,📉 獲利侵蝕
❌ 暫避觀望,126.45502645502647,-9.54,2.67,53.12%,2025,-1257.14,239.0,6.13%,-0.81,-49.53,由田,3455.TWO,2026-03,-1236.95,-20.19,28.349999999999994,🏰 高護城河
⚪ 數據不足,0.0,-68.65,-0.2,16.85%,2025,-975.0,10.3999996185,-24.14%,-0.43,-106.76,藝舍-KY,2724.TWO,2026-03,-1239.19,264.19,-16.200000000000003,📉 獲利侵蝕
⚪ 數據不足,0.0,4.48,-1.86,N/A,2025,1388.46,67.8000030518,N/A,3.36,-14.2,力積電,6770.TW,2026-03,-1243.44,2631.9,-19.050000000000004,🔄 轉虧為盈
⚪ 數據不足,0.0,-5.33,-1.12,N/A,2025,-200.0,12.1000003815,N/A,-0.2,-1277.78,台富,1454.TW,2026-03,-1250.66,1050.66,-39.0,📉 獲利侵蝕
❌ 暫避觀望,26.32911392405063,22.83,0.89,N/A,2025,75.93,104.0,N/A,1.9,-72.78,擎亞,8096.TWO,2026-03,-1252.29,1328.22,59.25,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-11.09,-3.48,N/A,2025,119.7,60.5,N/A,0.13,-56.76,榮科,4989.TW,2026-03,-1261.81,1381.51,-137.7,🔄 轉虧為盈
⚪ 數據不足,0.0,2.17,-0.32,8.50%,2025,87.88,36.3499984741,0.94%,0.62,-130.48,承啟,2425.TW,2026-03,-1269.3000000000002,1357.18,-31.049999999999997,🔄 轉虧為盈
⚪ 中性觀察,5.044790193305045,51.01,9.52,9.56%,2025,-6.54,107.0,7.58%,1.43,34.08,根基,2546.TW,2026-03,-1269.95,1263.41,318.15000000000003,📉 獲利侵蝕
⚪ 中性觀察,5.964912169152047,16.55,0.68,1.56%,2025,-124.0,20.3999996185,-12.63%,-0.54,6600.0,建漢,3062.TW,2026-03,-1271.67,1147.67,51.3,📉 獲利侵蝕
⚪ 中性觀察,4.246467698131868,19.21,1.86,4.18%,2025,50.0,27.0499992371,-22.27%,-0.27,173.02,新鉅科,3630.TWO,2026-03,-1277.87,1327.87,95.55,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-10.68,-2.52,N/A,2025,-400.0,28.7999992371,N/A,-0.75,54.46,桓鼎-KY,5543.TWO,2026-03,-1278.17,878.17,-97.8,📉 獲利侵蝕
⚪ 中性觀察,12.730768643923076,16.5,0.5,14.20%,2025,175.0,16.5499992371,8.91%,0.23,19.51,和桐,1714.TW,2026-03,-1279.03,1454.03,19.5,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-31.79,-2.68,16.83%,2025,76.92,131.0,-125.48%,-0.15,-20.55,蔚華科,3055.TW,2026-03,-1295.4099999999999,1372.33,-91.95000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,12.273755656108598,29.36,3.16,13.39%,2025,39.17,108.5,3.80%,1.73,-4.59,昇貿,3305.TW,2026-03,-1299.87,1339.04,132.6,⚠️ 獲利稀釋
❌ 暫避觀望,20.14669963958435,69.32,2.3,12.45%,2025,40.1,82.4000015259,8.05%,2.83,-44.71,安馳,3528.TW,2026-03,-1299.92,1340.02,61.349999999999994,⚠️ 獲利稀釋
⚪ 數據不足,0.0,26.06,0.54,N/A,2025,141.67,23.6499996185,N/A,0.05,134.62,佳龍,9955.TW,2026-03,-1305.47,1447.14,-2.8499999999999983,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-8.7,-2.74,-3.41%,2025,-40.54,49.2000007629,-18.43%,-0.52,-491.43,和大,1536.TW,2026-03,-1336.75,1296.21,-108.30000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,10.43,-1.01,N/A,2025,40.74,15.0,N/A,-0.16,-17.44,福華,8085.TWO,2026-03,-1339.41,1380.15,-34.05,⚠️ 獲利稀釋
⚪ 數據不足,0.0,10.78,-0.33,13.67%,2025,-1140.0,14.0,-6.40%,-0.52,-145.21,福永生技,4183.TWO,2026-03,-1351.07,211.07,-23.400000000000002,📉 獲利侵蝕
⚪ 數據不足,0.0,-24.55,-6.25,7.55%,2025,11.76,13.4499998093,-10.37%,-1.37,-82.6,山隆,2616.TW,2026-03,-1351.1200000000001,1362.88,-224.55,⚠️ 獲利稀釋
⚪ 數據不足,0.0,43.43,0.48,41.15%,2025,81.37,192.0,17.10%,-0.2,120.0,陽程,3498.TWO,2026-03,-1351.8899999999999,1433.26,-19.8,⚠️ 獲利稀釋
⚪ 數據不足,0.0,96.9,-4.2,N/A,2025,45.14,65.0,N/A,-0.99,-150.36,雲豹能源,6869.TW,2026-03,-1352.31,1397.45,-23.400000000000002,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-21.87,-1.43,N/A,2025,-9.09,20.6000003815,N/A,-0.36,-22.22,中茂,5205.TWO,2026-03,-1353.32,1344.23,-50.25,📉 獲利侵蝕
⚪ 數據不足,0.0,59.22,-1.4,4.20%,2025,-114.29,31.1000003815,-24.63%,-0.45,9.68,銘旺科,2429.TW,2026-03,-1353.8,1239.51,-51.9,📉 獲利侵蝕
⚪ 數據不足,0.0,12.25,-0.73,23.60%,2025,73.75,87.0,7.93%,-0.21,32.41,達航科技,4577.TWO,2026-03,-1357.19,1430.94,-39.599999999999994,⚠️ 獲利稀釋
⚪ 中性觀察,7.386722705384615,-22.72,3.16,N/A,2025,76.85,70.0999984741,N/A,1.95,-29.6,倍力,6874.TWO,2026-03,-1360.3400000000001,1437.19,142.35,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-3.11,0.01,12.71%,2025,-200.0,11.1999998093,7.26%,-0.03,-96.0,寶隆,1906.TW,2026-03,-1386.57,1186.57,-8.25,📉 獲利侵蝕
⚪ 中性觀察,6.305656019963899,18.17,3.17,8.10%,2025,42.68,52.4000015259,2.38%,1.17,18.73,精技,2414.TW,2026-03,-1400.22,1442.9,124.65,⚠️ 獲利稀釋
❌ 暫避觀望,268.29268292682934,0.0,0.59,N/A,2025,-1400.0,110.0,N/A,-0.65,-47.75,鏵友益,6877.TWO,2026-03,-1403.74,3.74,6.149999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,-59.56,-6.24,N/A,2025,13.04,24.5499992371,N/A,-0.2,-433.33,元晶,6443.TW,2026-03,-1404.02,1417.06,-135.45,⚠️ 獲利稀釋
⚪ 數據不足,0.0,19.38,-1.14,N/A,2025,-1283.33,48.7999992371,N/A,-0.72,-394.74,常珵,8097.TWO,2026-03,-1407.04,123.71,-53.699999999999996,📉 獲利侵蝕
❌ 暫避觀望,165.86206370379307,4.72,0.03,9.08%,2025,66.67,48.0999984741,-2.06%,0.2,-96.3,群創,3481.TW,2026-03,-1407.51,1474.18,4.3500000000000005,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-4.37,0.08,8.16%,2025,-70.0,10.6999998093,-0.43%,-0.17,-93.16,台榮,1220.TW,2026-03,-1407.58,1337.58,-1.05,📉 獲利侵蝕
⚪ 數據不足,0.0,-26.42,0.05,N/A,2025,21.05,34.0999984741,N/A,0.23,-95.24,高僑,6234.TWO,2026-03,-1415.73,1436.78,-11.25,⚠️ 獲利稀釋
❌ 暫避觀望,16.003584776308244,1.81,0.95,15.30%,2025,90.0,44.6500015259,3.04%,0.19,-52.74,台肥,1722.TW,2026-03,-1425.35,1515.35,41.85,⚠️ 獲利稀釋
⚪ 中性觀察,6.019830028328612,-2.3,8.84,8.77%,2025,27.32,127.5,5.39%,2.47,1.84,華立,3010.TW,2026-03,-1441.89,1469.21,317.7,⚠️ 獲利稀釋
❌ 暫避觀望,49.92248180302325,-9.88,0.78,8.73%,2025,12.0,64.4000015259,4.51%,0.28,-66.09,漢翔,2634.TW,2026-03,-1454.61,1466.61,19.35,⚠️ 獲利稀釋
⚪ 數據不足,0.0,32.68,-60.0,N/A,2025,-1135.38,3.5099999905,N/A,-6.73,-1744.48,森崴能源,6806.TW,2026-03,-1455.8700000000001,320.49,-1955.4,📉 獲利侵蝕
⚪ 數據不足,0.0,-17.32,-1.68,-8.18%,2025,-1000.0,5.6500000954,-26.63%,-0.22,-1292.86,淘帝-KY,2929.TW,2026-03,-1465.92,465.92,-35.849999999999994,📉 獲利侵蝕
⚪ 數據不足,0.0,-5.19,-1.33,7.59%,2025,-50.0,17.4500007629,-1.94%,-0.09,-632.0,海德威,3268.TWO,2026-03,-1471.55,1421.55,-62.699999999999996,📉 獲利侵蝕
❌ 暫避觀望,45.21367651786324,9.25,0.65,20.85%,2025,-1166.67,52.9000015259,1.19%,-0.32,-26.97,其陽,3564.TWO,2026-03,-1483.74,317.07,17.55,📉 獲利侵蝕
❌ 暫避觀望,18.118466898954704,18.67,1.74,5.61%,2025,-1.9,52.0,2.63%,1.03,-33.61,弘憶股,3312.TW,2026-03,-1503.3100000000002,1501.41,43.050000000000004,📉 獲利侵蝕
⚪ 數據不足,0.0,-9.24,-2.43,N/A,2025,-308.0,13.8500003815,N/A,-0.52,-28.57,康那香,9919.TW,2026-03,-1511.48,1203.48,-74.85000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-23.43,-2.24,-29.22%,2025,-18.42,6.9299998283,-33.95%,-0.45,-9.8,燁興,2007.TW,2026-03,-1511.67,1493.25,-78.0,📉 獲利侵蝕
⚪ 數據不足,0.0,-33.25,-10.06,N/A,2025,7.08,4.5999999046,N/A,-3.3,-15.31,綠河-KY,8444.TWO,2026-03,-1518.97,1526.05,-311.84999999999997,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-89.32,-1.25,-26.90%,2025,25.0,37.0499992371,-63.96%,0.05,-112.33,新復興,4909.TWO,2026-03,-1524.58,1549.58,-71.10000000000001,🔄 轉虧為盈
⚪ 數據不足,0.0,-11.24,0.02,N/A,2025,108.82,13.6499996185,N/A,0.03,-88.24,谷崧,3607.TW,2026-03,-1577.3500000000001,1686.17,-4.3500000000000005,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-24.07,-1.37,-7.37%,2025,-176.47,8.8199996948,-10.27%,-0.94,-90.28,台苯,1310.TW,2026-03,-1579.76,1403.29,-59.25,📉 獲利侵蝕
⚪ 數據不足,0.0,-5.97,-1.04,N/A,2025,-50.0,20.3500003815,N/A,-0.75,-940.0,宅配通,2642.TW,2026-03,-1601.34,1551.34,-42.300000000000004,📉 獲利侵蝕
⚪ 數據不足,0.0,-4.58,-0.79,N/A,2025,-185.71,67.4000015259,N/A,-0.61,-269.57,GIS-KY,6456.TW,2026-03,-1604.8,1419.09,-27.900000000000002,📉 獲利侵蝕
⚪ 中性觀察,7.065217391304349,-22.64,3.84,N/A,2025,2621.43,48.75,N/A,3.53,-23.95,達麗,6177.TW,2026-03,-1636.2199999999998,4257.65,103.49999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,5.7407406622633745,7.45,1.23,6.67%,2025,-16.67,13.9499998093,4.30%,0.25,26.8,新建,2516.TW,2026-03,-1640.48,1623.81,36.449999999999996,📉 獲利侵蝕
⚪ 中性觀察,9.91596681397759,-2.37,2.08,N/A,2025,134.04,35.4000015259,N/A,0.16,11.76,資拓宏宇,6614.TW,2026-03,-1656.04,1790.08,53.550000000000004,⚠️ 獲利稀釋
⚪ 數據不足,0.0,11.55,-0.66,16.55%,2025,72.46,59.5,-1.35%,-0.19,85.65,全球傳動,4540.TW,2026-03,-1658.02,1730.48,-33.0,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-34.37,0.03,5.75%,2025,-112.0,9.7299995422,-72.91%,-0.03,-25.0,首利,1471.TW,2026-03,-1662.22,1550.22,-0.9,📉 獲利侵蝕
⚪ 數據不足,0.0,-0.38,-2.51,N/A,2025,9.8,47.9000015259,N/A,-0.47,-8.77,台康生技,6589.TW,2026-03,-1687.6100000000001,1697.41,-99.9,⚠️ 獲利稀釋
⚪ 中性觀察,9.094827750603448,27.32,0.52,N/A,2025,750.0,10.5500001907,N/A,0.13,2500.0,工信,5521.TW,2026-03,-1699.06,2449.06,17.400000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,8.486842105263158,885.03,4.9,N/A,2025,167.65,129.0,N/A,3.64,674.7,熙特爾-創,7740.TW,2026-03,-1713.84,1881.49,228.00000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,3.6951880440137956,163.68,275.06,N/A,2025,44.12,2475.0,N/A,75.95,124.43,緯穎,6669.TW,2026-03,-1717.95,1762.07,10046.849999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-18.04,-0.88,N/A,2025,-191.89,23.0499992371,N/A,-1.08,-194.62,競國,6108.TW,2026-03,-1737.31,1545.42,-54.449999999999996,📉 獲利侵蝕
⚪ 中性觀察,5.004748410531814,14.84,4.2,N/A,2025,12.87,52.7000007629,N/A,1.14,-8.03,展�眥篕�,6776.TW,2026-03,-1740.3100000000002,1753.18,157.95,⚠️ 獲利稀釋
